,count,mean,median,std,min,25%,75%,max
USACE-ERDC_SEIR,51,181353.1,3576.9,756020.6,0.0,535.4,40151.8,5285754.5
IHME-CurveFit,51,207821.3,4987.6,1040990.7,4.6,243.0,68926.5,7437418.6
Covid19Sim-Simulator,51,215685.1,8073.9,1013594.1,0.3,893.7,48998.1,7189838.6
LANL-GrowthRate,51,233264.1,2334.1,1221148.7,0.1,146.9,53598.1,8686529.1
YYG-ParamSearch,51,233321.5,6912.5,1012248.3,0.4,410.0,84601.3,7158751.8
IowaStateLW-STEM,49,309069.4,5929.0,1156735.4,1.0,1521.0,146705.0,7969329.0
UCLA-SuEIR,51,352979.6,7043.1,1542278.7,23.8,590.5,41925.1,10586480.8
Baseline,51,441479.4,12131.4,1322674.9,1.0,1371.0,268734.1,8593273.5
SWC-TerminusCM,51,1310521.3,15376.0,6530720.1,1.0,1898.0,96430.5,46144849.0
PSI-DRAFT,51,1382541.6,14884.0,7563351.6,16.0,1982.5,85781.1,53597041.0
