,total_deaths_2020-06-21,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
LANL-GrowthRate,122771,141852.5,147248,21883.5,24477,-2593.5,-10.6%
Baseline,122771,140534.1,147248,20565.1,24477,-3911.9,-16.0%
IHME-CurveFit,122771,140079.3,147248,20110.3,24477,-4366.7,-17.8%
CovidAnalytics-DELPHI,122771,139960.0,147248,19991.0,24477,-4486.0,-18.3%
USACE-ERDC_SEIR,122771,139256.7,147248,19287.7,24477,-5189.3,-21.2%
PSI-DRAFT,122771,139209.0,147248,19240.0,24477,-5237.0,-21.4%
YYG-ParamSearch,122771,139181.5,147248,19212.5,24477,-5264.5,-21.5%
Covid19Sim-Simulator,122771,139152.0,147248,19183.0,24477,-5294.0,-21.6%
IowaStateLW-STEM,122771,136444.0,147248,16475.0,24477,-8002.0,-32.7%
STH-3PU,122771,132029.0,147248,12060.0,24477,-12417.0,-50.7%
UCLA-SuEIR,122771,131569.2,147248,11600.2,24477,-12876.8,-52.6%
NotreDame-mobility,122771,128149.7,147248,8180.7,24477,-16296.3,-66.6%
NotreDame-FRED,122771,,147248,,24477,,
