,total_deaths_2020-06-14,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
PSI-DRAFT,118629,144995.5,147248,29263.5,28619,644.5,2.3%
YYG-ParamSearch,118629,145125.5,147248,29393.5,28619,774.5,2.7%
IHME-CurveFit,118629,143251.7,147248,27519.7,28619,-1099.3,-3.8%
Baseline,118629,145937.3,147248,30205.3,28619,1586.3,5.5%
LANL-GrowthRate,118629,141060.7,147248,25328.7,28619,-3290.3,-11.5%
Covid19Sim-Simulator,118629,139395.5,147248,23663.5,28619,-4955.5,-17.3%
STH-3PU,118629,138507.0,147248,22775.0,28619,-5844.0,-20.4%
USACE-ERDC_SEIR,118629,137674.3,147248,21942.3,28619,-6676.7,-23.3%
IowaStateLW-STEM,118629,136221.0,147248,20489.0,28619,-8130.0,-28.4%
UCLA-SuEIR,118629,129837.3,147248,14105.3,28619,-14513.7,-50.7%
NotreDame-FRED,118629,,147248,,28619,,
SWC-TerminusCM,118629,,147248,,28619,,
