,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4102,5166.4,5809.1,4360.0,3788.0,,1064.4,1707.1,258.0,-314.0,,False,True,True,
Alaska,176,59.7,246.7,19.0,,,-116.3,70.7,-157.0,,,True,False,,
Arizona,7322,14107.3,7590.7,6118.5,8098.0,,6785.3,268.7,-1203.5,776.0,,True,True,True,
Arkansas,2911,1274.7,2349.2,1137.7,1442.0,,-1636.3,-561.8,-1773.3,-1469.0,,True,False,True,
California,20977,23003.3,29458.9,26097.5,18406.0,,2026.3,8481.9,5120.5,-2571.0,,False,False,False,
Colorado,3871,2628.0,3638.3,3887.9,2092.0,,-1243.0,-232.7,16.9,-1779.0,,True,True,False,
Connecticut,5363,4750.6,4529.0,4901.7,4486.0,,-612.4,-834.0,-461.3,-877.0,,False,True,False,
Delaware,815,1691.0,790.2,579.4,622.0,,876.0,-24.8,-235.6,-193.0,,True,True,True,
District of Columbia,713,640.6,712.9,785.0,600.0,,-72.4,-0.1,72.0,-113.0,,True,True,False,
Florida,19785,23169.4,27936.3,23998.6,15912.0,,3384.4,8151.3,4213.6,-3873.0,,False,False,False,
Georgia,10075,9931.7,11153.4,9308.3,5514.0,,-143.3,1078.4,-766.7,-4561.0,,False,False,False,
Hawaii,271,65.7,137.9,27.6,,,-205.3,-133.1,-243.4,,,True,False,,
Idaho,1169,682.1,2007.6,1114.8,443.0,,-486.9,838.6,-54.2,-726.0,,False,True,False,
Illinois,15232,9615.4,11458.6,8821.3,8411.0,,-5616.6,-3773.4,-6410.7,-6821.0,,True,False,False,
Indiana,6758,4511.4,4593.6,3646.8,3862.0,,-2246.6,-2164.4,-3111.2,-2896.0,,True,False,False,
Iowa,3208,1543.9,2126.0,2775.0,1282.0,,-1664.1,-1082.0,-433.0,-1926.0,,True,True,False,
Kansas,2072,767.9,1765.3,460.7,607.0,,-1304.1,-306.7,-1611.3,-1465.0,,True,False,False,
Kentucky,2192,1295.7,3493.1,1357.6,1017.0,,-896.3,1301.1,-834.4,-1175.0,,False,True,False,
Louisiana,6767,8131.6,7639.2,5750.0,8280.0,,1364.6,872.2,-1017.0,1513.0,,True,True,False,
Maine,257,158.7,127.0,234.7,177.0,,-98.3,-130.0,-22.3,-80.0,,False,True,True,
Maryland,5100,4691.0,5334.6,4554.4,4238.0,,-409.0,234.6,-545.6,-862.0,,True,False,False,
Massachusetts,11307,10475.0,8935.4,10663.4,9052.0,,-832.0,-2371.6,-643.6,-2255.0,,False,True,False,
Michigan,11195,7075.1,7853.4,7737.6,7385.0,,-4119.9,-3341.6,-3457.4,-3810.0,,True,True,True,
Minnesota,4418,2269.3,2906.8,1977.9,2766.0,,-2148.7,-1511.2,-2440.1,-1652.0,,True,False,True,
Mississippi,4180,4233.3,5002.7,2840.6,3258.0,,53.3,822.7,-1339.4,-922.0,,False,False,False,
Missouri,4602,2658.6,8374.4,1793.3,1665.0,,-1943.4,3772.4,-2808.7,-2937.0,,False,False,False,
Montana,816,224.7,921.1,,158.0,,-591.3,105.1,,-658.0,,True,,False,
Nebraska,1365,613.9,1143.4,371.0,458.0,,-751.1,-221.6,-994.0,-907.0,,True,False,False,
Nevada,2520,2461.6,2813.9,2616.5,1954.0,,-58.4,293.9,96.5,-566.0,,False,False,False,
