,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
New Hampshire,600,627.4,522.9,468.7,428.0,,27.4,-77.1,-131.3,-172.0,,False,False,False,
New Jersey,17732,17395.4,17233.0,18207.5,16035.0,,-336.6,-499.0,475.5,-1697.0,,False,False,False,
New Mexico,1913,1467.9,1204.0,1015.8,840.0,,-445.1,-709.0,-897.2,-1073.0,,False,False,False,
New York,35504,35310.7,33453.8,36109.5,33205.0,,-194.3,-2051.2,604.5,-2300.0,,False,False,False,
North Carolina,5796,5093.4,5061.7,3571.1,4052.0,,-702.6,-734.3,-2224.9,-1744.0,,False,False,False,
North Dakota,1152,238.0,562.0,299.8,155.0,,-914.0,-590.0,-852.2,-997.0,,True,True,False,
Ohio,7477,5948.0,6107.8,4083.9,4541.0,,-1529.0,-1369.2,-3393.1,-2936.0,,True,False,False,
Oklahoma,2042,1389.6,1749.6,2830.0,1905.0,,-652.4,-292.4,788.0,-137.0,,True,False,True,
Oregon,1150,864.9,741.2,1133.3,470.0,,-285.1,-408.8,-16.7,-680.0,,False,True,False,
Pennsylvania,12371,9212.0,9515.4,8417.6,8822.0,,-3159.0,-2855.6,-3953.4,-3549.0,,True,False,False,
Rhode Island,1509,1240.3,1754.9,1107.5,1125.0,,-268.7,245.9,-401.5,-384.0,,True,False,False,
South Carolina,4685,8163.0,4209.3,4741.5,3601.0,,3478.0,-475.7,56.5,-1084.0,,True,True,True,
South Dakota,1243,222.3,175.9,329.8,293.0,,-1020.7,-1067.1,-913.2,-950.0,,False,True,True,
Tennessee,5400,3429.3,7229.8,2456.6,2847.0,,-1970.7,1829.8,-2943.4,-2553.0,,True,False,False,
Texas,24542,26204.0,21884.5,21339.0,34068.0,21912.0,2719.0,-1600.5,-2146.0,10583.0,-1573.0,True,True,False,True
Utah,1038,889.6,1173.3,1324.9,778.0,,-148.4,135.3,286.9,-260.0,,True,False,False,
Vermont,95,56.0,65.3,56.7,56.0,,-39.0,-29.7,-38.3,-39.0,,True,True,False,
Virginia,4409,3090.7,4183.0,3053.1,2591.0,,-1318.3,-226.0,-1355.9,-1818.0,,True,False,False,
Washington,2941,2573.3,2834.7,5471.8,1972.0,,-331.7,-70.3,2566.8,-933.0,,True,False,False,
West Virginia,966,162.6,535.1,133.0,141.0,,-803.4,-430.9,-833.0,-825.0,,True,False,False,
Wisconsin,4324,1845.1,2565.8,1113.4,1393.0,,-2429.9,-1709.2,-3161.6,-2882.0,,True,False,False,
Wyoming,321,25.0,206.6,,28.0,,-296.0,-114.4,,-293.0,,True,,True,
US,298158,274040.6,289385.7,256055.2,232522.0,299707.0,-22976.4,-7631.3,-40961.8,-64495.0,2690.0,True,False,False,True
