,total_deaths_2020-11-01,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Columbia_UNC-SurvCon,232127,288589.0,301831,57594.0,69704,-12110.0,-17.4%
Covid19Sim-Simulator,232127,286737.3,301831,55742.3,69704,-13961.7,-20.0%
BPagano-RtDriven,232127,281643.7,301831,50648.7,69704,-19055.3,-27.3%
QJHong-Encounter,232127,280936.3,301831,49941.3,69704,-19762.7,-28.4%
USC-SI_kJalpha,232127,280692.0,301831,49697.0,69704,-20007.0,-28.7%
JCB-PRM,232127,277051.7,301831,46056.7,69704,-23647.3,-33.9%
IBF-TimeSeries,232127,275278.0,301831,44283.0,69704,-25421.0,-36.5%
JHUAPL-Bucky,232127,274118.7,301831,43123.7,69704,-26580.3,-38.1%
LANL-GrowthRate,232127,272333.5,301831,41338.5,69704,-28365.5,-40.7%
PSI-DRAFT,232127,269116.0,301831,38121.0,69704,-31583.0,-45.3%
CovidAnalytics-DELPHI,232127,265080.0,301831,34085.0,69704,-35619.0,-51.1%
Baseline,232127,264743.9,301831,33748.9,69704,-35955.1,-51.6%
IowaStateLW-STEM,232127,264598.0,301831,33603.0,69704,-36101.0,-51.8%
COVIDhub-baseline,232127,264431.7,301831,33436.7,69704,-36267.3,-52.0%
NotreDame-mobility,232127,263935.3,301831,32940.3,69704,-36763.7,-52.7%
UCLA-SuEIR,232127,262787.6,301831,31792.6,69704,-37911.4,-54.4%
STH-3PU,232127,261083.0,301831,30088.0,69704,-39616.0,-56.8%
JHU_IDD-CovidSP,232127,257588.0,301831,26593.0,69704,-43111.0,-61.8%
WalmartLabsML-LogForecasting,232127,250700.3,301831,19705.3,69704,-49998.7,-71.7%
NotreDame-FRED,232127,,301831,,69704,,
