,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4102,4375.7,3390.0,3009.8,3336.0,,273.7,-712.0,-1092.2,-766.0,,False,False,False,
Alaska,176,111.3,118.7,37.4,,,-64.7,-57.3,-138.6,,,True,False,,
Arizona,7322,8878.0,6464.2,7534.0,7686.0,,1556.0,-857.8,212.0,364.0,,True,True,True,
Arkansas,2911,2225.1,1696.5,2655.0,1987.0,,-685.9,-1214.5,-256.0,-924.0,,False,True,False,
California,20977,24585.0,21060.6,43054.1,21632.0,,3608.0,83.6,22077.1,655.0,,True,False,True,
Colorado,3871,2298.6,2179.5,2577.4,2308.0,,-1572.4,-1691.5,-1293.6,-1563.0,,False,True,True,
Connecticut,5363,4539.3,4574.6,4680.1,4603.0,,-823.7,-788.4,-682.9,-760.0,,True,True,True,
Delaware,815,663.4,658.3,712.2,675.0,,-151.6,-156.7,-102.8,-140.0,,False,True,True,
District of Columbia,713,635.7,649.2,1010.9,652.0,,-77.3,-63.8,297.9,-61.0,,True,False,True,
Florida,19785,22915.6,14929.6,25243.5,19324.0,,3130.6,-4855.4,5458.5,-461.0,,False,False,True,
Georgia,10075,12616.6,9041.2,12770.4,8497.0,,2541.6,-1033.8,2695.4,-1578.0,,True,False,True,
Hawaii,271,300.7,570.7,63.7,,,29.7,299.7,-207.3,,,False,False,,
Idaho,1169,1131.6,749.2,1490.5,901.0,,-37.4,-419.8,321.5,-268.0,,False,False,False,
Illinois,15232,10293.1,10347.7,16082.6,9438.0,,-4938.9,-4884.3,850.6,-5794.0,,True,True,False,
Indiana,6758,4345.9,4452.2,7166.1,4363.0,,-2412.1,-2305.8,408.1,-2395.0,,True,True,True,
Iowa,3208,2242.1,3906.5,3247.9,2165.0,,-965.9,698.5,39.9,-1043.0,,True,True,False,
Kansas,2072,790.7,1035.7,1235.8,709.0,,-1281.3,-1036.3,-836.2,-1363.0,,True,True,False,
Kentucky,2192,1775.9,1859.7,3904.4,1371.0,,-416.1,-332.3,1712.4,-821.0,,True,False,False,
Louisiana,6767,7679.6,5722.8,8337.4,7656.0,,912.6,-1044.2,1570.4,889.0,,False,False,True,
Maine,257,146.9,195.0,199.9,274.0,,-110.1,-62.0,-57.1,17.0,,True,True,True,
Maryland,5100,4658.3,4179.3,4662.4,4038.0,,-441.7,-920.7,-437.6,-1062.0,,False,True,False,
