,count,mean,median,std,min,25%,75%,max
Karlen-pypm,51,272.7,124.6,318.4,10.4,45.2,379.9,1324.2
Covid19Sim-Simulator,51,299.0,183.7,351.6,3.4,84.4,358.5,1718.4
USC-SI_kJalpha,51,300.8,215.0,348.5,3.0,59.5,384.5,1791.0
JHUAPL-Bucky,51,341.4,173.3,405.8,0.8,87.7,486.2,1894.8
JCB-PRM,51,375.4,218.5,447.3,6.3,70.3,413.4,1879.2
BPagano-RtDriven,51,378.0,241.1,374.7,3.3,102.3,487.7,1726.3
LANL-GrowthRate,51,426.9,239.0,498.9,9.0,93.0,480.0,2195.0
COVIDhub-baseline,51,525.8,334.3,582.5,3.9,140.5,765.5,2505.6
Baseline,51,535.3,329.0,585.4,11.6,161.9,823.9,2445.1
Columbia_UNC-SurvCon,51,536.4,248.0,605.0,6.0,99.5,743.5,2275.0
IowaStateLW-STEM,49,537.4,388.0,650.1,16.0,104.0,667.5,3164.0
PSI-DRAFT,51,624.4,364.5,767.7,12.0,115.0,713.8,3438.0
UCLA-SuEIR,51,636.1,360.6,651.0,24.1,195.4,837.5,2808.6
NotreDame-mobility,51,640.6,356.9,741.6,2.0,269.0,731.6,3854.5
CovidAnalytics-DELPHI,51,652.2,379.0,768.4,1.0,145.5,785.5,3430.0
JHU_IDD-CovidSP,51,741.1,529.7,774.2,8.2,233.8,974.9,3734.7
WalmartLabsML-LogForecasting,51,889.6,606.4,871.1,22.8,343.2,1224.8,3951.4
