,total_deaths_2020-12-06,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
BPagano-RtDriven,285550,298279.0,301831,15980.0,16281,-301.0,-1.8%
Geneva-DetGrowth,285550,298106.4,301831,15807.4,16281,-473.6,-2.9%
LNQ-ens1,285550,298079.4,301831,15780.4,16281,-500.6,-3.1%
UChicagoCHATTOPADHYAY-UnIT,285550,299530.6,301831,17231.6,16281,950.6,5.8%
UCLA-SuEIR,285550,297213.3,301831,14914.3,16281,-1366.7,-8.4%
JHU_CSSE-DECOM,285550,297182.0,301831,14883.0,16281,-1398.0,-8.6%
UCSD_NEU-DeepGLEAM,285550,297100.4,301831,14801.4,16281,-1479.6,-9.1%
LANL-GrowthRate,285550,297017.5,301831,14718.5,16281,-1562.5,-9.6%
MSRA-DeepST,285550,296962.6,301831,14663.6,16281,-1617.4,-9.9%
Microsoft-DeepSTIA,285550,296881.1,301831,14582.1,16281,-1698.9,-10.4%
Karlen-pypm,285550,296705.0,301831,14406.0,16281,-1875.0,-11.5%
Columbia_UNC-SurvCon,285550,296605.0,301831,14306.0,16281,-1975.0,-12.1%
MOBS-GLEAM_COVID,285550,296549.2,301831,14250.2,16281,-2030.8,-12.5%
RobertWalraven-ESG,285550,300668.6,301831,18369.6,16281,2088.6,12.8%
DDS-NBDS,285550,296458.4,301831,14159.4,16281,-2121.6,-13.0%
JCB-PRM,285550,296370.4,301831,14071.4,16281,-2209.6,-13.6%
COVIDhub-baseline,285550,296325.0,301831,14026.0,16281,-2255.0,-13.9%
OliverWyman-Navigator,285550,296269.1,301831,13970.1,16281,-2310.9,-14.2%
UCM_MESALab-FoGSEIR,285550,300936.0,301831,18637.0,16281,2356.0,14.5%
IowaStateLW-STEM,285550,296202.0,301831,13903.0,16281,-2378.0,-14.6%
CEID-Walk,285550,296197.0,301831,13898.0,16281,-2383.0,-14.6%
GT-DeepCOVID,285550,296158.9,301831,13859.9,16281,-2421.1,-14.9%
UMich-RidgeTfReg,285550,296088.7,301831,13789.7,16281,-2491.3,-15.3%
COVIDhub-ensemble,285550,295914.0,301831,13615.0,16281,-2666.0,-16.4%
MIT_CritData-GBCF,285550,295770.0,301831,13471.0,16281,-2810.0,-17.3%
QJHong-Encounter,285550,295758.7,301831,13459.7,16281,-2821.3,-17.3%
Caltech-CS156,285550,295653.7,301831,13354.7,16281,-2926.3,-18.0%
IBF-TimeSeries,285550,301510.0,301831,19211.0,16281,2930.0,18.0%
RPI_UW-Mob_Collision,285550,295628.1,301831,13329.1,16281,-2951.9,-18.1%
UMass-MechBayes,285550,295596.0,301831,13297.0,16281,-2984.0,-18.3%
epiforecasts-ensemble1,285550,295529.0,301831,13230.0,16281,-3051.0,-18.7%
Baseline,285550,295521.3,301831,13222.3,16281,-3058.7,-18.8%
USC-SI_kJalpha,285550,295190.0,301831,12891.0,16281,-3390.0,-20.8%
UT-Mobility,285550,294956.5,301831,12657.5,16281,-3623.5,-22.3%
TTU-squider,285550,294877.7,301831,12578.7,16281,-3702.3,-22.7%
SteveMcConnell-CovidComplete,285550,294845.0,301831,12546.0,16281,-3735.0,-22.9%
JHUAPL-Bucky,285550,294711.9,301831,12412.9,16281,-3868.1,-23.8%
UA-EpiCovDA,285550,294416.0,301831,12117.0,16281,-4164.0,-25.6%
PSI-DRAFT,285550,294082.5,301831,11783.5,16281,-4497.5,-27.6%
IHME-CurveFit,285550,293951.5,301831,11652.5,16281,-4628.5,-28.4%
CovidAnalytics-DELPHI,285550,293754.0,301831,11455.0,16281,-4826.0,-29.6%
CU-select,285550,293723.0,301831,11424.0,16281,-4857.0,-29.8%
NotreDame-mobility,285550,291885.3,301831,9586.3,16281,-6694.7,-41.1%
JHU_IDD-CovidSP,285550,290153.2,301831,7854.2,16281,-8426.8,-51.8%
WalmartLabsML-LogForecasting,285550,287287.8,301831,4988.8,16281,-11292.2,-69.4%
Covid19Sim-Simulator,285550,283603.5,301831,1304.5,16281,-14976.5,-92.0%
CMU-TimeSeries,285550,,301831,,16281,,
Google_Harvard-CPF,285550,,301831,,16281,,
NotreDame-FRED,285550,,301831,,16281,,
UCSB-ACTS,285550,,301831,,16281,,
Wadhwani_AI-BayesOpt,285550,,301831,,16281,,
