,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4102,3836.6,2573.8,5741.5,3222.0,,-265.4,-1528.2,1639.5,-880.0,,False,False,False,
Alaska,176,95.4,107.1,31.1,,,-80.6,-68.9,-144.9,,,True,False,,
Arizona,7322,8973.1,4617.8,10170.6,8538.0,,1651.1,-2704.2,2848.6,1216.0,,False,False,True,
Arkansas,2911,2082.4,1202.9,2630.2,1731.0,,-828.6,-1708.1,-280.8,-1180.0,,False,True,False,
California,20977,26583.0,19042.5,45164.1,24926.0,,5606.0,-1934.5,24187.1,3949.0,,True,False,True,
Colorado,3871,2266.9,2194.0,2892.2,2349.0,,-1604.1,-1677.0,-978.8,-1522.0,,False,True,True,
Connecticut,5363,4571.0,4541.8,4743.8,4600.0,,-792.0,-821.2,-619.2,-763.0,,False,True,True,
Delaware,815,711.0,677.0,691.4,668.0,,-104.0,-138.0,-123.6,-147.0,,False,False,False,
District of Columbia,713,715.0,658.6,929.4,646.0,,2.0,-54.4,216.4,-67.0,,False,False,False,
Florida,19785,24168.3,12358.9,22333.8,21428.0,,4383.3,-7426.1,2548.8,1643.0,,False,True,True,
Georgia,10075,11950.6,7377.2,11225.5,7722.0,,1875.6,-2697.8,1150.5,-2353.0,,False,True,False,
Hawaii,271,158.0,979.9,344.0,,,-113.0,708.9,73.0,,,False,True,,
Idaho,1169,909.6,584.0,1235.1,538.0,,-259.4,-585.0,66.1,-631.0,,False,True,False,
Illinois,15232,10213.9,10404.3,12260.9,9384.0,,-5018.1,-4827.7,-2971.1,-5848.0,,True,True,False,
Indiana,6758,4599.6,4181.9,7408.6,4275.0,,-2158.4,-2576.1,650.6,-2483.0,,False,True,False,
Iowa,3208,2020.1,1987.1,3125.8,1754.0,,-1187.9,-1220.9,-82.2,-1454.0,,False,True,False,
Kansas,2072,743.1,1066.3,1708.4,718.0,,-1328.9,-1005.7,-363.6,-1354.0,,True,True,False,
Kentucky,2192,1855.1,1610.8,3301.0,1310.0,,-336.9,-581.2,1109.0,-882.0,,False,False,False,
Louisiana,6767,8535.9,4975.4,8124.0,7322.0,,1768.9,-1791.6,1357.0,555.0,,False,True,True,
Maine,257,194.4,164.2,161.7,210.0,,-62.6,-92.8,-95.3,-47.0,,False,False,True,
Maryland,5100,4515.6,4240.9,6007.6,4022.0,,-584.4,-859.1,907.6,-1078.0,,False,False,False,
Massachusetts,11307,10237.1,9028.4,12874.5,10555.0,,-1069.9,-2278.6,1567.5,-752.0,,False,False,True,
Michigan,11195,7721.4,7565.9,11252.3,7747.0,,-3473.6,-3629.1,57.3,-3448.0,,False,True,True,
Minnesota,4418,2780.3,2675.6,5252.4,2436.0,,-1637.7,-1742.4,834.4,-1982.0,,False,True,False,
Mississippi,4180,4713.7,2632.1,3455.0,4605.0,,533.7,-1547.9,-725.0,425.0,,False,False,True,
Missouri,4602,2563.0,2732.1,3812.4,2150.0,,-2039.0,-1869.9,-789.6,-2452.0,,True,True,False,
Montana,816,216.9,331.0,204.3,267.0,,-599.1,-485.0,-611.7,-549.0,,True,False,True,
Nebraska,1365,647.6,669.9,1327.7,602.0,,-717.4,-695.1,-37.3,-763.0,,True,True,False,
Nevada,2520,3179.1,1688.0,3441.7,2569.0,,659.1,-832.0,921.7,49.0,,False,False,True,
New Hampshire,600,524.1,433.7,456.6,516.0,,-75.9,-166.3,-143.4,-84.0,,False,False,False,
New Jersey,17732,16485.1,16184.6,16377.8,16388.0,,-1246.9,-1547.4,-1354.2,-1344.0,,False,False,False,
New Mexico,1913,1236.6,810.8,1503.7,1167.0,,-676.4,-1102.2,-409.3,-746.0,,False,True,False,
New York,35504,33564.9,33293.9,32759.5,33428.0,,-1971.1,-2242.1,-2776.5,-2108.0,,False,False,False,
North Carolina,5796,5448.7,4130.9,9727.8,4533.0,,-347.3,-1665.1,3931.8,-1263.0,,False,False,False,
North Dakota,1152,310.4,456.7,427.0,280.0,,-841.6,-695.3,-725.0,-872.0,,True,True,False,
Ohio,7477,6388.3,4736.5,6727.4,6080.0,,-1088.7,-2740.5,-749.6,-1397.0,,False,True,False,
Oklahoma,2042,1756.7,1339.9,2654.3,1338.0,,-285.3,-702.1,612.3,-704.0,,False,False,False,
Oregon,1150,876.9,707.0,2919.1,707.0,,-273.1,-443.0,1769.1,-443.0,,False,False,False,
Pennsylvania,12371,9206.1,8203.1,15961.7,8370.0,,-3164.9,-4167.9,3590.7,-4001.0,,False,False,False,
Rhode Island,1509,1172.7,1103.7,1264.2,1272.0,,-328.3,-397.3,-236.8,-229.0,,False,True,True,
South Carolina,4685,6230.4,2676.5,5202.3,3929.0,,1545.4,-2008.5,517.3,-756.0,,False,True,True,
South Dakota,1243,287.9,472.0,314.3,323.0,,-955.1,-771.0,-928.7,-920.0,,True,True,True,
Tennessee,5400,4754.3,2514.1,5993.7,3510.0,,-645.7,-2885.9,593.7,-1890.0,,False,True,False,
Texas,24542,32360.9,16273.6,27423.5,32476.0,22156.0,8162.9,-7924.4,3225.5,8278.0,-2042.0,True,True,False,True
Utah,1038,733.9,730.8,1194.2,816.0,,-304.1,-307.2,156.2,-222.0,,False,True,True,
Vermont,95,58.0,66.2,62.7,59.0,,-37.0,-28.8,-32.3,-36.0,,True,True,True,
Virginia,4409,3830.7,3328.5,3023.4,2952.0,,-578.3,-1080.5,-1385.6,-1457.0,,False,False,False,
Washington,2941,3163.3,2727.6,5775.4,2518.0,,208.3,-227.4,2820.4,-437.0,,False,False,False,
West Virginia,966,480.3,244.7,673.6,354.0,,-485.7,-721.3,-292.4,-612.0,,False,True,False,
Wisconsin,4324,1747.0,2162.6,2056.7,1612.0,,-2523.0,-2107.4,-2213.3,-2658.0,,True,True,False,
Wyoming,321,148.0,71.4,34.0,45.0,,-173.0,-249.6,-287.0,-276.0,,False,False,False,
US,298158,283837.7,209261.6,334383.9,252512.0,259807.0,-13958.3,-88534.4,36587.9,-45284.0,-37989.0,False,False,False,False
