,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Alabama,4102,3456.7,3085.9,2953.6,4401.0,,3138.8,-645.3,-1016.1,-1148.4,299.0,,-963.2,False,False,True,,False
Alaska,176,56.9,97.6,52.9,,,60.2,-119.1,-78.4,-123.1,,,-115.8,True,False,,,True
Arizona,7322,7314.9,6642.3,7779.5,6609.0,,6651.8,-7.1,-679.7,457.5,-713.0,,-670.2,False,False,False,,False
Arkansas,2911,3552.4,3111.2,2532.0,3056.0,,2318.4,641.4,200.2,-379.0,145.0,,-592.6,True,True,True,,True
California,20977,22580.9,18140.6,33073.5,20506.0,,20287.2,1603.9,-2836.4,12096.5,-471.0,,-689.8,False,False,True,,True
Colorado,3871,2322.3,2378.0,2896.4,2291.0,,2164.5,-1548.7,-1493.0,-974.6,-1580.0,,-1706.5,True,True,False,,False
Connecticut,5363,4634.3,4592.6,5150.6,4672.0,,4568.3,-728.7,-770.4,-212.4,-691.0,,-794.7,False,True,True,,False
Delaware,887,692.1,726.6,805.4,692.0,,672.8,-180.9,-146.4,-67.6,-181.0,,-200.2,True,True,False,,False
District of Columbia,713,667.4,656.0,853.7,650.0,,643.4,-45.6,-57.0,140.7,-63.0,,-69.6,False,False,False,,False
Florida,19785,21453.7,18787.3,25078.8,19078.0,,18477.2,1668.7,-997.7,5293.8,-707.0,,-1307.8,True,False,True,,True
Georgia,10075,9791.6,8314.2,10447.7,9310.0,,9294.8,-283.4,-1760.8,372.7,-765.0,,-780.2,False,False,False,,False
Hawaii,271,369.0,171.6,173.4,,,251.7,98.0,-99.4,-97.6,,,-19.3,False,True,,,True
Idaho,1169,775.0,715.1,838.7,818.0,,677.5,-394.0,-453.9,-330.3,-351.0,,-491.5,False,True,True,,False
Illinois,15232,10405.3,9879.4,12210.1,9942.0,,9966.5,-4826.7,-5352.6,-3021.9,-5290.0,,-5265.5,False,True,False,,False
Indiana,7600,4312.3,4202.5,5130.5,4382.0,,4061.6,-3305.7,-3415.5,-2487.5,-3236.0,,-3556.4,False,True,True,,False
Iowa,3208,1798.6,1693.5,2843.6,2024.0,,1810.1,-1409.4,-1514.5,-364.4,-1184.0,,-1397.9,False,True,True,,True
Kansas,2072,1389.4,1176.7,2503.1,1010.0,,1053.8,-681.6,-894.3,432.1,-1061.0,,-1017.2,False,True,False,,False
Kentucky,2192,1715.7,1760.5,3282.3,2191.0,,1857.3,-476.3,-431.5,1090.3,-1.0,,-334.7,True,False,True,,True
Louisiana,6767,6945.0,6215.9,7031.0,7170.0,,7321.5,178.0,-551.1,264.0,403.0,,554.5,False,False,False,,False
Maine,257,174.6,159.0,164.6,275.0,,156.0,-82.4,-98.0,-92.4,18.0,,-101.0,False,False,True,,False
Maryland,5100,4365.1,4309.1,5695.9,4303.0,,4151.8,-734.9,-790.9,595.9,-797.0,,-948.2,False,True,False,,False
Massachusetts,11307,10495.7,9588.0,12743.1,9702.0,,9718.7,-811.3,-1719.0,1436.1,-1605.0,,-1588.3,False,False,False,,False
Michigan,11195,7656.7,7768.8,7878.0,8288.0,,7301.3,-3538.3,-3426.2,-3317.0,-2907.0,,-3893.7,True,True,True,,False
Minnesota,4418,2562.4,2493.9,3585.6,2993.0,,2732.6,-1855.6,-1924.1,-832.4,-1425.0,,-1685.4,False,True,True,,True
Mississippi,4180,4149.9,3344.4,3360.0,4651.0,,3812.8,-30.1,-835.6,-820.0,471.0,,-367.2,False,False,False,,False
Missouri,4631,2952.4,2965.1,3671.7,3070.0,,2443.1,-1649.6,-1636.9,-930.3,-1532.0,,-2158.9,True,True,True,,False
Montana,816,417.9,454.9,330.7,306.0,,290.4,-398.1,-361.1,-485.3,-510.0,,-525.6,True,False,False,,False
Nebraska,1365,536.9,828.9,1520.2,646.0,,506.1,-828.1,-536.1,155.2,-719.0,,-858.9,True,True,True,,False
Nevada,2520,2467.7,1889.7,2452.3,2105.0,,2448.5,-52.3,-630.3,-67.7,-415.0,,-71.5,False,False,False,,False
New Hampshire,600,461.7,491.9,482.7,474.0,,481.3,-138.3,-108.1,-117.3,-126.0,,-118.7,True,True,True,,True
New Jersey,17732,16493.9,16532.7,21373.3,16888.0,,16352.9,-1238.1,-1199.3,3641.3,-844.0,,-1379.1,True,False,True,,False
New Mexico,1913,1157.3,1011.8,1487.9,1260.0,,986.0,-755.7,-901.2,-425.1,-653.0,,-927.0,False,True,True,,False
New York,35504,33845.9,33427.9,38245.4,34102.0,,33450.0,-1658.1,-2076.1,2741.4,-1402.0,,-2054.0,False,False,True,,False
North Carolina,5796,5507.7,4620.4,8153.2,5898.0,,4646.8,-288.3,-1175.6,2357.2,102.0,,-1149.2,False,False,True,,False
North Dakota,1152,476.6,505.1,521.1,391.0,,207.4,-675.4,-646.9,-630.9,-761.0,,-944.6,True,True,False,,False
Ohio,10094,6986.4,5995.5,8200.5,6382.0,,6118.7,-3483.6,-4474.5,-2269.5,-4088.0,,-4351.3,False,True,False,,False
Oklahoma,2042,1432.1,1516.6,1508.9,1950.0,,1475.8,-609.9,-525.4,-533.1,-92.0,,-566.2,True,True,True,,True
Oregon,1150,727.6,770.8,964.2,725.0,,760.0,-422.4,-379.2,-185.8,-425.0,,-390.0,True,True,False,,True
Pennsylvania,12371,9513.3,9113.4,11242.6,8905.0,,8501.2,-2857.7,-3257.6,-1128.4,-3466.0,,-3869.8,False,True,False,,False
Rhode Island,1622,1289.6,1263.7,1678.6,1161.0,,1170.1,-305.4,-331.3,83.6,-434.0,,-424.9,False,True,False,,False
South Carolina,4685,4799.7,5062.4,5593.7,4788.0,,4530.4,114.7,377.4,908.7,103.0,,-154.6,False,False,True,,False
South Dakota,1243,415.4,373.5,362.1,389.0,,245.7,-827.6,-869.5,-880.9,-854.0,,-997.3,False,False,False,,False
Tennessee,5400,3878.0,3889.6,6035.2,4622.0,,3928.4,-1522.0,-1510.4,635.2,-778.0,,-1471.6,True,True,True,,True
Texas,24542,23186.4,18889.8,23270.8,24183.0,25011.0,20793.4,-1077.6,-5374.2,-993.2,-81.0,747.0,-3470.6,False,True,True,True,False
Utah,1038,523.0,878.2,688.7,682.0,,621.4,-515.0,-159.8,-349.3,-356.0,,-416.6,True,True,True,,True
Vermont,95,58.0,63.2,59.1,59.0,,60.3,-37.0,-31.8,-35.9,-36.0,,-34.7,True,True,True,,True
Virginia,4409,6439.7,4288.7,5868.8,4364.0,,3982.6,2032.7,-118.3,1461.8,-43.0,,-424.4,True,True,True,,True
Washington,2941,2582.4,2330.9,3150.3,2507.0,,2660.0,-361.6,-613.1,206.3,-437.0,,-284.0,False,True,False,,True
West Virginia,966,871.3,975.4,905.2,715.0,,541.3,-94.7,9.4,-60.8,-251.0,,-424.7,True,True,False,,False
Wisconsin,4324,1621.4,2339.8,2976.5,1973.0,,1625.5,-2637.6,-1919.2,-1282.5,-2286.0,,-2633.5,True,True,True,,True
Wyoming,321,132.0,96.4,45.8,70.0,,76.2,-189.0,-224.6,-275.2,-251.0,,-244.8,False,False,False,,False
US,301831,263988.1,228509.8,309853.6,257653.0,252575.0,238236.5,-37820.9,-73299.2,8044.6,-44156.0,-49234.0,-63572.5,False,True,False,False,False
