,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,4102,4531.0,6471.1,5605.8,3374.0,,429.0,2369.1,1503.8,-728.0,,False,False,False,
Alaska,176,99.4,296.7,21.9,,,-76.6,120.7,-154.1,,,False,False,,
Arizona,7322,12439.3,6041.7,9313.8,9764.0,,5117.3,-1280.3,1991.8,2442.0,,True,True,True,
Arkansas,2911,1652.0,1709.9,1240.2,1615.0,,-1259.0,-1201.1,-1670.8,-1296.0,,True,False,False,
California,20977,27272.6,22277.0,22690.0,20848.0,,6295.6,1300.0,1713.0,-129.0,,True,True,True,
Colorado,3871,2786.9,3082.0,4313.0,2219.0,,-1084.1,-789.0,442.0,-1652.0,,True,True,False,
Connecticut,5363,4790.3,4692.4,5091.8,4523.0,,-572.7,-670.6,-271.2,-840.0,,False,True,False,
Delaware,815,698.1,721.8,860.8,645.0,,-116.9,-93.2,45.8,-170.0,,True,True,False,
District of Columbia,713,640.6,725.8,680.5,624.0,,-70.4,14.8,-30.5,-87.0,,True,True,False,
Florida,19785,30278.3,21514.1,18271.7,20452.0,,10493.3,1729.1,-1513.3,667.0,,True,True,True,
Georgia,10075,10289.1,8541.7,11415.3,6292.0,,214.1,-1533.3,1340.3,-3783.0,,False,False,False,
Hawaii,271,26.0,352.3,34.3,,,-245.0,81.3,-236.7,,,True,True,,
Idaho,1169,1158.7,1190.8,402.6,493.0,,-10.3,21.8,-766.4,-676.0,,False,False,False,
Illinois,15232,10052.3,11481.7,8569.3,8738.0,,-5179.7,-3750.3,-6662.7,-6494.0,,True,False,False,
Indiana,6758,4332.7,4576.2,4644.0,3448.0,,-2425.3,-2181.8,-2114.0,-3310.0,,True,True,False,
Iowa,3208,1802.0,1739.8,2795.0,1049.0,,-1406.0,-1468.2,-413.0,-2159.0,,False,True,False,
Kansas,2072,926.7,1340.0,812.5,751.0,,-1145.3,-732.0,-1259.5,-1321.0,,True,False,False,
Kentucky,2192,1534.0,2251.6,1403.6,1141.0,,-658.0,59.6,-788.4,-1051.0,,True,False,False,
Louisiana,6767,8608.1,6566.5,8128.5,6977.0,,1841.1,-200.5,1361.5,210.0,,True,True,True,
Maine,257,198.4,144.2,150.0,226.0,,-58.6,-112.8,-107.0,-31.0,,False,False,True,
Maryland,5100,4929.3,5527.6,4382.0,3875.0,,-170.7,427.6,-718.0,-1225.0,,False,False,False,
Massachusetts,11307,10693.4,9566.2,10343.1,9098.0,,-613.6,-1740.8,-963.9,-2209.0,,False,False,False,
Michigan,11195,7531.9,7624.8,7239.4,7478.0,,-3663.1,-3570.2,-3955.6,-3717.0,,True,False,False,
Minnesota,4418,2408.3,3338.3,2259.8,1961.0,,-2009.7,-1079.7,-2158.2,-2457.0,,True,False,False,
Mississippi,4180,5663.0,4171.7,4421.9,3210.0,,1483.0,-8.3,241.9,-970.0,,True,True,True,
Missouri,4602,2539.4,8486.1,3251.8,1840.0,,-2062.6,3884.1,-1350.2,-2762.0,,False,True,False,
Montana,816,343.9,554.0,366.3,307.0,,-472.1,-262.0,-449.7,-509.0,,True,True,False,
Nebraska,1365,633.7,1193.1,1250.9,470.0,,-731.3,-171.9,-114.1,-895.0,,True,True,False,
Nevada,2520,2680.0,2611.9,3372.7,2218.0,,160.0,91.9,852.7,-302.0,,True,False,False,
New Hampshire,600,567.9,482.2,526.3,452.0,,-32.1,-117.8,-73.7,-148.0,,False,False,False,
New Jersey,17732,16760.0,16166.6,17904.9,16250.0,,-972.0,-1565.4,172.9,-1482.0,,False,True,False,
New Mexico,1913,1408.3,1094.6,1079.4,1337.0,,-504.7,-818.4,-833.6,-576.0,,False,False,False,
New York,35504,34218.6,33243.8,35742.0,33165.0,,-1298.4,-2273.2,225.0,-2352.0,,False,True,False,
North Carolina,5796,5113.3,4539.9,5749.1,4310.0,,-682.7,-1256.1,-46.9,-1486.0,,False,True,False,
North Dakota,1152,218.1,503.8,228.5,161.0,,-933.9,-648.2,-923.5,-991.0,,True,True,False,
Ohio,7477,7715.3,5262.1,7643.1,5142.0,,238.3,-2214.9,166.1,-2335.0,,False,True,False,
Oklahoma,2042,1568.3,2367.1,2911.6,1772.0,,-473.7,325.1,869.6,-270.0,,True,False,True,
Oregon,1150,1023.7,912.9,1035.1,582.0,,-126.3,-237.1,-114.9,-568.0,,False,True,False,
Pennsylvania,12371,9033.3,8943.4,9248.1,8049.0,,-3337.7,-3427.6,-3122.9,-4322.0,,False,True,False,
Rhode Island,1509,1101.3,1294.8,1071.2,1132.0,,-394.7,-201.2,-424.8,-364.0,,True,False,True,
South Carolina,4685,7170.1,3414.2,3392.3,3798.0,,2485.1,-1270.8,-1292.7,-887.0,,True,True,True,
South Dakota,1243,361.3,303.9,259.4,299.0,,-881.7,-939.1,-983.6,-944.0,,False,False,False,
Tennessee,5400,3071.9,4488.3,2763.3,2913.0,,-2328.1,-911.7,-2636.7,-2487.0,,True,False,False,
Texas,24542,40858.6,17870.7,28468.0,35363.0,21268.0,17370.6,-5617.3,4980.0,11875.0,-2220.0,True,True,True,True
Utah,1038,1008.7,1090.8,771.4,750.0,,-29.3,52.8,-266.6,-288.0,,False,False,False,
Vermont,95,75.9,60.0,56.6,59.0,,-19.1,-35.0,-38.4,-36.0,,False,False,False,
