,count,mean,median,std,min,25%,75%,max
LNQ-ens1,51,91570.5,21449.0,271136.0,7.9,1457.6,58816.8,1898040.7
USC-SI_kJalpha,51,108723.6,15129.0,238877.2,81.0,2394.5,68121.0,1331716.0
CU-select,51,112415.9,22500.0,310854.4,9.0,3378.5,75650.0,1729225.0
Karlen-pypm,51,137396.4,17875.7,272666.6,65.6,1604.2,135355.0,1352801.6
JCB-PRM,51,144439.7,13876.6,403348.5,0.0,1494.4,90636.0,2581671.6
Caltech-CS156,51,151568.5,26754.4,434027.9,1.8,3501.7,89804.7,2709860.5
UMass-MechBayes,51,151766.8,14641.0,594229.7,4.0,3434.5,79248.5,4223025.0
BPagano-RtDriven,51,153100.4,30966.8,274750.7,0.0,1155.0,161681.2,1060222.4
JHU_CSSE-DECOM,51,157494.1,14161.0,447331.6,0.0,1028.0,92740.5,2920681.0
GT-DeepCOVID,44,163700.0,24735.0,441025.1,3.9,1871.4,137708.0,2678804.7
COVIDhub-ensemble,51,165392.4,32400.0,444586.0,25.0,932.5,123226.0,2808976.0
OliverWyman-Navigator,51,177981.7,20145.7,531148.2,2.7,1589.8,68343.3,3297376.2
JHU_IDD-CovidSP,51,189963.4,39840.2,547520.4,24.4,6663.1,104489.1,3210917.6
SteveMcConnell-CovidComplete,51,197630.4,9604.0,622159.6,1.0,1448.0,73172.5,3798601.0
UA-EpiCovDA,51,199173.5,26569.0,485398.6,4.0,2424.5,129252.5,2866249.0
UCSD_NEU-DeepGLEAM,50,205994.7,24781.7,510148.7,25.4,3807.6,137667.4,2871156.3
LANL-GrowthRate,51,215250.3,34410.2,497451.2,9.0,7330.5,158802.5,2663424.0
MOBS-GLEAM_COVID,50,223251.1,28071.3,535073.4,22.7,2797.4,154212.0,2894686.7
CMU-TimeSeries,51,237410.5,28900.0,616518.3,81.0,2353.0,122170.5,3682561.0
MSRA-DeepST,50,261375.1,48927.6,583598.0,1.1,3809.6,214381.9,3048296.3
Google_Harvard-CPF,51,292888.2,13256.3,914558.8,16.9,1506.9,90380.7,5959015.0
JHUAPL-Bucky,51,314146.1,44918.1,957838.4,17.1,4782.0,172380.0,6607696.1
epiforecasts-ensemble1,48,346021.9,70756.0,757144.8,25.0,4624.0,263218.0,3728761.0
Baseline,51,378544.4,80493.8,763897.1,91.6,12390.5,322739.3,3927191.5
IowaStateLW-STEM,49,378940.8,41209.0,890589.3,81.0,4976.5,270976.5,4414201.0
UT-Mobility,51,386865.0,66564.0,825378.4,42.2,12231.6,280804.0,3890756.2
CEID-Walk,51,386995.0,79313.2,808014.3,86.3,12286.7,335731.5,4311798.3
COVIDhub-baseline,51,387931.6,79397.4,826048.7,5.7,13597.4,329131.8,4471931.6
RobertWalraven-ESG,50,397700.7,69606.3,978409.0,1.8,9515.4,249869.5,5574651.5
UMich-RidgeTfReg,50,459070.0,77954.1,1075154.5,3.8,10820.5,251294.4,4987008.6
MIT_CritData-GBCF,51,478043.2,55696.0,1137986.9,1.0,2810.0,320730.5,5410276.0
UCSB-ACTS,51,485900.2,64538.1,1161104.2,13.9,4591.0,241407.5,5905081.0
DDS-NBDS,51,489044.8,81514.6,1074054.1,10.0,13032.7,328841.7,5124026.2
CovidAnalytics-DELPHI,51,569720.5,82944.0,1357348.3,4.0,10897.0,290164.5,7789681.0
PSI-DRAFT,51,626246.6,89401.0,1166020.7,16.0,6818.5,530822.5,5470921.0
NotreDame-mobility,51,669896.2,87493.2,1802780.5,22.6,25906.5,386532.9,10964926.2
UCLA-SuEIR,51,709368.8,188663.0,1842484.1,800.7,20463.4,516041.6,12066811.1
WalmartLabsML-LogForecasting,51,1146609.4,300354.4,2210066.6,893.8,80749.0,1172365.8,11194560.7
Columbia_UNC-SurvCon,50,1412317.5,77284.0,3842994.1,36.0,11992.5,630400.0,22382361.0
TTU-squider,51,1551956.5,98702.2,4203282.3,162.3,20101.4,592375.9,22387385.6
USACE-ERDC_SEIR,51,3985557.3,84582.9,9820300.5,12.8,11941.0,693157.1,43610636.3
