,count,mean,median,std,min,25%,75%,max
IHME-CurveFit,51,638.2,336.5,789.8,30.3,167.0,734.3,3660.1
JHUAPL-Bucky,51,691.5,386.9,888.8,0.9,142.0,858.0,3891.8
USC-SI_kJalpha,51,726.3,446.0,838.0,2.0,239.0,838.5,4398.0
BPagano-RtDriven,51,741.7,393.4,1011.0,3.9,91.0,940.6,4872.4
JCB-PRM,51,789.1,423.9,929.9,29.6,240.4,997.2,4245.4
Covid19Sim-Simulator,51,848.4,481.5,972.4,15.9,295.9,1011.9,3942.4
COVIDhub-baseline,51,866.6,451.4,1018.3,22.6,298.5,926.5,4677.7
Baseline,51,876.8,525.0,1006.9,37.0,281.9,1043.4,4748.7
MITCovAlliance-SIR,51,1000.3,591.0,1091.0,14.3,386.8,1178.7,4504.4
IowaStateLW-STEM,49,1016.9,699.0,1043.1,33.0,368.5,1314.0,4502.0
Columbia_UNC-SurvCon,50,1037.8,573.2,1484.5,32.0,232.1,1085.0,7635.6
UCLA-SuEIR,51,1049.1,759.5,1131.8,35.9,324.5,1307.1,4654.6
WalmartLabsML-LogForecasting,51,1243.5,838.6,1233.6,35.6,519.4,1533.2,5213.7
