,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Alabama,3246,2666.4,3768.0,3995.3,2467.0,,-579.6,522.0,749.3,-779.0,,True,False,False,
Alaska,98,53.7,106.0,13.7,,,-44.3,8.0,-84.3,,,True,False,,
Arizona,6300,6181.0,13243.0,6136.0,10730.0,,-119.0,6943.0,-164.0,4430.0,,False,False,False,
Arkansas,2159,720.7,1424.4,782.2,3048.0,,-1438.3,-734.6,-1376.8,889.0,,True,True,True,
California,18253,14689.0,34203.1,19383.2,14663.0,,-3564.0,15950.1,1130.2,-3590.0,,False,True,False,
Colorado,2525,2172.4,2223.5,1967.7,1861.0,,-352.6,-301.5,-557.3,-664.0,,True,False,False,
Connecticut,4737,4693.3,4458.4,4732.0,5054.0,,-43.7,-278.6,-5.0,317.0,,False,True,False,
Delaware,736,606.3,928.3,614.1,659.0,,-129.7,192.3,-121.9,-77.0,,False,True,True,
District of Columbia,658,728.7,592.5,675.3,716.0,,70.7,-65.5,17.3,58.0,,True,True,True,
Florida,17489,9614.4,59841.6,17795.5,7064.0,,-7874.6,42352.6,306.5,-10425.0,,False,True,False,
Georgia,8956,4406.3,10681.8,3967.3,5432.0,,-4549.7,1725.8,-4988.7,-3524.0,,True,False,True,
Hawaii,222,37.9,92.9,18.1,,,-184.1,-129.1,-203.9,,,True,False,,
Idaho,759,130.7,1923.5,122.4,693.0,,-628.3,1164.5,-636.6,-66.0,,False,False,True,
Illinois,11088,9509.1,7780.5,9128.7,8445.0,,-1578.9,-3307.5,-1959.3,-2643.0,,False,False,False,
Indiana,4888,4088.4,3681.6,3510.5,3057.0,,-799.6,-1206.4,-1377.5,-1831.0,,False,False,False,
Iowa,1985,1003.9,1731.9,847.4,947.0,,-981.1,-253.1,-1137.6,-1038.0,,True,False,False,
Kansas,1256,566.9,1357.2,709.2,333.0,,-689.1,101.2,-546.8,-923.0,,True,True,False,
Kentucky,1658,1094.1,902.2,1229.0,977.0,,-563.9,-755.8,-429.0,-681.0,,False,True,False,
Louisiana,6121,4966.3,6475.7,4824.6,8415.0,,-1154.7,354.7,-1296.4,2294.0,,True,False,False,
Maine,163,203.3,147.5,126.4,188.0,,40.3,-15.5,-36.6,25.0,,True,True,True,
Maryland,4293,4657.3,3671.9,3979.4,3737.0,,364.3,-621.1,-313.6,-556.0,,False,True,False,
Massachusetts,10293,10502.4,8385.8,13052.4,9107.0,,209.4,-1907.2,2759.4,-1186.0,,False,False,False,
Michigan,8376,7368.3,7391.6,7247.2,7460.0,,-1007.7,-984.4,-1128.8,-916.0,,True,False,True,
Minnesota,2930,2413.1,2205.2,1983.6,2796.0,,-516.9,-724.8,-946.4,-134.0,,False,False,True,
Mississippi,3540,2468.7,3340.0,2595.7,3596.0,,-1071.3,-200.0,-944.3,56.0,,True,True,True,
Missouri,3387,1748.7,2796.4,1830.5,1645.0,,-1638.3,-590.6,-1556.5,-1742.0,,True,True,False,
Montana,514,41.9,440.6,22.0,101.0,,-472.1,-73.4,-492.0,-413.0,,True,False,True,
Nebraska,779,604.6,487.5,632.8,535.0,,-174.4,-291.5,-146.2,-244.0,,False,True,False,
Nevada,1908,1175.1,7163.4,1519.2,685.0,,-732.9,5255.4,-388.8,-1223.0,,False,True,False,
New Hampshire,499,645.0,457.2,770.3,388.0,,146.0,-41.8,271.3,-111.0,,True,False,True,
New Jersey,16548,19661.3,13738.8,17146.0,17635.0,,3113.3,-2809.2,598.0,1087.0,,True,True,True,
New Mexico,1208,909.0,999.5,1003.8,591.0,,-299.0,-208.5,-204.2,-617.0,,True,True,False,
New York,34010,37165.4,33397.7,32335.8,34328.0,,3193.4,-574.3,-1636.2,356.0,,True,True,True,
