,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
North Carolina,4756,2761.9,3832.9,2527.6,3254.0,,-1994.1,-923.1,-2228.4,-1502.0,,True,False,True,
North Dakota,726,98.9,147.4,98.2,162.0,,-627.1,-578.6,-627.8,-564.0,,True,False,True,
Ohio,5714,4872.1,6250.8,6174.5,3629.0,,-841.9,536.8,460.5,-2085.0,,True,True,False,
Oklahoma,1516,643.1,2399.9,613.9,928.0,,-872.9,883.9,-902.1,-588.0,,False,False,True,
Oregon,759,460.1,957.4,554.9,640.0,,-298.9,198.4,-204.1,-119.0,,True,True,True,
Pennsylvania,9252,9525.0,8750.6,10626.9,8460.0,,273.0,-501.4,1374.9,-792.0,,False,False,False,
Rhode Island,1254,1582.3,1123.5,1313.3,1325.0,,348.3,-110.5,79.3,91.0,,True,True,True,
South Carolina,4110,2781.1,5491.1,4639.3,4236.0,,-1328.9,1381.1,529.3,126.0,,False,True,True,
South Dakota,621,210.1,273.2,259.8,161.0,,-410.9,-347.8,-361.2,-460.0,,True,True,False,
Tennessee,3877,1795.3,3655.7,2118.1,3370.0,,-2081.7,-221.3,-1758.9,-507.0,,True,True,True,
Texas,20049,6889.7,26661.9,16392.4,14545.0,9149.0,-12688.3,7083.9,-3185.6,-5033.0,-10429.0,True,True,True,True
Utah,710,504.6,1366.5,443.9,773.0,,-205.4,656.5,-266.1,63.0,,False,False,True,
Vermont,59,56.0,60.0,59.5,56.0,,-3.0,1.0,0.5,-3.0,,True,True,False,
Virginia,3799,4134.7,2320.5,6324.8,2723.0,,335.7,-1478.5,2525.8,-1076.0,,False,False,False,
Washington,2493,2283.0,2815.6,3024.6,1444.0,,-227.0,305.6,514.6,-1066.0,,False,False,False,
West Virginia,574,112.9,346.6,119.7,111.0,,-461.1,-227.4,-454.3,-463.0,,True,True,False,
Wisconsin,2739,1154.3,2306.6,1497.4,1466.0,,-1551.7,-399.4,-1208.6,-1240.0,,True,True,True,
Wyoming,144,20.0,279.3,18.4,30.0,,-124.0,135.3,-125.6,-114.0,,False,False,True,
US,245776,197587.6,309505.8,221504.1,225133.0,169557.0,-47643.4,64274.8,-23726.9,-20098.0,-75674.0,False,True,True,False
