,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Louisiana,6121,5683.9,7337.3,5429.3,5645.0,,-437.1,1216.3,-691.7,-476.0,,False,False,False,
Maine,163,167.6,126.1,176.0,135.0,,4.6,-36.9,13.0,-28.0,,False,False,False,
Maryland,4293,4354.7,4103.3,4416.2,3777.0,,61.7,-189.7,123.2,-516.0,,False,False,False,
Massachusetts,10293,10217.9,8695.0,10433.5,8800.0,,-75.1,-1598.0,140.5,-1493.0,,False,False,False,
Michigan,8376,7242.6,7705.7,8340.2,7401.0,,-1133.4,-670.3,-35.8,-975.0,,True,True,True,
Minnesota,2930,2272.1,2604.1,1760.0,2575.0,,-657.9,-325.9,-1170.0,-355.0,,True,False,True,
Mississippi,3540,3141.9,3159.7,3717.0,2623.0,,-398.1,-380.3,177.0,-917.0,,True,True,False,
Missouri,3387,1877.7,2688.3,1705.5,1381.0,,-1509.3,-698.7,-1681.5,-2006.0,,True,False,False,
Montana,514,171.9,821.3,549.3,140.0,,-342.1,307.3,35.3,-374.0,,True,True,False,
Nebraska,779,570.7,529.4,304.0,408.0,,-208.3,-249.6,-475.0,-371.0,,False,False,False,
Nevada,1908,1557.3,3808.6,2501.7,1511.0,,-350.7,1900.6,593.7,-397.0,,False,False,False,
New Hampshire,499,516.0,452.3,462.4,406.0,,17.0,-46.7,-36.6,-93.0,,False,False,False,
New Jersey,16548,18757.1,16928.7,19106.4,16222.0,,2209.1,380.7,2558.4,-326.0,,True,False,True,
New Mexico,1208,1009.3,1084.6,1169.6,906.0,,-198.7,-123.4,-38.4,-302.0,,True,True,False,
New York,34010,34939.3,33310.3,35800.4,33409.0,,950.3,-678.7,1811.4,-580.0,,True,False,True,
North Carolina,4756,3843.4,4227.3,2410.4,3166.0,,-912.6,-528.7,-2345.6,-1590.0,,True,False,False,
North Dakota,726,176.3,399.5,507.0,116.0,,-549.7,-326.5,-219.0,-610.0,,True,True,False,
Ohio,5714,5129.4,5689.3,4734.2,4160.0,,-584.6,-24.7,-979.8,-1554.0,,True,False,False,
Oklahoma,1516,939.9,1998.1,1171.8,1382.0,,-576.1,482.1,-344.2,-134.0,,True,True,True,
Oregon,759,698.3,809.3,700.3,443.0,,-60.7,50.3,-58.7,-316.0,,True,True,False,
Pennsylvania,9252,9011.1,8923.6,8632.2,7702.0,,-240.9,-328.4,-619.8,-1550.0,,False,False,False,
Rhode Island,1254,1226.0,1274.8,1042.3,1190.0,,-27.0,21.8,-210.7,-63.0,,True,False,False,
South Carolina,4110,4425.3,4614.1,4689.6,2460.0,,315.3,504.1,579.6,-1650.0,,False,False,False,
South Dakota,621,269.7,171.2,262.2,267.0,,-351.3,-449.8,-358.8,-354.0,,False,False,False,
Tennessee,3877,2562.4,4748.4,1998.5,2180.0,,-1314.6,871.4,-1878.5,-1697.0,,True,False,False,
Texas,19911,17430.3,23277.9,19536.4,22788.0,31059.0,-1800.7,4046.9,305.4,3557.0,11828.0,False,True,False,False
Utah,710,715.0,949.1,1441.3,569.0,,5.0,239.1,731.3,-141.0,,False,False,False,
Vermont,59,56.0,60.8,56.5,56.0,,-3.0,1.8,-2.5,-3.0,,True,True,False,
Virginia,3799,3055.3,3548.9,5907.1,2319.0,,-743.7,-250.1,2108.1,-1480.0,,True,False,False,
Washington,2519,1598.7,2851.9,3825.7,1842.0,,-920.3,332.9,1306.7,-677.0,,True,False,True,
West Virginia,574,167.4,864.9,120.7,128.0,,-406.6,290.9,-453.3,-446.0,,True,False,False,
Wisconsin,2739,1248.6,2516.8,1008.8,1085.0,,-1448.4,-180.2,-1688.2,-1612.0,,True,False,False,
Wyoming,144,92.4,142.0,21.5,33.0,,-51.6,-2.0,-122.5,-111.0,,True,False,False,
US,245664,230365.7,273205.6,236485.5,208912.0,277451.0,-14554.3,28285.6,-8434.5,-36008.0,32531.0,False,True,False,False
