,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU
Kentucky,1658,1366.0,1904.9,1168.9,1070.0,,-292.0,246.9,-489.1,-588.0,,True,False,False,
Louisiana,6121,7632.1,6281.3,6883.1,6382.0,,1511.1,160.3,762.1,261.0,,True,True,True,
Maine,163,182.4,143.6,145.2,207.0,,19.4,-19.4,-17.8,44.0,,True,True,False,
Maryland,4293,4629.3,5087.0,4104.5,3843.0,,336.3,794.0,-188.5,-450.0,,False,True,False,
Massachusetts,10293,10257.4,9285.5,9792.5,9028.0,,-35.6,-1007.5,-500.5,-1265.0,,False,False,False,
Michigan,8376,7303.9,7440.1,6976.1,7300.0,,-1072.1,-935.9,-1399.9,-1076.0,,True,False,False,
Minnesota,2930,2248.3,2920.3,2057.7,1885.0,,-681.7,-9.7,-872.3,-1045.0,,True,False,False,
Mississippi,3540,4823.0,3677.3,3687.5,2903.0,,1283.0,137.3,147.5,-637.0,,True,True,True,
Missouri,3387,2271.4,5905.5,2487.7,1747.0,,-1115.6,2518.5,-899.3,-1640.0,,False,True,False,
Montana,514,283.9,396.4,208.0,253.0,,-230.1,-117.6,-306.0,-261.0,,True,False,False,
Nebraska,779,569.7,936.0,923.5,444.0,,-209.3,157.0,144.5,-335.0,,True,True,False,
Nevada,1908,2288.0,2322.5,2989.3,1980.0,,380.0,414.5,1081.3,72.0,,False,False,True,
New Hampshire,499,535.9,465.5,487.7,445.0,,36.9,-33.5,-11.3,-54.0,,True,True,False,
New Jersey,16548,16564.0,16111.2,17218.0,16235.0,,16.0,-436.8,670.0,-313.0,,False,False,False,
New Mexico,1208,1248.3,1031.0,924.0,1221.0,,40.3,-177.0,-284.0,13.0,,False,False,True,
New York,34010,33898.6,33207.1,34787.7,33158.0,,-124.4,-815.9,764.7,-865.0,,False,False,False,
North Carolina,4756,4449.3,4185.4,4200.0,3802.0,,-306.7,-570.6,-556.0,-954.0,,False,False,False,
North Dakota,726,194.1,394.2,195.3,148.0,,-531.9,-331.8,-530.7,-578.0,,True,True,False,
Ohio,5714,6827.3,5038.6,6115.0,4812.0,,1113.3,-675.4,401.0,-902.0,,True,True,True,
Oklahoma,1516,1352.3,1975.4,1789.1,1490.0,,-163.7,459.4,273.1,-26.0,,False,False,True,
Oregon,759,875.7,795.4,705.4,544.0,,116.7,36.4,-53.6,-215.0,,True,True,False,
Pennsylvania,9252,8649.3,8602.3,8538.9,7901.0,,-602.7,-649.7,-713.1,-1351.0,,False,False,False,
Rhode Island,1254,1081.3,1205.1,1056.4,1127.0,,-159.7,-35.9,-184.6,-114.0,,True,False,True,
South Carolina,4110,6026.1,3249.1,3273.3,3458.0,,1916.1,-860.9,-836.7,-652.0,,True,True,True,
South Dakota,621,313.3,258.4,214.8,263.0,,-307.7,-362.6,-406.2,-358.0,,False,False,False,
Tennessee,3877,2647.9,3984.8,2304.2,2539.0,,-1229.1,107.8,-1572.8,-1338.0,,True,False,False,
Texas,19911,33650.6,16535.4,26157.3,29623.0,18419.0,14450.6,-2664.6,6957.3,10423.0,-781.0,True,True,True,True
Utah,710,860.7,932.7,578.3,661.0,,150.7,222.7,-131.7,-49.0,,False,True,True,
Vermont,59,71.9,60.0,56.6,59.0,,12.9,1.0,-2.4,0.0,,True,True,True,
Virginia,3799,4298.0,4036.5,2314.4,2536.0,,499.0,237.5,-1484.6,-1263.0,,True,False,False,
Washington,2519,3007.4,2868.3,2370.2,2146.0,,488.4,349.3,-148.8,-373.0,,True,True,True,
West Virginia,574,325.0,304.8,128.1,177.0,,-249.0,-269.2,-445.9,-397.0,,False,False,False,
Wisconsin,2739,1780.0,2210.4,2279.4,1416.0,,-919.0,-488.6,-419.6,-1283.0,,True,True,False,
Wyoming,144,40.9,98.6,33.4,42.0,,-103.1,-45.4,-110.6,-102.0,,True,False,True,
US,245663,272602.9,240082.5,240786.5,227544.0,337350.0,27692.9,-4827.5,-4123.5,-17366.0,92440.0,True,True,True,False
