,total_deaths_2020-09-27,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IBF-TimeSeries,204970,248419.0,246811,43663.0,41841,1822.0,4.4%
QJHong-Encounter,204970,243075.1,246811,38319.1,41841,-3521.9,-8.4%
USC-SI_kJalpha,204970,242993.0,246811,38237.0,41841,-3604.0,-8.6%
Baseline,204970,240735.4,246811,35979.4,41841,-5861.6,-14.0%
Columbia_UNC-SurvCon,204970,254413.0,246811,49657.0,41841,7816.0,18.7%
IHME-CurveFit,204970,254970.2,246811,50214.2,41841,8373.2,20.0%
USACE-ERDC_SEIR,204970,255209.4,246811,50453.4,41841,8612.4,20.6%
JCB-PRM,204970,236235.1,246811,31479.1,41841,-10361.9,-24.8%
Covid19Sim-Simulator,204970,231926.0,246811,27170.0,41841,-14671.0,-35.1%
UCLA-SuEIR,204970,230942.1,246811,26186.1,41841,-15654.9,-37.4%
WalmartLabsML-LogForecasting,204970,226782.7,246811,22026.7,41841,-19814.3,-47.4%
CovidAnalytics-DELPHI,204970,226416.0,246811,21660.0,41841,-20181.0,-48.2%
IowaStateLW-STEM,204970,225542.0,246811,20786.0,41841,-21055.0,-50.3%
LANL-GrowthRate,204970,221185.2,246811,16429.2,41841,-25411.8,-60.7%
MITCovAlliance-SIR,204970,,246811,,41841,,
RobertWalraven-ESG,204970,,246811,,41841,,
