,total_deaths_2020-09-20,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IHME-CurveFit,199593,246338.5,245664,46829.5,46071,758.5,1.6%
Baseline,199593,242236.1,245664,42727.1,46071,-3343.9,-7.3%
IowaStateLW-STEM,199593,240682.0,245664,41173.0,46071,-4898.0,-10.6%
IBF-TimeSeries,199593,251869.0,245664,52360.0,46071,6289.0,13.7%
USC-SI_kJalpha,199593,236643.0,245664,37134.0,46071,-8937.0,-19.4%
STH-3PU,199593,234924.0,245664,35415.0,46071,-10656.0,-23.1%
USACE-ERDC_SEIR,199593,257259.0,245664,57750.0,46071,11679.0,25.3%
JCB-PRM,199593,232613.0,245664,33104.0,46071,-12967.0,-28.1%
Columbia_UNC-SurvCon,199593,232526.0,245664,33017.0,46071,-13054.0,-28.3%
UCLA-SuEIR,199593,229401.2,245664,29892.2,46071,-16178.8,-35.1%
Covid19Sim-Simulator,199593,224243.5,245664,24734.5,46071,-21336.5,-46.3%
WalmartLabsML-LogForecasting,199593,224102.8,245664,24593.8,46071,-21477.2,-46.6%
RobertWalraven-ESG,199593,215379.6,245664,15870.6,46071,-30200.4,-65.6%
MITCovAlliance-SIR,199593,,245664,,46071,,
