,total_deaths_2020-10-18,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
BPagano-RtDriven,220303,246503.3,246811,26829.3,26508,321.3,1.2%
Columbia_UNC-SurvCon,220303,245762.2,246811,26088.2,26508,-419.8,-1.6%
IBF-TimeSeries,220303,245316.0,246811,25642.0,26508,-866.0,-3.3%
UCM_MESALab-FoGSEIR,220303,247309.0,246811,27635.0,26508,1127.0,4.3%
CU-select,220303,244365.0,246811,24691.0,26508,-1817.0,-6.9%
Karlen-pypm,220303,244241.5,246811,24567.5,26508,-1940.5,-7.3%
OliverWyman-Navigator,220303,243919.5,246811,24245.5,26508,-2262.5,-8.5%
UMass-MechBayes,220303,243838.0,246811,24164.0,26508,-2344.0,-8.8%
USC-SI_kJalpha,220303,243534.0,246811,23860.0,26508,-2648.0,-10.0%
QJHong-Encounter,220303,242120.5,246811,22446.5,26508,-4061.5,-15.3%
UMich-RidgeTfReg,220303,241967.9,246811,22293.9,26508,-4214.1,-15.9%
UA-EpiCovDA,220303,241728.0,246811,22054.0,26508,-4454.0,-16.8%
TTU-squider,220303,250684.7,246811,31010.7,26508,4502.7,17.0%
JHUAPL-Bucky,220303,241632.4,246811,21958.4,26508,-4549.6,-17.2%
UCSD_NEU-DeepGLEAM,220303,241437.7,246811,21763.7,26508,-4744.3,-17.9%
GT-DeepCOVID,220303,241373.6,246811,21699.6,26508,-4808.4,-18.1%
JCB-PRM,220303,241294.3,246811,21620.3,26508,-4887.7,-18.4%
SteveMcConnell-CovidComplete,220303,241172.0,246811,21498.0,26508,-5010.0,-18.9%
LNQ-ens1,220303,241066.7,246811,21392.7,26508,-5115.3,-19.3%
COVIDhub-ensemble,220303,240760.0,246811,21086.0,26508,-5422.0,-20.5%
MOBS-GLEAM_COVID,220303,240700.9,246811,21026.9,26508,-5481.1,-20.7%
IHME-CurveFit,220303,240504.4,246811,20830.4,26508,-5677.6,-21.4%
UT-Mobility,220303,240208.5,246811,20534.5,26508,-5973.5,-22.5%
epiforecasts-ensemble1,220303,239303.0,246811,19629.0,26508,-6879.0,-26.0%
DDS-NBDS,220303,239058.3,246811,19384.3,26508,-7123.7,-26.9%
CEID-Walk,220303,238992.4,246811,19318.4,26508,-7189.6,-27.1%
MIT_CritData-GBCF,220303,238983.0,246811,19309.0,26508,-7199.0,-27.2%
COVIDhub-baseline,220303,238955.4,246811,19281.4,26508,-7226.6,-27.3%
MSRA-DeepST,220303,238931.3,246811,19257.3,26508,-7250.7,-27.4%
Baseline,220303,238597.1,246811,18923.1,26508,-7584.9,-28.6%
RPI_UW-Mob_Collision,220303,238252.7,246811,18578.7,26508,-7929.3,-29.9%
STH-3PU,220303,238015.0,246811,18341.0,26508,-8167.0,-30.8%
UCLA-SuEIR,220303,237821.5,246811,18147.5,26508,-8360.5,-31.5%
RobertWalraven-ESG,220303,237184.3,246811,17510.3,26508,-8997.7,-33.9%
JHU_IDD-CovidSP,220303,237080.1,246811,17406.1,26508,-9101.9,-34.3%
Covid19Sim-Simulator,220303,236517.6,246811,16843.6,26508,-9664.4,-36.5%
IowaStateLW-STEM,220303,236332.0,246811,16658.0,26508,-9850.0,-37.2%
NotreDame-mobility,220303,234491.8,246811,14817.8,26508,-11690.2,-44.1%
WalmartLabsML-LogForecasting,220303,233294.6,246811,13620.6,26508,-12887.4,-48.6%
PSI-DRAFT,220303,232903.5,246811,13229.5,26508,-13278.5,-50.1%
CovidAnalytics-DELPHI,220303,231866.0,246811,12192.0,26508,-14316.0,-54.0%
LANL-GrowthRate,220303,231239.7,246811,11565.7,26508,-14942.3,-56.4%
CMU-TimeSeries,220303,,246811,,26508,,
Google_Harvard-CPF,220303,,246811,,26508,,
JHU_CSSE-DECOM,220303,,246811,,26508,,
MITCovAlliance-SIR,220303,,246811,,26508,,
NotreDame-FRED,220303,,246811,,26508,,
