,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
Alabama,3246,3779.7,3084.3,2595.8,3068.0,,3068.7,533.7,-161.7,-650.2,-178.0,,-177.3,True,False,True,,True
Alaska,98,91.3,96.6,37.4,,,65.2,-6.7,-1.4,-60.6,,,-32.8,True,False,,,False
Arizona,6300,7842.0,6279.9,6732.2,7170.0,,6953.4,1542.0,-20.1,432.2,870.0,,653.4,True,True,True,,True
Arkansas,2159,1837.1,1504.9,1860.9,1656.0,,1480.3,-321.9,-654.1,-298.1,-503.0,,-678.7,False,True,False,,False
California,18255,21449.0,19573.1,29276.6,19820.0,,19480.9,3194.0,1318.1,11021.6,1565.0,,1225.9,True,False,True,,True
Colorado,2525,2202.6,2133.7,2232.9,2231.0,,2098.8,-322.4,-391.3,-292.1,-294.0,,-426.2,False,True,True,,False
Connecticut,4737,4519.3,4561.8,4569.2,4591.0,,4527.7,-217.7,-175.2,-167.8,-146.0,,-209.3,True,True,True,,True
Delaware,736,647.4,649.2,657.1,662.0,,642.6,-88.6,-86.8,-78.9,-74.0,,-93.4,True,True,True,,False
District of Columbia,658,627.7,641.7,794.4,641.0,,628.3,-30.3,-16.3,136.4,-17.0,,-29.7,True,False,True,,True
Florida,17489,19739.6,14381.3,23117.8,17548.0,,18010.3,2250.6,-3107.7,5628.8,59.0,,521.3,False,False,True,,True
Georgia,8956,10728.6,8412.1,11326.7,7912.0,,8979.3,1772.6,-543.9,2370.7,-1044.0,,23.3,True,False,True,,True
Hawaii,222,236.7,368.7,62.8,,,164.9,14.7,146.7,-159.2,,,-57.1,False,False,,,False
Idaho,759,923.6,681.4,1113.7,767.0,,653.3,164.6,-77.6,354.7,8.0,,-105.7,True,False,True,,True
Illinois,11088,9737.1,9900.3,12687.6,9180.0,,9148.1,-1350.9,-1187.7,1599.6,-1908.0,,-1939.9,True,False,False,,False
Indiana,4888,4061.9,4179.8,5227.0,4084.0,,3864.7,-826.1,-708.2,339.0,-804.0,,-1023.3,True,True,True,,False
Iowa,1985,1938.1,2914.7,2768.9,1888.0,,1619.3,-46.9,929.7,783.9,-97.0,,-365.7,False,False,False,,False
Kansas,1256,698.7,876.2,782.6,652.0,,689.3,-557.3,-379.8,-473.4,-604.0,,-566.7,True,True,False,,False
Kentucky,1658,1547.9,1641.8,3145.2,1268.0,,1520.7,-110.1,-16.2,1487.2,-390.0,,-137.3,True,False,False,,False
Louisiana,6121,6939.6,5639.1,7379.9,6927.0,,6946.5,818.6,-481.9,1258.9,806.0,,825.5,True,False,True,,False
Maine,163,142.9,178.1,163.9,233.0,,143.2,-20.1,15.1,0.9,70.0,,-19.8,True,True,False,,True
Maryland,4293,4414.3,4105.9,4168.9,3979.0,,4079.0,121.3,-187.1,-124.1,-314.0,,-214.0,False,False,False,,False
Massachusetts,10293,10438.7,9846.3,11050.0,10058.0,,9547.8,145.7,-446.7,757.0,-235.0,,-745.2,False,False,False,,False
Michigan,8376,7714.3,7619.4,8727.0,7574.0,,7096.2,-661.7,-756.6,351.0,-802.0,,-1279.8,False,True,False,,False
Minnesota,2930,2429.6,2638.1,4201.9,2402.0,,2468.7,-500.4,-291.9,1271.9,-528.0,,-461.3,True,False,False,,True
Mississippi,3540,4623.3,3635.5,3672.4,4276.0,,3735.6,1083.3,95.5,132.4,736.0,,195.6,True,True,True,,True
Missouri,3377,2401.6,2475.9,4684.0,2064.0,,2066.4,-975.4,-901.1,1307.0,-1313.0,,-1310.6,True,False,False,,False
Montana,514,256.0,241.6,106.5,231.0,,193.3,-258.0,-272.4,-407.5,-283.0,,-320.7,False,False,False,,False
Nebraska,779,544.0,621.9,713.7,554.0,,484.6,-235.0,-157.1,-65.3,-225.0,,-294.4,True,True,True,,False
Nevada,1908,2442.0,1910.1,3210.2,2222.0,,2329.5,534.0,2.1,1302.2,314.0,,421.5,True,False,True,,True
New Hampshire,499,464.6,453.0,486.0,516.0,,476.8,-34.4,-46.0,-13.0,17.0,,-22.2,False,True,True,,True
New Jersey,16548,15839.3,16109.0,16237.0,16288.0,,16099.6,-708.7,-439.0,-311.0,-260.0,,-448.4,True,True,True,,True
New Mexico,1208,1041.4,971.0,1306.5,1062.0,,919.2,-166.6,-237.0,98.5,-146.0,,-288.8,False,True,True,,False
New York,34010,33689.3,33241.0,33608.2,33480.0,,33345.5,-362.7,-811.0,-443.8,-572.0,,-706.5,False,False,False,,False
