,actual_deaths,Baseline,Covid19Sim-Simulator,IHME-CurveFit,IowaStateLW-STEM,STH-3PU,UCLA-SuEIR,error-Baseline,error-Covid19Sim-Simulator,error-IHME-CurveFit,error-IowaStateLW-STEM,error-STH-3PU,error-UCLA-SuEIR,beat_baseline-Covid19Sim-Simulator,beat_baseline-IHME-CurveFit,beat_baseline-IowaStateLW-STEM,beat_baseline-STH-3PU,beat_baseline-UCLA-SuEIR
North Carolina,4756,4440.0,4413.9,5022.9,4431.0,,3951.8,-316.0,-342.1,266.9,-325.0,,-804.2,False,True,False,,False
North Dakota,726,207.1,390.2,371.3,247.0,,164.4,-518.9,-335.8,-354.7,-479.0,,-561.6,True,True,True,,False
Ohio,5714,5768.4,5642.6,6445.4,5530.0,,5966.0,54.4,-71.4,731.4,-184.0,,252.0,False,False,False,,False
Oklahoma,1516,1591.6,1486.7,2396.0,1524.0,,1331.7,75.6,-29.3,880.0,8.0,,-184.3,True,False,True,,False
Oregon,759,903.1,723.4,989.2,648.0,,761.4,144.1,-35.6,230.2,-111.0,,2.4,True,False,True,,True
Pennsylvania,9252,8754.6,8715.1,11760.4,8110.0,,8208.8,-497.4,-536.9,2508.4,-1142.0,,-1043.2,False,False,False,,False
Rhode Island,1254,1219.7,1117.6,1292.7,1194.0,,1134.2,-34.3,-136.4,38.7,-60.0,,-119.8,False,False,False,,False
South Carolina,4110,4934.7,4175.8,4522.7,3936.0,,4239.5,824.7,65.8,412.7,-174.0,,129.5,True,True,True,,True
South Dakota,621,232.1,429.5,251.5,281.0,,194.0,-388.9,-191.5,-369.5,-340.0,,-427.0,True,True,True,,False
Tennessee,3877,3701.3,3037.7,5347.8,3184.0,,3249.8,-175.7,-839.3,1470.8,-693.0,,-627.2,False,False,False,,False
Texas,20283,23399.0,20150.3,25904.9,23836.0,19359.0,19969.9,3497.0,248.3,6002.9,3934.0,-543.0,67.9,True,False,False,True,True
Utah,710,645.9,721.6,717.5,668.0,,637.4,-64.1,11.6,7.5,-42.0,,-72.6,True,True,True,,False
Vermont,59,58.0,62.8,59.5,63.0,,60.0,-1.0,3.8,0.5,4.0,,1.0,False,True,False,,True
Virginia,3799,3676.4,3456.5,2783.2,3169.0,,3153.9,-122.6,-342.5,-1015.8,-630.0,,-645.1,False,False,False,,False
Washington,2493,2361.0,2198.6,3261.5,2367.0,,2516.8,-133.0,-295.4,767.5,-127.0,,22.8,False,False,True,,True
West Virginia,574,594.0,462.8,335.6,344.0,,376.2,20.0,-111.2,-238.4,-230.0,,-197.8,False,False,False,,False
Wisconsin,2739,1567.1,1738.6,1880.2,1569.0,,1420.0,-1111.9,-940.4,-798.8,-1110.0,,-1259.0,True,True,True,,False
Wyoming,144,37.0,66.4,34.0,47.0,,42.1,-107.0,-77.6,-110.0,-97.0,,-101.9,True,False,True,,True
US,246002,251096.9,225073.6,282081.3,238572.0,239374.0,228612.2,5492.9,-20530.4,36477.3,-7032.0,-6230.0,-16991.8,False,False,False,False,False
