,total_deaths_2020-10-11,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IBF-TimeSeries,215122,245933.0,245776,31165.0,30654,511.0,1.7%
Columbia_UNC-SurvCon,215122,244653.2,245776,29885.2,30654,-768.8,-2.5%
Karlen-pypm,215122,243775.5,245776,29007.5,30654,-1646.5,-5.4%
JCB-PRM,215122,242543.7,245776,27775.7,30654,-2878.3,-9.4%
QJHong-Encounter,215122,242456.3,245776,27688.3,30654,-2965.7,-9.7%
UCM_MESALab-FoGSEIR,215122,248430.0,245776,33662.0,30654,3008.0,9.8%
USC-SI_kJalpha,215122,242360.0,245776,27592.0,30654,-3062.0,-10.0%
Covid19Sim-Simulator,215122,239786.4,245776,25018.4,30654,-5635.6,-18.4%
JHUAPL-Bucky,215122,239374.5,245776,24606.5,30654,-6047.5,-19.7%
COVIDhub-baseline,215122,239331.0,245776,24563.0,30654,-6091.0,-19.9%
Baseline,215122,239282.0,245776,24514.0,30654,-6140.0,-20.0%
BPagano-RtDriven,215122,237917.9,245776,23149.9,30654,-7504.1,-24.5%
IowaStateLW-STEM,215122,237821.0,245776,23053.0,30654,-7601.0,-24.8%
JHU_IDD-CovidSP,215122,237295.6,245776,22527.6,30654,-8126.4,-26.5%
UCLA-SuEIR,215122,237172.4,245776,22404.4,30654,-8249.6,-26.9%
STH-3PU,215122,237148.0,245776,22380.0,30654,-8274.0,-27.0%
USACE-ERDC_SEIR,215122,257224.9,245776,42456.9,30654,11802.9,38.5%
CovidAnalytics-DELPHI,215122,233096.0,245776,18328.0,30654,-12326.0,-40.2%
NotreDame-mobility,215122,232581.7,245776,17813.7,30654,-12840.3,-41.9%
PSI-DRAFT,215122,231701.5,245776,16933.5,30654,-13720.5,-44.8%
WalmartLabsML-LogForecasting,215122,231517.3,245776,16749.3,30654,-13904.7,-45.4%
LANL-GrowthRate,215122,229614.5,245776,14846.5,30654,-15807.5,-51.6%
NotreDame-FRED,215122,,245776,,30654,,
