,total_deaths_2020-11-08,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
Karlen-pypm,239429,245139.5,246811,7360.5,7382,-21.5,-0.3%
BPagano-RtDriven,239429,245232.2,246811,7453.2,7382,71.2,1.0%
SteveMcConnell-CovidComplete,239429,245326.0,246811,7547.0,7382,165.0,2.2%
UChicagoCHATTOPADHYAY-UnIT,239429,245329.6,246811,7550.6,7382,168.6,2.3%
LNQ-ens1,239429,244963.3,246811,7184.3,7382,-197.7,-2.7%
OliverWyman-Navigator,239429,244849.0,246811,7070.0,7382,-312.0,-4.2%
TTU-squider,239429,245495.0,246811,7716.0,7382,334.0,4.5%
Columbia_UNC-SurvCon,239429,244699.0,246811,6920.0,7382,-462.0,-6.3%
LANL-GrowthRate,239429,244685.0,246811,6906.0,7382,-476.0,-6.4%
USC-SI_kJalpha,239429,244602.0,246811,6823.0,7382,-559.0,-7.6%
JCB-PRM,239429,244535.6,246811,6756.6,7382,-625.4,-8.5%
Caltech-CS156,239429,244469.2,246811,6690.2,7382,-691.8,-9.4%
CU-select,239429,245860.0,246811,8081.0,7382,699.0,9.5%
UMass-MechBayes,239429,244462.0,246811,6683.0,7382,-699.0,-9.5%
UA-EpiCovDA,239429,244435.0,246811,6656.0,7382,-726.0,-9.8%
Geneva-DetGrowth,239429,244406.9,246811,6627.9,7382,-754.1,-10.2%
UCSD_NEU-DeepGLEAM,239429,244383.8,246811,6604.8,7382,-777.2,-10.5%
Covid19Sim-Simulator,239429,244301.2,246811,6522.2,7382,-859.8,-11.6%
QJHong-Encounter,239429,244284.9,246811,6505.9,7382,-876.1,-11.9%
MOBS-GLEAM_COVID,239429,244187.0,246811,6408.0,7382,-974.0,-13.2%
epiforecasts-ensemble1,239429,243970.0,246811,6191.0,7382,-1191.0,-16.1%
DDS-NBDS,239429,243955.0,246811,6176.0,7382,-1206.0,-16.3%
COVIDhub-ensemble,239429,243872.0,246811,6093.0,7382,-1289.0,-17.5%
MSRA-DeepST,239429,243833.3,246811,6054.3,7382,-1327.7,-18.0%
RobertWalraven-ESG,239429,243823.2,246811,6044.2,7382,-1337.8,-18.1%
GT-DeepCOVID,239429,243818.6,246811,6039.6,7382,-1342.4,-18.2%
USC-SI_kJalpha_RF,239429,243817.7,246811,6038.7,7382,-1343.3,-18.2%
UCLA-SuEIR,239429,243760.3,246811,5981.3,7382,-1400.7,-19.0%
MIT_CritData-GBCF,239429,243755.0,246811,5976.0,7382,-1406.0,-19.0%
UMich-RidgeTfReg,239429,243731.5,246811,5952.5,7382,-1429.5,-19.4%
IQVIA_ACOE-STAN,239429,243672.0,246811,5893.0,7382,-1489.0,-20.2%
COVIDhub-baseline,239429,243628.0,246811,5849.0,7382,-1533.0,-20.8%
CEID-Walk,239429,243602.6,246811,5823.6,7382,-1558.4,-21.1%
UCM_MESALab-FoGSEIR,239429,243532.0,246811,5753.0,7382,-1629.0,-22.1%
Baseline,239429,243404.4,246811,5625.4,7382,-1756.6,-23.8%
UT-Mobility,239429,243106.5,246811,5327.5,7382,-2054.5,-27.8%
RPI_UW-Mob_Collision,239429,243028.5,246811,5249.5,7382,-2132.5,-28.9%
JHUAPL-Bucky,239429,242813.7,246811,5034.7,7382,-2347.3,-31.8%
CovidAnalytics-DELPHI,239429,242736.0,246811,4957.0,7382,-2425.0,-32.9%
PSI-DRAFT,239429,242650.0,246811,4871.0,7382,-2511.0,-34.0%
IowaStateLW-STEM,239429,242393.0,246811,4614.0,7382,-2768.0,-37.5%
NotreDame-mobility,239429,242229.3,246811,4450.3,7382,-2931.7,-39.7%
JHU_CSSE-DECOM,239429,241746.0,246811,3967.0,7382,-3415.0,-46.3%
WalmartLabsML-LogForecasting,239429,241320.6,246811,3541.6,7382,-3840.4,-52.0%
JHU_IDD-CovidSP,239429,240875.1,246811,3096.1,7382,-4285.9,-58.1%
IBF-TimeSeries,239429,249854.0,246811,12075.0,7382,4693.0,63.6%
CMU-TimeSeries,239429,,246811,,7382,,
Google_Harvard-CPF,239429,,246811,,7382,,
JHU_UNC_GAS-StatMechPool,239429,,246811,,7382,,
NotreDame-FRED,239429,,246811,,7382,,
UCSB-ACTS,239429,,246811,,7382,,
