,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
51690,128,130.0,,130.4,,128.0,124.0,,,,,142.5,167.1,,,,131.0,,77.2,97.1,,,131.0,142.7,146.9,144.0,123.0,124.3,,,,,,,,,,172.2,2.0,,2.4,,0.0,-4.0,,,,,14.5,39.1,,,,3.0,,-50.8,-30.9,,,3.0,14.7,18.9,16.0,-5.0,-3.7,,,,,,,,,,44.2,,False,,True,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,False,,,,,,,,,,False
51700,1020,654.0,,665.0,,790.0,1051.0,,,,,789.4,860.0,,,,1020.0,,486.9,582.0,623.0,,789.5,882.0,833.2,786.0,815.0,1264.8,,,,,485.2,1286.4,882.0,,,678.1,-366.0,,-355.0,,-230.0,31.0,,,,,-230.6,-160.0,,,,0.0,,-533.1,-438.0,-397.0,,-230.5,-138.0,-186.8,-234.0,-205.0,244.8,,,,,-534.8,266.4,-138.0,,,-341.9,,True,,True,True,,,,,True,True,,,,True,,False,False,False,,True,True,True,True,True,True,,,,,False,True,True,,,True
51710,991,1090.0,,1099.5,,1227.0,1583.0,,,,,916.6,1209.6,,,,1558.0,,1466.6,1012.0,1021.0,,1210.0,1073.4,1094.4,1423.0,1319.0,2133.4,,,,,923.5,1403.3,1012.0,,,1823.2,99.0,,108.5,,236.0,592.0,,,,,-74.4,218.6,,,,567.0,,475.6,21.0,30.0,,219.0,82.4,103.4,432.0,328.0,1142.4,,,,,-67.5,412.3,21.0,,,832.2,,False,,False,False,,,,,True,False,,,,False,,False,True,True,,False,True,False,False,False,False,,,,,True,False,True,,,False
51720,44,22.0,,20.6,,24.0,,,,,,20.4,32.7,,,,70.0,,39.3,10.5,,,8.0,22.2,33.1,30.0,26.0,35.8,,,,,,,,,,24.1,-22.0,,-23.4,,-20.0,,,,,,-23.6,-11.3,,,,26.0,,-4.7,-33.5,,,-36.0,-21.8,-10.9,-14.0,-18.0,-8.2,,,,,,,,,,-19.9,,False,,True,,,,,,False,True,,,,False,,True,False,,,False,True,True,True,True,True,,,,,,,,,,True
51730,105,112.0,,114.5,,124.0,127.0,,,,,143.5,87.1,,,,215.0,,114.2,90.4,123.5,,69.0,125.4,128.0,111.0,146.0,197.1,,,,,,272.3,,,,106.7,7.0,,9.5,,19.0,22.0,,,,,38.5,-17.9,,,,110.0,,9.2,-14.6,18.5,,-36.0,20.4,23.0,6.0,41.0,92.1,,,,,,167.3,,,,1.7,,False,,False,False,,,,,False,False,,,,False,,False,False,False,,False,False,False,True,False,False,,,,,,False,,,,True
51735,68,138.0,,142.1,,101.0,261.0,,,,,54.3,79.3,,,,67.0,,670.7,20.3,,,66.0,65.0,63.5,134.0,103.0,88.2,,,,,,247.8,,,,231.2,70.0,,74.1,,33.0,193.0,,,,,-13.7,11.3,,,,-1.0,,602.7,-47.7,,,-2.0,-3.0,-4.5,66.0,35.0,20.2,,,,,,179.8,,,,163.2,,False,,True,False,,,,,True,True,,,,True,,False,True,,,True,True,True,True,True,True,,,,,,False,,,,False
51740,647,496.0,,506.0,,557.0,427.0,,,,,499.4,458.1,,,,613.0,,647.1,406.8,476.5,,634.0,601.2,553.2,609.0,530.0,1037.7,,,,,361.2,689.9,,,,896.2,-151.0,,-141.0,,-90.0,-220.0,,,,,-147.6,-188.9,,,,-34.0,,0.1,-240.2,-170.5,,-13.0,-45.8,-93.8,-38.0,-117.0,390.7,,,,,-285.8,42.9,,,,249.2,,True,,True,False,,,,,True,False,,,,True,,True,False,False,,True,True,True,True,True,False,,,,,False,True,,,,False
51750,141,162.0,,157.1,,172.0,234.0,,,,,202.3,104.4,,,,168.0,,199.5,95.6,,,266.0,173.1,182.1,209.0,169.0,158.1,,,,,,,,,,256.7,21.0,,16.1,,31.0,93.0,,,,,61.3,-36.6,,,,27.0,,58.5,-45.4,,,125.0,32.1,41.1,68.0,28.0,17.1,,,,,,,,,,115.7,,True,,False,False,,,,,False,False,,,,False,,False,False,,,False,False,False,False,False,True,,,,,,,,,,False
51760,1200,1228.0,,1248.1,,1245.0,1792.0,,,,,1136.7,1070.6,,,,1273.0,,1407.5,875.0,1058.0,,1150.0,1202.9,1290.4,1537.0,1096.0,1625.0,,,,,1108.7,1428.3,1501.0,,,1673.7,28.0,,48.1,,45.0,592.0,,,,,-63.3,-129.4,,,,73.0,,207.5,-325.0,-142.0,,-50.0,2.9,90.4,337.0,-104.0,425.0,,,,,-91.3,228.3,301.0,,,473.7,,False,,False,False,,,,,False,False,,,,False,,False,False,False,,False,True,False,False,False,False,,,,,False,False,False,,,False
51770,465,648.0,,679.6,,647.0,708.0,,,,,531.0,747.7,,,,903.0,,431.4,336.8,614.5,,593.0,676.1,701.5,870.0,722.0,778.0,,,,,676.7,1056.8,,,,589.2,183.0,,214.6,,182.0,243.0,,,,,66.0,282.7,,,,438.0,,-33.6,-128.2,149.5,,128.0,211.1,236.5,405.0,257.0,313.0,,,,,211.7,591.8,,,,124.2,,False,,True,False,,,,,True,False,,,,False,,True,True,True,,True,False,False,False,False,False,,,,,False,False,,,,True
51775,112,182.0,,189.8,,179.0,223.0,,,,,146.5,84.9,,,,231.0,,149.2,84.4,,,131.0,167.7,178.3,203.0,196.0,241.7,,,,,,468.6,,,,157.0,70.0,,77.8,,67.0,111.0,,,,,34.5,-27.1,,,,119.0,,37.2,-27.6,,,19.0,55.7,66.3,91.0,84.0,129.7,,,,,,356.6,,,,45.0,,False,,True,False,,,,,True,True,,,,False,,True,True,,,True,True,True,False,False,False,,,,,,False,,,,True
51790,387,40.0,,88.2,,241.0,361.0,,,,,100.0,400.2,,,,223.0,,281.8,164.4,,,253.0,270.2,242.6,,169.0,272.4,,,,,,,,,,275.7,-347.0,,-298.8,,-146.0,-26.0,,,,,-287.0,13.2,,,,-164.0,,-105.2,-222.6,,,-134.0,-116.8,-144.4,,-218.0,-114.6,,,,,,,,,,-111.3,,True,,True,True,,,,,True,True,,,,True,,True,True,,,True,True,True,,True,True,,,,,,,,,,True
51800,629,576.0,,614.4,,610.0,697.0,,,,,556.0,510.9,,,,508.0,,736.5,474.4,529.0,,774.5,638.8,643.8,680.0,568.0,915.7,,,,,443.3,593.1,,,,951.4,-53.0,,-14.6,,-19.0,68.0,,,,,-73.0,-118.1,,,,-121.0,,107.5,-154.6,-100.0,,145.5,9.8,14.8,51.0,-61.0,286.7,,,,,-185.7,-35.9,,,,322.4,,True,,True,False,,,,,False,False,,,,False,,False,False,False,,False,True,True,True,False,False,,,,,False,True,,,,False
51810,2527,2626.0,,2624.0,,2899.0,3086.0,,,,,2360.0,2849.1,,3402.6,,2689.0,,3649.4,1771.5,2703.5,,3328.5,2765.7,3031.7,3461.0,2608.0,3182.3,,,,,2372.7,3403.1,3008.0,,,2828.4,99.0,,97.0,,372.0,559.0,,,,,-167.0,322.1,,875.6,,162.0,,1122.4,-755.5,176.5,,801.5,238.7,504.7,934.0,81.0,655.3,,,,,-154.3,876.1,481.0,,,301.4,,True,,False,False,,,,,False,False,,False,,False,,False,False,False,,False,False,False,False,True,False,,,,,False,False,False,,,False
51820,213,308.0,,305.4,,258.0,372.0,,,,,200.5,401.4,,,,175.0,,263.8,129.5,,,228.0,268.6,294.1,407.0,246.0,,,,,,,,,,,309.3,95.0,,92.4,,45.0,159.0,,,,,-12.5,188.4,,,,-38.0,,50.8,-83.5,,,15.0,55.6,81.1,194.0,33.0,,,,,,,,,,,96.3,,True,,True,False,,,,,True,False,,,,True,,True,True,,,True,True,True,False,True,,,,,,,,,,,False
51830,33,42.0,,33.2,,43.0,49.0,,,,,47.6,41.4,,,,63.0,,26.8,15.3,,,42.0,41.1,49.0,52.0,58.0,63.2,,,,,,,,,,42.5,9.0,,0.2,,10.0,16.0,,,,,14.6,8.4,,,,30.0,,-6.2,-17.7,,,9.0,8.1,16.0,19.0,25.0,30.2,,,,,,,,,,9.5,,True,,False,False,,,,,False,True,,,,False,,True,False,,,False,True,False,False,False,False,,,,,,,,,,False
51840,287,272.0,,266.8,,272.0,189.0,,,,,243.9,251.0,,,,291.0,,343.3,176.1,,,268.5,273.3,326.5,283.0,272.0,280.3,,,,,,,,,,397.4,-15.0,,-20.2,,-15.0,-98.0,,,,,-43.1,-36.0,,,,4.0,,56.3,-110.9,,,-18.5,-13.7,39.5,-4.0,-15.0,-6.7,,,,,,,,,,110.4,,False,,False,False,,,,,False,False,,,,True,,False,False,,,False,True,False,True,False,True,,,,,,,,,,False
53001,91,188.0,,203.6,,133.0,58.0,,,,,178.8,158.2,,,,146.0,,75.7,111.3,,,141.0,132.6,157.9,175.0,182.0,162.2,,,,,,160.3,,,,195.2,97.0,,112.6,,42.0,-33.0,,,,,87.8,67.2,,,,55.0,,-15.3,20.3,,,50.0,41.6,66.9,84.0,91.0,71.2,,,,,,69.3,,,,104.2,,False,,True,True,,,,,True,True,,,,True,,True,True,,,True,True,True,True,True,True,,,,,,True,,,,False
53003,79,200.0,,211.1,,173.0,149.0,,,,,125.0,262.5,,,,256.0,,126.1,48.9,,,66.0,172.8,190.7,192.0,182.0,185.7,,,,,,190.3,,,,356.7,121.0,,132.1,,94.0,70.0,,,,,46.0,183.5,,,,177.0,,47.1,-30.1,,,-13.0,93.8,111.7,113.0,103.0,106.7,,,,,,111.3,,,,277.7,,False,,True,True,,,,,True,False,,,,False,,True,True,,,True,True,True,True,True,True,,,,,,True,,,,False
53005,1256,2378.0,,2239.6,,2097.0,3330.0,,,,,1713.2,2247.3,,2130.1,,2135.0,,2163.7,1671.4,1929.0,,2063.5,2161.2,2437.4,2741.0,2240.0,2266.4,,,,,1924.2,2084.3,1772.0,,,3016.6,1122.0,,983.6,,841.0,2074.0,,,,,457.2,991.3,,874.1,,879.0,,907.7,415.4,673.0,,807.5,905.2,1181.4,1485.0,984.0,1010.4,,,,,668.2,828.3,516.0,,,1760.6,,True,,True,False,,,,,True,True,,True,,True,,True,True,True,,True,True,False,False,True,True,,,,,True,True,True,,,False
53007,395,184.0,,163.7,,245.0,305.0,,,,,427.4,200.9,,,,366.0,,319.2,212.8,3637.5,,199.0,223.8,278.9,298.0,242.0,958.4,,,,,154.2,260.0,,,,240.4,-211.0,,-231.3,,-150.0,-90.0,,,,,32.4,-194.1,,,,-29.0,,-75.8,-182.2,3242.5,,-196.0,-171.2,-116.1,-97.0,-153.0,563.4,,,,,-240.8,-135.0,,,,-154.6,,False,,True,True,,,,,True,True,,,,True,,True,True,False,,True,True,True,True,True,False,,,,,False,True,,,,True
53009,99,136.0,,132.8,,130.0,117.0,,,,,91.1,77.5,,,,187.0,,126.5,164.5,169.0,,126.0,125.2,166.4,151.0,170.0,382.9,,,,,,142.9,,,,102.0,37.0,,33.8,,31.0,18.0,,,,,-7.9,-21.5,,,,88.0,,27.5,65.5,70.0,,27.0,26.2,67.4,52.0,71.0,283.9,,,,,,43.9,,,,3.0,,True,,True,True,,,,,True,True,,,,False,,True,False,False,,True,True,False,False,False,False,,,,,,False,,,,True
53011,1572,2868.0,,2842.3,,2719.0,3692.0,,,,,2042.1,3307.0,,2542.2,,2768.0,,2173.8,2869.7,2443.0,,4141.0,2942.4,3341.7,3368.0,2560.0,2591.8,,,,,2807.7,2782.3,1402.0,,,5827.4,1296.0,,1270.3,,1147.0,2120.0,,,,,470.1,1735.0,,970.2,,1196.0,,601.8,1297.7,871.0,,2569.0,1370.4,1769.7,1796.0,988.0,1019.8,,,,,1235.7,1210.3,-170.0,,,4255.4,,True,,True,False,,,,,True,False,,True,,True,,True,False,True,,False,False,False,False,True,True,,,,,True,True,True,,,False
53013,13,24.0,,24.0,,23.0,12.0,,,,,14.2,16.9,,,,24.0,,41.3,4.7,,,33.0,18.0,25.7,22.0,24.0,24.6,,,,,,44.5,,,,20.7,11.0,,11.0,,10.0,-1.0,,,,,1.2,3.9,,,,11.0,,28.3,-8.3,,,20.0,5.0,12.7,9.0,11.0,11.6,,,,,,31.5,,,,7.7,,False,,True,True,,,,,True,True,,,,False,,False,True,,,False,True,False,True,False,False,,,,,,False,,,,True
53015,374,622.0,,639.4,,596.0,675.0,,,,,383.6,568.9,,,,608.0,,521.4,528.3,551.5,,488.0,555.4,649.3,795.0,609.0,539.0,,,,,,538.9,,,,861.3,248.0,,265.4,,222.0,301.0,,,,,9.6,194.9,,,,234.0,,147.4,154.3,177.5,,114.0,181.4,275.3,421.0,235.0,165.0,,,,,,164.9,,,,487.3,,False,,True,False,,,,,True,True,,,,True,,True,True,True,,True,True,False,False,True,True,,,,,,True,,,,False
53017,183,64.0,,68.5,,83.0,0.0,,,,,225.0,100.1,,,,163.0,,86.4,89.3,307.0,,74.0,74.8,116.6,114.0,88.0,528.8,,,,,,131.5,,,,82.9,-119.0,,-114.5,,-100.0,-183.0,,,,,42.0,-82.9,,,,-20.0,,-96.6,-93.7,124.0,,-109.0,-108.2,-66.4,-69.0,-95.0,345.8,,,,,,-51.5,,,,-100.1,,True,,True,False,,,,,True,True,,,,True,,True,True,False,,True,True,True,True,True,False,,,,,,True,,,,True
53019,22,70.0,,65.1,,62.0,23.0,,,,,33.5,57.4,,,,29.0,,209.1,33.7,,,132.0,52.5,57.1,84.0,59.0,63.3,,,,,,68.0,,,,94.1,48.0,,43.1,,40.0,1.0,,,,,11.5,35.4,,,,7.0,,187.1,11.7,,,110.0,30.5,35.1,62.0,37.0,41.3,,,,,,46.0,,,,72.1,,True,,True,True,,,,,True,True,,,,True,,False,True,,,False,True,True,False,True,True,,,,,,True,,,,False
53021,732,1578.0,,1643.5,,1142.0,1094.0,,,,,1169.2,1053.2,,,,766.0,,1517.7,918.9,1307.0,,984.0,1188.1,1423.2,1661.0,1331.0,922.1,,,,,1245.2,1035.3,,,,2118.1,846.0,,911.5,,410.0,362.0,,,,,437.2,321.2,,,,34.0,,785.7,186.9,575.0,,252.0,456.1,691.2,929.0,599.0,190.1,,,,,513.2,303.3,,,,1386.1,,False,,True,True,,,,,True,True,,,,True,,True,True,True,,True,True,True,False,True,True,,,,,True,True,,,,False
53023,13,4.0,,3.9,,4.0,0.0,,,,,6.4,19.1,,,,28.0,,3.6,3.2,,,7.0,2.3,10.1,,7.0,12.1,,,,,,,,,,4.3,-9.0,,-9.1,,-9.0,-13.0,,,,,-6.6,6.1,,,,15.0,,-9.4,-9.8,,,-6.0,-10.7,-2.9,,-6.0,-0.9,,,,,,,,,,-8.7,,False,,False,False,,,,,True,True,,,,False,,False,False,,,True,False,True,,True,True,,,,,,,,,,True
53025,683,562.0,,600.0,,547.0,661.0,,,,,642.1,424.0,,516.6,,647.0,,492.9,351.3,786.0,,421.0,512.8,621.2,686.0,573.0,959.6,,,,,491.0,500.0,,,,701.9,-121.0,,-83.0,,-136.0,-22.0,,,,,-40.9,-259.0,,-166.4,,-36.0,,-190.1,-331.7,103.0,,-262.0,-170.2,-61.8,3.0,-110.0,276.6,,,,,-192.0,-183.0,,,,18.9,,True,,False,True,,,,,True,False,,False,,True,,False,False,True,,False,False,True,True,True,False,,,,,False,False,,,,True
53027,583,472.0,,480.2,,468.0,847.0,,,,,325.8,370.6,,,,303.0,,1419.7,225.2,449.0,,562.0,406.3,438.7,631.0,453.0,391.4,,,,,,433.9,,,,994.1,-111.0,,-102.8,,-115.0,264.0,,,,,-257.2,-212.4,,,,-280.0,,836.7,-357.8,-134.0,,-21.0,-176.7,-144.3,48.0,-130.0,-191.6,,,,,,-149.1,,,,411.1,,True,,False,False,,,,,False,False,,,,False,,False,False,False,,True,False,False,True,False,False,,,,,,False,,,,False
53029,95,180.0,,181.7,,178.0,181.0,,,,,111.4,183.2,,175.2,,246.0,,182.2,206.5,208.0,,150.0,164.5,232.3,231.0,197.0,215.9,,,,,,209.9,,,,185.9,85.0,,86.7,,83.0,86.0,,,,,16.4,88.2,,80.2,,151.0,,87.2,111.5,113.0,,55.0,69.5,137.3,136.0,102.0,120.9,,,,,,114.9,,,,90.9,,False,,True,False,,,,,True,False,,True,,False,,False,False,False,,True,True,False,False,False,False,,,,,,False,,,,False
53031,19,34.0,,33.2,,34.0,21.0,,,,,33.7,39.0,,,,73.0,,30.0,27.8,52.0,,20.0,36.4,52.7,32.0,95.0,54.4,,,,,,59.7,,,,43.6,15.0,,14.2,,15.0,2.0,,,,,14.7,20.0,,,,54.0,,11.0,8.8,33.0,,1.0,17.4,33.7,13.0,76.0,35.4,,,,,,40.7,,,,24.6,,True,,False,True,,,,,True,False,,,,False,,True,True,False,,True,False,False,True,False,False,,,,,,False,,,,False
53033,6265,12500.0,,12762.6,15136.3,11103.0,19811.0,,,,,8292.0,12490.9,,11246.3,,9174.0,,11418.2,9211.5,11096.0,,9124.0,12060.1,13525.5,10449.0,11083.0,6634.2,,,,,9937.7,13192.2,,,,15391.9,6235.0,,6497.6,8871.3,4838.0,13546.0,,,,,2027.0,6225.9,,4981.3,,2909.0,,5153.2,2946.5,4831.0,,2859.0,5795.1,7260.5,4184.0,4818.0,369.2,,,,,3672.7,6927.2,,,,9126.9,,False,False,True,False,,,,,True,True,,True,,True,,True,True,True,,True,True,False,True,True,True,,,,,True,False,,,,False
53035,599,762.0,,768.7,,785.0,791.0,,,,,487.6,701.7,,803.9,,1024.0,,988.8,768.2,752.5,,751.0,766.3,872.4,970.0,777.0,1045.6,,,,,638.0,975.2,555.0,,,1277.1,163.0,,169.7,,186.0,192.0,,,,,-111.4,102.7,,204.9,,425.0,,389.8,169.2,153.5,,152.0,167.3,273.4,371.0,178.0,446.6,,,,,39.0,376.2,-44.0,,,678.1,,False,,False,False,,,,,True,True,,False,,False,,False,False,True,,True,False,False,False,False,False,,,,,True,False,True,,,False
53037,175,316.0,,310.3,,309.0,598.0,,,,,200.8,295.9,,,,216.0,,713.7,223.3,239.0,,497.0,285.7,349.6,478.0,263.0,489.1,,,,,,271.6,,,,257.6,141.0,,135.3,,134.0,423.0,,,,,25.8,120.9,,,,41.0,,538.7,48.3,64.0,,322.0,110.7,174.6,303.0,88.0,314.1,,,,,,96.6,,,,82.6,,True,,True,False,,,,,True,True,,,,True,,False,True,True,,False,True,False,False,True,False,,,,,,True,,,,True
53039,68,76.0,,73.1,,80.0,69.0,,,,,61.4,82.3,,,,142.0,,109.3,30.9,,,121.0,72.1,100.8,109.0,93.0,90.6,,,,,,80.5,,,,75.7,8.0,,5.1,,12.0,1.0,,,,,-6.6,14.3,,,,74.0,,41.3,-37.1,,,53.0,4.1,32.8,41.0,25.0,22.6,,,,,,12.5,,,,7.7,,True,,False,True,,,,,True,False,,,,False,,False,False,,,False,True,False,False,False,False,,,,,,False,,,,True
53041,404,574.0,,575.6,,593.0,651.0,,,,,369.7,488.7,,,,385.0,,850.5,332.6,558.5,,803.0,496.9,587.9,746.0,531.0,798.4,,,,,,391.7,,,,744.2,170.0,,171.6,,189.0,247.0,,,,,-34.3,84.7,,,,-19.0,,446.5,-71.4,154.5,,399.0,92.9,183.9,342.0,127.0,394.4,,,,,,-12.3,,,,340.2,,False,,False,False,,,,,True,True,,,,True,,False,True,True,,False,True,False,False,True,False,,,,,,True,,,,False
53043,24,54.0,,50.3,,43.0,21.0,,,,,33.4,40.4,,,,48.0,,36.9,46.6,,,32.0,35.7,54.5,34.0,51.0,107.0,,,,,,51.5,,,,66.0,30.0,,26.3,,19.0,-3.0,,,,,9.4,16.4,,,,24.0,,12.9,22.6,,,8.0,11.7,30.5,10.0,27.0,83.0,,,,,,27.5,,,,42.0,,True,,True,True,,,,,True,True,,,,True,,True,True,,,True,True,False,True,True,False,,,,,,True,,,,False
53045,199,384.0,,342.8,,385.0,429.0,,,,,292.7,263.2,,,,243.0,,1261.3,365.4,476.5,,722.5,373.9,435.1,592.0,357.0,669.0,,,,,,283.8,,,,806.5,185.0,,143.8,,186.0,230.0,,,,,93.7,64.2,,,,44.0,,1062.3,166.4,277.5,,523.5,174.9,236.1,393.0,158.0,470.0,,,,,,84.8,,,,607.5,,True,,False,False,,,,,True,True,,,,True,,False,True,False,,False,True,False,False,True,False,,,,,,True,,,,False
53047,172,154.0,,165.1,,167.0,163.0,,,,,172.2,168.9,,,,107.0,,82.3,127.4,167.5,,174.0,143.8,159.0,183.0,217.0,328.4,,,,,,151.6,,,,206.7,-18.0,,-6.9,,-5.0,-9.0,,,,,0.2,-3.1,,,,-65.0,,-89.7,-44.6,-4.5,,2.0,-28.2,-13.0,11.0,45.0,156.4,,,,,,-20.4,,,,34.7,,True,,True,True,,,,,True,True,,,,False,,False,False,True,,True,False,True,True,False,False,,,,,,False,,,,False
53049,219,54.0,,39.0,,49.0,35.0,,,,,68.1,65.6,,,,87.0,,31.7,52.0,,,46.0,48.7,68.0,41.0,76.0,86.6,,,,,,54.0,,,,67.2,-165.0,,-180.0,,-170.0,-184.0,,,,,-150.9,-153.4,,,,-132.0,,-187.3,-167.0,,,-173.0,-170.3,-151.0,-178.0,-143.0,-132.4,,,,,,-165.0,,,,-151.8,,False,,False,False,,,,,True,True,,,,True,,False,False,,,False,False,True,False,True,True,,,,,,False,,,,True
53051,57,94.0,,96.2,,98.0,126.0,,,,,55.6,103.3,,,,125.0,,120.0,45.9,,,73.0,80.2,106.7,129.0,87.0,124.9,,,,,,91.3,,,,110.6,37.0,,39.2,,41.0,69.0,,,,,-1.4,46.3,,,,68.0,,63.0,-11.1,,,16.0,23.2,49.7,72.0,30.0,67.9,,,,,,34.3,,,,53.6,,False,,False,False,,,,,True,False,,,,False,,False,True,,,True,True,False,False,True,False,,,,,,True,,,,False
53053,3111,5556.0,,5588.9,5781.3,5442.0,7622.0,,,,,4360.2,8954.8,,5641.5,,4769.0,,4302.1,4480.2,6623.5,,4619.5,6349.9,6674.5,5310.0,5254.0,5363.0,,,,,6821.4,6555.2,4015.0,,,9008.1,2445.0,,2477.9,2670.3,2331.0,4511.0,,,,,1249.2,5843.8,,2530.5,,1658.0,,1191.1,1369.2,3512.5,,1508.5,3238.9,3563.5,2199.0,2143.0,2252.0,,,,,3710.4,3444.2,904.0,,,5897.1,,False,False,True,False,,,,,True,False,,False,,True,,True,True,False,,True,False,False,True,True,True,,,,,False,False,True,,,False
53055,5,18.0,,17.0,,15.0,15.0,,,,,12.3,48.9,,,,28.0,,3.6,4.3,,,15.0,15.6,27.4,12.0,45.0,9.2,,,,,,30.8,,,,11.7,13.0,,12.0,,10.0,10.0,,,,,7.3,43.9,,,,23.0,,-1.4,-0.7,,,10.0,10.6,22.4,7.0,40.0,4.2,,,,,,25.8,,,,6.7,,True,,True,True,,,,,True,False,,,,False,,True,True,,,True,True,False,True,False,True,,,,,,False,,,,True
53057,432,676.0,,716.0,,645.0,951.0,,,,,487.5,709.7,,818.8,,483.0,,625.1,636.2,593.0,,666.0,722.9,851.1,881.0,628.0,1387.3,,,,,534.8,692.3,585.0,,,896.5,244.0,,284.0,,213.0,519.0,,,,,55.5,277.7,,386.8,,51.0,,193.1,204.2,161.0,,234.0,290.9,419.1,449.0,196.0,955.3,,,,,102.8,260.3,153.0,,,464.5,,False,,True,False,,,,,True,False,,False,,True,,True,True,True,,True,False,False,False,True,False,,,,,True,False,True,,,False
53059,32,66.0,,70.4,,57.0,19.0,,,,,33.3,58.8,,,,45.0,,78.6,48.9,,,75.0,52.7,64.2,75.0,56.0,57.4,,,,,,51.2,,,,76.9,34.0,,38.4,,25.0,-13.0,,,,,1.3,26.8,,,,13.0,,46.6,16.9,,,43.0,20.7,32.2,43.0,24.0,25.4,,,,,,19.2,,,,44.9,,False,,True,True,,,,,True,True,,,,True,,False,True,,,False,True,True,False,True,True,,,,,,True,,,,False
53061,2726,4636.0,,4830.9,5825.4,4467.0,6122.0,,,,,2868.5,5530.4,,4777.3,,3460.0,,4502.7,4387.0,5556.5,,3943.0,4954.2,5298.1,4074.0,4056.0,2698.0,,,,,5165.8,5835.8,2394.0,,,6257.8,1910.0,,2104.9,3099.4,1741.0,3396.0,,,,,142.5,2804.4,,2051.3,,734.0,,1776.7,1661.0,2830.5,,1217.0,2228.2,2572.1,1348.0,1330.0,-28.0,,,,,2439.8,3109.8,-332.0,,,3531.8,,False,False,True,False,,,,,True,False,,False,,True,,True,True,False,,True,False,False,True,True,True,,,,,False,False,True,,,False
