,predicted_cases,actual_cases,error,perc_error
USC-SI_kJalpha,4312887.0,4333251,-20364.0,-0.5%
UCF-AEM,4362717.0,4333251,29466.0,0.7%
LANL-GrowthRate,4384938.0,4333251,51687.0,1.2%
OliverWyman-Navigator,4413560.0,4333251,80309.0,1.9%
UCLA-SuEIR,4414145.5,4333251,80894.5,1.9%
Covid19Sim-Simulator,4435003.0,4333251,101752.0,2.3%
IBF-TimeSeries,4450198.0,4333251,116947.0,2.7%
LNQ-ens1,4209000.6,4333251,-124250.4,-2.9%
JHUAPL-Bucky,4489916.5,4333251,156665.5,3.6%
COVIDhub-ensemble,4519893.0,4333251,186642.0,4.3%
CU-select,4531649.0,4333251,198398.0,4.6%
Microsoft-DeepSTIA,4134796.5,4333251,-198454.5,-4.6%
QJHong-Encounter,4077204.0,4333251,-256047.0,-5.9%
MSRA-DeepST,4038006.8,4333251,-295244.2,-6.8%
CEID-Walk,4037993.6,4333251,-295257.4,-6.8%
IowaStateLW-STEM,4015511.0,4333251,-317740.0,-7.3%
COVIDhub-baseline,4009908.0,4333251,-323343.0,-7.5%
UMich-RidgeTfReg,4672553.8,4333251,339302.8,7.8%
IEM_MED-CovidProject,4787869.7,4333251,454618.7,10.5%
JHU_CSSE-DECOM,3856622.0,4333251,-476629.0,-11.0%
JCB-PRM,4830472.5,4333251,497221.5,11.5%
UVA-Ensemble,4842613.6,4333251,509362.6,11.8%
BPagano-RtDriven,4952980.2,4333251,619729.2,14.3%
Karlen-pypm,5104052.0,4333251,770801.0,17.8%
TTU-squider,3352292.4,4333251,-980958.6,-22.6%
Columbia_UNC-SurvCon,5490975.0,4333251,1157724.0,26.7%
CovidAnalytics-DELPHI,5540781.0,4333251,1207530.0,27.9%
JHU_IDD-CovidSP,3062331.4,4333251,-1270919.6,-29.3%
RobertWalraven-ESG,5623310.2,4333251,1290059.2,29.8%
DDS-NBDS,5725826.6,4333251,1392575.6,32.1%
OneQuietNight-ML,5969938.0,4333251,1636687.0,37.8%
Google_Harvard-CPF,,4333251,,
JHU_UNC_GAS-StatMechPool,,4333251,,
UCSB-ACTS,,4333251,,
Wadhwani_AI-BayesOpt,,4333251,,
