,mean_rank
LNQ-ens1,5.4
COVIDhub-ensemble,5.8
OneQuietNight-ML,6.1
OliverWyman-Navigator,6.8
COVIDhub-baseline,7.1
CEID-Walk,7.1
LANL-GrowthRate,7.2
IowaStateLW-STEM,7.3
Google_Harvard-CPF,7.7
UVA-Ensemble,7.9
JHUAPL-Bucky,8.0
CU-select,8.0
JHU_IDD-CovidSP,8.6
PandemicCentral-USCounty,12.0
