,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
48377,110,27.0,,30.8,,57.0,,,,,,39.4,,,96.0,,43.2,,110.5,,,19.0,74.6,,,,80.0,115.3,,,,,,,,,55.2,-83.0,,-79.2,,-53.0,,,,,,-70.6,,,-14.0,,-66.8,,0.5,,,-91.0,-35.4,,,,-30.0,5.3,,,,,,,,,-54.8,,True,,True,,,,,,True,,,True,,True,,True,,,False,True,,,,True,True,,,,,,,,,True
48379,107,78.0,,79.0,,65.0,66.0,,,,,69.1,,,68.0,,43.4,,56.3,,,33.0,58.0,,,110.0,97.0,10.6,,,,,,,,,74.2,-29.0,,-28.0,,-42.0,-41.0,,,,,-37.9,,,-39.0,,-63.6,,-50.7,,,-74.0,-49.0,,,3.0,-10.0,-96.4,,,,,,,,,-32.8,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,True,True,False,,,,,,,,,False
48381,1647,4251.0,,4399.7,,2842.0,2614.0,,,,,2280.7,,,2682.0,,3216.4,,2193.9,2066.0,,3416.0,3685.0,,,3900.0,3820.0,168.1,,,,,2489.4,2526.0,,,4681.0,2604.0,,2752.7,,1195.0,967.0,,,,,633.7,,,1035.0,,1569.4,,546.9,419.0,,1769.0,2038.0,,,2253.0,2173.0,-1478.9,,,,,842.4,879.0,,,3034.0,,False,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,True,,,,,True,True,,,False
48383,38,12.0,,11.8,,17.0,2.0,,,,,23.2,,,63.0,,21.6,,44.8,,,0.0,26.6,,,,48.0,18.4,,,,,,,,,45.5,-26.0,,-26.2,,-21.0,-36.0,,,,,-14.8,,,25.0,,-16.4,,6.8,,,-38.0,-11.4,,,,10.0,-19.6,,,,,,,,,7.5,,False,,True,False,,,,,True,,,True,,True,,True,,,False,True,,,,True,True,,,,,,,,,True
48385,55,39.0,,42.4,,18.0,5.0,,,,,10.2,,,18.0,,868.4,,20.9,,,3.0,14.2,,,27.0,37.0,1.9,,,,,,,,,43.5,-16.0,,-12.6,,-37.0,-50.0,,,,,-44.8,,,-37.0,,813.4,,-34.1,,,-52.0,-40.8,,,-28.0,-18.0,-53.1,,,,,,,,,-11.5,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,True
48387,91,63.0,,61.5,,48.0,0.0,,,,,58.5,,,70.0,,47.1,,27.4,,,18.0,53.9,,,54.0,92.0,4.7,,,,,,,,,35.0,-28.0,,-29.5,,-43.0,-91.0,,,,,-32.5,,,-21.0,,-43.9,,-63.6,,,-73.0,-37.1,,,-37.0,1.0,-86.3,,,,,,,,,-56.0,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,,False,True,False,,,,,,,,,False
48389,252,183.0,,148.4,,189.0,101.0,,,,,123.9,,,283.0,,301.8,,241.0,,,1002.0,215.4,,,,182.0,92.3,,,,,,,,,287.8,-69.0,,-103.6,,-63.0,-151.0,,,,,-128.1,,,31.0,,49.8,,-11.0,,,750.0,-36.6,,,,-70.0,-159.7,,,,,,,,,35.8,,False,,True,False,,,,,False,,,True,,True,,True,,,False,True,,,,False,False,,,,,,,,,True
48391,49,63.0,,61.7,,48.0,0.0,,,,,32.4,,,41.0,,102.4,,24.4,,,29.0,47.2,,,79.0,66.0,22.9,,,,,,,,,85.3,14.0,,12.7,,-1.0,-49.0,,,,,-16.6,,,-8.0,,53.4,,-24.6,,,-20.0,-1.8,,,30.0,17.0,-26.1,,,,,,,,,36.3,,True,,True,False,,,,,False,,,True,,False,,False,,,False,True,,,False,False,False,,,,,,,,,False
48393,9,3.0,,1.5,,3.0,0.0,,,,,8.0,,,20.0,,0.6,,0.6,,,8.0,1.9,,,,7.0,6.8,,,,,,,,,4.2,-6.0,,-7.5,,-6.0,-9.0,,,,,-1.0,,,11.0,,-8.4,,-8.4,,,-1.0,-7.1,,,,-2.0,-2.2,,,,,,,,,-4.8,,False,,False,False,,,,,True,,,False,,False,,False,,,True,False,,,,True,True,,,,,,,,,True
48395,189,114.0,,126.6,,114.0,66.0,,,,,101.7,,,101.0,,135.3,,63.5,,,128.0,123.1,,,144.0,128.0,9.5,,,,,,,,,97.0,-75.0,,-62.4,,-75.0,-123.0,,,,,-87.3,,,-88.0,,-53.7,,-125.5,,,-61.0,-65.9,,,-45.0,-61.0,-179.5,,,,,,,,,-92.0,,True,,False,False,,,,,False,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,,,,False
48397,1385,1776.0,,1807.1,,1647.0,2459.0,,,,,920.3,,2306.9,788.0,,4140.9,,1237.7,1370.5,,1755.0,1118.4,,,2453.0,1650.0,173.8,,,,,1223.7,,,,2109.6,391.0,,422.1,,262.0,1074.0,,,,,-464.7,,921.9,-597.0,,2755.9,,-147.3,-14.5,,370.0,-266.6,,,1068.0,265.0,-1211.2,,,,,-161.3,,,,724.6,,False,,True,False,,,,,False,,False,False,,False,,True,True,,True,True,,,False,True,False,,,,,True,,,,False
48399,218,141.0,,137.7,,108.0,35.0,,,,,67.2,,,108.0,,568.8,,87.9,,,26.0,75.1,,,175.0,119.0,7.2,,,,,,,,,158.8,-77.0,,-80.3,,-110.0,-183.0,,,,,-150.8,,,-110.0,,350.8,,-130.1,,,-192.0,-142.9,,,-43.0,-99.0,-210.8,,,,,,,,,-59.2,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,True,False,False,,,,,,,,,True
48401,444,150.0,,177.4,,152.0,65.0,,,,,100.6,,,342.0,,96.0,,162.3,155.0,,135.0,149.3,,,124.0,346.0,17.3,,,,,,,,,195.6,-294.0,,-266.6,,-292.0,-379.0,,,,,-343.4,,,-102.0,,-348.0,,-281.7,-289.0,,-309.0,-294.7,,,-320.0,-98.0,-426.7,,,,,,,,,-248.4,,True,,True,False,,,,,False,,,True,,False,,True,True,,False,False,,,False,True,False,,,,,,,,,True
48403,119,0.0,,1.9,,1.0,0.0,,,,,4.6,,,52.0,,0.2,,13.8,,,16.0,11.2,,,2.0,46.0,2.3,,,,,,,,,2.1,-119.0,,-117.1,,-118.0,-119.0,,,,,-114.4,,,-67.0,,-118.8,,-105.2,,,-103.0,-107.8,,,-117.0,-73.0,-116.7,,,,,,,,,-116.9,,True,,True,False,,,,,True,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,,,,True
48405,70,21.0,,35.0,,19.0,0.0,,,,,21.7,,,50.0,,7.2,,11.2,,,20.0,15.6,,,23.0,49.0,5.6,,,,,,,,,24.0,-49.0,,-35.0,,-51.0,-70.0,,,,,-48.3,,,-20.0,,-62.8,,-58.8,,,-50.0,-54.4,,,-47.0,-21.0,-64.4,,,,,,,,,-46.0,,True,,False,False,,,,,True,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,,,,True
48407,40,12.0,,12.0,,12.0,0.0,,,,,16.5,,,148.0,,14.3,,38.9,,,11.0,16.5,,,21.0,143.0,12.0,,,,,,,,,22.6,-28.0,,-28.0,,-28.0,-40.0,,,,,-23.5,,,108.0,,-25.7,,-1.1,,,-29.0,-23.5,,,-19.0,103.0,-28.0,,,,,,,,,-17.4,,True,,False,False,,,,,True,,,False,,True,,True,,,False,True,,,True,False,True,,,,,,,,,True
48409,959,306.0,,302.3,,169.0,112.0,,,,,431.9,,,414.0,,38.4,,289.3,150.5,,200.0,127.3,,,488.0,464.0,49.0,,,,,,,,,230.3,-653.0,,-656.7,,-790.0,-847.0,,,,,-527.1,,,-545.0,,-920.6,,-669.7,-808.5,,-759.0,-831.7,,,-471.0,-495.0,-910.0,,,,,,,,,-728.7,,False,,False,False,,,,,True,,,True,,False,,False,False,,False,False,,,True,True,False,,,,,,,,,False
48411,61,30.0,,24.5,,24.0,35.0,,,,,31.1,,,46.0,,9.0,,16.9,,,11.0,26.3,,,37.0,48.0,14.9,,,,,,,,,22.2,-31.0,,-36.5,,-37.0,-26.0,,,,,-29.9,,,-15.0,,-52.0,,-44.0,,,-50.0,-34.7,,,-24.0,-13.0,-46.1,,,,,,,,,-38.8,,False,,False,True,,,,,True,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,,,,False
48413,19,18.0,,18.2,,18.0,0.0,,,,,17.2,,,21.0,,8.8,,8.8,,,11.0,21.2,,,52.0,29.0,3.0,,,,,,,,,26.9,-1.0,,-0.8,,-1.0,-19.0,,,,,-1.8,,,2.0,,-10.2,,-10.2,,,-8.0,2.2,,,33.0,10.0,-16.0,,,,,,,,,7.9,,True,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,False
48415,207,348.0,,342.1,,302.0,128.0,,,,,196.6,,,358.0,,241.4,,160.2,,,302.0,238.0,,,236.0,328.0,18.9,,,,,,,,,295.7,141.0,,135.1,,95.0,-79.0,,,,,-10.4,,,151.0,,34.4,,-46.8,,,95.0,31.0,,,29.0,121.0,-188.1,,,,,,,,,88.7,,True,,True,True,,,,,True,,,False,,True,,True,,,True,True,,,True,True,False,,,,,,,,,True
48417,29,21.0,,20.9,,19.0,,,,,,17.7,,,24.0,,70.4,,7.2,,,11.0,15.3,,,23.0,23.0,1.0,,,,,,,,,15.8,-8.0,,-8.1,,-10.0,,,,,,-11.3,,,-5.0,,41.4,,-21.8,,,-18.0,-13.7,,,-6.0,-6.0,-28.0,,,,,,,,,-13.2,,False,,False,,,,,,False,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,,,,False
48419,123,27.0,,29.4,,27.0,21.0,,,,,40.1,,,149.0,,17.5,,52.7,,,6.0,34.6,,,25.0,147.0,6.1,,,,,,,,,29.6,-96.0,,-93.6,,-96.0,-102.0,,,,,-82.9,,,26.0,,-105.5,,-70.3,,,-117.0,-88.4,,,-98.0,24.0,-116.9,,,,,,,,,-93.4,,True,,False,False,,,,,True,,,True,,False,,True,,,False,True,,,False,True,False,,,,,,,,,True
48421,9,6.0,,6.3,,6.0,0.0,,,,,9.6,,,33.0,,2.4,,0.7,,,8.0,4.5,,,6.0,17.0,2.1,,,,,,,,,6.2,-3.0,,-2.7,,-3.0,-9.0,,,,,0.6,,,24.0,,-6.6,,-8.3,,,-1.0,-4.5,,,-3.0,8.0,-6.9,,,,,,,,,-2.8,,True,,False,False,,,,,True,,,False,,False,,False,,,True,False,,,False,False,False,,,,,,,,,True
48423,1772,864.0,,694.8,,592.0,435.0,,,,,873.5,,567.7,1399.0,,382.1,,838.0,15446.5,,538.0,687.7,,,628.0,1730.0,77.7,,,,,915.1,476.0,,,882.1,-908.0,,-1077.2,,-1180.0,-1337.0,,,,,-898.5,,-1204.3,-373.0,,-1389.9,,-934.0,13674.5,,-1234.0,-1084.3,,,-1144.0,-42.0,-1694.3,,,,,-856.9,-1296.0,,,-889.9,,False,,False,False,,,,,True,,False,True,,False,,False,False,,False,False,,,False,True,False,,,,,True,False,,,True
48425,153,129.0,,122.7,,112.0,180.0,,,,,74.4,,,68.0,,136.8,,133.3,,,60.0,85.0,,,145.0,118.0,11.4,,,,,,,,,118.4,-24.0,,-30.3,,-41.0,27.0,,,,,-78.6,,,-85.0,,-16.2,,-19.7,,,-93.0,-68.0,,,-8.0,-35.0,-141.6,,,,,,,,,-34.6,,False,,False,False,,,,,False,,,False,,True,,True,,,False,False,,,True,False,False,,,,,,,,,False
48427,1096,435.0,,418.6,,410.0,393.0,,,,,286.7,,,676.0,,512.3,,502.7,374.5,,179.0,370.2,,,415.0,465.0,205.1,,,,,278.5,,,,410.9,-661.0,,-677.4,,-686.0,-703.0,,,,,-809.3,,,-420.0,,-583.7,,-593.3,-721.5,,-917.0,-725.8,,,-681.0,-631.0,-890.9,,,,,-817.5,,,,-685.1,,False,,False,False,,,,,False,,,True,,True,,True,False,,False,False,,,False,True,False,,,,,False,,,,False
48429,75,57.0,,62.5,,57.0,13.0,,,,,50.7,,,107.0,,86.7,,95.2,,,17.0,52.8,,,,103.0,36.2,,,,,,,,,254.9,-18.0,,-12.5,,-18.0,-62.0,,,,,-24.3,,,32.0,,11.7,,20.2,,,-58.0,-22.2,,,,28.0,-38.8,,,,,,,,,179.9,,True,,False,False,,,,,False,,,False,,True,,False,,,False,False,,,,False,False,,,,,,,,,False
48431,29,12.0,,13.0,,9.0,0.0,,,,,8.0,,,23.0,,7.9,,8.5,,,11.0,7.6,,,16.0,12.0,5.8,,,,,,,,,10.7,-17.0,,-16.0,,-20.0,-29.0,,,,,-21.0,,,-6.0,,-21.1,,-20.5,,,-18.0,-21.4,,,-13.0,-17.0,-23.2,,,,,,,,,-18.3,,True,,False,False,,,,,False,,,True,,False,,False,,,False,False,,,True,False,False,,,,,,,,,False
48433,23,18.0,,17.8,,15.0,,,,,,15.5,,,18.0,,26.8,,3.0,,,5.0,6.8,,,,15.0,1.4,,,,,,,,,17.5,-5.0,,-5.2,,-8.0,,,,,,-7.5,,,-5.0,,3.8,,-20.0,,,-18.0,-16.2,,,,-8.0,-21.6,,,,,,,,,-5.5,,False,,False,,,,,,False,,,False,,True,,False,,,False,False,,,,False,False,,,,,,,,,False
48435,82,30.0,,40.2,,31.0,0.0,,,,,23.1,,,34.0,,20.0,,42.4,,,24.0,31.7,,,19.0,39.0,5.2,,,,,,,,,44.0,-52.0,,-41.8,,-51.0,-82.0,,,,,-58.9,,,-48.0,,-62.0,,-39.6,,,-58.0,-50.3,,,-63.0,-43.0,-76.8,,,,,,,,,-38.0,,True,,True,False,,,,,False,,,True,,False,,True,,,False,True,,,False,True,False,,,,,,,,,True
48437,91,81.0,,81.7,,81.0,57.0,,,,,51.2,,,125.0,,94.8,,31.1,,,57.0,84.9,,,78.0,86.0,7.8,,,,,,,,,87.3,-10.0,,-9.3,,-10.0,-34.0,,,,,-39.8,,,34.0,,3.8,,-59.9,,,-34.0,-6.1,,,-13.0,-5.0,-83.2,,,,,,,,,-3.7,,True,,False,False,,,,,False,,,False,,True,,False,,,False,True,,,False,True,False,,,,,,,,,True
48439,27313,37473.0,,35023.8,33243.4,32521.0,101308.0,,,,,26644.9,,26376.1,19934.0,,35817.6,,26747.9,27935.0,,35286.5,34167.0,,,27432.0,32911.0,1281.0,,,,,22077.8,29266.0,,,49634.1,10160.0,,7710.8,5930.4,5208.0,73995.0,,,,,-668.1,,-936.9,-7379.0,,8504.6,,-565.1,622.0,,7973.5,6854.0,,,119.0,5598.0,-26032.0,,,,,-5235.2,1953.0,,,22321.1,,True,True,True,False,,,,,True,,True,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,True,,,False
48441,1989,1056.0,,1023.0,,1012.0,942.0,,,,,870.0,,,1661.0,,731.8,,974.1,20217.5,,881.0,1155.6,,,1289.0,1300.0,279.6,,,,,1023.7,820.0,,,1339.3,-933.0,,-966.0,,-977.0,-1047.0,,,,,-1119.0,,,-328.0,,-1257.2,,-1014.9,18228.5,,-1108.0,-833.4,,,-700.0,-689.0,-1709.4,,,,,-965.3,-1169.0,,,-649.7,,False,,False,False,,,,,False,,,True,,False,,False,False,,False,True,,,True,True,False,,,,,False,False,,,True
48443,31,6.0,,6.9,,7.0,0.0,,,,,3.6,,,20.0,,16.5,,6.6,,,10.0,5.8,,,,9.0,4.3,,,,,,,,,12.5,-25.0,,-24.1,,-24.0,-31.0,,,,,-27.4,,,-11.0,,-14.5,,-24.4,,,-21.0,-25.2,,,,-22.0,-26.7,,,,,,,,,-18.5,,True,,True,False,,,,,False,,,True,,True,,True,,,True,False,,,,True,False,,,,,,,,,True
48445,272,387.0,,389.2,,174.0,168.0,,,,,218.2,,,300.0,,104.3,,60.7,,,144.0,207.1,,,437.0,260.0,11.2,,,,,,,,,161.4,115.0,,117.2,,-98.0,-104.0,,,,,-53.8,,,28.0,,-167.7,,-211.3,,,-128.0,-64.9,,,165.0,-12.0,-260.8,,,,,,,,,-110.6,,False,,True,True,,,,,True,,,True,,False,,False,,,False,True,,,False,True,False,,,,,,,,,True
48447,10,6.0,,4.9,,3.0,0.0,,,,,4.5,,,15.0,,4.0,,2.9,,,3.0,2.2,,,,10.0,0.7,,,,,,,,,4.4,-4.0,,-5.1,,-7.0,-10.0,,,,,-5.5,,,5.0,,-6.0,,-7.1,,,-7.0,-7.8,,,,0.0,-9.3,,,,,,,,,-5.6,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,,,,True,False,,,,,,,,,False
48449,273,195.0,,211.1,,182.0,21.0,,,,,180.4,,,215.0,,94.7,,238.7,174.5,,110.0,210.9,,,257.0,293.0,15.5,,,,,,,,,200.5,-78.0,,-61.9,,-91.0,-252.0,,,,,-92.6,,,-58.0,,-178.3,,-34.3,-98.5,,-163.0,-62.1,,,-16.0,20.0,-257.5,,,,,,,,,-72.5,,True,,False,False,,,,,False,,,True,,False,,True,False,,False,True,,,True,True,False,,,,,,,,,True
48451,2138,2196.0,,2220.9,,1821.0,1428.0,,,,,1379.8,,,1671.0,,1070.1,,841.7,65528.0,,1861.0,1831.6,,,1346.0,1898.0,368.5,,,,,1538.9,,,,2203.4,58.0,,82.9,,-317.0,-710.0,,,,,-758.2,,,-467.0,,-1067.9,,-1296.3,63390.0,,-277.0,-306.4,,,-792.0,-240.0,-1769.5,,,,,-599.1,,,,65.4,,False,,False,False,,,,,False,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,False,,,,False
48453,8283,6081.0,,6048.2,8125.1,6349.0,8629.0,,,,,7521.6,,7476.0,6277.0,,6125.9,,7845.3,6288.5,,7352.5,7423.5,,,7723.0,8308.0,2036.5,,,,,4477.7,5409.0,,,6696.2,-2202.0,,-2234.8,-157.9,-1934.0,346.0,,,,,-761.4,,-807.0,-2006.0,,-2157.1,,-437.7,-1994.5,,-930.5,-859.5,,,-560.0,25.0,-6246.5,,,,,-3805.3,-2874.0,,,-1586.8,,False,True,True,True,,,,,True,,True,True,,True,,True,True,,True,True,,,True,True,False,,,,,False,False,,,True
48455,52,15.0,,15.8,,14.0,14.0,,,,,17.7,,,81.0,,10.0,,25.2,,,11.0,18.3,,,16.0,93.0,13.2,,,,,,,,,12.5,-37.0,,-36.2,,-38.0,-38.0,,,,,-34.3,,,29.0,,-42.0,,-26.8,,,-41.0,-33.7,,,-36.0,41.0,-38.8,,,,,,,,,-39.5,,True,,False,False,,,,,True,,,True,,False,,True,,,False,True,,,True,False,False,,,,,,,,,False
48457,158,60.0,,53.7,,50.0,21.0,,,,,26.6,,,181.0,,54.0,,53.7,,,29.0,44.7,,,77.0,141.0,12.3,,,,,,,,,54.3,-98.0,,-104.3,,-108.0,-137.0,,,,,-131.4,,,23.0,,-104.0,,-104.3,,,-129.0,-113.3,,,-81.0,-17.0,-145.7,,,,,,,,,-103.7,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,,True,True,False,,,,,,,,,False
48459,419,102.0,,102.0,,93.0,88.0,,,,,89.5,,,239.0,,62.9,,110.1,98.0,,30.0,104.8,,,122.0,245.0,6.7,,,,,,,,,77.3,-317.0,,-317.0,,-326.0,-331.0,,,,,-329.5,,,-180.0,,-356.1,,-308.9,-321.0,,-389.0,-314.2,,,-297.0,-174.0,-412.3,,,,,,,,,-341.7,,False,,False,False,,,,,False,,,True,,False,,True,False,,False,True,,,True,True,False,,,,,,,,,False
48461,96,3.0,,1.0,,12.0,0.0,,,,,9.8,,,48.0,,40.4,,17.8,,,11.0,15.3,,,,32.0,15.1,,,,,,,,,39.7,-93.0,,-95.0,,-84.0,-96.0,,,,,-86.2,,,-48.0,,-55.6,,-78.2,,,-85.0,-80.7,,,,-64.0,-80.9,,,,,,,,,-56.3,,False,,True,False,,,,,True,,,True,,True,,True,,,True,True,,,,True,True,,,,,,,,,True
48463,442,252.0,,265.7,,245.0,329.0,,,,,179.0,,,238.0,,184.0,,205.9,,,239.0,248.6,,,260.0,264.0,18.6,,,,,,,,,284.6,-190.0,,-176.3,,-197.0,-113.0,,,,,-263.0,,,-204.0,,-258.0,,-236.1,,,-203.0,-193.4,,,-182.0,-178.0,-423.4,,,,,,,,,-157.4,,True,,False,True,,,,,False,,,False,,False,,False,,,False,False,,,True,True,False,,,,,,,,,True
48465,820,1104.0,,1266.6,,559.0,435.0,,,,,198.7,,,751.0,,3740.7,,544.9,717.0,,157.0,271.3,,,,1008.0,14.6,,,,,703.3,,,,489.6,284.0,,446.6,,-261.0,-385.0,,,,,-621.3,,,-69.0,,2920.7,,-275.1,-103.0,,-663.0,-548.7,,,,188.0,-805.4,,,,,-116.7,,,,-330.4,,False,,True,False,,,,,False,,,True,,False,,True,True,,False,False,,,,True,False,,,,,True,,,,False
48467,448,237.0,,268.9,,224.0,87.0,,,,,171.4,,,376.0,,102.5,,317.6,1245.5,,146.0,215.6,,,210.0,442.0,15.3,,,,,,,,,299.4,-211.0,,-179.1,,-224.0,-361.0,,,,,-276.6,,,-72.0,,-345.5,,-130.4,797.5,,-302.0,-232.4,,,-238.0,-6.0,-432.7,,,,,,,,,-148.6,,True,,False,False,,,,,False,,,True,,False,,True,False,,False,False,,,False,True,False,,,,,,,,,True
48469,435,732.0,,729.6,,528.0,528.0,,,,,591.7,,,620.0,,473.5,,625.7,510.5,,405.0,397.7,,,976.0,798.0,33.1,,,,,516.0,,,,740.5,297.0,,294.6,,93.0,93.0,,,,,156.7,,,185.0,,38.5,,190.7,75.5,,-30.0,-37.3,,,541.0,363.0,-401.9,,,,,81.0,,,,305.5,,True,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,False,False,False,,,,,True,,,,False
48471,919,699.0,,728.8,,699.0,1175.0,,,,,400.9,,,457.0,,1470.5,,759.0,1865.5,,1354.0,665.4,,,774.0,794.0,113.9,,,,,372.2,,,,405.9,-220.0,,-190.2,,-220.0,256.0,,,,,-518.1,,,-462.0,,551.5,,-160.0,946.5,,435.0,-253.6,,,-145.0,-125.0,-805.1,,,,,-546.8,,,,-513.1,,True,,False,False,,,,,False,,,False,,False,,True,False,,False,False,,,True,True,False,,,,,False,,,,False
48473,561,327.0,,331.2,,331.0,774.0,,,,,161.5,,,243.0,,786.4,,306.0,323.0,,509.0,315.7,,,448.0,442.0,45.7,,,,,,,,,274.9,-234.0,,-229.8,,-230.0,213.0,,,,,-399.5,,,-318.0,,225.4,,-255.0,-238.0,,-52.0,-245.3,,,-113.0,-119.0,-515.3,,,,,,,,,-286.1,,True,,True,True,,,,,False,,,False,,True,,False,False,,True,False,,,True,True,False,,,,,,,,,False
48475,143,60.0,,65.9,,88.0,254.0,,,,,49.9,,,208.0,,76.4,,136.5,,,96.0,87.0,,,,115.0,55.3,,,,,,,,,86.3,-83.0,,-77.1,,-55.0,111.0,,,,,-93.1,,,65.0,,-66.6,,-6.5,,,-47.0,-56.0,,,,-28.0,-87.7,,,,,,,,,-56.7,,True,,True,False,,,,,False,,,True,,True,,True,,,True,True,,,,True,False,,,,,,,,,True
48477,223,93.0,,89.9,,89.0,47.0,,,,,117.2,,,184.0,,54.5,,181.4,121.0,,86.0,150.8,,,68.0,173.0,14.2,,,,,,,,,102.9,-130.0,,-133.1,,-134.0,-176.0,,,,,-105.8,,,-39.0,,-168.5,,-41.6,-102.0,,-137.0,-72.2,,,-155.0,-50.0,-208.8,,,,,,,,,-120.1,,False,,False,False,,,,,True,,,True,,False,,True,True,,False,True,,,False,True,False,,,,,,,,,True
48479,4783,3363.0,,3348.6,5203.0,3559.0,4937.0,,,,,2899.3,,5019.4,2455.0,,2640.2,,3277.8,3344.5,,3844.0,4055.2,,,2043.0,4203.0,140.1,,,,,2440.8,5710.0,,,2885.9,-1420.0,,-1434.4,420.0,-1224.0,154.0,,,,,-1883.7,,236.4,-2328.0,,-2142.8,,-1505.2,-1438.5,,-939.0,-727.8,,,-2740.0,-580.0,-4642.9,,,,,-2342.2,927.0,,,-1897.1,,False,True,True,True,,,,,False,,True,False,,False,,False,False,,True,True,,,False,True,False,,,,,False,True,,,False
48481,430,264.0,,264.7,,305.0,417.0,,,,,192.4,,,210.0,,357.0,,241.6,261.5,,417.0,333.2,,,341.0,340.0,147.0,,,,,,,,,369.2,-166.0,,-165.3,,-125.0,-13.0,,,,,-237.6,,,-220.0,,-73.0,,-188.4,-168.5,,-13.0,-96.8,,,-89.0,-90.0,-283.0,,,,,,,,,-60.8,,True,,True,True,,,,,False,,,False,,True,,False,False,,True,True,,,True,True,False,,,,,,,,,True
48483,49,108.0,,111.5,,80.0,12.0,,,,,94.7,,,96.0,,34.0,,15.7,,,75.0,80.7,,,100.0,88.0,14.9,,,,,,,,,107.1,59.0,,62.5,,31.0,-37.0,,,,,45.7,,,47.0,,-15.0,,-33.3,,,26.0,31.7,,,51.0,39.0,-34.1,,,,,,,,,58.1,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,,,,True
