,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
17109,272,282.0,,259.8,,227.0,238.0,,,,,281.9,,,352.0,,91.9,,217.2,247.5,,114.0,225.0,,,145.0,291.0,56.2,,,,,,,,,311.5,10.0,,-12.2,,-45.0,-34.0,,,,,9.9,,,80.0,,-180.1,,-54.8,-24.5,,-158.0,-47.0,,,-127.0,19.0,-215.8,,,,,,,,,39.5,,False,,False,False,,,,,True,,,False,,False,,False,False,,False,False,,,False,False,False,,,,,,,,,False
17111,3125,3501.0,,3363.7,4248.2,2697.0,3519.0,,,,,5833.7,,2357.3,3823.0,,1841.9,,2941.3,2841.5,,2376.0,3565.6,,,2434.0,3516.0,623.9,,,,,2283.9,2166.0,,,4137.8,376.0,,238.7,1123.2,-428.0,394.0,,,,,2708.7,,-767.7,698.0,,-1283.1,,-183.7,-283.5,,-749.0,440.6,,,-691.0,391.0,-2501.1,,,,,-841.1,-959.0,,,1012.8,,True,False,False,False,,,,,False,,False,False,,False,,True,True,,False,False,,,False,False,False,,,,,False,False,,,False
17113,1935,2853.0,,2810.3,,2228.0,4470.0,,,,,2568.4,,,2270.0,,1469.2,,1747.5,2445.5,,2086.0,2477.2,,,2413.0,2348.0,379.8,,,,,3069.8,1665.0,,,2362.0,918.0,,875.3,,293.0,2535.0,,,,,633.4,,,335.0,,-465.8,,-187.5,510.5,,151.0,542.2,,,478.0,413.0,-1555.2,,,,,1134.8,-270.0,,,427.0,,True,,True,False,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,False,True,,,True
17115,843,1563.0,,1543.4,,1310.0,963.0,,,,,1021.4,,,1780.0,,720.7,,1071.1,1580.0,,963.0,1309.9,,,915.0,1397.0,227.2,,,,,938.7,,,,2234.9,720.0,,700.4,,467.0,120.0,,,,,178.4,,,937.0,,-122.3,,228.1,737.0,,120.0,466.9,,,72.0,554.0,-615.8,,,,,95.7,,,,1391.9,,True,,True,True,,,,,True,,,False,,True,,True,False,,True,True,,,True,True,True,,,,,True,,,,False
17117,635,933.0,,860.4,,763.0,985.0,,,,,539.8,,,728.0,,610.1,,427.5,723.5,,676.5,757.4,,,854.0,816.0,176.4,,,,,768.4,,,,1406.0,298.0,,225.4,,128.0,350.0,,,,,-95.2,,,93.0,,-24.9,,-207.5,88.5,,41.5,122.4,,,219.0,181.0,-458.6,,,,,133.4,,,,771.0,,True,,True,False,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,,,,False
17119,4339,5067.0,,4901.3,5289.2,4325.0,3866.0,,,,,6492.3,,,4488.0,,3276.4,,3996.6,4381.5,,5580.0,5172.3,,,4694.0,4421.0,681.1,,,,,3057.7,3654.0,,,4580.8,728.0,,562.3,950.2,-14.0,-473.0,,,,,2153.3,,,149.0,,-1062.6,,-342.4,42.5,,1241.0,833.3,,,355.0,82.0,-3657.9,,,,,-1281.3,-685.0,,,241.8,,True,False,True,True,,,,,False,,,True,,False,,True,True,,False,False,,,True,True,False,,,,,False,True,,,True
17121,697,861.0,,902.9,,674.0,457.0,,,,,547.8,,,780.0,,450.5,,369.8,528.0,,669.0,743.6,,,596.0,770.0,140.7,,,,,857.2,,,,733.5,164.0,,205.9,,-23.0,-240.0,,,,,-149.2,,,83.0,,-246.5,,-327.2,-169.0,,-28.0,46.6,,,-101.0,73.0,-556.3,,,,,160.2,,,,36.5,,False,,True,False,,,,,True,,,True,,False,,False,False,,True,True,,,True,True,False,,,,,True,,,,True
17123,103,159.0,,150.5,,148.0,193.0,,,,,105.3,,,143.0,,91.9,,53.0,,,79.0,163.3,,,164.0,177.0,28.8,,,,,,,,,177.1,56.0,,47.5,,45.0,90.0,,,,,2.3,,,40.0,,-11.1,,-50.0,,,-24.0,60.3,,,61.0,74.0,-74.2,,,,,,,,,74.1,,True,,True,False,,,,,True,,,True,,True,,True,,,True,False,,,False,False,False,,,,,,,,,False
17125,177,234.0,,208.4,,202.0,189.0,,,,,148.9,,,206.0,,192.5,,74.8,,,94.0,198.0,,,95.0,217.0,29.5,,,,,,,,,286.7,57.0,,31.4,,25.0,12.0,,,,,-28.1,,,29.0,,15.5,,-102.2,,,-83.0,21.0,,,-82.0,40.0,-147.5,,,,,,,,,109.7,,True,,True,True,,,,,True,,,True,,True,,False,,,False,True,,,False,True,False,,,,,,,,,False
17127,171,300.0,,312.7,,264.0,226.0,,,,,190.6,,,297.0,,200.0,,103.9,,,199.0,276.5,,,291.0,264.0,30.8,,,,,,,,,303.0,129.0,,141.7,,93.0,55.0,,,,,19.6,,,126.0,,29.0,,-67.1,,,28.0,105.5,,,120.0,93.0,-140.2,,,,,,,,,132.0,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,False,,,,,,,,,False
17129,171,213.0,,194.3,,174.0,165.0,,,,,99.9,,,169.0,,174.4,,81.2,,,321.0,207.4,,,182.0,165.0,20.0,,,,,,,,,149.1,42.0,,23.3,,3.0,-6.0,,,,,-71.1,,,-2.0,,3.4,,-89.8,,,150.0,36.4,,,11.0,-6.0,-151.0,,,,,,,,,-21.9,,True,,True,True,,,,,False,,,True,,True,,False,,,False,True,,,True,True,False,,,,,,,,,True
17131,222,246.0,,246.0,,195.0,168.0,,,,,181.7,,,199.0,,149.0,,97.3,,,176.0,248.4,,,190.0,207.0,34.9,,,,,,,,,214.5,24.0,,24.0,,-27.0,-54.0,,,,,-40.3,,,-23.0,,-73.0,,-124.7,,,-46.0,26.4,,,-32.0,-15.0,-187.1,,,,,,,,,-7.5,,True,,False,False,,,,,False,,,True,,False,,False,,,False,False,,,False,True,False,,,,,,,,,True
17133,677,720.0,,712.8,,502.0,488.0,,,,,507.1,,,458.0,,437.1,,316.1,502.0,,674.0,763.5,,,692.0,653.0,135.7,,,,,638.2,,,,983.3,43.0,,35.8,,-175.0,-189.0,,,,,-169.9,,,-219.0,,-239.9,,-360.9,-175.0,,-3.0,86.5,,,15.0,-24.0,-541.3,,,,,-38.8,,,,306.3,,True,,False,False,,,,,False,,,False,,False,,False,False,,True,False,,,True,True,False,,,,,True,,,,False
17135,697,465.0,,470.5,,411.0,384.0,,,,,297.6,,,597.0,,380.6,,225.2,,,345.0,465.0,,,553.0,408.0,64.4,,,,,,,,,500.8,-232.0,,-226.5,,-286.0,-313.0,,,,,-399.4,,,-100.0,,-316.4,,-471.8,,,-352.0,-232.0,,,-144.0,-289.0,-632.6,,,,,,,,,-196.2,,True,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,True,False,False,,,,,,,,,True
17137,526,672.0,,603.5,,551.0,485.0,,,,,508.8,,,559.0,,310.2,,384.4,609.5,,397.5,581.2,,,485.0,617.0,115.3,,,,,285.9,,,,642.1,146.0,,77.5,,25.0,-41.0,,,,,-17.2,,,33.0,,-215.8,,-141.6,83.5,,-128.5,55.2,,,-41.0,91.0,-410.7,,,,,-240.1,,,,116.1,,True,,True,True,,,,,True,,,True,,False,,True,True,,True,True,,,True,True,False,,,,,False,,,,True
17139,222,333.0,,343.1,,247.0,207.0,,,,,197.3,,,310.0,,226.8,,123.4,,,229.0,288.4,,,284.0,249.0,42.0,,,,,,,,,280.8,111.0,,121.1,,25.0,-15.0,,,,,-24.7,,,88.0,,4.8,,-98.6,,,7.0,66.4,,,62.0,27.0,-180.0,,,,,,,,,58.8,,False,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,False,,,,,,,,,True
17141,756,1074.0,,1043.0,,714.0,602.0,,,,,760.4,,,657.0,,558.2,,619.8,753.0,,712.0,976.8,,,1031.0,943.0,112.3,,,,,1137.7,,,,1061.4,318.0,,287.0,,-42.0,-154.0,,,,,4.4,,,-99.0,,-197.8,,-136.2,-3.0,,-44.0,220.8,,,275.0,187.0,-643.7,,,,,381.7,,,,305.4,,True,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,False,,,,True
17143,2585,3351.0,,3249.2,,2767.0,3365.0,,,,,2780.2,,,2464.0,,2399.4,,2491.9,2870.0,,3006.0,3064.5,,,3257.0,3031.0,383.9,,,,,1991.0,2332.0,,,4084.3,766.0,,664.2,,182.0,780.0,,,,,195.2,,,-121.0,,-185.6,,-93.1,285.0,,421.0,479.5,,,672.0,446.0,-2201.1,,,,,-594.0,-253.0,,,1499.3,,True,,True,False,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,True,,,False
17145,752,504.0,,504.7,,416.0,542.0,,,,,321.7,,,408.0,,356.6,,197.4,,,393.0,437.2,,,348.0,417.0,87.8,,,,,,,,,717.3,-248.0,,-247.3,,-336.0,-210.0,,,,,-430.3,,,-344.0,,-395.4,,-554.6,,,-359.0,-314.8,,,-404.0,-335.0,-664.2,,,,,,,,,-34.7,,True,,False,True,,,,,False,,,False,,False,,False,,,False,False,,,False,False,False,,,,,,,,,True
17147,161,213.0,,228.8,,175.0,181.0,,,,,142.8,,,298.0,,91.6,,109.1,,,114.0,192.4,,,123.0,181.0,37.4,,,,,,,,,246.6,52.0,,67.8,,14.0,20.0,,,,,-18.2,,,137.0,,-69.4,,-51.9,,,-47.0,31.4,,,-38.0,20.0,-123.6,,,,,,,,,85.6,,False,,True,True,,,,,True,,,False,,False,,True,,,True,True,,,True,True,False,,,,,,,,,False
17149,230,258.0,,221.5,,189.0,177.0,,,,,185.6,,,211.0,,81.4,,118.0,,,128.0,206.8,,,150.0,217.0,41.2,,,,,,,,,194.1,28.0,,-8.5,,-41.0,-53.0,,,,,-44.4,,,-19.0,,-148.6,,-112.0,,,-102.0,-23.2,,,-80.0,-13.0,-188.8,,,,,,,,,-35.9,,True,,False,False,,,,,False,,,True,,False,,False,,,False,True,,,False,True,False,,,,,,,,,False
17151,59,66.0,,70.9,,66.0,50.0,,,,,38.3,,,57.0,,165.3,,28.0,,,84.0,71.4,,,101.0,58.0,11.4,,,,,,,,,99.3,7.0,,11.9,,7.0,-9.0,,,,,-20.7,,,-2.0,,106.3,,-31.0,,,25.0,12.4,,,42.0,-1.0,-47.6,,,,,,,,,40.3,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,,False,True,False,,,,,,,,,False
17153,87,147.0,,153.2,,108.0,98.0,,,,,68.4,,,75.0,,143.5,,25.3,,,120.0,109.7,,,117.0,110.0,10.1,,,,,,,,,162.3,60.0,,66.2,,21.0,11.0,,,,,-18.6,,,-12.0,,56.5,,-61.7,,,33.0,22.7,,,30.0,23.0,-76.9,,,,,,,,,75.3,,False,,True,True,,,,,True,,,True,,True,,False,,,True,True,,,True,True,False,,,,,,,,,False
17155,50,57.0,,67.3,,50.0,57.0,,,,,72.2,,,81.0,,18.7,,44.9,,,42.0,63.1,,,28.0,70.0,8.5,,,,,,,,,43.8,7.0,,17.3,,0.0,7.0,,,,,22.2,,,31.0,,-31.3,,-5.1,,,-8.0,13.1,,,-22.0,20.0,-41.5,,,,,,,,,-6.2,,False,,True,False,,,,,False,,,False,,False,,True,,,False,False,,,False,False,False,,,,,,,,,True
17157,690,750.0,,759.1,,611.0,595.0,,,,,355.2,,,592.0,,677.5,,521.4,789.5,,675.0,605.7,,,777.0,620.0,124.0,,,,,471.7,,,,817.8,60.0,,69.1,,-79.0,-95.0,,,,,-334.8,,,-98.0,,-12.5,,-168.6,99.5,,-15.0,-84.3,,,87.0,-70.0,-566.0,,,,,-218.3,,,,127.8,,False,,False,False,,,,,False,,,False,,True,,False,False,,True,False,,,False,False,False,,,,,False,,,,False
17159,343,471.0,,473.1,,423.0,449.0,,,,,220.8,,,320.0,,480.5,,261.6,,,455.0,345.7,,,522.0,347.0,43.4,,,,,,,,,514.2,128.0,,130.1,,80.0,106.0,,,,,-122.2,,,-23.0,,137.5,,-81.4,,,112.0,2.7,,,179.0,4.0,-299.6,,,,,,,,,171.2,,False,,True,True,,,,,True,,,True,,False,,True,,,True,True,,,False,True,False,,,,,,,,,False
17161,1553,2013.0,,2168.3,,1424.0,996.0,,,,,1759.5,,,2215.0,,880.9,,1468.9,2013.5,,1293.0,1544.5,,,1243.0,1834.0,269.6,,,,,1871.9,1466.0,,,2202.3,460.0,,615.3,,-129.0,-557.0,,,,,206.5,,,662.0,,-672.1,,-84.1,460.5,,-260.0,-8.5,,,-310.0,281.0,-1283.4,,,,,318.9,-87.0,,,649.3,,False,,True,False,,,,,True,,,False,,False,,True,False,,True,True,,,True,True,False,,,,,True,True,,,False
17163,3578,4488.0,,4655.6,,4305.0,3899.0,,,,,6144.9,,,3534.0,,4091.6,,3629.1,6506.0,,4483.0,4260.8,,,4956.0,4149.0,,,,,,5096.9,4673.0,,,6745.1,910.0,,1077.6,,727.0,321.0,,,,,2566.9,,,-44.0,,513.6,,51.1,2928.0,,905.0,682.8,,,1378.0,571.0,,,,,,1518.9,1095.0,,,3167.1,,False,,True,True,,,,,False,,,True,,True,,True,False,,True,True,,,False,True,,,,,,False,False,,,False
17165,468,312.0,,305.1,,297.0,290.0,,,,,243.8,,,496.0,,177.0,,185.3,,,240.0,302.7,,,252.0,299.0,50.9,,,,,,,,,349.8,-156.0,,-162.9,,-171.0,-178.0,,,,,-224.2,,,28.0,,-291.0,,-282.7,,,-228.0,-165.3,,,-216.0,-169.0,-417.1,,,,,,,,,-118.2,,False,,False,False,,,,,False,,,True,,False,,False,,,False,False,,,False,False,False,,,,,,,,,True
17167,2039,2559.0,,2624.4,,1980.0,1819.0,,,,,2951.4,,,2859.0,,1338.1,,1742.8,2440.5,,1422.5,2519.4,,,1597.0,2273.0,372.8,,,,,1945.3,1989.0,,,2353.6,520.0,,585.4,,-59.0,-220.0,,,,,912.4,,,820.0,,-700.9,,-296.2,401.5,,-616.5,480.4,,,-442.0,234.0,-1666.2,,,,,-93.7,-50.0,,,314.6,,False,,True,True,,,,,False,,,False,,False,,True,True,,False,True,,,True,True,False,,,,,True,True,,,True
17169,169,279.0,,277.5,,175.0,200.0,,,,,155.7,,,105.0,,297.1,,33.1,,,141.5,152.8,,,300.0,175.0,11.6,,,,,,,,,372.9,110.0,,108.5,,6.0,31.0,,,,,-13.3,,,-64.0,,128.1,,-135.9,,,-27.5,-16.2,,,131.0,6.0,-157.4,,,,,,,,,203.9,,True,,True,True,,,,,True,,,True,,False,,False,,,True,True,,,False,True,False,,,,,,,,,False
17171,46,99.0,,93.6,,63.0,63.0,,,,,82.4,,,51.0,,42.1,,66.7,,,47.0,74.2,,,92.0,84.0,8.2,,,,,,,,,105.7,53.0,,47.6,,17.0,17.0,,,,,36.4,,,5.0,,-3.9,,20.7,,,1.0,28.2,,,46.0,38.0,-37.8,,,,,,,,,59.7,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,,,,False
17173,231,444.0,,438.9,,397.0,228.0,,,,,300.1,,,441.0,,368.6,,230.8,,,405.0,431.3,,,421.0,395.0,76.1,,,,,,,,,396.7,213.0,,207.9,,166.0,-3.0,,,,,69.1,,,210.0,,137.6,,-0.2,,,174.0,200.3,,,190.0,164.0,-154.9,,,,,,,,,165.7,,True,,True,True,,,,,True,,,True,,True,,True,,,True,True,,,True,True,True,,,,,,,,,True
17175,108,168.0,,168.7,,143.0,140.0,,,,,83.9,,,67.0,,248.7,,53.2,,,184.0,132.7,,,237.0,141.0,26.3,,,,,,,,,209.8,60.0,,60.7,,35.0,32.0,,,,,-24.1,,,-41.0,,140.7,,-54.8,,,76.0,24.7,,,129.0,33.0,-81.7,,,,,,,,,101.8,,False,,True,True,,,,,True,,,True,,False,,True,,,False,True,,,False,True,False,,,,,,,,,False
17177,507,627.0,,624.0,,440.0,382.0,,,,,464.2,,,621.0,,269.1,,311.7,449.0,,419.0,603.7,,,378.0,589.0,110.6,,,,,518.8,,,,808.6,120.0,,117.0,,-67.0,-125.0,,,,,-42.8,,,114.0,,-237.9,,-195.3,-58.0,,-88.0,96.7,,,-129.0,82.0,-396.4,,,,,11.8,,,,301.6,,True,,True,False,,,,,True,,,True,,False,,False,True,,True,True,,,False,True,False,,,,,True,,,,False
17179,2232,2955.0,,2873.6,,2155.0,1767.0,,,,,1572.2,,,2147.0,,2005.1,,2008.1,1754.5,,2083.5,2576.3,,,2509.0,2662.0,315.9,,,,,2028.7,2096.0,,,2577.4,723.0,,641.6,,-77.0,-465.0,,,,,-659.8,,,-85.0,,-226.9,,-223.9,-477.5,,-148.5,344.3,,,277.0,430.0,-1916.1,,,,,-203.3,-136.0,,,345.4,,True,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,True,,,True
17181,301,330.0,,314.1,,284.0,201.0,,,,,197.2,,,287.0,,255.1,,198.3,,,296.0,309.3,,,331.0,273.0,34.2,,,,,,,,,586.2,29.0,,13.1,,-17.0,-100.0,,,,,-103.8,,,-14.0,,-45.9,,-102.7,,,-5.0,8.3,,,30.0,-28.0,-266.8,,,,,,,,,285.2,,True,,True,False,,,,,False,,,True,,False,,False,,,True,True,,,False,True,False,,,,,,,,,False
17183,1712,1557.0,,1458.2,,1407.0,1334.0,,,,,1684.0,,,1764.0,,1275.1,,813.3,1264.5,,1356.0,1384.2,,,1472.0,1387.0,175.0,,,,,1416.8,,,,2189.2,-155.0,,-253.8,,-305.0,-378.0,,,,,-28.0,,,52.0,,-436.9,,-898.7,-447.5,,-356.0,-327.8,,,-240.0,-325.0,-1537.0,,,,,-295.2,,,,477.2,,False,,False,False,,,,,True,,,True,,False,,False,False,,False,False,,,False,False,False,,,,,False,,,,False
17185,297,468.0,,488.3,,305.0,299.0,,,,,225.1,,,283.0,,587.1,,144.6,,,351.0,299.7,,,506.0,292.0,21.7,,,,,,,,,554.7,171.0,,191.3,,8.0,2.0,,,,,-71.9,,,-14.0,,290.1,,-152.4,,,54.0,2.7,,,209.0,-5.0,-275.3,,,,,,,,,257.7,,False,,True,True,,,,,True,,,True,,False,,True,,,True,True,,,False,True,False,,,,,,,,,False
17187,266,357.0,,367.4,,274.0,235.0,,,,,233.0,,,249.0,,231.2,,154.7,,,276.0,305.4,,,248.0,302.0,40.0,,,,,,,,,449.5,91.0,,101.4,,8.0,-31.0,,,,,-33.0,,,-17.0,,-34.8,,-111.3,,,10.0,39.4,,,-18.0,36.0,-226.0,,,,,,,,,183.5,,False,,True,True,,,,,True,,,True,,True,,False,,,True,True,,,True,True,False,,,,,,,,,False
17189,320,441.0,,445.9,,367.0,320.0,,,,,239.7,,,227.0,,482.7,,93.7,,,413.0,357.7,,,536.0,341.0,52.9,,,,,,,,,690.2,121.0,,125.9,,47.0,0.0,,,,,-80.3,,,-93.0,,162.7,,-226.3,,,93.0,37.7,,,216.0,21.0,-267.1,,,,,,,,,370.2,,False,,True,True,,,,,True,,,True,,False,,False,,,True,True,,,False,True,False,,,,,,,,,False
17191,285,345.0,,349.2,,306.0,223.0,,,,,223.5,,,367.0,,332.6,,131.6,,,307.0,268.6,,,264.0,276.0,40.8,,,,,,,,,457.9,60.0,,64.2,,21.0,-62.0,,,,,-61.5,,,82.0,,47.6,,-153.4,,,22.0,-16.4,,,-21.0,-9.0,-244.2,,,,,,,,,172.9,,False,,True,False,,,,,False,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,,,,False
17193,385,249.0,,267.2,,225.0,234.0,,,,,149.8,,,261.0,,225.5,,178.7,,,190.0,213.6,,,243.0,207.0,56.5,,,,,,,,,273.1,-136.0,,-117.8,,-160.0,-151.0,,,,,-235.2,,,-124.0,,-159.5,,-206.3,,,-195.0,-171.4,,,-142.0,-178.0,-328.5,,,,,,,,,-111.9,,True,,False,False,,,,,False,,,True,,False,,False,,,False,False,,,False,False,False,,,,,,,,,True
17195,655,963.0,,946.6,,669.0,549.0,,,,,538.8,,,804.0,,421.4,,472.6,764.0,,443.0,726.6,,,591.0,860.0,130.8,,,,,609.9,,,,847.4,308.0,,291.6,,14.0,-106.0,,,,,-116.2,,,149.0,,-233.6,,-182.4,109.0,,-212.0,71.6,,,-64.0,205.0,-524.2,,,,,-45.1,,,,192.4,,True,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,,,,True
17197,8332,12267.0,,12100.3,12251.0,9824.0,14323.0,,,,,12026.4,,9115.1,9979.0,,7056.4,,9463.6,12083.0,,8863.5,10961.2,,,7852.0,10319.0,1504.7,,,,,7569.3,8814.0,,,8823.9,3935.0,,3768.3,3919.0,1492.0,5991.0,,,,,3694.4,,783.1,1647.0,,-1275.6,,1131.6,3751.0,,531.5,2629.2,,,-480.0,1987.0,-6827.3,,,,,-762.7,482.0,,,491.9,,True,True,True,False,,,,,True,,True,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,True,,,True
17199,1022,1266.0,,1324.3,,1005.0,836.0,,,,,922.4,,,1271.0,,1013.0,,811.5,988.5,,884.0,1136.7,,,1102.0,1104.0,162.2,,,,,821.8,,,,1496.9,244.0,,302.3,,-17.0,-186.0,,,,,-99.6,,,249.0,,-9.0,,-210.5,-33.5,,-138.0,114.7,,,80.0,82.0,-859.8,,,,,-200.2,,,,474.9,,False,,True,True,,,,,True,,,False,,True,,True,True,,True,True,,,True,True,False,,,,,True,,,,False
17201,3225,4785.0,,4772.6,4789.5,4127.0,4911.0,,,,,5722.7,,,4088.0,,2876.9,,2839.4,5015.5,,3525.0,4383.0,,,3727.0,3960.0,602.3,,,,,3241.3,3727.0,,,4996.9,1560.0,,1547.6,1564.5,902.0,1686.0,,,,,2497.7,,,863.0,,-348.1,,-385.6,1790.5,,300.0,1158.0,,,502.0,735.0,-2622.7,,,,,16.3,502.0,,,1771.9,,True,False,True,False,,,,,False,,,True,,True,,True,False,,True,True,,,True,True,False,,,,,True,True,,,False
17203,641,861.0,,902.4,,643.0,520.0,,,,,537.7,,,551.0,,558.9,,339.4,652.5,,694.0,788.2,,,800.0,730.0,80.7,,,,,,,,,1225.9,220.0,,261.4,,2.0,-121.0,,,,,-103.3,,,-90.0,,-82.1,,-301.6,11.5,,53.0,147.2,,,159.0,89.0,-560.3,,,,,,,,,584.9,,False,,True,True,,,,,True,,,True,,True,,False,True,,True,True,,,True,True,False,,,,,,,,,False
18001,512,876.0,,894.5,,719.0,505.0,,,,,617.4,,,680.0,,304.9,,267.9,815.0,,502.0,756.0,,,869.0,842.0,55.0,,,,,,,,,1110.5,364.0,,382.5,,207.0,-7.0,,,,,105.4,,,168.0,,-207.1,,-244.1,303.0,,-10.0,244.0,,,357.0,330.0,-457.0,,,,,,,,,598.5,,False,,True,True,,,,,True,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,,,,,False
18003,5516,7563.0,,7331.7,7681.9,6479.0,6944.0,,,,,11584.8,,,6262.0,,4503.9,,4922.1,6791.0,,6742.0,7125.2,,,7244.0,7440.0,856.0,,,,,4644.7,6400.0,,,7569.7,2047.0,,1815.7,2165.9,963.0,1428.0,,,,,6068.8,,,746.0,,-1012.1,,-593.9,1275.0,,1226.0,1609.2,,,1728.0,1924.0,-4660.0,,,,,-871.3,884.0,,,2053.7,,True,False,True,True,,,,,False,,,True,,True,,True,True,,True,True,,,True,True,False,,,,,True,True,,,False
18005,1252,1791.0,,1810.5,,1632.0,1461.0,,,,,1562.2,,,1304.0,,1439.4,,1017.3,1689.0,,1866.0,1716.4,,,2018.0,1615.0,211.8,,,,,2195.4,,,,1725.9,539.0,,558.5,,380.0,209.0,,,,,310.2,,,52.0,,187.4,,-234.7,437.0,,614.0,464.4,,,766.0,363.0,-1040.2,,,,,943.4,,,,473.9,,False,,True,True,,,,,True,,,True,,True,,True,True,,False,True,,,False,True,False,,,,,False,,,,True
18007,245,354.0,,356.4,,267.0,278.0,,,,,164.8,,,117.0,,258.6,,67.6,,,306.0,251.7,,,310.0,259.0,35.6,,,,,,,,,489.9,109.0,,111.4,,22.0,33.0,,,,,-80.2,,,-128.0,,13.6,,-177.4,,,61.0,6.7,,,65.0,14.0,-209.4,,,,,,,,,244.9,,False,,True,True,,,,,True,,,False,,True,,False,,,True,True,,,True,True,False,,,,,,,,,False
18009,161,342.0,,348.8,,272.0,232.0,,,,,209.5,,,229.0,,386.8,,79.7,,,313.5,266.4,,,349.0,271.0,38.5,,,,,,,,,423.9,181.0,,187.8,,111.0,71.0,,,,,48.5,,,68.0,,225.8,,-81.3,,,152.5,105.4,,,188.0,110.0,-122.5,,,,,,,,,262.9,,False,,True,True,,,,,True,,,True,,False,,True,,,True,True,,,False,True,True,,,,,,,,,False
18011,1317,1065.0,,1098.3,,1024.0,845.0,,,,,829.3,,,999.0,,835.8,,646.0,925.0,,1225.0,1338.7,,,1079.0,1082.0,146.2,,,,,1339.7,,,,1236.6,-252.0,,-218.7,,-293.0,-472.0,,,,,-487.7,,,-318.0,,-481.2,,-671.0,-392.0,,-92.0,21.7,,,-238.0,-235.0,-1170.8,,,,,22.7,,,,-80.4,,True,,False,False,,,,,False,,,False,,False,,False,False,,True,True,,,True,True,False,,,,,True,,,,True
