,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CU-select,Columbia_UNC-SurvCon,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,UCF-AEM,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CU-select,error-Columbia_UNC-SurvCon,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-UCF-AEM,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
05031,3643,3006.0,,2318.0,,,,2905.0,,1874.4,2042.6,2743.0,,2435.3,,,-637.0,,-1325.0,,,,-738.0,,-1768.6,-1600.4,-900.0,,-1207.7,,,,False,,,,False,,False,False,False,,False,,
05033,1610,1536.0,,1588.0,,,,2079.0,,1424.3,1040.0,2098.5,,1229.7,,,-74.0,,-22.0,,,,469.0,,-185.7,-570.0,488.5,,-380.3,,,,True,,,,False,,False,False,False,,False,,
05035,1307,1128.0,,1094.0,,,,1094.0,,930.2,687.3,1002.0,,709.9,,,-179.0,,-213.0,,,,-213.0,,-376.8,-619.7,-305.0,,-597.1,,,,False,,,,False,,False,False,False,,False,,
05037,637,198.0,,122.0,,,,522.0,,33.5,113.0,149.0,,,,,-439.0,,-515.0,,,,-115.0,,-603.5,-524.0,-488.0,,,,,,False,,,,True,,False,False,False,,,,
05039,234,192.0,,10.0,,,,184.0,,850.9,63.8,340.5,,,,,-42.0,,-224.0,,,,-50.0,,616.9,-170.2,106.5,,,,,,False,,,,False,,False,False,False,,,,
05041,433,120.0,,118.0,,,,196.0,,39.0,101.1,95.5,,,,,-313.0,,-315.0,,,,-237.0,,-394.0,-331.9,-337.5,,,,,,False,,,,True,,False,False,False,,,,
05043,892,234.0,,214.0,,,,367.0,,118.4,116.0,242.0,,,,,-658.0,,-678.0,,,,-525.0,,-773.6,-776.0,-650.0,,,,,,False,,,,True,,False,False,True,,,,
05045,3006,2118.0,,3144.0,,,,2412.0,,3272.0,1137.7,2467.0,,1067.8,,,-888.0,,138.0,,,,-594.0,,266.0,-1868.3,-539.0,,-1938.2,,,,True,,,,True,,True,False,True,,False,,
05047,389,216.0,,165.0,,,,492.0,,141.1,212.1,162.0,,,,,-173.0,,-224.0,,,,103.0,,-247.9,-176.9,-227.0,,,,,,False,,,,True,,False,False,False,,,,
05049,398,288.0,,204.0,,,,198.0,,261.9,138.4,332.0,,,,,-110.0,,-194.0,,,,-200.0,,-136.1,-259.6,-66.0,,,,,,False,,,,False,,False,False,True,,,,
05051,2216,2292.0,,3010.0,,,,2442.0,,5617.7,1443.7,1447.0,,1430.3,,,76.0,,794.0,,,,226.0,,3401.7,-772.3,-769.0,,-785.7,,,,False,,,,False,,False,False,False,,False,,
05053,523,270.0,,226.0,,,,382.0,,385.8,105.9,473.0,,,,,-253.0,,-297.0,,,,-141.0,,-137.2,-417.1,-50.0,,,,,,False,,,,True,,True,False,True,,,,
05055,2085,1698.0,,1457.0,,,,1349.0,,1155.4,889.0,1597.0,,1696.0,,,-387.0,,-628.0,,,,-736.0,,-929.6,-1196.0,-488.0,,-389.0,,,,False,,,,False,,False,False,False,,False,,
05057,469,324.0,,434.0,,,,372.0,,208.7,257.6,313.0,,,,,-145.0,,-35.0,,,,-97.0,,-260.3,-211.4,-156.0,,,,,,True,,,,True,,False,False,False,,,,
05059,927,1122.0,,9.0,,,,1022.0,,1724.9,586.1,1781.5,,519.3,,,195.0,,-918.0,,,,95.0,,797.9,-340.9,854.5,,-407.7,,,,False,,,,True,,False,False,False,,False,,
05061,352,234.0,,285.0,,,,214.0,,102.7,153.1,208.0,,,,,-118.0,,-67.0,,,,-138.0,,-249.3,-198.9,-144.0,,,,,,True,,,,False,,False,False,False,,,,
05063,799,1464.0,,1497.0,,,,1263.0,,13828.9,565.6,1166.0,,782.7,,,665.0,,698.0,,,,464.0,,13029.9,-233.4,367.0,,-16.3,,,,False,,,,True,,False,True,True,,True,,
05065,329,528.0,,364.0,,,,328.0,,694.8,195.9,104.0,,,,,199.0,,35.0,,,,-1.0,,365.8,-133.1,-225.0,,,,,,True,,,,True,,False,True,False,,,,
05067,1491,1656.0,,537.0,,,,639.0,,609.0,542.1,1146.0,,,,,165.0,,-954.0,,,,-852.0,,-882.0,-948.9,-345.0,,,,,,False,,,,False,,False,False,False,,,,
05069,1763,1338.0,,569.0,,,,1500.0,,2556.9,962.1,1275.0,,743.1,,,-425.0,,-1194.0,,,,-263.0,,793.9,-800.9,-488.0,,-1019.9,,,,False,,,,True,,False,False,False,,False,,
05071,596,276.0,,292.0,,,,810.0,,114.0,233.4,249.0,,247.7,,,-320.0,,-304.0,,,,214.0,,-482.0,-362.6,-347.0,,-348.3,,,,True,,,,True,,False,False,False,,False,,
05073,98,54.0,,16.0,,,,78.0,,7.6,35.0,38.0,,,,,-44.0,,-82.0,,,,-20.0,,-90.4,-63.0,-60.0,,,,,,False,,,,True,,False,False,False,,,,
05075,487,432.0,,251.0,,,,535.0,,101.8,193.6,292.0,,,,,-55.0,,-236.0,,,,48.0,,-385.2,-293.4,-195.0,,,,,,False,,,,True,,False,False,False,,,,
05077,276,108.0,,12.0,,,,289.0,,575.6,42.6,52.0,,40.5,,,-168.0,,-264.0,,,,13.0,,299.6,-233.4,-224.0,,-235.5,,,,False,,,,True,,False,False,False,,False,,
05079,425,60.0,,,,,,375.0,,11.5,113.6,4.0,,67.3,,,-365.0,,,,,,-50.0,,-413.5,-311.4,-421.0,,-357.7,,,,,,,,True,,False,True,False,,True,,
05081,217,246.0,,220.0,,,,170.0,,49.6,177.8,214.0,,,,,29.0,,3.0,,,,-47.0,,-167.4,-39.2,-3.0,,,,,,True,,,,False,,False,False,True,,,,
05083,613,498.0,,1.0,,,,703.0,,5768.6,342.2,1066.5,,,,,-115.0,,-612.0,,,,90.0,,5155.6,-270.8,453.5,,,,,,False,,,,True,,False,False,False,,,,
05085,1627,1290.0,,1291.0,,,,1422.0,,2141.5,801.8,1275.0,,841.4,,,-337.0,,-336.0,,,,-205.0,,514.5,-825.2,-352.0,,-785.6,,,,True,,,,True,,False,False,False,,False,,
05087,454,312.0,,366.0,,,,327.0,,2843.1,297.4,330.0,,,,,-142.0,,-88.0,,,,-127.0,,2389.1,-156.6,-124.0,,,,,,True,,,,True,,False,False,True,,,,
05089,315,360.0,,538.0,,,,222.0,,307.3,338.7,726.5,,,,,45.0,,223.0,,,,-93.0,,-7.7,23.7,411.5,,,,,,False,,,,False,,True,True,False,,,,
05091,757,684.0,,412.0,,,,742.0,,101.5,654.3,413.0,,189.8,,,-73.0,,-345.0,,,,-15.0,,-655.5,-102.7,-344.0,,-567.2,,,,False,,,,True,,False,False,False,,False,,
05093,1430,1230.0,,578.0,,,,1285.0,,1144.9,805.2,1123.0,,335.3,,,-200.0,,-852.0,,,,-145.0,,-285.1,-624.8,-307.0,,-1094.7,,,,False,,,,True,,False,False,False,,False,,
05095,186,84.0,,78.0,,,,199.0,,28.1,34.0,62.0,,,,,-102.0,,-108.0,,,,13.0,,-157.9,-152.0,-124.0,,,,,,False,,,,True,,False,False,False,,,,
05097,252,102.0,,11.0,,,,169.0,,319.5,91.8,141.0,,,,,-150.0,,-241.0,,,,-83.0,,67.5,-160.2,-111.0,,,,,,False,,,,True,,True,False,True,,,,
05099,198,150.0,,171.0,,,,193.0,,44.4,110.9,147.0,,,,,-48.0,,-27.0,,,,-5.0,,-153.6,-87.1,-51.0,,,,,,True,,,,True,,False,False,False,,,,
05101,171,168.0,,0.0,,,,164.0,,299.5,83.5,148.0,,,,,-3.0,,-171.0,,,,-7.0,,128.5,-87.5,-23.0,,,,,,False,,,,False,,False,False,False,,,,
05103,797,336.0,,422.0,,,,532.0,,818.6,166.5,289.0,,,,,-461.0,,-375.0,,,,-265.0,,21.6,-630.5,-508.0,,,,,,True,,,,True,,True,False,False,,,,
05105,210,132.0,,136.0,,,,206.0,,173.8,57.1,77.0,,,,,-78.0,,-74.0,,,,-4.0,,-36.2,-152.9,-133.0,,,,,,True,,,,True,,True,False,False,,,,
05107,400,162.0,,8.0,,,,457.0,,55.4,193.9,131.0,,,,,-238.0,,-392.0,,,,57.0,,-344.6,-206.1,-269.0,,,,,,False,,,,True,,False,True,False,,,,
05109,335,168.0,,81.0,,,,189.0,,452.2,81.2,163.0,,,,,-167.0,,-254.0,,,,-146.0,,117.2,-253.8,-172.0,,,,,,False,,,,True,,True,False,False,,,,
05111,848,762.0,,94.0,,,,778.0,,259.3,301.8,728.0,,719.2,,,-86.0,,-754.0,,,,-70.0,,-588.7,-546.2,-120.0,,-128.8,,,,False,,,,True,,False,False,False,,False,,
05113,618,744.0,,877.0,,,,417.0,,6706.4,231.9,1974.5,,,,,126.0,,259.0,,,,-201.0,,6088.4,-386.1,1356.5,,,,,,False,,,,False,,False,False,False,,,,
05115,1979,1368.0,,948.0,,,,1496.0,,762.6,691.3,1038.5,,872.2,,,-611.0,,-1031.0,,,,-483.0,,-1216.4,-1287.7,-940.5,,-1106.8,,,,False,,,,True,,False,False,False,,False,,
05117,201,246.0,,239.0,,,,223.0,,321.0,139.2,334.0,,,,,45.0,,38.0,,,,22.0,,120.0,-61.8,133.0,,,,,,True,,,,True,,False,False,False,,,,
05119,8825,6780.0,,10065.0,,,,6102.0,,14549.0,5197.3,8970.0,,4986.2,,,-2045.0,,1240.0,,,,-2723.0,,5724.0,-3627.7,145.0,,-3838.8,,,,True,,,,False,,False,False,True,,False,,
05121,537,462.0,,213.0,,,,563.0,,881.9,208.1,280.0,,,,,-75.0,,-324.0,,,,26.0,,344.9,-328.9,-257.0,,,,,,False,,,,True,,False,False,False,,,,
05123,761,372.0,,260.0,,,,890.0,,290.3,342.9,506.0,,418.4,,,-389.0,,-501.0,,,,129.0,,-470.7,-418.1,-255.0,,-342.6,,,,False,,,,True,,False,False,True,,True,,
05125,3333,2814.0,,3668.0,,,,2642.0,,5319.9,1830.9,3924.0,,1975.9,,,-519.0,,335.0,,,,-691.0,,1986.9,-1502.1,591.0,,-1357.1,,,,True,,,,False,,False,False,False,,False,,
05127,228,210.0,,192.0,,,,249.0,,386.8,138.0,190.0,,,,,-18.0,,-36.0,,,,21.0,,158.8,-90.0,-38.0,,,,,,False,,,,False,,False,False,False,,,,
05129,223,174.0,,23.0,,,,176.0,,56.3,29.0,148.0,,,,,-49.0,,-200.0,,,,-47.0,,-166.7,-194.0,-75.0,,,,,,False,,,,True,,False,False,False,,,,
05131,2975,3636.0,,4731.0,,,,4356.0,,11756.5,2011.0,3928.0,,1995.6,,,661.0,,1756.0,,,,1381.0,,8781.5,-964.0,953.0,,-979.4,,,,False,,,,False,,False,False,False,,False,,
05133,451,444.0,,32.0,,,,342.0,,117.0,345.6,459.0,,233.1,,,-7.0,,-419.0,,,,-109.0,,-334.0,-105.4,8.0,,-217.9,,,,False,,,,False,,False,False,False,,False,,
05135,539,504.0,,573.0,,,,405.0,,1820.5,296.5,571.0,,,,,-35.0,,34.0,,,,-134.0,,1281.5,-242.5,32.0,,,,,,True,,,,False,,False,False,True,,,,
05137,315,78.0,,0.0,,,,276.0,,140.3,34.2,49.0,,,,,-237.0,,-315.0,,,,-39.0,,-174.7,-280.8,-266.0,,,,,,False,,,,True,,True,False,False,,,,
05139,936,486.0,,609.0,,,,849.0,,216.8,329.5,336.0,,193.4,,,-450.0,,-327.0,,,,-87.0,,-719.2,-606.5,-600.0,,-742.6,,,,True,,,,True,,False,False,False,,False,,
05141,451,126.0,,60.0,,,,401.0,,2010.0,41.5,172.0,,,,,-325.0,,-391.0,,,,-50.0,,1559.0,-409.5,-279.0,,,,,,False,,,,True,,False,False,True,,,,
05143,7052,5880.0,,9089.0,,,,5684.0,,12838.8,3649.0,6655.5,,3880.3,,,-1172.0,,2037.0,,,,-1368.0,,5786.8,-3403.0,-396.5,,-3171.7,,,,False,,,,False,,False,False,True,,False,,
05145,2062,2274.0,,2970.0,,,,2027.0,,2990.9,1309.5,3466.5,,1770.8,,,212.0,,908.0,,,,-35.0,,928.9,-752.5,1404.5,,-291.2,,,,False,,,,True,,False,False,False,,False,,
05147,158,90.0,,50.0,,,,182.0,,13.5,56.3,45.0,,,,,-68.0,,-108.0,,,,24.0,,-144.5,-101.7,-113.0,,,,,,False,,,,True,,False,False,False,,,,
05149,791,552.0,,185.0,,,,557.0,,6556.7,350.5,629.0,,238.3,,,-239.0,,-606.0,,,,-234.0,,5765.7,-440.5,-162.0,,-552.7,,,,False,,,,True,,False,False,True,,False,,
06001,22605,6576.0,,7856.0,,,,5592.0,,13015.0,9836.0,7595.5,,5868.9,,,-16029.0,,-14749.0,,,,-17013.0,,-9590.0,-12769.0,-15009.5,,-16736.1,,,,True,,,,False,,True,True,True,,False,,
06003,36,42.0,,0.0,,,,19.0,,17.8,47.2,24.0,,,,,6.0,,-36.0,,,,-17.0,,-18.2,11.2,-12.0,,,,,,False,,,,False,,False,False,False,,,,
06005,1831,168.0,,273.0,,,,152.0,,193.1,235.2,160.0,,,,,-1663.0,,-1558.0,,,,-1679.0,,-1637.9,-1595.8,-1671.0,,,,,,True,,,,False,,True,True,False,,,,
06007,3471,888.0,,1534.0,,,,1253.0,,1131.4,1410.8,1261.0,,787.3,,,-2583.0,,-1937.0,,,,-2218.0,,-2339.6,-2060.2,-2210.0,,-2683.7,,,,True,,,,True,,True,True,True,,False,,
06009,672,144.0,,50.0,,,,146.0,,76.0,151.0,58.0,,,,,-528.0,,-622.0,,,,-526.0,,-596.0,-521.0,-614.0,,,,,,False,,,,True,,False,True,False,,,,
06011,621,108.0,,88.0,,,,88.0,,39.7,90.0,106.0,,,,,-513.0,,-533.0,,,,-533.0,,-581.3,-531.0,-515.0,,,,,,False,,,,False,,False,False,False,,,,
06013,16742,6498.0,,9586.0,,,,4137.0,,11307.4,9646.0,8083.5,,4256.6,,,-10244.0,,-7156.0,,,,-12605.0,,-5434.6,-7096.0,-8658.5,,-12485.4,,,,True,,,,False,,True,True,True,,False,,
06015,475,102.0,,114.0,,,,41.0,,12.5,203.5,49.0,,,,,-373.0,,-361.0,,,,-434.0,,-462.5,-271.5,-426.0,,,,,,True,,,,False,,False,True,False,,,,
06017,3533,900.0,,1700.0,,,,767.0,,865.8,1558.7,1648.0,,452.0,,,-2633.0,,-1833.0,,,,-2766.0,,-2667.2,-1974.3,-1885.0,,-3081.0,,,,True,,,,False,,False,True,True,,False,,
06019,28558,8490.0,,16059.0,,,,6058.0,,23127.2,7967.0,8647.5,,5115.5,,,-20068.0,,-12499.0,,,,-22500.0,,-5430.8,-20591.0,-19910.5,,-23442.5,,,,True,,,,False,,True,False,True,,False,,
06021,621,324.0,,289.0,,,,145.0,,48.1,186.8,269.0,,,,,-297.0,,-332.0,,,,-476.0,,-572.9,-434.2,-352.0,,,,,,False,,,,False,,False,False,False,,,,
06023,926,318.0,,823.0,,,,109.0,,7663.4,655.8,176.0,,,,,-608.0,,-103.0,,,,-817.0,,6737.4,-270.2,-750.0,,,,,,True,,,,False,,False,True,False,,,,
06025,7800,2688.0,,841.0,,,,2540.0,,2081.5,2414.4,1858.0,,1041.8,,,-5112.0,,-6959.0,,,,-5260.0,,-5718.5,-5385.6,-5942.0,,-6758.2,,,,False,,,,False,,False,False,False,,False,,
06027,317,72.0,,0.0,,,,99.0,,73.0,56.7,20.0,,,,,-245.0,,-317.0,,,,-218.0,,-244.0,-260.3,-297.0,,,,,,False,,,,True,,True,False,False,,,,
06029,26817,6984.0,,12533.0,,,,8034.0,,14345.5,5803.5,10818.5,,4873.7,,,-19833.0,,-14284.0,,,,-18783.0,,-12471.5,-21013.5,-15998.5,,-21943.3,,,,True,,,,True,,True,False,True,,False,,
06031,6063,3270.0,,8160.0,,,,1382.0,,2464.8,2643.5,3843.0,,1273.2,,,-2793.0,,2097.0,,,,-4681.0,,-3598.2,-3419.5,-2220.0,,-4789.8,,,,True,,,,False,,False,False,True,,False,,
06033,912,180.0,,163.0,,,,226.0,,59.9,348.0,108.0,,,,,-732.0,,-749.0,,,,-686.0,,-852.1,-564.0,-804.0,,,,,,False,,,,True,,False,True,False,,,,
06035,3119,1602.0,,42.0,,,,316.0,,14962.2,1374.3,1315.5,,,,,-1517.0,,-3077.0,,,,-2803.0,,11843.2,-1744.7,-1803.5,,,,,,False,,,,False,,False,False,False,,,,
06037,369899,99432.0,,129717.0,,,,59348.0,,126702.1,97323.3,145420.5,,42336.7,,,-270467.0,,-240182.0,,,,-310551.0,,-243196.9,-272575.7,-224478.5,,-327562.3,,,,True,,,,False,,True,False,True,,False,,
06039,4344,1062.0,,1490.0,,,,885.0,,491.8,657.6,812.0,,920.7,,,-3282.0,,-2854.0,,,,-3459.0,,-3852.2,-3686.4,-3532.0,,-3423.3,,,,True,,,,False,,False,False,False,,False,,
06041,2105,672.0,,1302.0,,,,780.0,,326.9,876.5,772.0,,483.7,,,-1433.0,,-803.0,,,,-1325.0,,-1778.1,-1228.5,-1333.0,,-1621.3,,,,True,,,,True,,False,True,True,,False,,
06043,128,12.0,,40.0,,,,55.0,,1235.0,27.4,11.0,,,,,-116.0,,-88.0,,,,-73.0,,1107.0,-100.6,-117.0,,,,,,True,,,,True,,False,True,False,,,,
06045,1072,318.0,,385.0,,,,166.0,,178.1,541.0,360.0,,241.7,,,-754.0,,-687.0,,,,-906.0,,-893.9,-531.0,-712.0,,-830.3,,,,True,,,,False,,False,True,True,,False,,
06047,7472,1986.0,,3459.0,,,,1986.0,,1652.9,2117.0,2088.0,,1670.3,,,-5486.0,,-4013.0,,,,-5486.0,,-5819.1,-5355.0,-5384.0,,-5801.7,,,,True,,,,False,,False,True,True,,False,,
06049,201,114.0,,6.0,,,,68.0,,207.3,81.5,88.0,,,,,-87.0,,-195.0,,,,-133.0,,6.3,-119.5,-113.0,,,,,,False,,,,False,,True,False,False,,,,
06051,387,810.0,,413.0,,,,66.0,,4306.1,199.0,199.0,,,,,423.0,,26.0,,,,-321.0,,3919.1,-188.0,-188.0,,,,,,True,,,,True,,False,True,True,,,,
06053,13089,3390.0,,4914.0,,,,2170.0,,5773.3,3119.7,3842.0,,2253.1,,,-9699.0,,-8175.0,,,,-10919.0,,-7315.7,-9969.3,-9247.0,,-10835.9,,,,True,,,,False,,True,False,True,,False,,
06055,2911,1506.0,,2343.0,,,,521.0,,5430.6,1853.3,2154.5,,758.9,,,-1405.0,,-568.0,,,,-2390.0,,2519.6,-1057.7,-756.5,,-2152.1,,,,True,,,,False,,False,True,True,,False,,
06057,1636,738.0,,1892.0,,,,361.0,,574.2,804.5,1025.0,,,,,-898.0,,256.0,,,,-1275.0,,-1061.8,-831.5,-611.0,,,,,,True,,,,False,,False,True,True,,,,
06059,79956,17058.0,,26755.0,,,,15097.0,,19423.9,19070.5,21125.5,,7259.8,,,-62898.0,,-53201.0,,,,-64859.0,,-60532.1,-60885.5,-58830.5,,-72696.2,,,,True,,,,False,,True,True,True,,False,,
06061,7528,2652.0,,2726.0,,,,1990.0,,3944.5,3761.3,4201.0,,1152.7,,,-4876.0,,-4802.0,,,,-5538.0,,-3583.5,-3766.7,-3327.0,,-6375.3,,,,True,,,,False,,True,True,True,,False,,
06063,307,222.0,,130.0,,,,82.0,,1286.9,88.4,269.0,,,,,-85.0,,-177.0,,,,-225.0,,979.9,-218.6,-38.0,,,,,,False,,,,False,,False,False,True,,,,
06065,92515,20904.0,,28765.0,,,,20153.0,,20751.3,29254.1,22961.5,,10622.0,,,-71611.0,,-63750.0,,,,-72362.0,,-71763.7,-63260.9,-69553.5,,-81893.0,,,,True,,,,False,,False,True,True,,False,,
06067,31793,13842.0,,24298.0,,,,7898.0,,46055.9,11445.3,18123.0,,6682.3,,,-17951.0,,-7495.0,,,,-23895.0,,14262.9,-20347.7,-13670.0,,-25110.7,,,,True,,,,False,,True,False,True,,False,,
06069,1772,504.0,,960.0,,,,297.0,,2308.9,282.1,764.0,,334.7,,,-1268.0,,-812.0,,,,-1475.0,,536.9,-1489.9,-1008.0,,-1437.3,,,,True,,,,False,,True,False,True,,False,,
06071,107897,34038.0,,66079.0,,,,19101.0,,61221.1,34509.9,33548.5,,14860.6,,,-73859.0,,-41818.0,,,,-88796.0,,-46675.9,-73387.1,-74348.5,,-93036.4,,,,True,,,,False,,True,True,False,,False,,
06073,78966,24150.0,,35533.0,,,,14045.0,,37571.2,30741.6,35570.0,,11033.8,,,-54816.0,,-43433.0,,,,-64921.0,,-41394.8,-48224.4,-43396.0,,-67932.2,,,,True,,,,False,,True,True,True,,False,,
06075,8614,3936.0,,3513.0,,,,2884.0,,15975.5,7560.6,6642.5,,2409.6,,,-4678.0,,-5101.0,,,,-5730.0,,7361.5,-1053.4,-1971.5,,-6204.4,,,,False,,,,False,,False,True,True,,False,,
06077,18604,5292.0,,9108.0,,,,4580.0,,2150.6,4034.9,4235.5,,4138.9,,,-13312.0,,-9496.0,,,,-14024.0,,-16453.4,-14569.1,-14368.5,,-14465.1,,,,True,,,,False,,False,False,False,,False,,
06079,4711,2820.0,,6041.0,,,,1604.0,,19577.2,3368.5,3113.5,,1260.3,,,-1891.0,,1330.0,,,,-3107.0,,14866.2,-1342.5,-1597.5,,-3450.7,,,,True,,,,False,,False,True,True,,False,,
06081,10103,3930.0,,6941.0,,,,2223.0,,4890.6,5287.4,4373.0,,2242.2,,,-6173.0,,-3162.0,,,,-7880.0,,-5212.4,-4815.6,-5730.0,,-7860.8,,,,True,,,,False,,True,True,True,,False,,
06083,5523,1722.0,,3509.0,,,,2299.0,,1798.1,3287.4,2598.5,,900.9,,,-3801.0,,-2014.0,,,,-3224.0,,-3724.9,-2235.6,-2924.5,,-4622.1,,,,True,,,,True,,True,True,True,,False,,
06085,35325,11040.0,,14044.0,,,,6313.0,,20616.9,16308.1,14585.5,,6607.3,,,-24285.0,,-21281.0,,,,-29012.0,,-14708.1,-19016.9,-20739.5,,-28717.7,,,,True,,,,False,,True,True,True,,False,,
06087,4664,1692.0,,2290.0,,,,682.0,,3631.7,2283.0,2059.5,,956.5,,,-2972.0,,-2374.0,,,,-3982.0,,-1032.3,-2381.0,-2604.5,,-3707.5,,,,True,,,,False,,True,True,True,,False,,
06089,4705,3048.0,,5239.0,,,,1110.0,,3582.5,3444.6,4034.0,,1023.8,,,-1657.0,,534.0,,,,-3595.0,,-1122.5,-1260.4,-671.0,,-3681.2,,,,True,,,,False,,True,True,True,,False,,
06091,29,24.0,,0.0,,,,29.0,,1091.7,2.6,0.0,,,,,-5.0,,-29.0,,,,0.0,,1062.7,-26.4,-29.0,,,,,,False,,,,True,,False,False,False,,,,
06093,704,480.0,,597.0,,,,134.0,,112.3,518.2,657.0,,,,,-224.0,,-107.0,,,,-570.0,,-591.7,-185.8,-47.0,,,,,,True,,,,False,,False,True,True,,,,
06095,8601,3582.0,,3499.0,,,,1830.0,,5835.4,3975.9,3356.0,,1764.1,,,-5019.0,,-5102.0,,,,-6771.0,,-2765.6,-4625.1,-5245.0,,-6836.9,,,,False,,,,False,,True,True,False,,False,,
06097,7288,2994.0,,2082.0,,,,1945.0,,2464.2,5321.5,2871.5,,1870.7,,,-4294.0,,-5206.0,,,,-5343.0,,-4823.8,-1966.5,-4416.5,,-5417.3,,,,False,,,,False,,False,True,False,,False,,
06099,13737,4656.0,,9567.0,,,,3873.0,,10593.2,4188.4,6734.5,,2071.3,,,-9081.0,,-4170.0,,,,-9864.0,,-3143.8,-9548.6,-7002.5,,-11665.7,,,,True,,,,False,,True,False,True,,False,,
06101,3917,852.0,,1420.0,,,,495.0,,2755.4,830.8,1049.0,,597.9,,,-3065.0,,-2497.0,,,,-3422.0,,-1161.6,-3086.2,-2868.0,,-3319.1,,,,True,,,,False,,True,False,True,,False,,
06103,1850,858.0,,978.0,,,,328.0,,677.7,1198.6,763.0,,361.7,,,-992.0,,-872.0,,,,-1522.0,,-1172.3,-651.4,-1087.0,,-1488.3,,,,True,,,,False,,False,True,False,,False,,
06105,197,150.0,,6.0,,,,38.0,,2061.0,176.3,119.0,,,,,-47.0,,-191.0,,,,-159.0,,1864.0,-20.7,-78.0,,,,,,False,,,,False,,False,True,False,,,,
06107,12442,3504.0,,4864.0,,,,3915.0,,2490.1,4992.9,2896.5,,1712.0,,,-8938.0,,-7578.0,,,,-8527.0,,-9951.9,-7449.1,-9545.5,,-10730.0,,,,True,,,,True,,False,True,False,,False,,
06109,2237,828.0,,2560.0,,,,234.0,,10125.4,1049.1,1071.0,,,,,-1409.0,,323.0,,,,-2003.0,,7888.4,-1187.9,-1166.0,,,,,,True,,,,False,,False,True,True,,,,
06111,19342,5700.0,,7819.0,,,,4362.0,,16542.6,8100.9,7691.5,,2761.0,,,-13642.0,,-11523.0,,,,-14980.0,,-2799.4,-11241.1,-11650.5,,-16581.0,,,,True,,,,False,,True,True,True,,False,,
06113,3939,1788.0,,3962.0,,,,821.0,,7135.3,2446.1,2615.0,,799.0,,,-2151.0,,23.0,,,,-3118.0,,3196.3,-1492.9,-1324.0,,-3140.0,,,,True,,,,False,,False,True,True,,False,,
06115,2099,570.0,,816.0,,,,451.0,,523.3,629.2,625.0,,355.8,,,-1529.0,,-1283.0,,,,-1648.0,,-1575.7,-1469.8,-1474.0,,-1743.2,,,,True,,,,False,,False,True,True,,False,,
08001,16902,23370.0,,24180.0,,,,18593.0,,13528.6,18462.9,35054.0,,19395.9,,,6468.0,,7278.0,,,,1691.0,,-3373.4,1560.9,18152.0,,2493.9,,,,False,,,,True,,True,True,False,,True,,
08003,458,360.0,,508.0,,,,416.0,,173.5,189.6,423.0,,,,,-98.0,,50.0,,,,-42.0,,-284.5,-268.4,-35.0,,,,,,True,,,,True,,False,False,True,,,,
08005,17414,20790.0,,22901.0,,,,19163.0,,19140.2,19668.9,38951.0,,15457.2,,,3376.0,,5487.0,,,,1749.0,,1726.2,2254.9,21537.0,,-1956.8,,,,False,,,,True,,True,True,False,,True,,
08007,369,126.0,,111.0,,,,88.0,,2015.5,51.4,97.0,,,,,-243.0,,-258.0,,,,-281.0,,1646.5,-317.6,-272.0,,,,,,False,,,,False,,False,False,False,,,,
08009,129,18.0,,0.0,,,,113.0,,3.4,1.8,0.0,,,,,-111.0,,-129.0,,,,-16.0,,-125.6,-127.2,-129.0,,,,,,False,,,,True,,False,False,False,,,,
08011,992,54.0,,,,,,123.0,,104.4,33.1,24.0,,,,,-938.0,,,,,,-869.0,,-887.6,-958.9,-968.0,,,,,,,,,,True,,True,False,False,,,,
08013,5956,9072.0,,14225.0,,,,5604.0,,20058.9,6936.2,18787.0,,5491.4,,,3116.0,,8269.0,,,,-352.0,,14102.9,980.2,12831.0,,-464.6,,,,False,,,,True,,False,True,False,,True,,
08014,1224,1470.0,,1910.0,,,,1801.0,,869.3,1310.2,1951.0,,1128.0,,,246.0,,686.0,,,,577.0,,-354.7,86.2,727.0,,-96.0,,,,False,,,,False,,False,True,False,,True,,
