,count,mean,median,std,min,25%,75%,max
OneQuietNight-ML,3134,565.8,133.0,3504.5,0.0,49.0,355.0,166255.0
LNQ-ens1,3140,598.3,125.0,4036.7,0.0,41.5,369.4,191702.0
COVIDhub-ensemble,3141,603.1,131.0,3808.6,0.0,45.0,375.0,177624.0
LANL-GrowthRate,3104,624.9,160.0,2935.2,0.0,57.0,442.0,131756.0
JHU_IDD-CovidSP,3139,641.9,184.2,4244.3,0.0,73.4,450.1,205707.7
CEID-Walk,3141,667.3,150.2,4237.7,0.0,50.6,412.5,201057.3
COVIDhub-baseline,3141,668.1,149.0,4226.1,0.0,53.0,410.0,200150.0
CU-select,3135,695.2,144.0,4661.8,0.0,53.0,409.0,222861.0
IowaStateLW-STEM,3103,712.1,144.0,4570.2,0.0,54.0,405.0,216268.0
UVA-Ensemble,3131,748.3,168.2,2626.2,0.0,57.3,492.5,60270.3
JHUAPL-Bucky,3141,869.8,215.1,3472.6,0.0,75.7,602.9,105133.3
Google_Harvard-CPF,3140,902.9,195.2,4878.2,0.0,63.4,546.7,225307.6
