,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,FAIR-NRAR,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IEM_MED-CovidProject,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,Microsoft-DeepSTIA,OliverWyman-Navigator,OneQuietNight-ML,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UChicagoCHATTOPADHYAY-UnIT,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-FAIR-NRAR,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IEM_MED-CovidProject,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-Microsoft-DeepSTIA,error-OliverWyman-Navigator,error-OneQuietNight-ML,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UChicagoCHATTOPADHYAY-UnIT,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-FAIR-NRAR,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IEM_MED-CovidProject,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-Microsoft-DeepSTIA,beat_baseline-OliverWyman-Navigator,beat_baseline-OneQuietNight-ML,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UChicagoCHATTOPADHYAY-UnIT,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01089,1976,2302.0,,2336.9,2106.5,2225.0,2455.0,,,,,1380.5,,2968.2,,2652.3,1901.0,,1892.6,1376.8,2221.5,,2502.0,2224.6,,2631.0,2235.0,2090.9,,,,,2148.6,1788.0,2441.0,,,3736.6,326.0,,360.9,130.5,249.0,479.0,,,,,-595.5,,992.2,,676.3,-75.0,,-83.4,-599.2,245.5,,526.0,248.6,,655.0,259.0,114.9,,,,,172.6,-188.0,465.0,,,1760.6,,False,True,True,False,,,,,False,,False,,False,True,,True,False,True,,False,True,,False,True,True,,,,,True,True,False,,,False
01091,144,137.0,,132.8,,125.0,0.0,,,,,96.0,,100.8,,,110.0,,428.0,69.7,,,117.0,123.0,,205.0,140.0,135.7,,,,,,117.2,,,,172.5,-7.0,,-11.2,,-19.0,-144.0,,,,,-48.0,,-43.2,,,-34.0,,284.0,-74.3,,,-27.0,-21.0,,61.0,-4.0,-8.3,,,,,,-26.8,,,,28.5,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,True,False,,,,,,False,,,,False
01093,149,172.0,,172.1,,159.0,159.0,,,,,122.9,,170.1,,,183.0,,121.9,77.0,153.5,,177.0,161.0,,191.0,176.0,177.9,,,,,,137.7,,,,121.9,23.0,,23.1,,10.0,10.0,,,,,-26.1,,21.1,,,34.0,,-27.1,-72.0,4.5,,28.0,12.0,,42.0,27.0,28.9,,,,,,-11.3,,,,-27.1,,False,,True,True,,,,,False,,True,,,False,,False,False,True,,False,True,,False,False,False,,,,,,True,,,,False
01095,507,588.0,,593.7,,548.0,537.0,,,,,383.8,,608.5,,548.4,693.0,,329.6,386.7,638.5,,615.0,533.9,,699.0,626.0,496.5,,,,,481.8,421.9,,,,533.5,81.0,,86.7,,41.0,30.0,,,,,-123.2,,101.5,,41.4,186.0,,-177.4,-120.3,131.5,,108.0,26.9,,192.0,119.0,-10.5,,,,,-25.2,-85.1,,,,26.5,,False,,True,True,,,,,False,,False,,True,False,,False,False,False,,False,True,,False,False,True,,,,,True,False,,,,True
01097,1444,1190.0,,1149.5,1337.2,1340.0,1237.0,,,,,1081.1,,1415.5,,1491.2,1639.0,,1066.5,779.1,1218.5,,1564.0,1587.3,,1500.0,1512.0,1761.7,,,,,1057.2,1017.0,2042.0,,,926.8,-254.0,,-294.5,-106.8,-104.0,-207.0,,,,,-362.9,,-28.5,,47.2,195.0,,-377.5,-664.9,-225.5,,120.0,143.3,,56.0,68.0,317.7,,,,,-386.8,-427.0,598.0,,,-517.2,,False,True,True,True,,,,,False,,True,,True,True,,False,False,True,,True,True,,True,True,False,,,,,False,False,False,,,False
01099,80,103.0,,107.8,,96.0,108.0,,,,,53.5,,156.8,,,99.0,,69.9,59.6,,,184.0,93.4,,120.0,110.0,92.1,,,,,,91.0,,,,66.2,23.0,,27.8,,16.0,28.0,,,,,-26.5,,76.8,,,19.0,,-10.1,-20.4,,,104.0,13.4,,40.0,30.0,12.1,,,,,,11.0,,,,-13.8,,False,,True,False,,,,,False,,False,,,True,,True,True,,,False,True,,False,False,True,,,,,,True,,,,True
01101,743,1024.0,,1038.1,,1036.0,1260.0,,,,,670.7,,1264.8,,1209.8,803.0,,1257.7,524.8,860.5,,1048.0,974.2,,1090.0,1178.0,1304.1,,,,,968.3,1077.1,1049.0,,,682.1,281.0,,295.1,,293.0,517.0,,,,,-72.3,,521.8,,466.8,60.0,,514.7,-218.2,117.5,,305.0,231.2,,347.0,435.0,561.1,,,,,225.3,334.1,306.0,,,-60.9,,False,,False,False,,,,,True,,False,,False,True,,False,True,True,,False,True,,False,False,False,,,,,True,False,False,,,True
01103,848,883.0,,832.5,,784.0,792.0,,,,,563.2,,955.2,,,825.0,,607.9,556.2,915.5,,806.0,776.3,,999.0,869.0,704.3,,,,,884.9,765.3,,,,574.1,35.0,,-15.5,,-64.0,-56.0,,,,,-284.8,,107.2,,,-23.0,,-240.1,-291.8,67.5,,-42.0,-71.7,,151.0,21.0,-143.7,,,,,36.9,-82.7,,,,-273.9,,True,,False,False,,,,,False,,False,,,True,,False,False,False,,False,False,,False,True,False,,,,,False,False,,,,False
01105,38,48.0,,48.6,,44.0,0.0,,,,,36.9,,55.1,,,39.0,,50.4,24.3,,,53.0,42.4,,56.0,50.0,55.0,,,,,,41.9,,,,58.5,10.0,,10.6,,6.0,-38.0,,,,,-1.1,,17.1,,,1.0,,12.4,-13.7,,,15.0,4.4,,18.0,12.0,17.0,,,,,,3.9,,,,20.5,,False,,True,False,,,,,True,,False,,,True,,False,False,,,False,True,,False,False,False,,,,,,True,,,,False
01107,102,155.0,,151.4,,124.0,80.0,,,,,96.0,,137.3,,,112.0,,143.4,54.3,,,124.0,139.2,,161.0,140.0,121.7,,,,,,138.5,,,,135.1,53.0,,49.4,,22.0,-22.0,,,,,-6.0,,35.3,,,10.0,,41.4,-47.7,,,22.0,37.2,,59.0,38.0,19.7,,,,,,36.5,,,,33.1,,True,,True,True,,,,,True,,True,,,True,,True,True,,,True,True,,False,True,True,,,,,,True,,,,True
01109,83,82.0,,83.9,,82.0,67.0,,,,,77.9,,77.7,,,136.0,,69.5,44.1,82.0,,79.0,72.0,,88.0,112.0,123.1,,,,,,110.7,,,,57.1,-1.0,,0.9,,-1.0,-16.0,,,,,-5.1,,-5.3,,,53.0,,-13.5,-38.9,-1.0,,-4.0,-11.0,,5.0,29.0,40.1,,,,,,27.7,,,,-25.9,,True,,False,False,,,,,False,,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,,False,,,,False
01111,42,45.0,,44.8,,44.0,35.0,,,,,43.0,,28.4,,,114.0,,18.0,27.9,,,41.0,53.4,,44.0,76.0,65.1,,,,,,57.9,,,,34.0,3.0,,2.8,,2.0,-7.0,,,,,1.0,,-13.6,,,72.0,,-24.0,-14.1,,,-1.0,11.4,,2.0,34.0,23.1,,,,,,15.9,,,,-8.0,,True,,True,False,,,,,True,,False,,,False,,False,False,,,True,False,,True,False,False,,,,,,False,,,,False
01113,103,122.0,,119.9,,132.0,151.0,,,,,107.0,,136.0,,,229.0,,70.5,81.4,126.0,,135.0,140.7,,146.0,170.0,174.5,,,,,110.7,147.1,,,,75.3,19.0,,16.9,,29.0,48.0,,,,,4.0,,33.0,,,126.0,,-32.5,-21.6,23.0,,32.0,37.7,,43.0,67.0,71.5,,,,,7.7,44.1,,,,-27.7,,True,,False,False,,,,,True,,False,,,False,,False,False,False,,False,False,,False,False,False,,,,,True,False,,,,False
01115,471,512.0,,510.1,,486.0,550.0,,,,,337.7,,524.8,,,444.0,,376.7,226.2,529.0,,536.0,485.6,,581.0,542.0,,,,,,488.7,401.0,,,,597.8,41.0,,39.1,,15.0,79.0,,,,,-133.3,,53.8,,,-27.0,,-94.3,-244.8,58.0,,65.0,14.6,,110.0,71.0,,,,,,17.7,-70.0,,,,126.8,,True,,True,False,,,,,False,,False,,,True,,False,False,False,,False,True,,False,False,,,,,,True,False,,,,False
01117,1117,1212.0,,1274.1,,1114.0,1172.0,,,,,809.5,,1341.3,,1268.5,1047.0,,939.3,666.5,1181.5,,1054.0,1099.4,,1326.0,1303.0,1121.2,,,,,1218.1,975.2,1226.0,,,1259.0,95.0,,157.1,,-3.0,55.0,,,,,-307.5,,224.3,,151.5,-70.0,,-177.7,-450.5,64.5,,-63.0,-17.6,,209.0,186.0,4.2,,,,,101.1,-141.8,109.0,,,142.0,,False,,True,True,,,,,False,,False,,False,True,,False,False,True,,True,True,,False,False,True,,,,,False,False,False,,,False
01119,78,79.0,,79.1,,63.0,66.0,,,,,42.8,,49.9,,,54.0,,112.1,40.5,,,50.0,59.1,,89.0,73.0,67.8,,,,,,47.1,,,,41.6,1.0,,1.1,,-15.0,-12.0,,,,,-35.2,,-28.1,,,-24.0,,34.1,-37.5,,,-28.0,-18.9,,11.0,-5.0,-10.2,,,,,,-30.9,,,,-36.4,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,False,,,,False
01121,291,328.0,,324.2,,320.0,139.0,,,,,236.0,,314.0,,,445.0,,287.4,218.3,371.0,,257.0,322.4,,404.0,380.0,375.7,,,,,311.2,247.4,,,,373.5,37.0,,33.2,,29.0,-152.0,,,,,-55.0,,23.0,,,154.0,,-3.6,-72.7,80.0,,-34.0,31.4,,113.0,89.0,84.7,,,,,20.2,-43.6,,,,82.5,,True,,True,False,,,,,False,,True,,,False,,True,False,False,,True,True,,False,False,False,,,,,True,False,,,,False
01123,130,117.0,,120.2,,112.0,15.0,,,,,85.6,,139.0,,,180.0,,63.3,80.8,119.0,,90.0,113.0,,130.0,151.0,137.3,,,,,103.6,109.5,,,,108.3,-13.0,,-9.8,,-18.0,-115.0,,,,,-44.4,,9.0,,,50.0,,-66.7,-49.2,-11.0,,-40.0,-17.0,,0.0,21.0,7.3,,,,,-26.4,-20.5,,,,-21.7,,True,,False,False,,,,,False,,True,,,False,,False,False,True,,False,False,,True,False,True,,,,,False,False,,,,False
01125,1119,1192.0,,1214.6,,1223.0,1405.0,,,,,862.1,,1455.0,,1364.4,1128.0,,1449.6,633.6,1262.0,,1316.0,1128.1,,1483.0,1299.0,1209.5,,,,,1081.1,1083.5,953.0,,,1664.7,73.0,,95.6,,104.0,286.0,,,,,-256.9,,336.0,,245.4,9.0,,330.6,-485.4,143.0,,197.0,9.1,,364.0,180.0,90.5,,,,,-37.9,-35.5,-166.0,,,545.7,,False,,False,False,,,,,False,,False,,False,True,,False,False,False,,False,True,,False,False,False,,,,,True,True,False,,,False
01127,323,303.0,,315.6,,309.0,257.0,,,,,223.4,,337.2,,,421.0,,243.1,188.0,359.0,,315.0,305.6,,378.0,358.0,336.5,,,,,317.4,236.0,,,,191.0,-20.0,,-7.4,,-14.0,-66.0,,,,,-99.6,,14.2,,,98.0,,-79.9,-135.0,36.0,,-8.0,-17.4,,55.0,35.0,13.5,,,,,-5.6,-87.0,,,,-132.0,,True,,True,False,,,,,False,,True,,,False,,False,False,False,,True,True,,False,False,True,,,,,True,False,,,,False
01129,63,66.0,,66.4,,76.0,0.0,,,,,55.2,,81.2,,,107.0,,86.5,29.5,,,105.0,101.7,,94.0,79.0,67.2,,,,,,60.8,,,,98.1,3.0,,3.4,,13.0,-63.0,,,,,-7.8,,18.2,,,44.0,,23.5,-33.5,,,42.0,38.7,,31.0,16.0,4.2,,,,,,-2.2,,,,35.1,,False,,False,False,,,,,False,,False,,,False,,False,False,,,False,False,,False,False,False,,,,,,True,,,,False
01131,40,33.0,,31.2,,44.0,8.0,,,,,36.4,,33.2,,,36.0,,674.1,36.0,,,42.0,46.9,,,57.0,61.5,,,,,,37.3,,,,51.3,-7.0,,-8.8,,4.0,-32.0,,,,,-3.6,,-6.8,,,-4.0,,634.1,-4.0,,,2.0,6.9,,,17.0,21.5,,,,,,-2.7,,,,11.3,,False,,True,False,,,,,True,,True,,,True,,False,True,,,True,True,,,False,False,,,,,,True,,,,False
01133,151,94.0,,100.1,,106.0,70.0,,,,,77.5,,84.7,,,168.0,,54.7,81.5,,,110.0,107.6,,130.0,123.0,131.0,,,,,,96.6,,,,92.9,-57.0,,-50.9,,-45.0,-81.0,,,,,-73.5,,-66.3,,,17.0,,-96.3,-69.5,,,-41.0,-43.4,,-21.0,-28.0,-20.0,,,,,,-54.4,,,,-58.1,,True,,True,False,,,,,False,,False,,,True,,False,False,,,True,True,,True,True,True,,,,,,True,,,,False
02013,0,0.0,,0.0,,0.0,0.0,,,,,1.3,,2.9,,,,,0.0,1.2,,,3.0,0.2,,0.0,3.0,0.4,,,,,,,,,,1.2,0.0,,0.0,,0.0,0.0,,,,,1.3,,2.9,,,,,0.0,1.2,,,3.0,0.2,,0.0,3.0,0.4,,,,,,,,,,1.2,,True,,True,True,,,,,False,,False,,,,,False,False,,,False,False,,True,False,False,,,,,,,,,,False
02016,16,11.0,,9.2,,14.0,,,,,,8.4,,12.8,,,,,10.2,60.5,,,20.0,12.0,,28.0,18.0,14.6,,,,,,20.0,,,,25.7,-5.0,,-6.8,,-2.0,,,,,,-7.6,,-3.2,,,,,-5.8,44.5,,,4.0,-4.0,,12.0,2.0,-1.4,,,,,,4.0,,,,9.7,,False,,True,,,,,,False,,True,,,,,False,False,,,True,True,,False,True,True,,,,,,True,,,,False
02020,841,1476.0,,1458.1,1425.6,1222.0,1513.0,,,,,799.3,,969.1,,1283.1,,,1161.1,920.1,1416.5,,1061.0,1071.3,,1622.0,1328.0,1703.8,,,,,1568.4,1236.6,929.0,,,1536.0,635.0,,617.1,584.6,381.0,672.0,,,,,-41.7,,128.1,,442.1,,,320.1,79.1,575.5,,220.0,230.3,,781.0,487.0,862.8,,,,,727.4,395.6,88.0,,,695.0,,True,True,True,False,,,,,True,,True,,True,,,True,True,True,,True,True,,False,True,False,,,,,False,True,True,,,False
02050,91,134.0,,127.4,,96.0,0.0,,,,,77.1,,195.5,,,,,92.8,84.0,,,63.0,95.6,,185.0,130.0,186.0,,,,,,82.0,,,,149.9,43.0,,36.4,,5.0,-91.0,,,,,-13.9,,104.5,,,,,1.8,-7.0,,,-28.0,4.6,,94.0,39.0,95.0,,,,,,-9.0,,,,58.9,,True,,True,False,,,,,True,,False,,,,,True,True,,,True,True,,False,True,False,,,,,,True,,,,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,2.7,,0.0,,,,,0.0,0.0,,,,0.0,,0.0,1.0,0.3,,,,,,,,,,0.5,0.0,,0.0,,0.0,0.0,,,,,2.7,,0.0,,,,,0.0,0.0,,,,0.0,,0.0,1.0,0.3,,,,,,,,,,0.5,,True,,True,True,,,,,False,,True,,,,,True,True,,,,True,,True,False,False,,,,,,,,,,False
02068,0,6.0,,5.8,,3.0,0.0,,,,,2.4,,5.2,,,,,7.4,4.4,,,1.0,2.5,,7.0,6.0,,,,,,,13.6,,,,6.8,6.0,,5.8,,3.0,0.0,,,,,2.4,,5.2,,,,,7.4,4.4,,,1.0,2.5,,7.0,6.0,,,,,,,13.6,,,,6.8,,True,,True,True,,,,,True,,True,,,,,False,True,,,True,True,,False,False,,,,,,,False,,,,False
02070,4,3.0,,2.5,,4.0,0.0,,,,,2.7,,4.0,,,,,4.8,2.9,,,5.0,1.7,,3.0,7.0,4.3,,,,,,14.2,,,,2.4,-1.0,,-1.5,,0.0,-4.0,,,,,-1.3,,-0.0,,,,,0.8,-1.1,,,1.0,-2.3,,-1.0,3.0,0.3,,,,,,10.2,,,,-1.6,,False,,True,False,,,,,False,,True,,,,,True,False,,,False,False,,False,False,True,,,,,,False,,,,False
02090,182,355.0,,346.0,,345.0,400.0,,,,,177.5,,238.2,,,,,618.1,218.6,319.5,,267.0,287.4,,498.0,345.0,353.0,,,,,299.6,270.4,,,,411.3,173.0,,164.0,,163.0,218.0,,,,,-4.5,,56.2,,,,,436.1,36.6,137.5,,85.0,105.4,,316.0,163.0,171.0,,,,,117.6,88.4,,,,229.3,,True,,True,False,,,,,True,,True,,,,,False,True,True,,True,True,,False,True,True,,,,,True,True,,,,False
02100,0,3.0,,3.1,,1.0,0.0,,,,,1.0,,1.9,,,,,3.5,3.8,,,1.0,0.8,,,5.0,1.7,,,,,,,,,,2.2,3.0,,3.1,,1.0,0.0,,,,,1.0,,1.9,,,,,3.5,3.8,,,1.0,0.8,,,5.0,1.7,,,,,,,,,,2.2,,False,,True,True,,,,,True,,True,,,,,False,False,,,True,True,,,False,True,,,,,,,,,,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,,,0.2,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,,,0.2,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,True,,True,True,,,,,,,False,,,,,True,True,,,,True,,True,,,,,,,,,,,,
02110,42,33.0,,32.8,,30.0,31.0,,,,,30.1,,43.6,,,,,26.2,28.0,37.5,,20.0,29.7,,42.0,30.0,39.3,,,,,,,,,,37.8,-9.0,,-9.2,,-12.0,-11.0,,,,,-11.9,,1.6,,,,,-15.8,-14.0,-4.5,,-22.0,-12.3,,0.0,-12.0,-2.7,,,,,,,,,,-4.2,,False,,False,False,,,,,False,,True,,,,,False,False,True,,False,False,,True,False,True,,,,,,,,,,True
02122,130,248.0,,253.2,,182.0,256.0,,,,,132.1,,206.1,,,,,112.6,150.3,,,157.0,182.2,,288.0,229.0,188.7,,,,,194.1,177.0,,,,201.5,118.0,,123.2,,52.0,126.0,,,,,2.1,,76.1,,,,,-17.4,20.3,,,27.0,52.2,,158.0,99.0,58.7,,,,,64.1,47.0,,,,71.5,,False,,True,False,,,,,True,,True,,,,,True,True,,,True,True,,False,True,True,,,,,True,True,,,,True
02130,3,8.0,,7.2,,7.0,0.0,,,,,8.0,,25.6,,,,,2.6,7.6,,,7.0,7.3,,9.0,10.0,,,,,,,,,,,4.6,5.0,,4.2,,4.0,-3.0,,,,,5.0,,22.6,,,,,-0.4,4.6,,,4.0,4.3,,6.0,7.0,,,,,,,,,,,1.6,,True,,True,True,,,,,True,,False,,,,,True,True,,,True,True,,False,False,,,,,,,,,,,True
02150,89,139.0,,143.4,,85.0,,,,,,57.9,,74.3,,,,,172.8,96.2,,,36.0,83.9,,212.0,114.0,18.6,,,,,,125.0,,,,227.1,50.0,,54.4,,-4.0,,,,,,-31.1,,-14.7,,,,,83.8,7.2,,,-53.0,-5.1,,123.0,25.0,-70.4,,,,,,36.0,,,,138.1,,False,,True,,,,,,True,,True,,,,,False,True,,,False,True,,False,True,False,,,,,,True,,,,False
02158,19,68.0,,71.9,,45.0,0.0,,,,,,,17.6,,,,,300.1,61.8,,,47.0,38.8,,132.0,,,,,,,,,,,,,49.0,,52.9,,26.0,-19.0,,,,,,,-1.4,,,,,281.1,42.8,,,28.0,19.8,,113.0,,,,,,,,,,,,,,False,,True,True,,,,,,,True,,,,,False,True,,,True,True,,False,,,,,,,,,,,,
02164,1,4.0,,3.7,,2.0,0.0,,,,,0.2,,9.7,,,,,1.9,2.7,,,3.0,,,5.0,5.0,11.5,,,,,,17.9,,,,1.5,3.0,,2.7,,1.0,-1.0,,,,,-0.8,,8.7,,,,,0.9,1.7,,,2.0,,,4.0,4.0,10.5,,,,,,16.9,,,,0.5,,True,,True,True,,,,,True,,False,,,,,True,True,,,True,,,False,False,False,,,,,,False,,,,True
02170,274,476.0,,434.8,,326.0,631.0,,,,,209.6,,340.9,,,,,116.7,350.8,326.5,,186.0,263.4,,407.0,438.0,349.0,,,,,421.6,386.2,,,,586.2,202.0,,160.8,,52.0,357.0,,,,,-64.4,,66.9,,,,,-157.3,76.8,52.5,,-88.0,-10.6,,133.0,164.0,75.0,,,,,147.6,112.2,,,,312.2,,True,,True,False,,,,,True,,True,,,,,True,True,True,,True,True,,True,True,True,,,,,True,True,,,,False
02180,6,13.0,,10.8,,7.0,0.0,,,,,8.0,,11.5,,,,,4.7,9.2,,,0.0,6.7,,10.0,17.0,12.2,,,,,,42.7,,,,13.2,7.0,,4.8,,1.0,-6.0,,,,,2.0,,5.5,,,,,-1.3,3.2,,,-6.0,0.7,,4.0,11.0,6.2,,,,,,36.7,,,,7.2,,True,,True,True,,,,,True,,True,,,,,True,True,,,True,True,,True,False,True,,,,,,False,,,,False
02185,45,106.0,,107.9,,79.0,0.0,,,,,44.5,,71.2,,,,,107.4,72.6,,,124.0,63.7,,123.0,80.0,98.7,,,,,,77.7,,,,100.9,61.0,,62.9,,34.0,-45.0,,,,,-0.5,,26.2,,,,,62.4,27.6,,,79.0,18.7,,78.0,35.0,53.7,,,,,,32.7,,,,55.9,,False,,True,True,,,,,True,,True,,,,,False,True,,,False,True,,False,True,True,,,,,,True,,,,True
02188,11,4.0,,4.6,,4.0,0.0,,,,,10.6,,7.0,,,,,2.3,6.7,,,3.0,9.0,,,13.0,8.5,,,,,,42.4,,,,12.9,-7.0,,-6.4,,-7.0,-11.0,,,,,-0.4,,-4.0,,,,,-8.7,-4.3,,,-8.0,-2.0,,,2.0,-2.5,,,,,,31.4,,,,1.9,,True,,False,False,,,,,True,,True,,,,,False,True,,,False,True,,,True,True,,,,,,False,,,,True
02195,1,0.0,,0.0,,0.0,0.0,,,,,1.0,,0.4,,,,,0.0,1.0,,,1.0,0.2,,1.0,3.0,,,,,,,,,,,,-1.0,,-1.0,,-1.0,-1.0,,,,,-0.0,,-0.6,,,,,-1.0,0.0,,,0.0,-0.8,,0.0,2.0,,,,,,,,,,,,,False,,False,False,,,,,True,,True,,,,,True,True,,,True,True,,True,False,,,,,,,,,,,
02198,3,3.0,,2.8,,3.0,0.0,,,,,3.4,,3.2,,,,,0.8,7.6,,,4.0,4.2,,5.0,,,,,,,,,,,,,0.0,,-0.2,,0.0,-3.0,,,,,0.4,,0.2,,,,,-2.2,4.6,,,1.0,1.2,,2.0,,,,,,,,,,,,,,False,,True,False,,,,,False,,False,,,,,False,False,,,False,False,,False,,,,,,,,,,,,
02220,13,24.0,,22.4,,15.0,0.0,,,,,11.3,,17.9,,,,,7.8,13.2,,,8.0,15.0,,24.0,22.0,13.5,,,,,,,,,,21.2,11.0,,9.4,,2.0,-13.0,,,,,-1.7,,4.9,,,,,-5.2,0.2,,,-5.0,2.0,,11.0,9.0,0.5,,,,,,,,,,8.2,,True,,True,False,,,,,True,,True,,,,,True,True,,,True,True,,False,True,True,,,,,,,,,,True
02230,1,4.0,,4.1,,1.0,0.0,,,,,0.8,,1.7,,,,,35.5,3.6,,,1.0,0.3,,2.0,,,,,,,,,,,,,3.0,,3.1,,0.0,-1.0,,,,,-0.2,,0.7,,,,,34.5,2.6,,,0.0,-0.7,,1.0,,,,,,,,,,,,,,False,,True,True,,,,,True,,True,,,,,False,True,,,True,True,,True,,,,,,,,,,,,
02240,19,24.0,,24.6,,14.0,0.0,,,,,13.9,,38.3,,,,,11.9,11.7,,,7.0,14.3,,30.0,23.0,25.4,,,,,,24.7,,,,36.0,5.0,,5.6,,-5.0,-19.0,,,,,-5.1,,19.3,,,,,-7.1,-7.3,,,-12.0,-4.7,,11.0,4.0,6.4,,,,,,5.7,,,,17.0,,False,,False,False,,,,,False,,False,,,,,False,False,,,False,True,,False,True,False,,,,,,False,,,,False
02261,17,13.0,,13.5,,11.0,,,,,,10.0,,7.3,,,,,9.2,12.0,,,0.0,11.0,,20.0,18.0,11.2,,,,,,34.0,,,,17.1,-4.0,,-3.5,,-6.0,,,,,,-7.0,,-9.7,,,,,-7.8,-5.0,,,-17.0,-6.0,,3.0,1.0,-5.8,,,,,,17.0,,,,0.1,,True,,False,,,,,,False,,False,,,,,False,False,,,False,False,,True,True,False,,,,,,False,,,,True
02275,1,1.0,,0.8,,1.0,0.0,,,,,1.7,,1.2,,,,,0.0,3.5,,,2.0,2.1,,1.0,,,,,,,,,,,,,0.0,,-0.2,,0.0,-1.0,,,,,0.7,,0.2,,,,,-1.0,2.5,,,1.0,1.1,,0.0,,,,,,,,,,,,,,False,,True,False,,,,,False,,False,,,,,False,False,,,False,False,,True,,,,,,,,,,,,
02282,0,0.0,,0.2,,0.0,0.0,,,,,,,0.3,,,,,1.8,0.8,,,2.0,0.0,,1.0,1.0,,,,,,,,,,,0.2,0.0,,0.2,,0.0,0.0,,,,,,,0.3,,,,,1.8,0.8,,,2.0,0.0,,1.0,1.0,,,,,,,,,,,0.2,,False,,True,True,,,,,,,False,,,,,False,False,,,False,False,,False,False,,,,,,,,,,,False
02290,2,17.0,,15.7,,8.0,,,,,,8.0,,30.0,,,,,6.7,10.6,,,2.0,8.2,,12.0,18.0,,,,,,,24.2,,,,16.4,15.0,,13.7,,6.0,,,,,,6.0,,28.0,,,,,4.7,8.6,,,0.0,6.2,,10.0,16.0,,,,,,,22.2,,,,14.4,,True,,True,,,,,,True,,False,,,,,True,True,,,True,True,,True,False,,,,,,,False,,,,True
04001,399,381.0,,386.5,,391.0,483.0,,,,,362.5,,393.9,,,630.0,,564.8,357.6,427.0,,340.0,387.5,,536.0,454.0,371.7,,,,,285.9,181.7,,,,579.3,-18.0,,-12.5,,-8.0,84.0,,,,,-36.5,,-5.1,,,231.0,,165.8,-41.4,28.0,,-59.0,-11.5,,137.0,55.0,-27.3,,,,,-113.1,-217.3,,,,180.3,,True,,True,False,,,,,False,,True,,,False,,False,False,False,,False,True,,False,False,False,,,,,False,False,,,,False
