,count,mean,median,std,min,25%,75%,max
LANL-GrowthRate,3108,1688773.4,9801.0,25590118.5,0.0,1225.0,73984.0,1118869050.2
LNQ-ens1,3140,1721138.0,5276.4,34500345.9,0.0,618.1,43693.8,1594725991.7
COVIDhub-ensemble,3141,4437654.8,6400.0,141442606.0,0.0,784.0,55225.0,7432681369.0
OliverWyman-Navigator,3064,4850245.9,8836.0,167114244.1,0.0,1024.0,67600.0,9093720321.0
JHUAPL-Bucky,3141,5138865.8,14969.7,78335201.7,0.0,1764.2,123150.1,2158906931.8
UVA-Ensemble,3130,5348351.8,14536.3,60916488.2,0.0,1595.6,118119.0,1671069454.2
CU-select,3082,6114444.8,12769.0,120185208.8,0.0,1521.0,97969.0,5374795969.0
OneQuietNight-ML,3134,7126581.0,6724.0,289747544.1,0.0,1024.0,53361.0,16024521744.0
CEID-Walk,3141,7367978.3,10061.7,264955260.4,0.0,1243.8,76276.5,14513476039.2
COVIDhub-baseline,3141,7442675.8,9604.0,270675244.4,0.0,1296.0,78400.0,14852296900.0
Google_Harvard-CPF,3140,8784999.2,11125.2,307523932.4,0.0,1030.8,115874.4,16929425297.3
JHU_IDD-CovidSP,3139,10149692.5,18605.0,395620072.2,0.0,2364.9,123559.3,21852864306.1
IowaStateLW-STEM,3103,13408634.3,9604.0,521527097.1,0.0,1225.0,92416.0,28856836129.0
PandemicCentral-USCounty,3085,35164154.3,71170.2,1183529562.2,0.0,9834.5,601947.2,65532091720.7
