,actual_cases,COVIDhub-baseline,BPagano-RtDriven,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-BPagano-RtDriven,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-BPagano-RtDriven,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
47161,434,364.0,,,,,,162.0,,437.3,,0.0,-70.0,,,,,,-272.0,,3.3,,-434.0,,,,,,False,,True,,False
47163,5855,2639.0,,,,,,2435.0,,3885.7,1835.3,903.0,-3216.0,,,,,,-3420.0,,-1969.3,-4019.7,-4952.0,,,,,,False,,True,False,False
47165,8154,3241.0,,,,,,2505.0,,3342.9,2059.6,999.0,-4913.0,,,,,,-5649.0,,-4811.1,-6094.4,-7155.0,,,,,,False,,True,False,False
47167,2552,1232.0,,,,,,1163.0,,1444.6,720.5,434.0,-1320.0,,,,,,-1389.0,,-1107.4,-1831.5,-2118.0,,,,,,False,,True,False,False
47169,305,245.0,,,,,,161.0,,129.5,87.0,190.0,-60.0,,,,,,-144.0,,-175.5,-218.0,-115.0,,,,,,False,,False,False,False
47171,817,406.0,,,,,,366.0,,1419.6,,128.0,-411.0,,,,,,-451.0,,602.6,,-689.0,,,,,,False,,False,,False
47173,592,133.0,,,,,,309.0,,452.7,,0.0,-459.0,,,,,,-283.0,,-139.3,,-592.0,,,,,,True,,True,,False
47175,301,112.0,,,,,,100.0,,80.3,,47.0,-189.0,,,,,,-201.0,,-220.7,,-254.0,,,,,,False,,False,,False
47177,2582,1078.0,,,,,,862.0,,1100.4,516.5,1609.0,-1504.0,,,,,,-1720.0,,-1481.6,-2065.5,-973.0,,,,,,False,,True,False,True
47179,5431,2786.0,,,,,,1822.0,,6266.4,2218.1,0.0,-2645.0,,,,,,-3609.0,,835.4,-3212.9,-5431.0,,,,,,False,,True,False,False
47181,708,140.0,,,,,,296.0,,134.3,279.4,0.0,-568.0,,,,,,-412.0,,-573.7,-428.6,-708.0,,,,,,True,,False,True,False
47183,1257,532.0,,,,,,516.0,,701.6,117.3,124.0,-725.0,,,,,,-741.0,,-555.4,-1139.7,-1133.0,,,,,,False,,True,False,False
47185,1299,679.0,,,,,,403.0,,1062.6,354.8,154.0,-620.0,,,,,,-896.0,,-236.4,-944.2,-1145.0,,,,,,False,,True,False,False
47187,8864,4424.0,,,,,,2273.0,,4316.6,3023.0,804.0,-4440.0,,,,,,-6591.0,,-4547.4,-5841.0,-8060.0,,,,,,False,,False,False,False
47189,6553,2905.0,,,,,,1863.0,,2731.7,2765.3,1433.0,-3648.0,,,,,,-4690.0,,-3821.3,-3787.7,-5120.0,,,,,,False,,False,False,False
48001,882,273.0,,,,,,1266.0,,521.4,79.4,226.0,-609.0,,,,,,384.0,,-360.6,-802.6,-656.0,,,,,,True,,True,False,False
48003,620,518.0,,,,,,1140.0,,1015.7,,83.0,-102.0,,,,,,520.0,,395.7,,-537.0,,,,,,False,,False,,False
48005,2178,182.0,,,,,,1196.0,,430.8,84.4,80.0,-1996.0,,,,,,-982.0,,-1747.2,-2093.6,-2098.0,,,,,,True,,True,False,False
48007,258,63.0,,,,,,45.0,,328.1,,53.0,-195.0,,,,,,-213.0,,70.1,,-205.0,,,,,,False,,True,,False
48009,297,42.0,,,,,,89.0,,158.4,,9.0,-255.0,,,,,,-208.0,,-138.6,,-288.0,,,,,,True,,True,,False
48011,71,28.0,,,,,,54.0,,105.9,,10.0,-43.0,,,,,,-17.0,,34.9,,-61.0,,,,,,True,,True,,False
48013,1842,91.0,,,,,,244.0,,338.8,112.8,7.0,-1751.0,,,,,,-1598.0,,-1503.2,-1729.2,-1835.0,,,,,,True,,True,True,False
48015,392,49.0,,,,,,125.0,,344.1,,79.0,-343.0,,,,,,-267.0,,-47.9,,-313.0,,,,,,True,,True,,True
48017,283,336.0,,,,,,418.0,,299.4,,39.0,53.0,,,,,,135.0,,16.4,,-244.0,,,,,,False,,True,,False
48019,320,49.0,,,,,,117.0,,447.9,,199.0,-271.0,,,,,,-203.0,,127.9,,-121.0,,,,,,True,,True,,True
48021,1134,308.0,,,,,,556.0,,573.9,136.2,325.0,-826.0,,,,,,-578.0,,-560.1,-997.8,-809.0,,,,,,True,,True,False,True
48023,76,0.0,,,,,,56.0,,47.5,,12.0,-76.0,,,,,,-20.0,,-28.5,,-64.0,,,,,,True,,True,,True
48025,591,133.0,,,,,,144.0,,352.7,139.3,29.0,-458.0,,,,,,-447.0,,-238.3,-451.7,-562.0,,,,,,True,,True,True,False
48027,4942,2142.0,,,,,,4663.0,,2135.6,934.1,2055.0,-2800.0,,,,,,-279.0,,-2806.4,-4007.9,-2887.0,,,,,,True,,False,False,False
48029,39428,10444.0,,,,,,15670.0,,8115.3,4798.3,9630.0,-28984.0,,,,,,-23758.0,,-31312.7,-34629.7,-29798.0,,,,,,True,,False,False,False
48031,88,28.0,,,,,,69.0,,50.9,,18.0,-60.0,,,,,,-19.0,,-37.1,,-70.0,,,,,,True,,True,,False
48033,12,7.0,,,,,,32.0,,178.5,,18.0,-5.0,,,,,,20.0,,166.5,,6.0,,,,,,False,,False,,False
48035,265,112.0,,,,,,216.0,,428.5,,0.0,-153.0,,,,,,-49.0,,163.5,,-265.0,,,,,,True,,False,,False
48037,1143,1057.0,,,,,,1282.0,,1834.3,555.2,348.0,-86.0,,,,,,139.0,,691.3,-587.8,-795.0,,,,,,False,,False,False,False
48039,7552,2443.0,,,,,,1256.0,,2229.3,933.3,2354.0,-5109.0,,,,,,-6296.0,,-5322.7,-6618.7,-5198.0,,,,,,False,,False,False,False
48041,4442,2072.0,,,,,,2580.0,,2026.7,2138.1,2047.0,-2370.0,,,,,,-1862.0,,-2415.3,-2303.9,-2395.0,,,,,,True,,False,True,False
48043,597,161.0,,,,,,2201.0,,198.2,,203.0,-436.0,,,,,,1604.0,,-398.8,,-394.0,,,,,,False,,True,,True
48045,53,0.0,,,,,,46.0,,21.1,,2.0,-53.0,,,,,,-7.0,,-31.9,,-51.0,,,,,,True,,True,,True
48047,160,42.0,,,,,,35.0,,70.5,,18.0,-118.0,,,,,,-125.0,,-89.5,,-142.0,,,,,,False,,True,,False
48049,1395,273.0,,,,,,958.0,,669.7,,124.0,-1122.0,,,,,,-437.0,,-725.3,,-1271.0,,,,,,True,,True,,False
48051,356,133.0,,,,,,143.0,,470.6,,64.0,-223.0,,,,,,-213.0,,114.6,,-292.0,,,,,,True,,True,,False
48053,722,301.0,,,,,,517.0,,714.9,93.9,0.0,-421.0,,,,,,-205.0,,-7.1,-628.1,-722.0,,,,,,True,,True,False,False
48055,473,224.0,,,,,,315.0,,506.4,67.4,88.0,-249.0,,,,,,-158.0,,33.4,-405.6,-385.0,,,,,,True,,True,False,False
48057,229,42.0,,,,,,62.0,,325.5,,2.0,-187.0,,,,,,-167.0,,96.5,,-227.0,,,,,,True,,True,,False
48059,441,112.0,,,,,,216.0,,157.2,,55.0,-329.0,,,,,,-225.0,,-283.8,,-386.0,,,,,,True,,True,,False
48061,4277,2226.0,,,,,,2003.0,,1491.5,1456.9,556.0,-2051.0,,,,,,-2274.0,,-2785.5,-2820.1,-3721.0,,,,,,False,,False,False,False
48063,247,42.0,,,,,,145.0,,53.6,,12.0,-205.0,,,,,,-102.0,,-193.4,,-235.0,,,,,,True,,True,,False
48065,189,112.0,,,,,,191.0,,148.6,,185.0,-77.0,,,,,,2.0,,-40.4,,-4.0,,,,,,True,,True,,True
48067,417,210.0,,,,,,334.0,,756.9,,93.0,-207.0,,,,,,-83.0,,339.9,,-324.0,,,,,,True,,False,,False
48069,356,203.0,,,,,,353.0,,230.3,,48.0,-153.0,,,,,,-3.0,,-125.7,,-308.0,,,,,,True,,True,,False
48071,1000,294.0,,,,,,209.0,,712.9,135.9,308.0,-706.0,,,,,,-791.0,,-287.1,-864.1,-692.0,,,,,,False,,True,False,True
48073,704,91.0,,,,,,934.0,,401.1,77.3,101.0,-613.0,,,,,,230.0,,-302.9,-626.7,-603.0,,,,,,True,,True,False,True
48075,447,4263.0,,,,,,187.0,,108.4,,6572.0,3816.0,,,,,,-260.0,,-338.6,,6125.0,,,,,,True,,True,,False
48077,488,35.0,,,,,,107.0,,208.1,,10.0,-453.0,,,,,,-381.0,,-279.9,,-478.0,,,,,,True,,True,,False
48079,58,112.0,,,,,,123.0,,238.3,,17.0,54.0,,,,,,65.0,,180.3,,-41.0,,,,,,False,,False,,True
48081,224,49.0,,,,,,74.0,,59.1,,5.0,-175.0,,,,,,-150.0,,-164.9,,-219.0,,,,,,True,,True,,False
48083,203,63.0,,,,,,143.0,,94.7,,28.0,-140.0,,,,,,-60.0,,-108.3,,-175.0,,,,,,True,,True,,False
48085,24638,8225.0,,,,,,9580.0,,9537.0,4457.4,9739.0,-16413.0,,,,,,-15058.0,,-15101.0,-20180.6,-14899.0,,,,,,True,,True,False,True
48087,182,7.0,,,,,,63.0,,17.3,,1.0,-175.0,,,,,,-119.0,,-164.7,,-181.0,,,,,,True,,True,,False
48089,420,49.0,,,,,,89.0,,300.2,,101.0,-371.0,,,,,,-331.0,,-119.8,,-319.0,,,,,,True,,True,,True
48091,2061,308.0,,,,,,1002.0,,491.9,130.0,371.0,-1753.0,,,,,,-1059.0,,-1569.1,-1931.0,-1690.0,,,,,,True,,True,False,True
48093,527,112.0,,,,,,207.0,,439.3,,37.0,-415.0,,,,,,-320.0,,-87.7,,-490.0,,,,,,True,,True,,False
48095,113,7.0,,,,,,62.0,,16.4,,2.0,-106.0,,,,,,-51.0,,-96.6,,-111.0,,,,,,True,,True,,False
48097,1384,182.0,,,,,,575.0,,553.2,,56.0,-1202.0,,,,,,-809.0,,-830.8,,-1328.0,,,,,,True,,True,,False
48099,1201,301.0,,,,,,1119.0,,588.9,208.8,725.0,-900.0,,,,,,-82.0,,-612.1,-992.2,-476.0,,,,,,True,,True,False,True
48101,69,28.0,,,,,,31.0,,17.2,,12.0,-41.0,,,,,,-38.0,,-51.8,,-57.0,,,,,,True,,False,,False
48103,330,42.0,,,,,,187.0,,60.2,,116.0,-288.0,,,,,,-143.0,,-269.8,,-214.0,,,,,,True,,True,,True
48105,271,14.0,,,,,,95.0,,14.2,,35.0,-257.0,,,,,,-176.0,,-256.8,,-236.0,,,,,,True,,True,,True
48107,116,224.0,,,,,,212.0,,228.1,,132.0,108.0,,,,,,96.0,,112.1,,16.0,,,,,,True,,False,,True
48109,170,28.0,,,,,,88.0,,256.2,,2.0,-142.0,,,,,,-82.0,,86.2,,-168.0,,,,,,True,,True,,False
48111,55,196.0,,,,,,335.0,,290.0,,25.0,141.0,,,,,,280.0,,235.0,,-30.0,,,,,,False,,False,,True
48113,71299,27538.0,,,,,,38880.0,,22805.0,7009.1,25769.0,-43761.0,,,,,,-32419.0,,-48494.0,-64289.9,-45530.0,,,,,,True,,False,False,False
48115,406,553.0,,,,,,823.0,,796.1,,0.0,147.0,,,,,,417.0,,390.1,,-406.0,,,,,,False,,False,,False
48117,832,840.0,,,,,,1210.0,,690.5,287.9,0.0,8.0,,,,,,378.0,,-141.5,-544.1,-832.0,,,,,,False,,False,False,False
48119,76,28.0,,,,,,48.0,,101.4,,67.0,-48.0,,,,,,-28.0,,25.4,,-9.0,,,,,,True,,True,,True
48121,18688,5971.0,,,,,,9815.0,,5575.7,3899.4,6932.0,-12717.0,,,,,,-8873.0,,-13112.3,-14788.6,-11756.0,,,,,,True,,False,False,True
48123,306,154.0,,,,,,91.0,,435.5,140.4,67.0,-152.0,,,,,,-215.0,,129.5,-165.6,-239.0,,,,,,False,,True,False,False
48125,40,35.0,,,,,,47.0,,67.6,,19.0,-5.0,,,,,,7.0,,27.6,,-21.0,,,,,,False,,False,,False
48127,303,63.0,,,,,,62.0,,39.3,,13.0,-240.0,,,,,,-241.0,,-263.7,,-290.0,,,,,,False,,False,,False
48129,101,49.0,,,,,,61.0,,52.9,,2.0,-52.0,,,,,,-40.0,,-48.1,,-99.0,,,,,,True,,True,,False
48131,265,189.0,,,,,,39.0,,127.6,,130.0,-76.0,,,,,,-226.0,,-137.4,,-135.0,,,,,,False,,False,,False
48133,379,140.0,,,,,,348.0,,572.7,,8.0,-239.0,,,,,,-31.0,,193.7,,-371.0,,,,,,True,,True,,False
48135,4084,5824.0,,,,,,8607.0,,7280.6,2142.8,0.0,1740.0,,,,,,4523.0,,3196.6,-1941.2,-4084.0,,,,,,False,,False,False,False
48137,105,7.0,,,,,,29.0,,7.5,,1.0,-98.0,,,,,,-76.0,,-97.5,,-104.0,,,,,,True,,True,,False
48139,6119,1302.0,,,,,,2626.0,,1671.2,476.5,622.0,-4817.0,,,,,,-3493.0,,-4447.8,-5642.5,-5497.0,,,,,,True,,True,False,False
48141,35949,85533.0,,,,,,85634.0,,198790.5,29261.5,0.0,49584.0,,,,,,49685.0,,162841.5,-6687.5,-35949.0,,,,,,False,,False,True,True
48143,1295,413.0,,,,,,743.0,,862.7,178.2,472.0,-882.0,,,,,,-552.0,,-432.3,-1116.8,-823.0,,,,,,True,,True,False,True
48145,359,133.0,,,,,,221.0,,501.8,,0.0,-226.0,,,,,,-138.0,,142.8,,-359.0,,,,,,True,,True,,False
48147,834,252.0,,,,,,424.0,,653.5,,200.0,-582.0,,,,,,-410.0,,-180.5,,-634.0,,,,,,True,,True,,False
48149,579,329.0,,,,,,135.0,,636.0,,274.0,-250.0,,,,,,-444.0,,57.0,,-305.0,,,,,,False,,True,,False
48151,89,77.0,,,,,,64.0,,237.7,,34.0,-12.0,,,,,,-25.0,,148.7,,-55.0,,,,,,False,,False,,False
48153,249,224.0,,,,,,152.0,,183.6,,130.0,-25.0,,,,,,-97.0,,-65.4,,-119.0,,,,,,False,,False,,False
48155,23,0.0,,,,,,35.0,,2.3,,0.0,-23.0,,,,,,12.0,,-20.7,,-23.0,,,,,,True,,True,,False
48157,15082,2800.0,,,,,,2504.0,,2432.5,1624.0,4169.0,-12282.0,,,,,,-12578.0,,-12649.5,-13458.0,-10913.0,,,,,,False,,False,False,True
48159,127,49.0,,,,,,104.0,,57.7,,8.0,-78.0,,,,,,-23.0,,-69.3,,-119.0,,,,,,True,,True,,False
48161,312,56.0,,,,,,279.0,,380.4,,31.0,-256.0,,,,,,-33.0,,68.4,,-281.0,,,,,,True,,True,,False
48163,657,42.0,,,,,,114.0,,304.2,25.4,9.0,-615.0,,,,,,-543.0,,-352.8,-631.6,-648.0,,,,,,True,,True,False,False
48165,556,455.0,,,,,,1710.0,,1495.8,,0.0,-101.0,,,,,,1154.0,,939.8,,-556.0,,,,,,False,,False,,False
48167,6260,2520.0,,,,,,1460.0,,2367.6,788.0,837.0,-3740.0,,,,,,-4800.0,,-3892.4,-5472.0,-5423.0,,,,,,False,,False,False,False
48169,71,168.0,,,,,,257.0,,237.2,,153.0,97.0,,,,,,186.0,,166.2,,82.0,,,,,,False,,False,,True
48171,943,49.0,,,,,,182.0,,307.8,,4.0,-894.0,,,,,,-761.0,,-635.2,,-939.0,,,,,,True,,True,,False
48173,101,7.0,,,,,,39.0,,28.1,,3.0,-94.0,,,,,,-62.0,,-72.9,,-98.0,,,,,,True,,True,,False
48175,56,14.0,,,,,,30.0,,7.2,,1.0,-42.0,,,,,,-26.0,,-48.8,,-55.0,,,,,,True,,False,,False
48177,412,119.0,,,,,,111.0,,391.6,45.7,52.0,-293.0,,,,,,-301.0,,-20.4,-366.3,-360.0,,,,,,False,,True,False,False
48179,1024,476.0,,,,,,1275.0,,946.6,,332.0,-548.0,,,,,,251.0,,-77.4,,-692.0,,,,,,True,,True,,False
48181,3309,1750.0,,,,,,2060.0,,2964.1,787.6,2496.0,-1559.0,,,,,,-1249.0,,-344.9,-2521.4,-813.0,,,,,,True,,True,False,True
48183,2833,413.0,,,,,,1794.0,,718.3,215.3,332.0,-2420.0,,,,,,-1039.0,,-2114.7,-2617.7,-2501.0,,,,,,True,,True,False,False
48185,457,280.0,,,,,,283.0,,536.5,136.9,273.0,-177.0,,,,,,-174.0,,79.5,-320.1,-184.0,,,,,,True,,True,False,False
48187,2416,112.0,,,,,,933.0,,387.2,136.0,7.0,-2304.0,,,,,,-1483.0,,-2028.8,-2280.0,-2409.0,,,,,,True,,True,True,False
48189,1986,2023.0,,,,,,1840.0,,2442.4,667.4,219.0,37.0,,,,,,-146.0,,456.4,-1318.6,-1767.0,,,,,,False,,False,False,False
48191,150,42.0,,,,,,58.0,,19.9,,96.0,-108.0,,,,,,-92.0,,-130.1,,-54.0,,,,,,True,,False,,True
48193,203,140.0,,,,,,126.0,,103.4,,86.0,-63.0,,,,,,-77.0,,-99.6,,-117.0,,,,,,False,,False,,False
48195,263,112.0,,,,,,178.0,,101.3,,77.0,-151.0,,,,,,-85.0,,-161.7,,-186.0,,,,,,True,,False,,False
48197,136,28.0,,,,,,66.0,,21.7,,55.0,-108.0,,,,,,-70.0,,-114.3,,-81.0,,,,,,True,,False,,True
48199,1131,224.0,,,,,,458.0,,458.7,96.1,146.0,-907.0,,,,,,-673.0,,-672.3,-1034.9,-985.0,,,,,,True,,True,False,False
48201,58898,34524.0,,,,,,26294.0,,25371.0,22850.5,32040.0,-24374.0,,,,,,-32604.0,,-33527.0,-36047.5,-26858.0,,,,,,False,,False,False,False
48203,883,175.0,,,,,,748.0,,459.9,65.0,101.0,-708.0,,,,,,-135.0,,-423.1,-818.0,-782.0,,,,,,True,,True,False,False
48205,87,112.0,,,,,,387.0,,187.3,,81.0,25.0,,,,,,300.0,,100.3,,-6.0,,,,,,False,,False,,True
48207,164,28.0,,,,,,119.0,,46.7,,6.0,-136.0,,,,,,-45.0,,-117.3,,-158.0,,,,,,True,,True,,False
48209,3154,1393.0,,,,,,1788.0,,1575.2,596.7,7759.0,-1761.0,,,,,,-1366.0,,-1578.8,-2557.3,4605.0,,,,,,True,,True,False,False
48211,121,266.0,,,,,,103.0,,573.6,,40.0,145.0,,,,,,-18.0,,452.6,,-81.0,,,,,,True,,False,,True
48213,1550,448.0,,,,,,1462.0,,1030.8,143.7,0.0,-1102.0,,,,,,-88.0,,-519.2,-1406.3,-1550.0,,,,,,True,,True,False,False
48215,13124,6307.0,,,,,,9025.0,,4066.6,5315.5,2180.0,-6817.0,,,,,,-4099.0,,-9057.4,-7808.5,-10944.0,,,,,,True,,False,False,False
48217,1033,497.0,,,,,,581.0,,891.2,,318.0,-536.0,,,,,,-452.0,,-141.8,,-715.0,,,,,,True,,True,,False
48219,763,1533.0,,,,,,1427.0,,5651.9,,0.0,770.0,,,,,,664.0,,4888.9,,-763.0,,,,,,True,,False,,True
48221,2053,280.0,,,,,,923.0,,754.2,186.4,97.0,-1773.0,,,,,,-1130.0,,-1298.8,-1866.6,-1956.0,,,,,,True,,True,False,False
48223,904,203.0,,,,,,455.0,,662.0,,54.0,-701.0,,,,,,-449.0,,-242.0,,-850.0,,,,,,True,,True,,False
48225,421,35.0,,,,,,228.0,,360.6,,7.0,-386.0,,,,,,-193.0,,-60.4,,-414.0,,,,,,True,,True,,False
48227,1841,301.0,,,,,,2368.0,,497.3,136.0,63.0,-1540.0,,,,,,527.0,,-1343.7,-1705.0,-1778.0,,,,,,True,,True,False,False
48229,356,56.0,,,,,,397.0,,776.3,,10.0,-300.0,,,,,,41.0,,420.3,,-346.0,,,,,,True,,False,,False
48231,1372,1148.0,,,,,,1568.0,,1208.1,485.3,741.0,-224.0,,,,,,196.0,,-163.9,-886.7,-631.0,,,,,,True,,True,False,False
48233,538,1085.0,,,,,,1126.0,,1550.7,,0.0,547.0,,,,,,588.0,,1012.7,,-538.0,,,,,,False,,False,,True
48235,47,0.0,,,,,,46.0,,26.6,,34.0,-47.0,,,,,,-1.0,,-20.4,,-13.0,,,,,,True,,True,,True
48237,211,49.0,,,,,,115.0,,54.0,,132.0,-162.0,,,,,,-96.0,,-157.0,,-79.0,,,,,,True,,True,,True
48239,378,133.0,,,,,,52.0,,398.1,,76.0,-245.0,,,,,,-326.0,,20.1,,-302.0,,,,,,False,,True,,False
48241,490,28.0,,,,,,310.0,,347.9,,16.0,-462.0,,,,,,-180.0,,-142.1,,-474.0,,,,,,True,,True,,False
48243,83,7.0,,,,,,97.0,,9.2,,1.0,-76.0,,,,,,14.0,,-73.8,,-82.0,,,,,,True,,True,,False
48245,4188,2205.0,,,,,,1625.0,,1828.0,960.4,2650.0,-1983.0,,,,,,-2563.0,,-2360.0,-3227.6,-1538.0,,,,,,False,,False,False,True
48247,114,21.0,,,,,,32.0,,53.9,,0.0,-93.0,,,,,,-82.0,,-60.1,,-114.0,,,,,,True,,True,,False
48249,768,546.0,,,,,,130.0,,1344.2,164.4,326.0,-222.0,,,,,,-638.0,,576.2,-603.6,-442.0,,,,,,False,,False,False,False
48251,5667,1302.0,,,,,,2979.0,,2069.6,416.2,533.0,-4365.0,,,,,,-2688.0,,-3597.4,-5250.8,-5134.0,,,,,,True,,True,False,False
48253,1235,1715.0,,,,,,598.0,,409.6,,379.0,480.0,,,,,,-637.0,,-825.4,,-856.0,,,,,,False,,False,,False
48255,273,42.0,,,,,,78.0,,315.2,,0.0,-231.0,,,,,,-195.0,,42.2,,-273.0,,,,,,True,,True,,False
48257,4318,917.0,,,,,,2111.0,,1193.2,300.2,387.0,-3401.0,,,,,,-2207.0,,-3124.8,-4017.8,-3931.0,,,,,,True,,True,False,False
48259,792,56.0,,,,,,232.0,,339.5,,13.0,-736.0,,,,,,-560.0,,-452.5,,-779.0,,,,,,True,,True,,False
48261,6,0.0,,,,,,11.0,,31.9,,0.0,-6.0,,,,,,5.0,,25.9,,-6.0,,,,,,True,,False,,False
48263,38,0.0,,,,,,25.0,,32.0,,4.0,-38.0,,,,,,-13.0,,-6.0,,-34.0,,,,,,True,,True,,True
48265,1350,189.0,,,,,,514.0,,482.3,,56.0,-1161.0,,,,,,-836.0,,-867.7,,-1294.0,,,,,,True,,True,,False
48267,161,21.0,,,,,,48.0,,226.7,,8.0,-140.0,,,,,,-113.0,,65.7,,-153.0,,,,,,True,,True,,False
48269,5,0.0,,,,,,18.0,,0.7,,0.0,-5.0,,,,,,13.0,,-4.3,,-5.0,,,,,,False,,True,,False
48271,60,0.0,,,,,,40.0,,10.6,,0.0,-60.0,,,,,,-20.0,,-49.4,,-60.0,,,,,,True,,True,,False
48273,542,98.0,,,,,,70.0,,372.5,38.2,31.0,-444.0,,,,,,-472.0,,-169.5,-503.8,-511.0,,,,,,False,,True,False,False
48275,59,0.0,,,,,,53.0,,2.5,,0.0,-59.0,,,,,,-6.0,,-56.5,,-59.0,,,,,,True,,True,,False
48277,1328,1225.0,,,,,,659.0,,1974.6,325.1,905.0,-103.0,,,,,,-669.0,,646.6,-1002.9,-423.0,,,,,,False,,False,False,False
48279,756,882.0,,,,,,804.0,,1749.5,,67.0,126.0,,,,,,48.0,,993.5,,-689.0,,,,,,True,,False,,False
48281,318,126.0,,,,,,281.0,,556.9,,151.0,-192.0,,,,,,-37.0,,238.9,,-167.0,,,,,,True,,False,,True
48283,213,35.0,,,,,,42.0,,37.1,,11.0,-178.0,,,,,,-171.0,,-175.9,,-202.0,,,,,,True,,True,,False
48285,413,217.0,,,,,,101.0,,473.2,154.9,16.0,-196.0,,,,,,-312.0,,60.2,-258.1,-397.0,,,,,,False,,True,False,False
48287,451,56.0,,,,,,105.0,,367.0,,38.0,-395.0,,,,,,-346.0,,-84.0,,-413.0,,,,,,True,,True,,False
48289,271,189.0,,,,,,176.0,,677.9,,202.0,-82.0,,,,,,-95.0,,406.9,,-69.0,,,,,,False,,False,,True
48291,1207,119.0,,,,,,683.0,,481.0,128.8,91.0,-1088.0,,,,,,-524.0,,-726.0,-1078.2,-1116.0,,,,,,True,,True,True,False
48293,382,98.0,,,,,,344.0,,406.5,,80.0,-284.0,,,,,,-38.0,,24.5,,-302.0,,,,,,True,,True,,False
48295,131,42.0,,,,,,67.0,,53.1,,57.0,-89.0,,,,,,-64.0,,-77.9,,-74.0,,,,,,True,,True,,True
48297,311,21.0,,,,,,47.0,,57.4,,138.0,-290.0,,,,,,-264.0,,-253.6,,-173.0,,,,,,True,,True,,True
48299,347,238.0,,,,,,234.0,,768.8,,612.0,-109.0,,,,,,-113.0,,421.8,,265.0,,,,,,False,,False,,False
48301,1,0.0,,,,,,12.0,,15.9,,,-1.0,,,,,,11.0,,14.9,,,,,,,,False,,False,,
48303,18269,21119.0,,,,,,17116.0,,28333.6,13122.7,11048.0,2850.0,,,,,,-1153.0,,10064.6,-5146.3,-7221.0,,,,,,True,,False,False,False
48305,250,238.0,,,,,,261.0,,1031.7,,101.0,-12.0,,,,,,11.0,,781.7,,-149.0,,,,,,True,,False,,False
48307,200,49.0,,,,,,134.0,,102.2,,19.0,-151.0,,,,,,-66.0,,-97.8,,-181.0,,,,,,True,,True,,False
48309,6892,4578.0,,,,,,3865.0,,4010.7,1994.3,4001.0,-2314.0,,,,,,-3027.0,,-2881.3,-4897.7,-2891.0,,,,,,False,,False,False,False
48311,29,0.0,,,,,,14.0,,10.5,,0.0,-29.0,,,,,,-15.0,,-18.5,,-29.0,,,,,,True,,True,,False
48313,240,126.0,,,,,,178.0,,111.2,,41.0,-114.0,,,,,,-62.0,,-128.8,,-199.0,,,,,,True,,False,,False
48315,66,21.0,,,,,,95.0,,25.9,,12.0,-45.0,,,,,,29.0,,-40.1,,-54.0,,,,,,True,,True,,False
48317,348,119.0,,,,,,230.0,,113.7,,215.0,-229.0,,,,,,-118.0,,-234.3,,-133.0,,,,,,True,,False,,True
48319,146,28.0,,,,,,44.0,,29.2,,20.0,-118.0,,,,,,-102.0,,-116.8,,-126.0,,,,,,True,,True,,False
48321,649,77.0,,,,,,101.0,,405.3,30.8,29.0,-572.0,,,,,,-548.0,,-243.7,-618.2,-620.0,,,,,,True,,True,False,False
48323,1594,1085.0,,,,,,888.0,,833.0,632.2,324.0,-509.0,,,,,,-706.0,,-761.0,-961.8,-1270.0,,,,,,False,,False,False,False
48325,940,147.0,,,,,,304.0,,369.0,95.5,237.0,-793.0,,,,,,-636.0,,-571.0,-844.5,-703.0,,,,,,True,,True,False,True
48327,69,49.0,,,,,,36.0,,64.2,,4.0,-20.0,,,,,,-33.0,,-4.8,,-65.0,,,,,,False,,True,,False
48329,5362,2121.0,,,,,,8614.0,,3703.1,616.5,434.0,-3241.0,,,,,,3252.0,,-1658.9,-4745.5,-4928.0,,,,,,False,,True,False,False
48331,619,133.0,,,,,,228.0,,356.5,,322.0,-486.0,,,,,,-391.0,,-262.5,,-297.0,,,,,,True,,True,,True
48333,141,105.0,,,,,,54.0,,95.6,,83.0,-36.0,,,,,,-87.0,,-45.4,,-58.0,,,,,,False,,False,,False
48335,222,217.0,,,,,,288.0,,308.0,,86.0,-5.0,,,,,,66.0,,86.0,,-136.0,,,,,,False,,False,,False
48337,913,259.0,,,,,,354.0,,830.1,,287.0,-654.0,,,,,,-559.0,,-82.9,,-626.0,,,,,,True,,True,,True
48339,10086,735.0,,,,,,4874.0,,1298.2,684.8,82.0,-9351.0,,,,,,-5212.0,,-8787.8,-9401.2,-10004.0,,,,,,True,,True,False,False
