,predicted_cases,actual_cases,error,perc_error
QJHong-Encounter,5726666.0,5679969,46697.0,0.8%
JHUAPL-Bucky,5807953.5,5679969,127984.5,2.3%
JHU_CSSE-DECOM,5814094.0,5679969,134125.0,2.4%
BPagano-RtDriven,5516859.9,5679969,-163109.1,-2.9%
DDS-NBDS,5882913.9,5679969,202944.9,3.6%
UVA-Ensemble,6010936.0,5679969,330967.0,5.8%
TTU-squider,6112651.2,5679969,432682.2,7.6%
Karlen-pypm,6306069.9,5679969,626100.9,11.0%
MSRA-DeepST,5042291.1,5679969,-637677.9,-11.2%
IowaStateLW-STEM,4822133.0,5679969,-857836.0,-15.1%
Covid19Sim-Simulator,4695751.0,5679969,-984218.0,-17.3%
UCF-AEM,4672505.0,5679969,-1007464.0,-17.7%
COVIDhub-ensemble,4639292.0,5679969,-1040677.0,-18.3%
LANL-GrowthRate,4620780.0,5679969,-1059189.0,-18.6%
CEID-Walk,4610579.7,5679969,-1069389.3,-18.8%
IBF-TimeSeries,4592612.0,5679969,-1087357.0,-19.1%
COVIDhub-baseline,4561540.0,5679969,-1118429.0,-19.7%
JCB-PRM,6834577.6,5679969,1154608.6,20.3%
OneQuietNight-ML,6983425.0,5679969,1303456.0,22.9%
UMich-RidgeTfReg,4284541.2,5679969,-1395427.8,-24.6%
USC-SI_kJalpha,4238807.0,5679969,-1441162.0,-25.4%
CU-select,4215602.0,5679969,-1464367.0,-25.8%
UCLA-SuEIR,4197121.0,5679969,-1482848.0,-26.1%
JHU_IDD-CovidSP,4137599.9,5679969,-1542369.1,-27.2%
LNQ-ens1,4056752.8,5679969,-1623216.2,-28.6%
CovidAnalytics-DELPHI,7712964.0,5679969,2032995.0,35.8%
Columbia_UNC-SurvCon,3176097.0,5679969,-2503872.0,-44.1%
USACE-ERDC_SEIR,2888370.2,5679969,-2791598.8,-49.1%
RobertWalraven-ESG,2345887.6,5679969,-3334081.4,-58.7%
Google_Harvard-CPF,,5679969,,
UCSB-ACTS,,5679969,,
