,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OneQuietNight-ML,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCF-AEM,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OneQuietNight-ML,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCF-AEM,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OneQuietNight-ML,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCF-AEM,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
36021,482,240.0,,226.2,,240.0,279.0,,,,,166.9,,517.0,,168.8,,367.5,,240.0,313.5,,578.0,,,,,,,,,,255.8,-242.0,,-255.8,,-242.0,-203.0,,,,,-315.1,,35.0,,-313.2,,-114.5,,-242.0,-168.5,,96.0,,,,,,,,,,-226.2,,False,,False,True,,,,,False,,True,,False,,True,,False,True,,True,,,,,,,,,,True
36023,900,620.0,,546.8,,638.0,1068.0,,,,,575.2,,613.0,,794.6,,385.0,,713.0,671.0,,889.0,,,,,,,,,,651.0,-280.0,,-353.2,,-262.0,168.0,,,,,-324.8,,-287.0,,-105.4,,-515.0,,-187.0,-229.0,,-11.0,,,,,,,,,,-249.0,,False,,True,True,,,,,False,,False,,True,,False,,True,True,,True,,,,,,,,,,True
36025,290,184.0,,164.8,,188.0,283.0,,,,,89.8,,395.0,,72.3,,172.9,,190.0,243.6,,513.0,,,,,,,,,,160.5,-106.0,,-125.2,,-102.0,-7.0,,,,,-200.2,,105.0,,-217.7,,-117.1,,-100.0,-46.4,,223.0,,,,,,,,,,-129.5,,False,,True,True,,,,,False,,True,,False,,False,,True,True,,False,,,,,,,,,,False
36027,4144,2212.0,,2230.3,,2395.0,3471.0,,,,,999.2,,2757.0,,2086.1,,4665.0,,2886.0,2675.1,,3742.0,,,,,1451.0,2792.0,,,,2891.4,-1932.0,,-1913.7,,-1749.0,-673.0,,,,,-3144.8,,-1387.0,,-2057.9,,521.0,,-1258.0,-1468.9,,-402.0,,,,,-2693.0,-1352.0,,,,-1252.6,,True,,True,True,,,,,False,,True,,False,,True,,True,True,,True,,,,,False,True,,,,True
36029,14743,15544.0,,15165.3,23123.4,15515.0,17045.0,,,,,28895.0,,13770.0,,16149.6,,19080.3,,16104.5,15403.1,,19323.0,,,,,17347.6,25300.0,,,,19205.1,801.0,,422.3,8380.4,772.0,2302.0,,,,,14152.0,,-973.0,,1406.6,,4337.3,,1361.5,660.1,,4580.0,,,,,2604.6,10557.0,,,,4462.1,,True,False,True,False,,,,,False,,False,,False,,False,,False,True,,False,,,,,False,False,,,,False
36031,236,132.0,,131.7,,145.0,205.0,,,,,66.4,,234.0,,93.7,,124.3,,284.0,150.3,,414.0,,,,,,,,,,189.9,-104.0,,-104.3,,-91.0,-31.0,,,,,-169.6,,-2.0,,-142.3,,-111.7,,48.0,-85.7,,178.0,,,,,,,,,,-46.1,,False,,True,True,,,,,False,,True,,False,,False,,True,True,,False,,,,,,,,,,True
36033,435,120.0,,125.7,,107.0,70.0,,,,,59.3,,260.0,,97.6,,126.6,,95.0,171.8,,435.0,,,,,,,,,,88.9,-315.0,,-309.3,,-328.0,-365.0,,,,,-375.7,,-175.0,,-337.4,,-308.4,,-340.0,-263.2,,0.0,,,,,,,,,,-346.1,,True,,False,False,,,,,False,,True,,False,,True,,False,True,,True,,,,,,,,,,False
36035,712,244.0,,247.0,,419.0,677.0,,,,,93.3,,483.0,,872.8,,426.5,,517.0,233.9,,497.0,,,,,,,,,,619.1,-468.0,,-465.0,,-293.0,-35.0,,,,,-618.7,,-229.0,,160.8,,-285.5,,-195.0,-478.1,,-215.0,,,,,,,,,,-92.9,,True,,True,True,,,,,False,,True,,True,,True,,True,False,,True,,,,,,,,,,True
36037,1471,924.0,,911.6,,945.0,1423.0,,,,,416.7,,760.0,,912.0,,881.4,,1675.0,993.8,,1218.0,,,,,,,,,,1519.9,-547.0,,-559.4,,-526.0,-48.0,,,,,-1054.3,,-711.0,,-559.0,,-589.6,,204.0,-477.2,,-253.0,,,,,,,,,,48.9,,False,,True,True,,,,,False,,False,,False,,False,,True,True,,True,,,,,,,,,,True
36039,449,252.0,,244.1,,252.0,422.0,,,,,143.6,,403.0,,169.9,,268.3,,359.5,270.1,,521.0,,,,,,,,,,213.7,-197.0,,-204.9,,-197.0,-27.0,,,,,-305.4,,-46.0,,-279.1,,-180.7,,-89.5,-178.9,,72.0,,,,,,,,,,-235.3,,False,,False,True,,,,,False,,True,,False,,True,,True,True,,True,,,,,,,,,,False
36041,54,32.0,,29.2,,32.0,1.0,,,,,16.0,,12.0,,289.4,,8.2,,47.0,40.6,,64.0,,,,,,,,,,52.2,-22.0,,-24.8,,-22.0,-53.0,,,,,-38.0,,-42.0,,235.4,,-45.8,,-7.0,-13.4,,10.0,,,,,,,,,,-1.8,,False,,False,False,,,,,False,,False,,False,,False,,True,True,,True,,,,,,,,,,True
36043,1146,400.0,,402.8,,493.0,697.0,,,,,207.8,,468.0,,654.7,,590.2,,1125.0,566.1,,795.0,,,,,,,,,,457.3,-746.0,,-743.2,,-653.0,-449.0,,,,,-938.2,,-678.0,,-491.3,,-555.8,,-21.0,-579.9,,-351.0,,,,,,,,,,-688.7,,True,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,,,,,,True
36045,1037,416.0,,416.4,,623.0,601.0,,,,,157.6,,714.0,,1099.8,,1011.8,,961.0,635.2,,1080.0,,,,,,,,,,880.0,-621.0,,-620.6,,-414.0,-436.0,,,,,-879.4,,-323.0,,62.8,,-25.2,,-76.0,-401.8,,43.0,,,,,,,,,,-157.0,,True,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,,,,,,True
36047,28177,15396.0,,15018.5,27739.4,15396.0,14436.0,,,,,16584.6,,,,36463.0,,32599.2,,16348.0,18799.0,,27730.0,,,,,30830.5,18850.0,,,,3801.8,-12781.0,,-13158.5,-437.6,-12781.0,-13741.0,,,,,-11592.4,,,,8286.0,,4422.2,,-11829.0,-9378.0,,-447.0,,,,,2653.5,-9327.0,,,,-24375.2,,False,True,False,False,,,,,True,,,,True,,True,,True,True,,True,,,,,True,True,,,,False
36049,448,204.0,,228.2,,223.0,251.0,,,,,131.8,,177.0,,223.7,,107.1,,335.0,277.9,,373.0,,,,,,,,,,153.7,-244.0,,-219.8,,-225.0,-197.0,,,,,-316.2,,-271.0,,-224.3,,-340.9,,-113.0,-170.1,,-75.0,,,,,,,,,,-294.3,,True,,True,True,,,,,False,,False,,True,,False,,True,True,,True,,,,,,,,,,False
36051,1008,424.0,,423.2,,497.0,564.0,,,,,237.2,,790.0,,499.7,,469.1,,481.5,511.7,,813.0,,,,,,,,,,529.1,-584.0,,-584.8,,-511.0,-444.0,,,,,-770.8,,-218.0,,-508.3,,-538.9,,-526.5,-496.3,,-195.0,,,,,,,,,,-478.9,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,,,,,,True
36053,1170,472.0,,473.7,,557.0,674.0,,,,,230.1,,630.0,,467.3,,924.0,,1013.0,656.0,,997.0,,,,,,,,,,580.0,-698.0,,-696.3,,-613.0,-496.0,,,,,-939.9,,-540.0,,-702.7,,-246.0,,-157.0,-514.0,,-173.0,,,,,,,,,,-590.0,,True,,True,True,,,,,False,,True,,False,,True,,True,True,,True,,,,,,,,,,True
36055,16374,10444.0,,10660.0,17444.5,11410.0,15224.0,,,,,9157.0,,6871.0,,9205.9,,16373.5,,13016.5,12692.3,,11900.0,,,,,16920.5,18938.0,,,,17543.7,-5930.0,,-5714.0,1070.5,-4964.0,-1150.0,,,,,-7217.0,,-9503.0,,-7168.1,,-0.5,,-3357.5,-3681.7,,-4474.0,,,,,546.5,2564.0,,,,1169.7,,True,True,True,True,,,,,False,,False,,False,,True,,True,True,,True,,,,,True,True,,,,True
36057,722,384.0,,367.3,,448.0,945.0,,,,,134.5,,448.0,,1685.3,,350.8,,936.5,382.0,,584.0,,,,,,,,,,710.3,-338.0,,-354.7,,-274.0,223.0,,,,,-587.5,,-274.0,,963.3,,-371.2,,214.5,-340.0,,-138.0,,,,,,,,,,-11.7,,False,,True,True,,,,,False,,True,,False,,False,,True,False,,True,,,,,,,,,,True
36059,22533,13724.0,,13854.4,23451.9,14786.0,18455.0,,,,,15251.5,,15712.0,,13265.2,,21739.0,,15562.5,16460.3,,20216.0,,,,,12501.7,15340.0,,,,17408.0,-8809.0,,-8678.6,918.9,-7747.0,-4078.0,,,,,-7281.5,,-6821.0,,-9267.8,,-794.0,,-6970.5,-6072.7,,-2317.0,,,,,-10031.3,-7193.0,,,,-5125.0,,True,True,True,True,,,,,True,,True,,False,,True,,True,True,,True,,,,,False,True,,,,True
36061,14664,10424.0,,10498.7,17816.2,12017.0,12697.0,,,,,18831.5,,10392.0,,53115.1,,17998.6,,,13469.3,,17087.0,,,,,7443.7,13049.0,,,,14002.7,-4240.0,,-4165.3,3152.2,-2647.0,-1967.0,,,,,4167.5,,-4272.0,,38451.1,,3334.6,,,-1194.7,,2423.0,,,,,-7220.3,-1615.0,,,,-661.3,,True,True,True,True,,,,,True,,False,,False,,True,,,True,,True,,,,,False,True,,,,True
36063,4037,2376.0,,2480.2,,2516.0,3163.0,,,,,2251.6,,2584.0,,2267.9,,3823.3,,2952.5,2811.9,,3731.0,,,,,1709.3,5972.0,,,,3567.0,-1661.0,,-1556.8,,-1521.0,-874.0,,,,,-1785.4,,-1453.0,,-1769.1,,-213.7,,-1084.5,-1225.1,,-306.0,,,,,-2327.7,1935.0,,,,-470.0,,True,,True,True,,,,,False,,True,,False,,True,,True,True,,True,,,,,False,False,,,,True
36065,6023,2776.0,,2752.7,,2951.0,2991.0,,,,,4406.6,,2084.0,,3141.5,,4215.8,,4196.0,3343.6,,3548.0,,,,,2012.4,4853.0,,,,4878.8,-3247.0,,-3270.3,,-3072.0,-3032.0,,,,,-1616.4,,-3939.0,,-2881.5,,-1807.2,,-1827.0,-2679.4,,-2475.0,,,,,-4010.6,-1170.0,,,,-1144.2,,False,,True,True,,,,,True,,False,,True,,True,,True,True,,True,,,,,False,True,,,,True
36067,8972,6132.0,,6316.2,,6255.0,6565.0,,,,,6540.0,,4549.0,,5322.7,,7942.2,,7071.5,6958.2,,7891.0,,,,,4195.4,6455.0,,,,10349.2,-2840.0,,-2655.8,,-2717.0,-2407.0,,,,,-2432.0,,-4423.0,,-3649.3,,-1029.8,,-1900.5,-2013.8,,-1081.0,,,,,-4776.6,-2517.0,,,,1377.2,,True,,True,True,,,,,True,,False,,False,,True,,True,True,,True,,,,,False,True,,,,True
36069,1626,804.0,,771.8,,910.0,1186.0,,,,,443.7,,1175.0,,471.7,,1021.8,,1074.5,1012.4,,1339.0,,,,,,,,,,832.1,-822.0,,-854.2,,-716.0,-440.0,,,,,-1182.3,,-451.0,,-1154.3,,-604.2,,-551.5,-613.6,,-287.0,,,,,,,,,,-793.9,,False,,True,True,,,,,False,,True,,False,,True,,True,True,,True,,,,,,,,,,True
36071,5753,3404.0,,3334.7,6126.0,3425.0,3446.0,,,,,2689.0,,4722.0,,2433.7,,5201.1,,4603.0,4560.0,,5377.0,,,,,3336.7,2668.0,,,,4102.3,-2349.0,,-2418.3,373.0,-2328.0,-2307.0,,,,,-3064.0,,-1031.0,,-3319.3,,-551.9,,-1150.0,-1193.0,,-376.0,,,,,-2416.3,-3085.0,,,,-1650.7,,False,True,True,True,,,,,False,,True,,False,,True,,True,True,,True,,,,,False,False,,,,True
36073,601,256.0,,230.8,,251.0,252.0,,,,,155.3,,431.0,,115.2,,312.7,,256.0,268.1,,464.0,,,,,,,,,,312.6,-345.0,,-370.2,,-350.0,-349.0,,,,,-445.7,,-170.0,,-485.8,,-288.3,,-345.0,-332.9,,-137.0,,,,,,,,,,-288.4,,False,,False,False,,,,,False,,True,,False,,True,,False,True,,True,,,,,,,,,,True
36075,1597,1328.0,,1380.3,,1482.0,1753.0,,,,,694.6,,961.0,,1519.1,,1547.6,,2127.0,1605.6,,1875.0,,,,,,,,,,1526.0,-269.0,,-216.7,,-115.0,156.0,,,,,-902.4,,-636.0,,-77.9,,-49.4,,530.0,8.6,,278.0,,,,,,,,,,-71.0,,True,,True,True,,,,,False,,False,,True,,True,,False,True,,False,,,,,,,,,,True
36077,505,424.0,,418.3,,431.0,1004.0,,,,,181.9,,441.0,,1264.7,,410.3,,1040.0,404.7,,789.0,,,,,,,,,,600.7,-81.0,,-86.7,,-74.0,499.0,,,,,-323.1,,-64.0,,759.7,,-94.7,,535.0,-100.3,,284.0,,,,,,,,,,95.7,,False,,True,False,,,,,False,,True,,False,,False,,False,False,,False,,,,,,,,,,False
36079,1747,1500.0,,1482.8,,1459.0,2176.0,,,,,579.0,,989.0,,1441.7,,1521.0,,1479.0,1609.4,,1644.0,,,,,1322.3,,,,,2051.8,-247.0,,-264.2,,-288.0,429.0,,,,,-1168.0,,-758.0,,-305.3,,-226.0,,-268.0,-137.6,,-103.0,,,,,-424.7,,,,,304.8,,False,,False,False,,,,,False,,False,,False,,True,,False,True,,True,,,,,False,,,,,False
36081,28383,15052.0,,14719.9,25799.1,17122.0,17587.0,,,,,14734.4,,,,24976.2,,30783.7,,17337.0,19605.1,,26214.0,,,,,27727.6,18931.0,,,,20137.3,-13331.0,,-13663.1,-2583.9,-11261.0,-10796.0,,,,,-13648.6,,,,-3406.8,,2400.7,,-11046.0,-8777.9,,-2169.0,,,,,-655.4,-9452.0,,,,-8245.7,,False,True,True,True,,,,,False,,,,True,,True,,True,True,,True,,,,,True,True,,,,True
36083,2065,768.0,,751.2,,1019.0,881.0,,,,,439.0,,1546.0,,1524.3,,1660.9,,1355.0,1062.2,,1539.0,,,,,,1646.0,,,,944.6,-1297.0,,-1313.8,,-1046.0,-1184.0,,,,,-1626.0,,-519.0,,-540.7,,-404.1,,-710.0,-1002.8,,-526.0,,,,,,-419.0,,,,-1120.4,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,,True,,,,True
36085,10031,6456.0,,6645.9,8941.3,6857.0,3016.0,,,,,6377.4,,,,6801.3,,7364.9,,8017.0,7634.2,,7402.0,,,,,9411.2,9890.0,,,,13079.2,-3575.0,,-3385.1,-1089.7,-3174.0,-7015.0,,,,,-3653.6,,,,-3229.7,,-2666.1,,-2014.0,-2396.8,,-2629.0,,,,,-619.8,-141.0,,,,3048.2,,True,True,True,False,,,,,False,,,,True,,True,,True,True,,True,,,,,True,True,,,,True
36087,5055,3468.0,,3406.6,5975.6,3372.0,2760.0,,,,,3438.7,,4234.0,,1531.0,,3443.6,,3312.0,4040.4,,5152.0,,,,,2361.3,3035.0,,,,4944.6,-1587.0,,-1648.4,920.6,-1683.0,-2295.0,,,,,-1616.3,,-821.0,,-3524.0,,-1611.4,,-1743.0,-1014.6,,97.0,,,,,-2693.7,-2020.0,,,,-110.4,,False,True,False,False,,,,,False,,True,,False,,False,,False,True,,True,,,,,False,False,,,,True
36089,1046,588.0,,586.4,,590.0,844.0,,,,,310.7,,568.0,,453.7,,1045.0,,863.0,688.6,,1271.0,,,,,,,,,,909.0,-458.0,,-459.6,,-456.0,-202.0,,,,,-735.3,,-478.0,,-592.3,,-1.0,,-183.0,-357.4,,225.0,,,,,,,,,,-137.0,,False,,True,True,,,,,False,,False,,False,,True,,True,True,,True,,,,,,,,,,True
36091,2688,1220.0,,1233.7,,1832.0,2036.0,,,,,649.9,,1793.0,,2296.6,,2438.5,,2085.0,1664.5,,2500.0,,,,,,2740.0,,,,2329.3,-1468.0,,-1454.3,,-856.0,-652.0,,,,,-2038.1,,-895.0,,-391.4,,-249.5,,-603.0,-1023.5,,-188.0,,,,,,52.0,,,,-358.7,,True,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,,True,,,,True
36093,2859,1308.0,,1330.8,,1532.0,1820.0,,,,,621.6,,1419.0,,1859.6,,2074.7,,3142.5,1616.6,,1755.0,,,,,1292.9,3415.0,,,,1828.8,-1551.0,,-1528.2,,-1327.0,-1039.0,,,,,-2237.4,,-1440.0,,-999.4,,-784.3,,283.5,-1242.4,,-1104.0,,,,,-1566.1,556.0,,,,-1030.2,,True,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,False,True,,,,True
36095,299,112.0,,110.6,,121.0,179.0,,,,,56.4,,229.0,,95.9,,104.0,,158.0,132.6,,335.0,,,,,,,,,,123.0,-187.0,,-188.4,,-178.0,-120.0,,,,,-242.6,,-70.0,,-203.1,,-195.0,,-141.0,-166.4,,36.0,,,,,,,,,,-176.0,,False,,True,True,,,,,False,,True,,False,,False,,True,True,,True,,,,,,,,,,True
36097,184,212.0,,209.3,,211.0,251.0,,,,,122.4,,254.0,,92.7,,42.9,,248.0,228.4,,280.0,,,,,,,,,,141.0,28.0,,25.3,,27.0,67.0,,,,,-61.6,,70.0,,-91.3,,-141.1,,64.0,44.4,,96.0,,,,,,,,,,-43.0,,True,,True,False,,,,,False,,False,,False,,False,,False,False,,False,,,,,,,,,,False
36099,418,172.0,,170.4,,227.0,281.0,,,,,91.7,,400.0,,133.7,,199.4,,334.0,247.9,,366.0,,,,,,,,,,242.6,-246.0,,-247.6,,-191.0,-137.0,,,,,-326.3,,-18.0,,-284.3,,-218.6,,-84.0,-170.1,,-52.0,,,,,,,,,,-175.4,,False,,True,True,,,,,False,,True,,False,,True,,True,True,,True,,,,,,,,,,True
36101,1400,856.0,,823.8,,853.0,924.0,,,,,673.9,,1673.0,,357.9,,671.6,,830.0,942.5,,1282.0,,,,,,,,,,891.1,-544.0,,-576.2,,-547.0,-476.0,,,,,-726.1,,273.0,,-1042.1,,-728.4,,-570.0,-457.5,,-118.0,,,,,,,,,,-508.9,,False,,False,True,,,,,False,,True,,False,,False,,False,True,,True,,,,,,,,,,True
36103,29447,16012.0,,16240.5,28130.3,17944.0,23941.0,,,,,16763.8,,16653.0,,17151.8,,22815.0,,19086.5,19315.7,,23063.0,,,,,17795.4,27493.0,,,,25210.5,-13435.0,,-13206.5,-1316.7,-11503.0,-5506.0,,,,,-12683.2,,-12794.0,,-12295.2,,-6632.0,,-10360.5,-10131.3,,-6384.0,,,,,-11651.6,-1954.0,,,,-4236.5,,True,True,True,True,,,,,True,,True,,True,,True,,True,True,,True,,,,,True,True,,,,True
36105,745,404.0,,398.6,,435.0,525.0,,,,,210.2,,917.0,,443.0,,442.2,,437.0,565.5,,887.0,,,,,324.5,,,,,536.5,-341.0,,-346.4,,-310.0,-220.0,,,,,-534.8,,172.0,,-302.0,,-302.8,,-308.0,-179.5,,142.0,,,,,-420.5,,,,,-208.5,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,False,,,,,True
36107,492,364.0,,338.8,,340.0,319.0,,,,,295.4,,717.0,,107.1,,261.8,,282.5,487.5,,703.0,,,,,,,,,,400.1,-128.0,,-153.2,,-152.0,-173.0,,,,,-196.6,,225.0,,-384.9,,-230.2,,-209.5,-4.5,,211.0,,,,,,,,,,-91.9,,False,,False,False,,,,,False,,False,,False,,False,,False,True,,False,,,,,,,,,,True
36109,877,800.0,,776.7,,829.0,1598.0,,,,,366.8,,942.0,,419.1,,765.9,,1079.0,890.3,,1130.0,,,,,,,,,,726.4,-77.0,,-100.3,,-48.0,721.0,,,,,-510.2,,65.0,,-457.9,,-111.1,,202.0,13.3,,253.0,,,,,,,,,,-150.6,,False,,True,False,,,,,False,,True,,False,,False,,False,True,,False,,,,,,,,,,False
36111,2052,1088.0,,1042.6,,1325.0,1285.0,,,,,553.7,,1499.0,,2498.7,,1968.2,,1738.5,1489.6,,2016.0,,,,,926.3,2177.0,,,,1294.4,-964.0,,-1009.4,,-727.0,-767.0,,,,,-1498.3,,-553.0,,446.7,,-83.8,,-313.5,-562.4,,-36.0,,,,,-1125.7,125.0,,,,-757.6,,False,,True,True,,,,,False,,True,,True,,True,,True,True,,True,,,,,False,True,,,,True
36113,465,152.0,,144.1,,161.0,290.0,,,,,83.4,,565.0,,174.0,,230.9,,152.0,173.7,,530.0,,,,,,,,,,158.5,-313.0,,-320.9,,-304.0,-175.0,,,,,-381.6,,100.0,,-291.0,,-234.1,,-313.0,-291.3,,65.0,,,,,,,,,,-306.5,,False,,True,True,,,,,False,,True,,True,,True,,False,True,,True,,,,,,,,,,True
36115,296,104.0,,103.0,,111.0,165.0,,,,,63.5,,579.0,,71.7,,327.4,,113.0,130.2,,533.0,,,,,,,,,,149.5,-192.0,,-193.0,,-185.0,-131.0,,,,,-232.5,,283.0,,-224.3,,31.4,,-183.0,-165.8,,237.0,,,,,,,,,,-146.5,,False,,True,True,,,,,False,,False,,False,,True,,True,True,,False,,,,,,,,,,True
36117,1167,776.0,,761.6,,819.0,1207.0,,,,,368.4,,746.0,,1183.6,,984.8,,1660.0,893.1,,1281.0,,,,,,,,,,657.8,-391.0,,-405.4,,-348.0,40.0,,,,,-798.6,,-421.0,,16.6,,-182.2,,493.0,-273.9,,114.0,,,,,,,,,,-509.2,,False,,True,True,,,,,False,,False,,True,,True,,False,True,,True,,,,,,,,,,False
36119,16759,12708.0,,12905.4,21222.5,13125.0,13432.0,,,,,13372.6,,9918.0,,11316.9,,14505.3,,14699.5,15235.0,,15059.0,,,,,14658.6,14393.0,,,,19793.4,-4051.0,,-3853.6,4463.5,-3634.0,-3327.0,,,,,-3386.4,,-6841.0,,-5442.1,,-2253.7,,-2059.5,-1524.0,,-1700.0,,,,,-2100.4,-2366.0,,,,3034.4,,True,False,True,True,,,,,True,,False,,False,,True,,True,True,,True,,,,,True,True,,,,True
36121,694,520.0,,575.9,,547.0,766.0,,,,,221.5,,637.0,,199.0,,244.5,,677.0,440.0,,676.0,,,,,,,,,,549.6,-174.0,,-118.1,,-147.0,72.0,,,,,-472.5,,-57.0,,-495.0,,-449.5,,-17.0,-254.0,,-18.0,,,,,,,,,,-144.4,,True,,True,True,,,,,False,,True,,False,,False,,True,False,,True,,,,,,,,,,True
36123,194,116.0,,114.7,,115.0,147.0,,,,,67.0,,297.0,,58.8,,85.8,,92.0,170.2,,313.0,,,,,,,,,,99.3,-78.0,,-79.3,,-79.0,-47.0,,,,,-127.0,,103.0,,-135.2,,-108.2,,-102.0,-23.8,,119.0,,,,,,,,,,-94.7,,False,,False,True,,,,,False,,False,,False,,False,,False,True,,False,,,,,,,,,,False
37001,2914,2496.0,,2549.4,,2402.0,3171.0,,,,,2815.8,,1619.0,,2905.0,,2218.1,,2710.0,2034.8,,3201.0,,,,,2012.1,2475.0,,,,2210.4,-418.0,,-364.6,,-512.0,257.0,,,,,-98.2,,-1295.0,,-9.0,,-695.9,,-204.0,-879.2,,287.0,,,,,-901.9,-439.0,,,,-703.6,,True,,False,True,,,,,True,,False,,True,,False,,True,False,,True,,,,,False,False,,,,False
37003,903,688.0,,676.5,,644.0,608.0,,,,,395.7,,606.0,,485.5,,541.9,,796.0,679.2,,864.0,,,,,,,,,,607.2,-215.0,,-226.5,,-259.0,-295.0,,,,,-507.3,,-297.0,,-417.5,,-361.1,,-107.0,-223.8,,-39.0,,,,,,,,,,-295.8,,False,,False,False,,,,,False,,False,,False,,False,,True,False,,True,,,,,,,,,,False
37005,219,44.0,,43.5,,44.0,40.0,,,,,51.3,,132.0,,21.7,,48.4,,48.0,86.1,,119.0,,,,,,,,,,42.8,-175.0,,-175.5,,-175.0,-179.0,,,,,-167.7,,-87.0,,-197.3,,-170.6,,-171.0,-132.9,,-100.0,,,,,,,,,,-176.2,,False,,False,False,,,,,True,,True,,False,,True,,True,True,,True,,,,,,,,,,False
37007,447,244.0,,243.3,,241.0,354.0,,,,,139.6,,270.0,,174.8,,173.5,,226.0,195.7,,304.0,,,,,,,,,,324.8,-203.0,,-203.7,,-206.0,-93.0,,,,,-307.4,,-177.0,,-272.2,,-273.5,,-221.0,-251.3,,-143.0,,,,,,,,,,-122.2,,False,,False,True,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,True
37009,399,308.0,,316.9,,294.0,288.0,,,,,189.9,,277.0,,259.0,,197.6,,321.0,292.0,,353.0,,,,,,,,,,321.0,-91.0,,-82.1,,-105.0,-111.0,,,,,-209.1,,-122.0,,-140.0,,-201.4,,-78.0,-107.0,,-46.0,,,,,,,,,,-78.0,,True,,False,False,,,,,False,,False,,False,,False,,True,False,,True,,,,,,,,,,True
37011,406,316.0,,283.7,,295.0,160.0,,,,,254.7,,225.0,,681.1,,271.2,,323.0,290.1,,309.0,,,,,,,,,,434.0,-90.0,,-122.3,,-111.0,-246.0,,,,,-151.3,,-181.0,,275.1,,-134.8,,-83.0,-115.9,,-97.0,,,,,,,,,,28.0,,False,,False,False,,,,,False,,False,,False,,False,,True,False,,False,,,,,,,,,,True
37013,677,360.0,,387.8,,325.0,315.0,,,,,273.5,,563.0,,255.9,,184.1,,206.0,330.9,,549.0,,,,,,,,,,333.5,-317.0,,-289.2,,-352.0,-362.0,,,,,-403.5,,-114.0,,-421.1,,-492.9,,-471.0,-346.1,,-128.0,,,,,,,,,,-343.5,,True,,False,False,,,,,False,,True,,False,,False,,False,False,,True,,,,,,,,,,False
37015,265,200.0,,200.0,,201.0,263.0,,,,,110.8,,135.0,,368.0,,112.4,,288.0,182.5,,298.0,,,,,,,,,,369.4,-65.0,,-65.0,,-64.0,-2.0,,,,,-154.2,,-130.0,,103.0,,-152.6,,23.0,-82.5,,33.0,,,,,,,,,,104.4,,True,,True,True,,,,,False,,False,,False,,False,,True,False,,True,,,,,,,,,,False
