,total_deaths_2020-07-26,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
CovidAnalytics-DELPHI,148076,179652.0,183021,32717.0,34945,-2228.0,-6.4%
YYG-ParamSearch,148076,179467.9,183021,32532.9,34945,-2412.1,-6.9%
IHME-CurveFit,148076,178179.0,183021,31244.0,34945,-3701.0,-10.6%
UCLA-SuEIR,148076,178052.5,183021,31117.5,34945,-3827.5,-11.0%
Baseline,148076,178025.6,183021,31090.6,34945,-3854.4,-11.0%
Covid19Sim-Simulator,148076,177250.6,183021,30315.6,34945,-4629.4,-13.2%
QJHong-Encounter,148076,186603.0,183021,39668.0,34945,4723.0,13.5%
Karlen-pypm,148076,187536.3,183021,40601.3,34945,5656.3,16.2%
Columbia_UNC-SurvCon,148076,175657.0,183021,28722.0,34945,-6223.0,-17.8%
IowaStateLW-STEM,148076,172511.0,183021,25576.0,34945,-9369.0,-26.8%
NotreDame-mobility,148076,171709.2,183021,24774.2,34945,-10170.8,-29.1%
JHU_IDD-CovidSP,148076,193710.0,183021,46775.0,34945,11830.0,33.9%
USACE-ERDC_SEIR,148076,194298.6,183021,47363.6,34945,12418.6,35.5%
USC-SI_kJalpha,148076,169413.0,183021,22478.0,34945,-12467.0,-35.7%
STH-3PU,148076,195339.0,183021,48404.0,34945,13459.0,38.5%
LANL-GrowthRate,148076,165604.9,183021,18669.9,34945,-16275.1,-46.6%
MITCovAlliance-SIR,148076,160290.9,183021,13355.9,34945,-21589.1,-61.8%
PSI-DRAFT,148076,207497.5,183021,60562.5,34945,25617.5,73.3%
NotreDame-FRED,148076,,183021,,34945,,
