,total_deaths_2020-07-12,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
USACE-ERDC_SEIR,135708,178949.9,182739,43744.9,47031,-3286.1,-7.0%
CovidAnalytics-DELPHI,135708,177765.0,182739,42560.0,47031,-4471.0,-9.5%
YYG-ParamSearch,135708,176343.1,182739,41138.1,47031,-5892.9,-12.5%
Covid19Sim-Simulator,135708,175202.5,182739,39997.5,47031,-7033.5,-15.0%
Columbia_UNC-SurvCon,135708,193159.0,182739,57954.0,47031,10923.0,23.2%
Baseline,135708,171170.7,182739,35965.7,47031,-11065.3,-23.5%
IowaStateLW-STEM,135708,167782.0,182739,32577.0,47031,-14454.0,-30.7%
UCLA-SuEIR,135708,165388.9,182739,30183.9,47031,-16847.1,-35.8%
LANL-GrowthRate,135708,157396.0,182739,22191.0,47031,-24840.0,-52.8%
MITCovAlliance-SIR,135708,154148.7,182739,18943.7,47031,-28087.3,-59.7%
STH-3PU,135708,143494.0,182739,8289.0,47031,-38742.0,-82.4%
USC-SI_kJalpha,135708,230306.6,182739,95101.6,47031,48070.6,102.2%
