,total_deaths_2020-08-16,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
OliverWyman-Navigator,170028,182766.8,182714,12714.8,12686,28.8,0.2%
COVIDhub-ensemble,170028,182703.0,182714,12651.0,12686,-35.0,-0.3%
YYG-ParamSearch,170028,182805.8,182714,12753.8,12686,67.8,0.5%
UA-EpiCovDA,170028,182639.0,182714,12587.0,12686,-99.0,-0.8%
QJHong-Encounter,170028,182854.9,182714,12802.9,12686,116.9,0.9%
STH-3PU,170028,183071.0,182714,13019.0,12686,333.0,2.6%
UCLA-SuEIR,170028,183102.2,182714,13050.2,12686,364.2,2.9%
GT-DeepCOVID,170028,183145.2,182714,13093.2,12686,407.2,3.2%
USC-SI_kJalpha,170028,182329.0,182714,12277.0,12686,-409.0,-3.2%
NotreDame-mobility,170028,183189.0,182714,13137.0,12686,451.0,3.6%
Baseline,170028,183263.7,182714,13211.7,12686,525.7,4.1%
CU-select,170028,182200.0,182714,12148.0,12686,-538.0,-4.2%
Columbia_UNC-SurvCon,170028,183387.0,182714,13335.0,12686,649.0,5.1%
UMass-MechBayes,170028,182078.0,182714,12026.0,12686,-660.0,-5.2%
LNQ-ens1,170028,183405.3,182714,13353.3,12686,667.3,5.3%
DDS-NBDS,170028,183424.5,182714,13372.5,12686,686.5,5.4%
JCB-PRM,170028,183434.8,182714,13382.8,12686,696.8,5.5%
COVIDhub-baseline,170028,183598.0,182714,13546.0,12686,860.0,6.8%
CEID-Walk,170028,183791.0,182714,13739.0,12686,1053.0,8.3%
Auquan-SEIR,170028,183923.0,182714,13871.0,12686,1185.0,9.3%
IowaStateLW-STEM,170028,181272.0,182714,11220.0,12686,-1466.0,-11.6%
JHU_IDD-CovidSP,170028,184776.9,182714,14724.9,12686,2038.9,16.1%
CovidAnalytics-DELPHI,170028,180674.0,182714,10622.0,12686,-2064.0,-16.3%
MOBS-GLEAM_COVID,170028,180301.4,182714,10249.4,12686,-2436.6,-19.2%
Karlen-pypm,170028,185470.0,182714,15418.0,12686,2732.0,21.5%
LANL-GrowthRate,170028,179635.9,182714,9583.9,12686,-3102.1,-24.5%
UCM_MESALab-FoGSEIR,170028,179351.0,182714,9299.0,12686,-3387.0,-26.7%
USACE-ERDC_SEIR,170028,186529.0,182714,16477.0,12686,3791.0,29.9%
RPI_UW-Mob_Collision,170028,186566.2,182714,16514.2,12686,3828.2,30.2%
UMich-RidgeTfReg,170028,178394.5,182714,8342.5,12686,-4343.5,-34.2%
UT-Mobility,170028,187692.5,182714,17640.5,12686,4954.5,39.1%
epiforecasts-ensemble1,170028,177216.0,182714,7164.0,12686,-5522.0,-43.5%
PSI-DRAFT,170028,177138.5,182714,7086.5,12686,-5599.5,-44.1%
RobertWalraven-ESG,170028,175448.7,182714,5396.7,12686,-7289.3,-57.5%
Covid19Sim-Simulator,170028,171304.5,182714,1252.5,12686,-11433.5,-90.1%
MITCovAlliance-SIR,170028,169578.2,182714,-473.8,12686,-13159.8,-103.7%
TTU-squider,170028,308179.7,182714,138127.7,12686,125441.7,988.8%
CMU-TimeSeries,170028,,182714,,12686,,
GT_CHHS-COVID19,170028,,182714,,12686,,
Google_Harvard-CPF,170028,,182714,,12686,,
NotreDame-FRED,170028,,182714,,12686,,
