,total_deaths_2020-07-05,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
CovidAnalytics-DELPHI,130311,184343.0,182739,54396.0,52428,1968.0,3.8%
Covid19Sim-Simulator,130311,177616.6,182739,47669.6,52428,-4758.4,-9.1%
IowaStateLW-STEM,130311,174238.0,182739,44291.0,52428,-8137.0,-15.5%
USACE-ERDC_SEIR,130311,173863.6,182739,43916.6,52428,-8511.4,-16.2%
YYG-ParamSearch,130311,164750.0,182739,34803.0,52428,-17625.0,-33.6%
IHME-CurveFit,130311,164217.8,182739,34270.8,52428,-18157.2,-34.6%
Baseline,130311,158130.6,182739,28183.6,52428,-24244.4,-46.2%
Columbia_UNC-SurvCon,130311,209335.0,182739,79388.0,52428,26960.0,51.4%
MITCovAlliance-SIR,130311,154157.1,182739,24210.1,52428,-28217.9,-53.8%
UCLA-SuEIR,130311,152143.9,182739,22196.9,52428,-30231.1,-57.7%
Auquan-SEIR,130311,146644.0,182739,16697.0,52428,-35731.0,-68.2%
STH-3PU,130311,141351.0,182739,11404.0,52428,-41024.0,-78.2%
USC-SI_kJalpha,130311,241837.3,182739,111890.3,52428,59462.3,113.4%
