,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,16.0,7.0,23.1,0.0,2.0,20.5,134.0
LNQ-ens1,51,16.5,8.9,20.2,0.0,1.8,22.3,88.5
YYG-ParamSearch,51,16.9,8.2,22.4,0.0,3.2,22.1,115.2
Baseline,51,17.0,7.4,27.5,0.0,3.6,17.7,172.9
OliverWyman-Navigator,51,18.2,9.5,23.4,0.2,3.2,20.2,106.8
JCB-PRM,51,19.6,5.9,38.8,0.1,2.8,15.1,189.6
DDS-NBDS,51,20.2,9.1,34.7,0.2,3.9,19.3,198.4
UMass-MechBayes,51,20.9,10.0,27.1,0.0,4.0,29.0,155.0
UCLA-SuEIR,51,21.7,8.5,33.3,0.0,3.2,27.4,179.7
USC-SI_kJalpha,51,22.5,15.0,40.4,0.0,3.0,24.5,277.0
NotreDame-mobility,51,23.1,14.4,24.4,0.0,5.5,37.2,110.3
CMU-TimeSeries,51,23.9,9.0,42.3,0.0,4.0,28.0,214.0
CovidAnalytics-DELPHI,51,24.3,10.0,37.3,0.0,4.0,29.0,205.0
COVIDhub-baseline,51,24.5,12.0,42.2,0.0,3.5,25.0,251.0
CEID-Walk,51,24.8,9.9,41.1,0.0,5.2,25.5,237.4
Karlen-pypm,51,25.6,5.8,57.4,0.0,2.5,21.7,356.7
UA-EpiCovDA,51,25.7,11.0,38.6,0.0,5.0,31.0,190.0
UT-Mobility,51,28.1,10.0,45.6,0.0,6.0,29.2,225.5
MOBS-GLEAM_COVID,50,28.3,11.6,41.9,0.3,4.9,34.6,247.9
Geneva-DetGrowth,51,28.4,10.2,49.9,0.0,4.3,31.0,257.3
LANL-GrowthRate,51,30.2,11.0,49.5,0.1,4.8,29.2,234.7
GT-DeepCOVID,48,32.5,8.4,61.8,0.2,5.3,32.5,350.4
CU-select,51,32.6,12.0,41.9,0.0,4.5,48.0,181.0
PSI-DRAFT,51,33.3,10.0,66.9,0.0,3.8,36.0,398.0
Google_Harvard-CPF,51,38.3,16.8,66.9,0.1,7.3,32.9,360.8
SteveMcConnell-CovidComplete,51,38.8,10.0,90.3,0.0,3.0,26.0,434.0
RobertWalraven-ESG,51,47.5,22.2,72.7,0.0,3.2,62.0,341.3
JHU_IDD-CovidSP,51,50.8,17.9,84.5,1.0,5.0,54.9,360.0
USACE-ERDC_SEIR,51,51.4,27.9,63.9,0.1,7.2,62.5,241.2
IowaStateLW-STEM,49,55.3,27.0,100.6,0.0,6.0,47.0,459.0
IHME-CurveFit,51,55.9,19.8,105.9,0.2,5.1,51.3,598.6
Auquan-SEIR,51,109.0,72.0,151.1,1.0,19.5,121.0,751.0
epiforecasts-ensemble1,48,129.5,41.0,238.8,0.0,9.5,137.0,1307.0
Covid19Sim-Simulator,51,209.7,44.8,491.9,1.5,13.3,152.1,3126.1
TTU-squider,51,251.6,106.6,366.9,0.2,30.8,312.5,1618.9
