,count,mean,median,std,min,25%,75%,max
COVIDhub-ensemble,51,51.1,30.0,88.4,0.0,8.0,48.0,447.0
OliverWyman-Navigator,51,55.1,28.3,70.7,0.7,9.8,68.4,332.7
YYG-ParamSearch,51,57.1,21.4,91.8,1.0,7.3,53.2,451.1
USC-SI_kJalpha,51,58.3,19.0,92.9,0.0,8.0,54.5,440.0
LNQ-ens1,51,64.3,27.8,125.6,0.1,10.6,65.5,814.5
CEID-Walk,51,66.6,33.5,129.5,0.1,6.9,57.2,793.8
JCB-PRM,51,66.9,30.7,68.0,0.3,13.0,121.4,218.7
Baseline,51,68.5,18.0,157.2,0.3,8.6,62.7,1038.9
UMass-MechBayes,51,72.3,26.0,115.8,0.0,7.5,71.5,501.0
COVIDhub-baseline,51,73.2,16.0,141.7,0.7,7.1,67.5,882.2
UCLA-SuEIR,51,74.4,37.5,133.9,0.7,8.3,67.7,706.5
UA-EpiCovDA,51,86.7,27.0,200.4,0.0,9.0,76.0,1382.0
CU-select,51,90.9,43.0,121.7,0.0,11.0,129.0,616.0
CMU-TimeSeries,51,91.0,31.0,157.9,0.0,9.0,100.0,744.0
MOBS-GLEAM_COVID,50,96.9,42.6,169.0,0.8,16.5,97.2,975.0
CovidAnalytics-DELPHI,51,101.8,36.0,164.7,1.0,6.5,112.0,725.0
GT-DeepCOVID,44,109.7,34.3,219.7,0.7,9.7,88.1,1185.5
LANL-GrowthRate,51,115.4,59.6,188.0,0.5,9.9,112.5,865.6
IHME-CurveFit,51,117.1,54.7,210.6,0.1,14.7,103.0,1184.9
Auquan-SEIR,51,129.4,57.0,242.4,0.0,15.0,134.0,1552.0
Karlen-pypm,51,142.4,49.3,258.8,0.2,12.3,148.3,1339.3
JHU_IDD-CovidSP,51,162.2,97.3,209.8,1.1,33.2,209.0,1187.2
PSI-DRAFT,51,163.9,49.0,235.6,2.0,18.0,262.8,1125.0
NotreDame-mobility,51,192.8,52.5,396.8,0.6,15.3,186.2,2513.0
USACE-ERDC_SEIR,51,195.0,82.6,237.8,1.0,20.3,270.3,871.5
UMich-RidgeTfReg,46,239.2,37.2,840.4,0.1,14.8,114.1,5893.7
RobertWalraven-ESG,50,418.3,97.1,838.1,3.4,13.7,441.6,4102.8
DDS-NBDS,51,436.6,60.7,1265.3,0.5,24.1,238.4,7969.5
