,total_deaths_2020-07-19,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IHME-CurveFit,141269,178718.2,182739,38184.2,41470,-3285.8,-7.9%
Covid19Sim-Simulator,141269,177685.3,182739,37151.3,41470,-4318.7,-10.4%
CovidAnalytics-DELPHI,141269,177197.0,182739,36663.0,41470,-4807.0,-11.6%
YYG-ParamSearch,141269,176159.3,182739,35625.3,41470,-5844.7,-14.1%
Columbia_UNC-SurvCon,141269,175417.0,182739,34883.0,41470,-6587.0,-15.9%
USC-SI_kJalpha,141269,174770.9,182739,34236.9,41470,-7233.1,-17.4%
PSI-DRAFT,141269,191363.5,182739,50829.5,41470,9359.5,22.6%
Baseline,141269,171746.7,182739,31212.7,41470,-10257.3,-24.7%
NotreDame-mobility,141269,169497.1,182739,28963.1,41470,-12506.9,-30.2%
UCLA-SuEIR,141269,169128.7,182739,28594.7,41470,-12875.3,-31.0%
STH-3PU,141269,169128.0,182739,28594.0,41470,-12876.0,-31.0%
IowaStateLW-STEM,141269,167819.0,182739,27285.0,41470,-14185.0,-34.2%
LANL-GrowthRate,141269,161544.0,182739,21010.0,41470,-20460.0,-49.3%
MITCovAlliance-SIR,141269,157865.7,182739,17331.7,41470,-24138.3,-58.2%
USACE-ERDC_SEIR,141269,226111.2,182739,85577.2,41470,44107.2,106.4%
NotreDame-FRED,141269,,182739,,41470,,
