,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_CSSE-DECOM,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_CSSE-DECOM,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_CSSE-DECOM,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
21011,48,22.0,,22.7,,20.0,15.0,,,,,11.8,,,39.0,,20.3,,13.8,,,12.6,24.0,6.8,26.0,93.0,,,,,,,,51.0,15.6,-26.0,,-25.3,,-28.0,-33.0,,,,,-36.2,,,-9.0,,-27.7,,-34.2,,,-35.4,-24.0,-41.2,-22.0,45.0,,,,,,,,3.0,-32.4,,True,,False,False,,,,,False,,,True,,False,,False,,,False,True,False,True,False,,,,,,,,True,False
21013,222,142.0,,143.0,,109.0,131.0,,,,,102.5,,,177.0,,105.6,,61.3,,,73.1,104.9,1.4,173.0,136.0,,,,,,,,156.0,63.6,-80.0,,-79.0,,-113.0,-91.0,,,,,-119.5,,,-45.0,,-116.4,,-160.7,,,-148.9,-117.1,-220.6,-49.0,-86.0,,,,,,,,-66.0,-158.4,,True,,False,False,,,,,False,,,True,,False,,False,,,False,False,False,True,False,,,,,,,,True,False
21015,570,368.0,,367.5,,368.0,528.0,,,,,296.1,,,498.0,,307.2,,292.3,326.5,,275.9,421.7,330.8,426.0,205.0,,,,315.5,484.0,,,342.0,204.3,-202.0,,-202.5,,-202.0,-42.0,,,,,-273.9,,,-72.0,,-262.8,,-277.7,-243.5,,-294.1,-148.3,-239.2,-144.0,-365.0,,,,-254.5,-86.0,,,-228.0,-365.7,,False,,False,True,,,,,False,,,True,,False,,False,False,,False,True,False,True,False,,,,False,True,,,False,False
21017,65,70.0,,70.9,,70.0,75.0,,,,,72.2,,,79.0,,108.0,,28.3,,,40.6,60.4,52.6,98.0,21.0,,,,,,,,66.0,50.8,5.0,,5.9,,5.0,10.0,,,,,7.2,,,14.0,,43.0,,-36.7,,,-24.4,-4.6,-12.4,33.0,-44.0,,,,,,,,1.0,-14.2,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,False,False,False,,,,,,,,True,False
21019,231,98.0,,101.7,,101.0,104.0,,,,,58.4,,,175.0,,123.3,,64.1,108.0,,60.4,109.8,69.3,120.0,178.0,,,,,,,,135.0,96.3,-133.0,,-129.3,,-130.0,-127.0,,,,,-172.6,,,-56.0,,-107.7,,-166.9,-123.0,,-170.6,-121.2,-161.7,-111.0,-53.0,,,,,,,,-96.0,-134.7,,True,,True,True,,,,,False,,,True,,True,,False,True,,False,True,False,True,True,,,,,,,,True,False
21021,104,94.0,,95.1,,94.0,110.0,,,,,48.3,,,126.0,,128.3,,31.5,100.0,,36.9,86.0,48.1,141.0,14.0,,,,,,,,93.0,64.0,-10.0,,-8.9,,-10.0,6.0,,,,,-55.7,,,22.0,,24.3,,-72.5,-4.0,,-67.1,-18.0,-55.9,37.0,-90.0,,,,,,,,-11.0,-40.0,,True,,False,True,,,,,False,,,False,,False,,False,True,,False,False,False,False,False,,,,,,,,False,False
21023,14,36.0,,36.1,,30.0,54.0,,,,,39.4,,,25.0,,65.4,,2.9,,,7.3,24.5,,,,,,,,,,,66.0,76.5,22.0,,22.1,,16.0,40.0,,,,,25.4,,,11.0,,51.4,,-11.1,,,-6.7,10.5,,,,,,,,,,,52.0,62.5,,False,,True,False,,,,,False,,,True,,False,,True,,,True,True,,,,,,,,,,,False,False
21025,65,26.0,,27.8,,22.0,14.0,,,,,17.3,,,62.0,,20.7,,19.0,,,16.0,34.6,1.9,28.0,14.0,,,,,,,,21.0,,-39.0,,-37.2,,-43.0,-51.0,,,,,-47.7,,,-3.0,,-44.3,,-46.0,,,-49.0,-30.4,-63.1,-37.0,-51.0,,,,,,,,-44.0,,,True,,False,False,,,,,False,,,True,,False,,False,,,False,True,False,True,False,,,,,,,,False,
21027,107,30.0,,29.1,,30.0,39.0,,,,,18.5,,,62.0,,83.5,,23.8,,,5.2,25.2,26.5,58.0,6.0,,,,,,,,56.0,,-77.0,,-78.0,,-77.0,-68.0,,,,,-88.5,,,-45.0,,-23.5,,-83.2,,,-101.8,-81.8,-80.5,-49.0,-101.0,,,,,,,,-51.0,,,False,,False,True,,,,,False,,,True,,True,,False,,,False,False,False,True,False,,,,,,,,True,
21029,523,298.0,,303.1,,284.0,261.0,,,,,183.2,,,291.0,,438.1,,187.4,338.5,,281.5,360.0,162.1,395.0,33.0,,,,244.7,,,,344.0,165.5,-225.0,,-219.9,,-239.0,-262.0,,,,,-339.8,,,-232.0,,-84.9,,-335.6,-184.5,,-241.5,-163.0,-360.9,-128.0,-490.0,,,,-278.3,,,,-179.0,-357.5,,True,,False,False,,,,,False,,,False,,True,,False,True,,False,True,False,True,False,,,,False,,,,True,False
21031,65,28.0,,25.7,,26.0,11.0,,,,,24.4,,,61.0,,37.2,,20.2,,,9.1,39.2,2.8,43.0,57.0,,,,,,,,27.0,23.9,-37.0,,-39.3,,-39.0,-54.0,,,,,-40.6,,,-4.0,,-27.8,,-44.8,,,-55.9,-25.8,-62.2,-22.0,-8.0,,,,,,,,-38.0,-41.1,,False,,False,False,,,,,False,,,True,,True,,False,,,False,True,False,True,True,,,,,,,,False,False
21033,116,36.0,,31.1,,36.0,45.0,,,,,31.3,,,66.0,,46.9,,12.6,,,11.4,41.2,0.1,89.0,13.0,,,,,,,,34.0,36.6,-80.0,,-84.9,,-80.0,-71.0,,,,,-84.7,,,-50.0,,-69.1,,-103.4,,,-104.6,-74.8,-115.9,-27.0,-103.0,,,,,,,,-82.0,-79.4,,False,,False,True,,,,,False,,,True,,True,,False,,,False,True,False,True,False,,,,,,,,False,True
21035,229,186.0,,191.7,,164.0,132.0,,,,,238.9,,,149.0,,128.0,,78.5,187.5,,155.5,207.9,141.9,233.0,134.0,,,,,,,,76.0,214.3,-43.0,,-37.3,,-65.0,-97.0,,,,,9.9,,,-80.0,,-101.0,,-150.5,-41.5,,-73.5,-21.1,-87.1,4.0,-95.0,,,,,,,,-153.0,-14.7,,True,,False,False,,,,,True,,,False,,False,,False,True,,False,True,False,True,False,,,,,,,,False,True
21037,530,208.0,,203.2,,226.0,241.0,,,,,204.9,,,402.0,,207.7,,138.7,200.0,,269.4,287.3,209.9,274.0,72.0,,,,147.5,,,,185.0,109.3,-322.0,,-326.9,,-304.0,-289.0,,,,,-325.1,,,-128.0,,-322.3,,-391.3,-330.0,,-260.6,-242.7,-320.1,-256.0,-458.0,,,,-382.5,,,,-345.0,-420.7,,False,,True,True,,,,,False,,,True,,False,,False,False,,True,True,True,True,False,,,,False,,,,False,False
21039,26,6.0,,5.1,,5.0,10.0,,,,,2.6,,,17.0,,24.7,,7.5,,,0.2,4.0,0.0,20.0,,,,,,,,,22.0,13.7,-20.0,,-20.9,,-21.0,-16.0,,,,,-23.4,,,-9.0,,-1.3,,-18.5,,,-25.8,-22.0,-26.0,-6.0,,,,,,,,,-4.0,-12.3,,False,,False,True,,,,,False,,,True,,True,,True,,,False,False,False,True,,,,,,,,,True,True
21041,32,16.0,,15.1,,16.0,0.0,,,,,14.5,,,61.0,,21.0,,6.1,,,8.0,20.7,0.0,13.0,10.0,,,,,,,,17.0,9.6,-16.0,,-16.9,,-16.0,-32.0,,,,,-17.5,,,29.0,,-11.0,,-25.9,,,-24.0,-11.3,-32.0,-19.0,-22.0,,,,,,,,-15.0,-22.4,,False,,False,False,,,,,False,,,False,,True,,False,,,False,True,False,False,False,,,,,,,,True,False
21043,105,82.0,,83.2,,80.0,77.0,,,,,49.7,,,102.0,,119.2,,58.9,,,31.2,75.5,58.6,106.0,137.0,,,,,,,,60.0,85.8,-23.0,,-21.8,,-25.0,-28.0,,,,,-55.3,,,-3.0,,14.2,,-46.1,,,-73.8,-29.5,-46.4,1.0,32.0,,,,,,,,-45.0,-19.2,,True,,False,False,,,,,False,,,True,,True,,False,,,False,False,False,True,False,,,,,,,,False,True
21045,30,46.0,,44.0,,44.0,57.0,,,,,24.6,,,53.0,,46.9,,16.5,,,7.2,29.9,0.7,38.0,70.0,,,,,,,,82.0,10.4,16.0,,14.0,,14.0,27.0,,,,,-5.4,,,23.0,,16.9,,-13.5,,,-22.8,-0.1,-29.3,8.0,40.0,,,,,,,,52.0,-19.6,,True,,True,False,,,,,True,,,False,,False,,True,,,False,True,False,True,False,,,,,,,,False,False
21047,381,258.0,,260.8,,250.0,237.0,,,,,159.8,,,380.0,,259.1,,169.4,338.5,,146.4,292.7,0.3,332.0,50.0,,,,228.7,,,,233.0,243.1,-123.0,,-120.2,,-131.0,-144.0,,,,,-221.2,,,-1.0,,-121.9,,-211.6,-42.5,,-234.6,-88.3,-380.7,-49.0,-331.0,,,,-152.3,,,,-148.0,-137.9,,True,,False,False,,,,,False,,,True,,True,,False,True,,False,True,False,True,False,,,,False,,,,False,False
21049,116,144.0,,142.0,,130.0,174.0,,,,,183.8,,,131.0,,117.6,,49.5,110.0,,93.1,129.9,46.4,226.0,30.0,,,,,,,,112.0,96.9,28.0,,26.0,,14.0,58.0,,,,,67.8,,,15.0,,1.6,,-66.5,-6.0,,-22.9,13.9,-69.6,110.0,-86.0,,,,,,,,-4.0,-19.1,,True,,True,False,,,,,False,,,True,,True,,False,True,,True,True,False,False,False,,,,,,,,True,True
21051,210,138.0,,134.0,,130.0,146.0,,,,,92.2,,,139.0,,133.6,,58.6,,,114.0,129.8,0.6,225.0,200.0,,,,,,,,153.0,76.9,-72.0,,-76.0,,-80.0,-64.0,,,,,-117.8,,,-71.0,,-76.4,,-151.4,,,-96.0,-80.2,-209.4,15.0,-10.0,,,,,,,,-57.0,-133.1,,False,,False,True,,,,,False,,,True,,False,,False,,,False,False,False,True,True,,,,,,,,True,False
21053,44,68.0,,69.3,,68.0,79.0,,,,,42.2,,,80.0,,110.6,,21.3,,,23.6,67.2,12.9,98.0,,,,,,,,,29.0,46.7,24.0,,25.3,,24.0,35.0,,,,,-1.8,,,36.0,,66.6,,-22.7,,,-20.4,23.2,-31.1,54.0,,,,,,,,,-15.0,2.7,,False,,False,False,,,,,True,,,False,,False,,True,,,True,True,False,False,,,,,,,,,True,True
21055,22,32.0,,32.3,,25.0,6.0,,,,,24.1,,,39.0,,39.0,,9.8,,,5.1,25.4,0.0,55.0,,,,,,,,,52.0,19.6,10.0,,10.3,,3.0,-16.0,,,,,2.1,,,17.0,,17.0,,-12.2,,,-16.9,3.4,-22.0,33.0,,,,,,,,,30.0,-2.4,,False,,True,False,,,,,True,,,False,,False,,False,,,False,True,False,False,,,,,,,,,False,True
21057,29,28.0,,27.9,,19.0,8.0,,,,,15.2,,,33.0,,31.0,,5.3,,,4.2,18.6,3.7,28.0,,,,,,,,,48.0,12.6,-1.0,,-1.1,,-10.0,-21.0,,,,,-13.8,,,4.0,,2.0,,-23.7,,,-24.8,-10.4,-25.3,-1.0,,,,,,,,,19.0,-16.4,,False,,False,False,,,,,False,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,False
21059,394,290.0,,287.2,,291.0,336.0,,,,,336.4,,,437.0,,196.5,,269.0,297.0,,254.4,295.1,290.6,314.0,399.0,,,,313.7,,,,201.0,334.4,-104.0,,-106.8,,-103.0,-58.0,,,,,-57.6,,,43.0,,-197.5,,-125.0,-97.0,,-139.6,-98.9,-103.4,-80.0,5.0,,,,-80.3,,,,-193.0,-59.6,,False,,True,True,,,,,True,,,True,,False,,False,True,,False,True,True,True,True,,,,True,,,,False,True
21061,27,48.0,,47.2,,37.0,65.0,,,,,42.6,,,40.0,,37.4,,15.9,,,22.2,40.0,14.0,66.0,72.0,,,,,,,,53.0,36.1,21.0,,20.2,,10.0,38.0,,,,,15.6,,,13.0,,10.4,,-11.1,,,-4.8,13.0,-13.0,39.0,45.0,,,,,,,,26.0,9.1,,True,,True,False,,,,,True,,,True,,True,,True,,,True,True,True,False,False,,,,,,,,False,True
21063,201,244.0,,240.8,,224.0,330.0,,,,,245.6,,,31.0,,88.6,,12.6,,,1060.2,323.9,14.9,283.0,,,,,,,,,76.0,18.2,43.0,,39.8,,23.0,129.0,,,,,44.6,,,-170.0,,-112.4,,-188.4,,,859.2,122.9,-186.1,82.0,,,,,,,,,-125.0,-182.8,,True,,True,False,,,,,False,,,False,,False,,False,,,False,False,False,False,,,,,,,,,False,False
21065,64,40.0,,36.4,,34.0,25.0,,,,,25.5,,,70.0,,43.4,,48.5,,,12.4,35.6,0.0,65.0,15.0,,,,,,,,35.0,,-24.0,,-27.6,,-30.0,-39.0,,,,,-38.5,,,6.0,,-20.6,,-15.5,,,-51.6,-28.4,-64.0,1.0,-49.0,,,,,,,,-29.0,,,False,,False,False,,,,,False,,,True,,True,,True,,,False,False,False,True,False,,,,,,,,False,
21067,1954,1040.0,,1080.7,838.8,902.0,1005.0,,,,,2587.7,,,1492.0,,963.9,,945.6,1055.5,,729.2,944.9,45.9,1331.0,323.0,,,,908.3,749.0,,,621.0,3334.2,-914.0,,-873.3,-1115.2,-1052.0,-949.0,,,,,633.7,,,-462.0,,-990.1,,-1008.4,-898.5,,-1224.8,-1009.1,-1908.1,-623.0,-1631.0,,,,-1045.7,-1205.0,,,-1333.0,1380.2,,True,False,False,False,,,,,True,,,True,,False,,False,True,,False,False,False,True,False,,,,False,False,,,False,False
21069,50,116.0,,113.0,,82.0,175.0,,,,,47.1,,,73.0,,204.1,,18.2,,,68.6,82.5,14.1,161.0,124.0,,,,,,,,136.0,156.0,66.0,,63.0,,32.0,125.0,,,,,-2.9,,,23.0,,154.1,,-31.8,,,18.6,32.5,-35.9,111.0,74.0,,,,,,,,86.0,106.0,,True,,True,False,,,,,True,,,True,,False,,True,,,True,True,True,False,False,,,,,,,,False,False
21071,302,140.0,,135.5,,124.0,234.0,,,,,75.8,,,117.0,,198.4,,54.5,125.0,,79.8,120.1,46.4,208.0,250.0,,,,,,,,180.0,50.8,-162.0,,-166.5,,-178.0,-68.0,,,,,-226.2,,,-185.0,,-103.6,,-247.5,-177.0,,-222.2,-181.9,-255.6,-94.0,-52.0,,,,,,,,-122.0,-251.2,,False,,False,True,,,,,False,,,False,,True,,False,False,,False,False,False,True,True,,,,,,,,True,False
21073,140,108.0,,105.7,,91.0,59.0,,,,,114.3,,,208.0,,90.6,,60.5,86.5,,41.7,93.1,2.8,125.0,142.0,,,,,,,,89.0,111.9,-32.0,,-34.3,,-49.0,-81.0,,,,,-25.7,,,68.0,,-49.4,,-79.5,-53.5,,-98.3,-46.9,-137.2,-15.0,2.0,,,,,,,,-51.0,-28.1,,False,,False,False,,,,,True,,,False,,False,,False,False,,False,False,False,True,True,,,,,,,,False,True
21075,14,34.0,,37.2,,33.0,31.0,,,,,30.5,,,30.0,,33.3,,17.6,,,17.3,36.4,0.0,43.0,,,,,,,,,22.0,41.9,20.0,,23.2,,19.0,17.0,,,,,16.5,,,16.0,,19.3,,3.6,,,3.3,22.4,-14.0,29.0,,,,,,,,,8.0,27.9,,False,,True,True,,,,,True,,,True,,True,,True,,,True,False,True,False,,,,,,,,,True,False
21077,15,26.0,,25.8,,26.0,37.0,,,,,14.7,,,32.0,,35.2,,11.5,,,5.3,21.4,8.7,26.0,9.0,,,,,,,,28.0,15.4,11.0,,10.8,,11.0,22.0,,,,,-0.3,,,17.0,,20.2,,-3.5,,,-9.7,6.4,-6.3,11.0,-6.0,,,,,,,,13.0,0.4,,True,,False,False,,,,,True,,,False,,False,,True,,,True,True,True,False,True,,,,,,,,False,True
21079,85,114.0,,116.8,,106.0,147.0,,,,,82.2,,,69.0,,193.7,,35.9,,,96.6,106.0,35.4,176.0,18.0,,,,,,,,141.0,60.1,29.0,,31.8,,21.0,62.0,,,,,-2.8,,,-16.0,,108.7,,-49.1,,,11.6,21.0,-49.6,91.0,-67.0,,,,,,,,56.0,-24.9,,False,,True,False,,,,,True,,,True,,False,,False,,,True,True,False,False,False,,,,,,,,False,True
21081,112,40.0,,38.4,,42.0,40.0,,,,,34.4,,,95.0,,47.3,,21.9,,,31.6,58.1,38.3,53.0,29.0,,,,,,,,15.0,51.9,-72.0,,-73.6,,-70.0,-72.0,,,,,-77.6,,,-17.0,,-64.7,,-90.1,,,-80.4,-53.9,-73.7,-59.0,-83.0,,,,,,,,-97.0,-60.1,,False,,True,False,,,,,False,,,True,,True,,False,,,False,True,False,True,False,,,,,,,,False,True
21083,196,62.0,,63.7,,59.0,54.0,,,,,61.4,,,174.0,,61.0,,64.6,72.0,,21.2,63.2,1.9,62.0,145.0,,,,,,,,37.0,89.2,-134.0,,-132.3,,-137.0,-142.0,,,,,-134.6,,,-22.0,,-135.0,,-131.4,-124.0,,-174.8,-132.8,-194.1,-134.0,-51.0,,,,,,,,-159.0,-106.8,,True,,False,False,,,,,False,,,True,,False,,True,True,,False,True,False,False,True,,,,,,,,False,True
21085,135,96.0,,96.4,,79.0,75.0,,,,,87.2,,,115.0,,86.5,,51.5,,,41.3,74.5,32.2,130.0,27.0,,,,,,,,120.0,34.2,-39.0,,-38.6,,-56.0,-60.0,,,,,-47.8,,,-20.0,,-48.5,,-83.5,,,-93.7,-60.5,-102.8,-5.0,-108.0,,,,,,,,-15.0,-100.8,,True,,False,False,,,,,False,,,True,,False,,False,,,False,False,False,True,False,,,,,,,,True,False
21087,36,48.0,,49.2,,37.0,0.0,,,,,31.5,,,49.0,,37.2,,24.1,,,14.7,47.1,0.0,56.0,,,,,,,,,33.0,34.8,12.0,,13.2,,1.0,-36.0,,,,,-4.5,,,13.0,,1.2,,-11.9,,,-21.3,11.1,-36.0,20.0,,,,,,,,,-3.0,-1.2,,False,,True,False,,,,,True,,,False,,True,,True,,,False,True,False,False,,,,,,,,,True,True
21089,166,98.0,,95.2,,99.0,132.0,,,,,86.2,,,151.0,,133.2,,51.1,117.0,,74.2,107.0,72.2,124.0,45.0,,,,,,,,98.0,94.8,-68.0,,-70.8,,-67.0,-34.0,,,,,-79.8,,,-15.0,,-32.8,,-114.9,-49.0,,-91.8,-59.0,-93.8,-42.0,-121.0,,,,,,,,-68.0,-71.2,,False,,True,True,,,,,False,,,True,,True,,False,True,,False,True,False,True,False,,,,,,,,False,False
21091,54,32.0,,30.3,,29.0,28.0,,,,,20.6,,,29.0,,36.2,,11.1,,,15.2,30.9,19.7,36.0,,,,,,,,,26.0,24.5,-22.0,,-23.7,,-25.0,-26.0,,,,,-33.4,,,-25.0,,-17.8,,-42.9,,,-38.8,-23.1,-34.3,-18.0,,,,,,,,,-28.0,-29.5,,False,,False,False,,,,,False,,,False,,True,,False,,,False,False,False,True,,,,,,,,,False,False
21093,719,466.0,,465.4,,411.0,660.0,,,,,384.2,,,443.0,,395.9,,252.4,393.5,,333.8,428.0,304.6,614.0,456.0,,,,340.2,,,,538.0,235.6,-253.0,,-253.6,,-308.0,-59.0,,,,,-334.8,,,-276.0,,-323.1,,-466.6,-325.5,,-385.2,-291.0,-414.4,-105.0,-263.0,,,,-378.8,,,,-181.0,-483.4,,False,,False,True,,,,,False,,,False,,False,,False,False,,False,False,False,True,False,,,,False,,,,True,False
21095,97,50.0,,70.8,,47.0,36.0,,,,,47.3,,,159.0,,74.7,,63.0,,,20.3,50.0,0.0,76.0,26.0,,,,,,,,66.0,97.1,-47.0,,-26.2,,-50.0,-61.0,,,,,-49.7,,,62.0,,-22.3,,-34.0,,,-76.7,-47.0,-97.0,-21.0,-71.0,,,,,,,,-31.0,0.1,,True,,False,False,,,,,False,,,False,,True,,True,,,False,True,False,True,False,,,,,,,,True,True
21097,49,40.0,,37.7,,40.0,60.0,,,,,32.7,,,89.0,,72.0,,9.7,,,13.3,41.4,24.2,73.0,20.0,,,,,,,,49.0,34.1,-9.0,,-11.3,,-9.0,11.0,,,,,-16.3,,,40.0,,23.0,,-39.3,,,-35.7,-7.6,-24.8,24.0,-29.0,,,,,,,,0.0,-14.9,,False,,False,False,,,,,False,,,False,,False,,False,,,False,True,False,False,False,,,,,,,,True,False
21099,202,210.0,,209.4,,208.0,355.0,,,,,114.3,,,86.0,,327.4,,44.8,,,189.3,208.3,61.7,297.0,535.0,,,,,,,,241.0,35.9,8.0,,7.4,,6.0,153.0,,,,,-87.7,,,-116.0,,125.4,,-157.2,,,-12.7,6.3,-140.3,95.0,333.0,,,,,,,,39.0,-166.1,,True,,True,False,,,,,False,,,False,,False,,False,,,False,True,False,False,False,,,,,,,,False,False
21101,249,186.0,,147.3,,165.0,137.0,,,,,160.9,,,188.0,,211.7,,144.8,284.5,,144.2,200.3,0.4,252.0,47.0,,,,201.7,,,,151.0,343.5,-63.0,,-101.7,,-84.0,-112.0,,,,,-88.1,,,-61.0,,-37.3,,-104.2,35.5,,-104.8,-48.7,-248.6,3.0,-202.0,,,,-47.3,,,,-98.0,94.5,,False,,False,False,,,,,False,,,True,,True,,False,True,,False,True,False,True,False,,,,True,,,,False,False
21103,89,56.0,,55.3,,55.0,48.0,,,,,26.8,,,57.0,,80.7,,26.4,,,38.9,68.8,22.7,81.0,112.0,,,,,,,,64.0,24.1,-33.0,,-33.7,,-34.0,-41.0,,,,,-62.2,,,-32.0,,-8.3,,-62.6,,,-50.1,-20.2,-66.3,-8.0,23.0,,,,,,,,-25.0,-64.9,,False,,False,False,,,,,False,,,True,,True,,False,,,False,True,False,True,True,,,,,,,,True,False
21105,20,28.0,,28.8,,17.0,18.0,,,,,26.2,,,15.0,,23.8,,8.2,,,5.6,18.1,8.1,29.0,,,,,,,,,23.0,16.8,8.0,,8.8,,-3.0,-2.0,,,,,6.2,,,-5.0,,3.8,,-11.8,,,-14.4,-1.9,-11.9,9.0,,,,,,,,,3.0,-3.2,,False,,True,True,,,,,True,,,True,,True,,False,,,False,True,False,False,,,,,,,,,True,True
21107,263,202.0,,214.3,,201.0,213.0,,,,,174.1,,,211.0,,253.0,,106.0,247.0,,148.1,172.2,118.3,312.0,162.0,,,,,,,,149.0,244.5,-61.0,,-48.7,,-62.0,-50.0,,,,,-88.9,,,-52.0,,-10.0,,-157.0,-16.0,,-114.9,-90.8,-144.7,49.0,-101.0,,,,,,,,-114.0,-18.5,,True,,False,True,,,,,False,,,True,,True,,False,True,,False,False,False,True,False,,,,,,,,False,True
21109,95,52.0,,51.1,,37.0,24.0,,,,,63.4,,,63.0,,29.5,,17.3,,,36.9,66.6,0.0,67.0,14.0,,,,,,,,42.0,44.1,-43.0,,-43.9,,-58.0,-71.0,,,,,-31.6,,,-32.0,,-65.5,,-77.7,,,-58.1,-28.4,-95.0,-28.0,-81.0,,,,,,,,-53.0,-50.9,,False,,False,False,,,,,True,,,True,,False,,False,,,False,True,False,True,False,,,,,,,,False,False
21111,4839,3968.0,,3927.4,3837.2,3793.0,4287.0,,,,,5437.5,,,3103.0,,3304.3,,2237.6,3594.0,,3577.5,5244.1,2833.6,4590.0,3385.0,,,,3490.8,5972.0,,,4040.0,2449.6,-871.0,,-911.6,-1001.8,-1046.0,-552.0,,,,,598.5,,,-1736.0,,-1534.7,,-2601.4,-1245.0,,-1261.5,405.1,-2005.4,-249.0,-1454.0,,,,-1348.2,1133.0,,,-799.0,-2389.4,,False,False,False,True,,,,,True,,,False,,False,,False,False,,False,True,False,True,False,,,,False,False,,,True,False
21113,228,196.0,,198.1,,197.0,263.0,,,,,136.8,,,202.0,,271.8,,66.6,229.0,,122.2,194.6,150.2,259.0,52.0,,,,,,,,0.0,180.4,-32.0,,-29.9,,-31.0,35.0,,,,,-91.2,,,-26.0,,43.8,,-161.4,1.0,,-105.8,-33.4,-77.8,31.0,-176.0,,,,,,,,-228.0,-47.6,,True,,True,False,,,,,False,,,True,,False,,False,True,,False,False,False,True,False,,,,,,,,False,False
21115,185,106.0,,104.9,,99.0,200.0,,,,,31.9,,,98.0,,276.2,,25.3,,,55.4,97.7,13.3,178.0,163.0,,,,,,,,190.0,44.3,-79.0,,-80.1,,-86.0,15.0,,,,,-153.1,,,-87.0,,91.2,,-159.7,,,-129.6,-87.3,-171.7,-7.0,-22.0,,,,,,,,5.0,-140.7,,False,,False,True,,,,,False,,,False,,False,,False,,,False,False,False,True,True,,,,,,,,True,False
21117,860,404.0,,396.7,,416.0,660.0,,,,,416.9,,,744.0,,328.0,,283.1,352.0,,355.8,513.7,325.3,460.0,269.0,,,,321.2,609.0,,,359.0,223.7,-456.0,,-463.3,,-444.0,-200.0,,,,,-443.1,,,-116.0,,-532.0,,-576.9,-508.0,,-504.2,-346.3,-534.7,-400.0,-591.0,,,,-538.8,-251.0,,,-501.0,-636.3,,False,,True,True,,,,,True,,,True,,False,,False,False,,False,True,False,True,False,,,,False,True,,,False,False
21119,80,76.0,,73.8,,62.0,62.0,,,,,78.6,,,43.0,,92.2,,40.6,,,40.4,75.3,0.0,129.0,145.0,,,,,,,,52.0,92.7,-4.0,,-6.2,,-18.0,-18.0,,,,,-1.4,,,-37.0,,12.2,,-39.4,,,-39.6,-4.7,-80.0,49.0,65.0,,,,,,,,-28.0,12.7,,False,,False,False,,,,,True,,,False,,False,,False,,,False,False,False,False,False,,,,,,,,False,False
