,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Geneva-DetGrowth,Google_Harvard-CPF,IBF-TimeSeries,IQVIA_ACOE-STAN,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,JHU_UNC_GAS-StatMechPool,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MSRA-DeepST,OliverWyman-Navigator,PandemicCentral-USCounty,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,USC-SI_kJalpha_RF,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Geneva-DetGrowth,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IQVIA_ACOE-STAN,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-JHU_UNC_GAS-StatMechPool,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MSRA-DeepST,error-OliverWyman-Navigator,error-PandemicCentral-USCounty,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-USC-SI_kJalpha_RF,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Geneva-DetGrowth,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IQVIA_ACOE-STAN,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-JHU_UNC_GAS-StatMechPool,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-PandemicCentral-USCounty,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-USC-SI_kJalpha_RF,beat_baseline-UVA-Ensemble
21061,19,8.0,,7.1,,11.0,17.0,,,,,,14.4,,,24.0,,19.7,9.8,,,11.0,13.2,,,7.0,,,,,,,8.0,,10.5,-11.0,,-11.9,,-8.0,-2.0,,,,,,-4.6,,,5.0,,0.7,-9.2,,,-8.0,-5.8,,,-12.0,,,,,,,-11.0,,-8.5,,False,,True,True,,,,,,True,,,True,,True,True,,,True,True,,,False,,,,,,,False,,True
21063,46,155.0,,154.6,,155.0,230.0,,,,,,61.3,,,28.0,,2765.2,7.1,,,8.0,16.8,,190.0,106.0,,,,,,,87.0,,198.7,109.0,,108.6,,109.0,184.0,,,,,,15.3,,,-18.0,,2719.2,-38.9,,,-38.0,-29.2,,144.0,60.0,,,,,,,41.0,,152.7,,True,,False,False,,,,,,True,,,True,,False,True,,,True,True,,False,True,,,,,,,True,,False
21065,27,37.0,,37.5,,37.0,17.0,,,,,,43.1,,,45.0,,37.7,22.4,,,39.0,39.4,,37.0,12.0,,,,,,,42.0,,31.0,10.0,,10.5,,10.0,-10.0,,,,,,16.1,,,18.0,,10.7,-4.6,,,12.0,12.4,,10.0,-15.0,,,,,,,15.0,,4.0,,False,,False,False,,,,,,False,,,False,,False,True,,,False,False,,False,False,,,,,,,False,,True
21067,1083,871.0,,779.7,695.5,870.0,1175.0,,,,,,1198.9,,,886.0,,545.7,454.4,675.0,,869.0,1117.8,,941.0,959.0,,,,873.2,806.0,,947.0,,982.3,-212.0,,-303.3,-387.5,-213.0,92.0,,,,,,115.9,,,-197.0,,-537.3,-628.6,-408.0,,-214.0,34.8,,-142.0,-124.0,,,,-209.8,-277.0,,-136.0,,-100.7,,False,False,False,True,,,,,,True,,,True,,False,False,False,,False,True,,True,True,,,,True,False,,True,,True
21069,27,23.0,,25.9,,26.0,44.0,,,,,,33.6,,,48.0,,66.8,16.1,,,25.0,27.1,,46.0,8.0,,,,,,,19.0,,25.1,-4.0,,-1.1,,-1.0,17.0,,,,,,6.6,,,21.0,,39.8,-10.9,,,-2.0,0.1,,19.0,-19.0,,,,,,,-8.0,,-1.9,,True,,True,False,,,,,,False,,,False,,False,False,,,True,True,,False,False,,,,,,,False,,True
21071,185,117.0,,115.0,,138.0,159.0,,,,,,133.6,,,88.0,,184.6,31.7,100.5,,168.0,137.5,,128.0,95.0,,,,,,,140.0,,140.5,-68.0,,-70.0,,-47.0,-26.0,,,,,,-51.4,,,-97.0,,-0.4,-153.3,-84.5,,-17.0,-47.5,,-57.0,-90.0,,,,,,,-45.0,,-44.5,,False,,True,True,,,,,,True,,,False,,True,False,False,,True,True,,True,False,,,,,,,True,,True
21073,78,62.0,,63.5,,64.0,67.0,,,,,,68.4,,,121.0,,75.6,22.0,56.0,,52.0,61.2,,82.0,32.0,,,,,,,58.0,,66.7,-16.0,,-14.5,,-14.0,-11.0,,,,,,-9.6,,,43.0,,-2.4,-56.0,-22.0,,-26.0,-16.8,,4.0,-46.0,,,,,,,-20.0,,-11.3,,True,,True,True,,,,,,True,,,False,,True,False,False,,False,False,,True,False,,,,,,,False,,True
21075,6,7.0,,6.5,,9.0,11.0,,,,,,11.6,,,19.0,,10.5,6.2,,,4.0,8.8,,,19.0,,,,,,,6.0,,9.5,1.0,,0.5,,3.0,5.0,,,,,,5.6,,,13.0,,4.5,0.2,,,-2.0,2.8,,,13.0,,,,,,,0.0,,3.5,,True,,False,False,,,,,,False,,,False,,False,True,,,False,False,,,False,,,,,,,True,,False
21077,10,5.0,,2.9,,5.0,7.0,,,,,,12.6,,,20.0,,7.2,6.7,,,5.0,4.8,,11.0,5.0,,,,,,,4.0,,7.1,-5.0,,-7.1,,-5.0,-3.0,,,,,,2.6,,,10.0,,-2.8,-3.3,,,-5.0,-5.2,,1.0,-5.0,,,,,,,-6.0,,-2.9,,False,,False,True,,,,,,True,,,False,,True,True,,,False,False,,True,False,,,,,,,False,,True
21079,15,70.0,,70.4,,70.0,86.0,,,,,,61.2,,,41.0,,107.1,23.9,,,76.0,59.8,,84.0,57.0,,,,,,,61.0,,89.6,55.0,,55.4,,55.0,71.0,,,,,,46.2,,,26.0,,92.1,8.9,,,61.0,44.8,,69.0,42.0,,,,,,,46.0,,74.6,,False,,False,False,,,,,,True,,,True,,False,True,,,False,True,,False,True,,,,,,,True,,False
21081,62,50.0,,48.7,,50.0,53.0,,,,,,44.9,,,64.0,,70.9,18.0,,,39.0,42.5,,51.0,43.0,,,,,,,54.0,,58.3,-12.0,,-13.3,,-12.0,-9.0,,,,,,-17.1,,,2.0,,8.9,-44.0,,,-23.0,-19.5,,-11.0,-19.0,,,,,,,-8.0,,-3.7,,False,,False,True,,,,,,False,,,True,,True,False,,,False,False,,True,False,,,,,,,True,,True
21083,135,61.0,,62.4,,61.0,47.0,,,,,,82.8,,,123.0,,40.7,24.1,45.0,,51.0,84.5,,60.0,60.0,,,,,,,88.0,,63.5,-74.0,,-72.6,,-74.0,-88.0,,,,,,-52.2,,,-12.0,,-94.3,-110.9,-90.0,,-84.0,-50.5,,-75.0,-75.0,,,,,,,-47.0,,-71.5,,True,,False,False,,,,,,True,,,True,,False,False,False,,False,True,,False,False,,,,,,,True,,True
21085,85,50.0,,49.3,,52.0,53.0,,,,,,69.3,,,75.0,,45.4,24.3,,,93.0,72.2,,60.0,60.0,,,,,,,65.0,,51.8,-35.0,,-35.7,,-33.0,-32.0,,,,,,-15.7,,,-10.0,,-39.6,-60.7,,,8.0,-12.8,,-25.0,-25.0,,,,,,,-20.0,,-33.2,,False,,True,True,,,,,,True,,,True,,False,False,,,True,True,,True,True,,,,,,,True,,True
21087,23,13.0,,12.3,,14.0,0.0,,,,,,17.3,,,30.0,,17.0,11.4,,,14.0,14.5,,16.0,6.0,,,,,,,12.0,,16.2,-10.0,,-10.7,,-9.0,-23.0,,,,,,-5.7,,,7.0,,-6.0,-11.6,,,-9.0,-8.5,,-7.0,-17.0,,,,,,,-11.0,,-6.8,,False,,True,False,,,,,,True,,,True,,True,False,,,True,True,,True,False,,,,,,,False,,True
21089,97,69.0,,66.7,,69.0,79.0,,,,,,71.2,,,94.0,,75.7,28.0,65.0,,60.0,67.7,,73.0,100.0,,,,,,,67.0,,75.0,-28.0,,-30.3,,-28.0,-18.0,,,,,,-25.8,,,-3.0,,-21.3,-69.0,-32.0,,-37.0,-29.3,,-24.0,3.0,,,,,,,-30.0,,-22.0,,False,,False,True,,,,,,True,,,True,,True,False,False,,False,False,,True,True,,,,,,,False,,True
21091,19,35.0,,33.9,,33.0,33.0,,,,,,30.7,,,17.0,,43.0,7.3,,,24.0,25.2,,36.0,37.0,,,,,,,34.0,,38.6,16.0,,14.9,,14.0,14.0,,,,,,11.7,,,-2.0,,24.0,-11.7,,,5.0,6.2,,17.0,18.0,,,,,,,15.0,,19.6,,True,,True,True,,,,,,True,,,True,,False,True,,,True,True,,False,False,,,,,,,True,,False
21093,365,354.0,,359.4,,365.0,449.0,,,,,,329.7,,,284.0,,413.8,100.1,317.5,,436.0,370.9,,419.0,372.0,,,,337.0,,,352.0,,479.3,-11.0,,-5.6,,0.0,84.0,,,,,,-35.3,,,-81.0,,48.8,-264.9,-47.5,,71.0,5.9,,54.0,7.0,,,,-28.0,,,-13.0,,114.3,,True,,True,False,,,,,,False,,,False,,False,False,False,,False,True,,False,True,,,,False,,,False,,False
21095,59,38.0,,34.8,,35.0,23.0,,,,,,50.0,,,92.0,,30.7,29.4,,,26.0,37.5,,38.0,17.0,,,,,,,36.0,,40.4,-21.0,,-24.2,,-24.0,-36.0,,,,,,-9.0,,,33.0,,-28.3,-29.6,,,-33.0,-21.5,,-21.0,-42.0,,,,,,,-23.0,,-18.6,,False,,False,False,,,,,,True,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,True
21097,25,24.0,,23.3,,24.0,28.0,,,,,,29.7,,,55.0,,27.3,5.1,,,24.0,27.1,,24.0,19.0,,,,,,,21.0,,23.6,-1.0,,-1.7,,-1.0,3.0,,,,,,4.7,,,30.0,,2.3,-19.9,,,-1.0,2.1,,-1.0,-6.0,,,,,,,-4.0,,-1.4,,False,,False,False,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
21099,92,110.0,,110.2,,110.0,175.0,,,,,,107.1,,,53.0,,278.0,25.9,,,153.0,99.7,,142.0,2.0,,,,,,,98.0,,130.0,18.0,,18.2,,18.0,83.0,,,,,,15.1,,,-39.0,,186.0,-66.1,,,61.0,7.7,,50.0,-90.0,,,,,,,6.0,,38.0,,False,,False,False,,,,,,True,,,False,,False,False,,,False,True,,False,False,,,,,,,True,,False
21101,150,99.0,,96.9,,101.0,79.0,,,,,,119.2,,,141.0,,99.9,69.3,119.0,,102.0,131.9,,89.0,97.0,,,,118.7,,,114.0,,113.3,-51.0,,-53.1,,-49.0,-71.0,,,,,,-30.8,,,-9.0,,-50.1,-80.7,-31.0,,-48.0,-18.1,,-61.0,-53.0,,,,-31.3,,,-36.0,,-36.7,,False,,True,False,,,,,,True,,,True,,True,False,True,,True,True,,False,False,,,,True,,,True,,True
21103,35,54.0,,53.0,,54.0,57.0,,,,,,56.4,,,35.0,,66.0,15.6,,,55.0,51.4,,56.0,19.0,,,,,,,42.0,,74.0,19.0,,18.0,,19.0,22.0,,,,,,21.4,,,0.0,,31.0,-19.4,,,20.0,16.4,,21.0,-16.0,,,,,,,7.0,,39.0,,True,,False,False,,,,,,False,,,True,,False,False,,,False,True,,False,True,,,,,,,True,,False
21105,7,13.0,,13.2,,10.0,8.0,,,,,,8.4,,,10.0,,25.1,4.2,,,9.0,8.6,,17.0,10.0,,,,,,,11.0,,15.2,6.0,,6.2,,3.0,1.0,,,,,,1.4,,,3.0,,18.1,-2.8,,,2.0,1.6,,10.0,3.0,,,,,,,4.0,,8.2,,False,,True,True,,,,,,True,,,True,,False,True,,,True,True,,False,True,,,,,,,True,,False
21107,156,107.0,,108.6,,100.0,81.0,,,,,,138.9,,,150.0,,87.8,67.2,119.5,,99.0,101.4,,121.0,95.0,,,,99.2,,,86.0,,128.0,-49.0,,-47.4,,-56.0,-75.0,,,,,,-17.1,,,-6.0,,-68.2,-88.8,-36.5,,-57.0,-54.6,,-35.0,-61.0,,,,-56.8,,,-70.0,,-28.0,,True,,False,False,,,,,,True,,,True,,False,False,True,,False,False,,True,False,,,,False,,,False,,True
21109,39,56.0,,54.4,,43.0,16.0,,,,,,66.8,,,43.0,,40.0,8.2,,,55.0,42.5,,49.0,55.0,,,,,,,46.0,,63.1,17.0,,15.4,,4.0,-23.0,,,,,,27.8,,,4.0,,1.0,-30.8,,,16.0,3.5,,10.0,16.0,,,,,,,7.0,,24.1,,True,,True,False,,,,,,False,,,True,,True,False,,,True,True,,True,True,,,,,,,True,,False
21111,2369,2470.0,,2459.1,2714.0,2465.0,2345.0,,,,,,2396.9,,,2111.0,,2853.4,1058.3,2149.0,,2856.0,2495.9,,2869.0,2152.0,,,,2179.8,2370.0,,2405.0,,3187.1,101.0,,90.1,345.0,96.0,-24.0,,,,,,27.9,,,-258.0,,484.4,-1310.7,-220.0,,487.0,126.9,,500.0,-217.0,,,,-189.2,1.0,,36.0,,818.1,,True,False,True,True,,,,,,True,,,False,,False,False,False,,False,False,,False,False,,,,False,True,,True,,False
21113,106,122.0,,122.1,,122.0,111.0,,,,,,140.3,,,123.0,,135.0,42.6,124.0,,115.0,113.1,,136.0,153.0,,,,,,,12.0,,133.4,16.0,,16.1,,16.0,5.0,,,,,,34.3,,,17.0,,29.0,-63.4,18.0,,9.0,7.1,,30.0,47.0,,,,,,,-94.0,,27.4,,False,,False,True,,,,,,False,,,False,,False,False,False,,True,True,,False,False,,,,,,,False,,False
21115,104,81.0,,81.6,,90.0,98.0,,,,,,115.6,,,59.0,,90.3,12.7,,,174.0,153.0,,88.0,59.0,,,,,,,158.0,,91.3,-23.0,,-22.4,,-14.0,-6.0,,,,,,11.6,,,-45.0,,-13.7,-91.3,,,70.0,49.0,,-16.0,-45.0,,,,,,,54.0,,-12.7,,True,,True,True,,,,,,True,,,False,,True,False,,,False,False,,True,False,,,,,,,False,,True
21117,465,395.0,,385.5,,464.0,524.0,,,,,,369.5,,,466.0,,373.7,197.1,317.0,,472.0,464.3,,410.0,505.0,,,,351.5,537.0,,466.0,,536.9,-70.0,,-79.5,,-1.0,59.0,,,,,,-95.5,,,1.0,,-91.3,-267.9,-148.0,,7.0,-0.7,,-55.0,40.0,,,,-113.5,72.0,,1.0,,71.9,,False,,True,True,,,,,,False,,,True,,False,False,False,,True,True,,True,True,,,,False,False,,True,,False
21119,33,47.0,,47.6,,41.0,41.0,,,,,,50.7,,,32.0,,67.8,22.1,,,37.0,36.2,,51.0,34.0,,,,,,,34.0,,51.5,14.0,,14.6,,8.0,8.0,,,,,,17.7,,,-1.0,,34.8,-10.9,,,4.0,3.2,,18.0,1.0,,,,,,,1.0,,18.5,,False,,True,True,,,,,,False,,,True,,False,True,,,True,True,,False,True,,,,,,,True,,False
21121,80,102.0,,104.2,,102.0,93.0,,,,,,97.3,,,146.0,,138.0,34.3,108.5,,73.0,86.9,,116.0,76.0,,,,,,,84.0,,116.3,22.0,,24.2,,22.0,13.0,,,,,,17.3,,,66.0,,58.0,-45.7,28.5,,-7.0,6.9,,36.0,-4.0,,,,,,,4.0,,36.3,,False,,False,True,,,,,,True,,,False,,False,False,False,,True,True,,False,True,,,,,,,True,,False
21123,40,76.0,,70.0,,67.0,67.0,,,,,,57.6,,,33.0,,94.2,13.7,,,58.0,55.6,,75.0,184.0,,,,,,,67.0,,76.9,36.0,,30.0,,27.0,27.0,,,,,,17.6,,,-7.0,,54.2,-26.3,,,18.0,15.6,,35.0,144.0,,,,,,,27.0,,36.9,,True,,True,True,,,,,,True,,,True,,False,True,,,True,True,,True,False,,,,,,,True,,False
21125,246,178.0,,179.6,,181.0,211.0,,,,,,211.0,,,208.0,,182.8,65.2,164.5,,189.0,171.3,,223.0,171.0,,,,160.4,,,154.0,,198.8,-68.0,,-66.4,,-65.0,-35.0,,,,,,-35.0,,,-38.0,,-63.2,-180.8,-81.5,,-57.0,-74.7,,-23.0,-75.0,,,,-85.6,,,-92.0,,-47.2,,True,,True,True,,,,,,True,,,True,,True,False,False,,True,False,,True,False,,,,False,,,False,,True
21127,21,30.0,,30.9,,31.0,28.0,,,,,,42.9,,,38.0,,43.6,13.8,,,33.0,33.7,,33.0,44.0,,,,,,,28.0,,30.5,9.0,,9.9,,10.0,7.0,,,,,,21.9,,,17.0,,22.6,-7.2,,,12.0,12.7,,12.0,23.0,,,,,,,7.0,,9.5,,False,,False,True,,,,,,False,,,False,,False,True,,,False,False,,False,False,,,,,,,True,,False
21129,18,75.0,,76.7,,77.0,113.0,,,,,,59.6,,,21.0,,1404.1,4.5,,,99.0,42.8,,,4.0,,,,,,,62.0,,94.9,57.0,,58.7,,59.0,95.0,,,,,,41.6,,,3.0,,1386.1,-13.5,,,81.0,24.8,,,-14.0,,,,,,,44.0,,76.9,,False,,False,False,,,,,,True,,,True,,False,True,,,False,True,,,True,,,,,,,True,,False
21131,21,13.0,,12.3,,11.0,10.0,,,,,,18.9,,,28.0,,10.7,6.0,,,8.0,11.4,,15.0,13.0,,,,,,,11.0,,14.0,-8.0,,-8.7,,-10.0,-11.0,,,,,,-2.1,,,7.0,,-10.3,-15.0,,,-13.0,-9.6,,-6.0,-8.0,,,,,,,-10.0,,-7.0,,False,,False,False,,,,,,True,,,True,,False,False,,,False,False,,True,False,,,,,,,False,,True
21133,37,16.0,,17.5,,18.0,9.0,,,,,,25.0,,,60.0,,20.7,22.5,,,15.0,30.8,,12.0,15.0,,,,,,,25.0,,19.1,-21.0,,-19.5,,-19.0,-28.0,,,,,,-12.0,,,23.0,,-16.3,-14.5,,,-22.0,-6.2,,-25.0,-22.0,,,,,,,-12.0,,-17.9,,True,,True,False,,,,,,True,,,False,,True,True,,,False,True,,False,False,,,,,,,True,,True
21135,54,48.0,,48.6,,43.0,0.0,,,,,,61.2,,,37.0,,31.7,8.3,,,55.0,43.1,,38.0,64.0,,,,,,,54.0,,48.2,-6.0,,-5.4,,-11.0,-54.0,,,,,,7.2,,,-17.0,,-22.3,-45.7,,,1.0,-10.9,,-16.0,10.0,,,,,,,0.0,,-5.8,,True,,False,False,,,,,,False,,,False,,False,False,,,True,False,,False,False,,,,,,,True,,True
21137,45,41.0,,38.2,,47.0,47.0,,,,,,34.4,,,64.0,,68.8,19.2,,,65.0,46.8,,50.0,30.0,,,,,,,43.0,,50.1,-4.0,,-6.8,,2.0,2.0,,,,,,-10.6,,,19.0,,23.8,-25.8,,,20.0,1.8,,5.0,-15.0,,,,,,,-2.0,,5.1,,False,,True,True,,,,,,False,,,False,,False,False,,,False,True,,False,False,,,,,,,True,,False
21139,34,11.0,,12.7,,10.0,7.0,,,,,,14.4,,,20.0,,9.1,5.1,,,9.0,14.1,,11.0,,,,,,,,13.0,,10.2,-23.0,,-21.3,,-24.0,-27.0,,,,,,-19.6,,,-14.0,,-24.9,-28.9,,,-25.0,-19.9,,-23.0,,,,,,,,-21.0,,-23.8,,True,,False,False,,,,,,True,,,True,,False,False,,,False,True,,False,,,,,,,,True,,False
21141,55,86.0,,85.8,,86.0,60.0,,,,,,77.0,,,102.0,,91.0,39.2,,,69.0,80.3,,88.0,103.0,,,,,,,82.0,,91.3,31.0,,30.8,,31.0,5.0,,,,,,22.0,,,47.0,,36.0,-15.8,,,14.0,25.3,,33.0,48.0,,,,,,,27.0,,36.3,,True,,False,True,,,,,,True,,,False,,False,True,,,True,True,,False,False,,,,,,,True,,False
21143,12,15.0,,15.2,,14.0,7.0,,,,,,24.6,,,17.0,,8.2,2.7,,,6.0,13.5,,17.0,2.0,,,,,,,14.0,,14.5,3.0,,3.2,,2.0,-5.0,,,,,,12.6,,,5.0,,-3.8,-9.3,,,-6.0,1.5,,5.0,-10.0,,,,,,,2.0,,2.5,,False,,True,False,,,,,,False,,,False,,False,False,,,False,True,,False,False,,,,,,,True,,True
21145,264,182.0,,183.0,,192.0,218.0,,,,,,193.7,,,189.0,,203.1,94.2,171.0,,222.0,243.5,,213.0,183.0,,,,171.5,,,242.0,,194.5,-82.0,,-81.0,,-72.0,-46.0,,,,,,-70.3,,,-75.0,,-60.9,-169.8,-93.0,,-42.0,-20.5,,-51.0,-81.0,,,,-92.5,,,-22.0,,-69.5,,True,,True,True,,,,,,True,,,True,,True,False,False,,True,True,,True,True,,,,False,,,True,,True
21147,23,13.0,,13.7,,14.0,14.0,,,,,,17.3,,,49.0,,17.5,8.5,,,4.0,13.7,,17.0,4.0,,,,,,,12.0,,18.5,-10.0,,-9.3,,-9.0,-9.0,,,,,,-5.7,,,26.0,,-5.5,-14.5,,,-19.0,-9.3,,-6.0,-19.0,,,,,,,-11.0,,-4.5,,True,,True,True,,,,,,True,,,False,,True,False,,,False,True,,True,False,,,,,,,False,,True
21149,30,47.0,,47.1,,47.0,55.0,,,,,,29.9,,,18.0,,112.3,5.7,,,57.0,37.7,,59.0,2.0,,,,,,,39.0,,61.5,17.0,,17.1,,17.0,25.0,,,,,,-0.1,,,-12.0,,82.3,-24.3,,,27.0,7.7,,29.0,-28.0,,,,,,,9.0,,31.5,,False,,False,False,,,,,,True,,,True,,False,False,,,False,True,,False,False,,,,,,,True,,False
21151,192,157.0,,161.0,,161.0,164.0,,,,,,188.5,,,229.0,,161.9,71.6,151.0,,162.0,159.0,,167.0,67.0,,,,134.1,,,142.0,,171.3,-35.0,,-31.0,,-31.0,-28.0,,,,,,-3.5,,,37.0,,-30.1,-120.4,-41.0,,-30.0,-33.0,,-25.0,-125.0,,,,-57.9,,,-50.0,,-20.7,,True,,True,True,,,,,,True,,,False,,True,False,False,,True,True,,True,False,,,,False,,,False,,True
21153,66,38.0,,38.0,,39.0,39.0,,,,,,46.5,,,34.0,,42.9,13.6,,,51.0,50.8,,41.0,46.0,,,,,,,53.0,,39.0,-28.0,,-28.0,,-27.0,-27.0,,,,,,-19.5,,,-32.0,,-23.1,-52.4,,,-15.0,-15.2,,-25.0,-20.0,,,,,,,-13.0,,-27.0,,False,,True,True,,,,,,True,,,False,,True,False,,,True,True,,True,True,,,,,,,True,,True
21155,76,108.0,,109.6,,110.0,147.0,,,,,,97.2,,,47.0,,198.3,14.7,,,115.0,100.3,,123.0,59.0,,,,,,,98.0,,135.3,32.0,,33.6,,34.0,71.0,,,,,,21.2,,,-29.0,,122.3,-61.4,,,39.0,24.3,,47.0,-17.0,,,,,,,22.0,,59.3,,False,,False,False,,,,,,True,,,True,,False,False,,,False,True,,False,True,,,,,,,True,,False
21157,75,73.0,,72.4,,73.0,73.0,,,,,,65.0,,,84.0,,64.6,22.5,58.5,,73.0,74.8,,78.0,54.0,,,,,,,71.0,,74.5,-2.0,,-2.6,,-2.0,-2.0,,,,,,-10.0,,,9.0,,-10.4,-52.5,-16.5,,-2.0,-0.2,,3.0,-21.0,,,,,,,-4.0,,-0.5,,False,,False,False,,,,,,False,,,False,,False,False,False,,False,True,,False,False,,,,,,,False,,True
21159,37,57.0,,56.9,,57.0,78.0,,,,,,58.9,,,25.0,,128.2,11.4,,,84.0,53.0,,70.0,4.0,,,,,,,51.0,,69.7,20.0,,19.9,,20.0,41.0,,,,,,21.9,,,-12.0,,91.2,-25.6,,,47.0,16.0,,33.0,-33.0,,,,,,,14.0,,32.7,,True,,False,False,,,,,,False,,,True,,False,False,,,False,True,,False,False,,,,,,,True,,False
21161,33,24.0,,24.2,,28.0,31.0,,,,,,24.7,,,50.0,,28.0,11.9,,,39.0,30.7,,25.0,0.0,,,,,,,29.0,,24.2,-9.0,,-8.8,,-5.0,-2.0,,,,,,-8.3,,,17.0,,-5.0,-21.1,,,6.0,-2.3,,-8.0,-33.0,,,,,,,-4.0,,-8.8,,True,,True,True,,,,,,True,,,False,,True,False,,,True,True,,True,False,,,,,,,True,,True
21163,49,51.0,,49.5,,51.0,50.0,,,,,,63.0,,,51.0,,71.8,36.3,,,51.0,55.0,,66.0,59.0,,,,,,,45.0,,59.9,2.0,,0.5,,2.0,1.0,,,,,,14.0,,,2.0,,22.8,-12.7,,,2.0,6.0,,17.0,10.0,,,,,,,-4.0,,10.9,,True,,False,True,,,,,,False,,,False,,False,False,,,False,False,,False,False,,,,,,,False,,False
21165,14,10.0,,9.2,,10.0,7.0,,,,,,7.9,,,12.0,,11.7,3.2,,,7.0,10.4,,9.0,10.0,,,,,,,13.0,,9.7,-4.0,,-4.8,,-4.0,-7.0,,,,,,-6.1,,,-2.0,,-2.3,-10.8,,,-7.0,-3.6,,-5.0,-4.0,,,,,,,-1.0,,-4.3,,False,,False,False,,,,,,False,,,True,,True,False,,,False,True,,False,False,,,,,,,True,,False
21167,56,44.0,,44.2,,44.0,32.0,,,,,,40.2,,,45.0,,54.8,19.9,,,32.0,38.0,,45.0,22.0,,,,,,,41.0,,45.6,-12.0,,-11.8,,-12.0,-24.0,,,,,,-15.8,,,-11.0,,-1.2,-36.1,,,-24.0,-18.0,,-11.0,-34.0,,,,,,,-15.0,,-10.4,,True,,False,False,,,,,,False,,,True,,True,False,,,False,False,,True,False,,,,,,,False,,True
21169,46,26.0,,25.6,,26.0,31.0,,,,,,23.7,,,22.0,,34.9,10.9,,,21.0,22.2,,33.0,0.0,,,,,,,19.0,,29.0,-20.0,,-20.4,,-20.0,-15.0,,,,,,-22.3,,,-24.0,,-11.1,-35.1,,,-25.0,-23.8,,-13.0,-46.0,,,,,,,-27.0,,-17.0,,False,,False,True,,,,,,False,,,False,,True,False,,,False,False,,True,False,,,,,,,False,,True
21171,107,76.0,,73.9,,68.0,18.0,,,,,,77.6,,,39.0,,53.4,8.4,,,93.0,68.5,,68.0,,,,,,,,76.0,,84.6,-31.0,,-33.1,,-39.0,-89.0,,,,,,-29.4,,,-68.0,,-53.6,-98.6,,,-14.0,-38.5,,-39.0,,,,,,,,-31.0,,-22.4,,False,,False,False,,,,,,True,,,False,,False,False,,,True,False,,False,,,,,,,,False,,True
21173,104,137.0,,132.7,,133.0,189.0,,,,,,111.9,,,87.0,,182.0,24.5,,,106.0,103.7,,137.0,137.0,,,,,,,135.0,,153.2,33.0,,28.7,,29.0,85.0,,,,,,7.9,,,-17.0,,78.0,-79.5,,,2.0,-0.3,,33.0,33.0,,,,,,,31.0,,49.2,,True,,True,False,,,,,,True,,,True,,False,False,,,True,True,,False,False,,,,,,,True,,False
21175,24,31.0,,34.7,,31.0,27.0,,,,,,36.3,,,40.0,,43.6,10.0,,,25.0,30.6,,36.0,37.0,,,,,,,34.0,,27.7,7.0,,10.7,,7.0,3.0,,,,,,12.3,,,16.0,,19.6,-14.0,,,1.0,6.6,,12.0,13.0,,,,,,,10.0,,3.7,,False,,False,True,,,,,,False,,,False,,False,False,,,True,True,,False,False,,,,,,,False,,True
