,count,mean,median,std,min,25%,75%,max
UVA-Ensemble,3131,73.0,21.7,194.1,0.0,7.4,58.9,4048.1
LNQ-ens1,3140,74.1,21.3,179.4,0.0,6.9,59.0,2762.3
LANL-GrowthRate,3089,79.2,25.0,190.0,0.0,8.0,66.0,3191.0
OliverWyman-Navigator,3013,83.2,22.0,291.4,0.0,8.0,61.0,11809.0
CU-select,3081,85.3,29.0,249.2,0.0,11.0,70.0,8414.0
COVIDhub-ensemble,3141,87.8,22.0,282.4,0.0,8.0,66.0,10716.0
COVIDhub-baseline,3141,91.9,23.0,316.4,0.0,8.0,68.0,12676.0
CEID-Walk,3141,92.1,23.2,314.9,0.0,8.0,68.3,12642.8
Google_Harvard-CPF,3140,93.6,23.1,363.6,0.0,7.7,65.7,15844.7
IowaStateLW-STEM,3103,96.5,24.0,318.1,0.0,8.0,73.0,11546.0
USC-SI_kJalpha,3112,101.0,26.0,313.0,0.0,9.0,78.0,10990.0
JHUAPL-Bucky,3141,110.0,27.1,359.0,0.0,8.9,81.9,13539.5
PandemicCentral-USCounty,2959,121.4,35.7,353.2,0.0,12.0,98.0,9780.0
JHU_IDD-CovidSP,3139,165.7,49.9,555.4,0.0,17.6,134.0,19911.7
