,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,QJHong-Encounter,RobertWalraven-ESG,UCLA-SuEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-QJHong-Encounter,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USC-SI_kJalpha
27163,4027,1445.0,1801.0,,,,1274.0,,1132.8,1015.6,,1178.3,,478.3,1408.7,1675.0,-2582.0,-2226.0,,,,-2753.0,,-2894.2,-3011.4,,-2848.7,,-3548.7,-2618.3,-2352.0,True,,,,False,,False,False,,False,,False,False,True
27165,78,50.0,57.0,,,,138.0,,33.4,31.8,,8.5,,9.3,37.3,40.0,-28.0,-21.0,,,,60.0,,-44.6,-46.2,,-69.5,,-68.7,-40.7,-38.0,True,,,,False,,False,False,,False,,False,False,False
27167,102,65.0,0.0,,,,103.0,,75.3,8.4,,28.8,,17.0,29.4,61.0,-37.0,-102.0,,,,1.0,,-26.7,-93.5,,-73.2,,-85.0,-72.6,-41.0,False,,,,True,,True,False,,False,,False,False,False
27169,681,425.0,222.0,,,,707.0,,325.9,370.4,,228.4,,215.8,1236.0,433.0,-256.0,-459.0,,,,26.0,,-355.1,-310.6,,-452.6,,-465.2,555.0,-248.0,False,,,,True,,False,False,,False,,False,False,True
27171,1851,790.0,1729.0,,,,1093.0,,671.1,619.8,,237.2,,439.4,642.2,1044.0,-1061.0,-122.0,,,,-758.0,,-1179.9,-1231.2,,-1613.8,,-1411.6,-1208.8,-807.0,True,,,,True,,False,False,,False,,False,False,True
27173,166,165.0,131.0,,,,165.0,,144.5,53.8,,76.3,,18.6,228.8,101.0,-1.0,-35.0,,,,-1.0,,-21.5,-112.2,,-89.7,,-147.4,62.8,-65.0,False,,,,False,,False,False,,False,,False,False,False
28001,209,115.0,81.0,,,,153.0,,121.0,89.4,,29.4,,85.3,68.5,57.0,-94.0,-128.0,,,,-56.0,,-88.0,-119.6,,-179.6,,-123.7,-140.5,-152.0,False,,,,True,,True,False,,False,,False,False,False
28003,336,185.0,150.0,,,,290.0,,235.7,84.6,,87.1,,70.7,143.7,213.0,-151.0,-186.0,,,,-46.0,,-100.3,-251.4,,-248.9,,-265.3,-192.3,-123.0,False,,,,True,,True,False,,False,,False,False,True
28005,94,80.0,32.0,,,,52.0,,71.2,35.7,,16.6,,35.9,46.4,54.0,-14.0,-62.0,,,,-42.0,,-22.8,-58.3,,-77.4,,-58.1,-47.6,-40.0,False,,,,False,,False,False,,False,,False,False,False
28007,165,120.0,115.0,,,,84.0,,106.6,71.8,,22.4,,11.9,85.8,122.0,-45.0,-50.0,,,,-81.0,,-58.4,-93.2,,-142.6,,-153.1,-79.2,-43.0,False,,,,False,,False,False,,False,,False,False,True
28009,164,105.0,0.0,,,,66.0,,82.9,13.7,,37.0,,64.6,49.3,181.0,-59.0,-164.0,,,,-98.0,,-81.1,-150.3,,-127.0,,-99.4,-114.7,17.0,False,,,,False,,False,False,,False,,False,False,True
28011,248,265.0,160.0,,,,252.0,,208.7,103.5,,133.2,,128.7,155.4,0.0,17.0,-88.0,,,,4.0,,-39.3,-144.5,,-114.8,,-119.3,-92.6,-248.0,False,,,,True,,False,False,,False,,False,False,False
28013,110,105.0,0.0,,,,80.0,,120.8,39.0,,37.8,,69.1,49.4,177.0,-5.0,-110.0,,,,-30.0,,10.8,-71.0,,-72.2,,-40.9,-60.6,67.0,False,,,,False,,False,False,,False,,False,False,False
28015,236,65.0,0.0,,,,52.0,,63.0,34.4,,15.7,,218.4,38.7,90.0,-171.0,-236.0,,,,-184.0,,-173.0,-201.6,,-220.3,,-17.6,-197.3,-146.0,False,,,,False,,False,False,,False,,True,False,True
28017,192,155.0,67.0,,,,95.0,,174.1,53.9,,58.5,,41.7,81.4,163.0,-37.0,-125.0,,,,-97.0,,-17.9,-138.1,,-133.5,,-150.3,-110.6,-29.0,False,,,,False,,True,False,,False,,False,False,True
28019,42,10.0,0.0,,,,33.0,,13.9,14.8,,2.1,,7.6,14.3,8.0,-32.0,-42.0,,,,-9.0,,-28.1,-27.2,,-39.9,,-34.4,-27.7,-34.0,False,,,,True,,True,True,,False,,False,True,False
28021,77,45.0,0.0,,,,33.0,,3.6,22.9,,7.9,,8.2,15.2,28.0,-32.0,-77.0,,,,-44.0,,-73.4,-54.1,,-69.1,,-68.8,-61.8,-49.0,False,,,,False,,False,False,,False,,False,False,False
28023,191,115.0,115.0,,,,42.0,,162.1,78.4,,31.2,,11.8,82.7,71.0,-76.0,-76.0,,,,-149.0,,-28.9,-112.6,,-159.8,,-179.2,-108.3,-120.0,False,,,,False,,True,False,,False,,False,False,False
28025,146,80.0,73.0,,,,69.0,,53.0,88.6,,17.1,,72.7,98.9,39.0,-66.0,-73.0,,,,-77.0,,-93.0,-57.4,,-128.9,,-73.3,-47.1,-107.0,False,,,,False,,False,True,,False,,False,True,False
28027,120,125.0,80.0,,,,292.0,,145.8,57.7,,20.1,,20.3,108.0,58.0,5.0,-40.0,,,,172.0,,25.8,-62.3,,-99.9,,-99.7,-12.0,-62.0,False,,,,False,,False,False,,False,,False,False,False
28029,205,230.0,188.0,,,,127.0,,197.5,76.6,,65.2,,68.7,193.2,247.0,25.0,-17.0,,,,-78.0,,-7.5,-128.4,,-139.8,,-136.3,-11.8,42.0,True,,,,False,,True,False,,False,,False,True,False
28031,207,85.0,40.0,,,,68.0,,88.6,98.2,,24.5,,18.6,42.0,58.0,-122.0,-167.0,,,,-139.0,,-118.4,-108.8,,-182.5,,-188.4,-165.0,-149.0,False,,,,False,,True,True,,False,,False,False,False
28033,2319,975.0,909.0,,,,972.0,,775.3,705.4,,519.9,,766.3,591.3,822.0,-1344.0,-1410.0,,,,-1347.0,,-1543.7,-1613.6,,-1799.1,,-1552.7,-1727.7,-1497.0,False,,,,False,,False,False,,False,,False,False,False
28035,631,755.0,1530.0,,,,334.0,,494.5,338.2,,389.2,,162.9,534.3,615.0,124.0,899.0,,,,-297.0,,-136.5,-292.8,,-241.8,,-468.1,-96.7,-16.0,False,,,,False,,False,False,,False,,False,True,True
28037,58,50.0,0.0,,,,50.0,,38.0,10.5,,5.2,,0.0,45.1,86.0,-8.0,-58.0,,,,-8.0,,-20.0,-47.5,,-52.8,,-58.0,-12.9,28.0,False,,,,False,,False,False,,False,,False,False,False
28039,272,200.0,0.0,,,,74.0,,212.8,90.3,,105.5,,22.7,126.3,259.0,-72.0,-272.0,,,,-198.0,,-59.2,-181.7,,-166.5,,-249.3,-145.7,-13.0,False,,,,False,,True,False,,False,,False,False,True
28041,108,75.0,32.0,,,,49.0,,117.1,51.3,,18.6,,14.7,47.8,80.0,-33.0,-76.0,,,,-59.0,,9.1,-56.7,,-89.4,,-93.3,-60.2,-28.0,False,,,,False,,True,False,,False,,False,False,True
28043,152,150.0,167.0,,,,138.0,,146.6,104.9,,32.9,,81.6,52.9,63.0,-2.0,15.0,,,,-14.0,,-5.4,-47.1,,-119.1,,-70.4,-99.1,-89.0,False,,,,False,,False,False,,False,,False,False,False
28045,348,150.0,156.0,,,,142.0,,166.3,137.1,,102.0,,96.5,83.8,193.0,-198.0,-192.0,,,,-206.0,,-181.7,-210.9,,-246.0,,-251.5,-264.2,-155.0,True,,,,False,,True,False,,False,,False,False,True
28047,1992,880.0,1123.0,,,,707.0,,859.1,772.5,,763.1,,899.1,562.2,1326.0,-1112.0,-869.0,,,,-1285.0,,-1132.9,-1219.5,,-1228.9,,-1092.9,-1429.8,-666.0,True,,,,False,,False,False,,False,,True,False,True
28049,1200,650.0,346.0,,,,893.0,,657.1,588.6,,374.4,,274.0,439.2,598.0,-550.0,-854.0,,,,-307.0,,-542.9,-611.4,,-825.6,,-926.0,-760.8,-602.0,False,,,,True,,True,False,,False,,False,False,False
28051,61,45.0,33.0,,,,53.0,,32.4,32.3,,16.8,,11.1,95.7,0.0,-16.0,-28.0,,,,-8.0,,-28.6,-28.7,,-44.2,,-49.9,34.7,-61.0,False,,,,True,,False,False,,False,,False,False,False
28053,104,15.0,0.0,,,,36.0,,9.7,17.8,,3.3,,13.2,15.5,4.0,-89.0,-104.0,,,,-68.0,,-94.3,-86.2,,-100.7,,-90.8,-88.5,-100.0,False,,,,True,,False,True,,False,,False,True,False
28055,1,5.0,0.0,,,,19.0,,6.4,3.1,,,,43.9,,0.0,4.0,-1.0,,,,18.0,,5.4,2.1,,,,42.9,,-1.0,True,,,,False,,False,True,,,,False,,True
28057,355,415.0,341.0,,,,87.0,,465.1,130.3,,289.7,,241.6,232.6,245.0,60.0,-14.0,,,,-268.0,,110.1,-224.7,,-65.3,,-113.4,-122.4,-110.0,True,,,,False,,False,False,,False,,False,False,False
28059,1579,1160.0,3287.0,,,,504.0,,1020.2,675.7,,849.8,,119.3,656.5,1129.0,-419.0,1708.0,,,,-1075.0,,-558.8,-903.3,,-729.2,,-1459.7,-922.5,-450.0,False,,,,False,,False,False,,False,,False,False,False
28061,138,105.0,55.0,,,,67.0,,120.1,101.9,,28.4,,54.3,64.1,58.0,-33.0,-83.0,,,,-71.0,,-17.9,-36.1,,-109.6,,-83.7,-73.9,-80.0,False,,,,False,,True,False,,False,,False,False,False
28063,49,5.0,0.0,,,,30.0,,5.5,19.9,,3.8,,14.6,6.3,0.0,-44.0,-49.0,,,,-19.0,,-43.5,-29.1,,-45.2,,-34.4,-42.7,-49.0,False,,,,True,,True,True,,False,,True,True,False
28065,114,40.0,10.0,,,,45.0,,37.4,44.0,,2.9,,2.1,25.3,18.0,-74.0,-104.0,,,,-69.0,,-76.6,-70.0,,-111.1,,-111.9,-88.7,-96.0,False,,,,True,,False,True,,False,,False,False,False
28067,545,415.0,304.0,,,,395.0,,367.2,341.9,,138.2,,317.4,309.3,250.0,-130.0,-241.0,,,,-150.0,,-177.8,-203.1,,-406.8,,-227.6,-235.7,-295.0,False,,,,False,,False,False,,False,,False,False,False
28069,54,10.0,0.0,,,,35.0,,8.3,24.9,,2.6,,7.4,16.7,8.0,-44.0,-54.0,,,,-19.0,,-45.7,-29.1,,-51.4,,-46.6,-37.3,-46.0,False,,,,True,,False,True,,False,,False,True,False
28071,435,335.0,217.0,,,,435.0,,338.3,200.3,,222.1,,149.6,171.6,157.0,-100.0,-218.0,,,,0.0,,-96.7,-234.7,,-212.9,,-285.4,-263.4,-278.0,False,,,,True,,True,False,,False,,False,False,False
28073,637,695.0,1535.0,,,,244.0,,561.6,338.2,,383.6,,220.3,380.9,707.0,58.0,898.0,,,,-393.0,,-75.4,-298.8,,-253.4,,-416.6,-256.1,70.0,False,,,,False,,False,False,,False,,False,False,False
28075,683,235.0,206.0,,,,356.0,,216.8,176.0,,79.2,,179.1,251.7,172.0,-448.0,-477.0,,,,-327.0,,-466.2,-507.0,,-603.8,,-503.9,-431.3,-511.0,False,,,,True,,False,False,,False,,False,True,False
28077,154,40.0,0.0,,,,46.0,,32.9,57.5,,8.3,,15.9,28.4,30.0,-114.0,-154.0,,,,-108.0,,-121.1,-96.5,,-145.7,,-138.1,-125.6,-124.0,False,,,,True,,False,True,,False,,False,False,False
28079,222,100.0,70.0,,,,116.0,,95.7,108.9,,40.2,,45.7,66.4,120.0,-122.0,-152.0,,,,-106.0,,-126.3,-113.1,,-181.8,,-176.3,-155.6,-102.0,False,,,,True,,False,True,,False,,False,False,True
28081,983,1455.0,3342.0,,,,643.0,,1352.0,430.2,,570.9,,172.3,925.4,2603.0,472.0,2359.0,,,,-340.0,,369.0,-552.8,,-412.1,,-810.7,-57.6,1620.0,False,,,,True,,True,False,,True,,False,True,False
28083,361,255.0,295.0,,,,283.0,,230.2,84.0,,41.9,,36.0,187.2,122.0,-106.0,-66.0,,,,-78.0,,-130.8,-277.0,,-319.1,,-325.0,-173.8,-239.0,True,,,,True,,False,False,,False,,False,False,False
28085,377,210.0,264.0,,,,162.0,,204.1,130.3,,51.8,,66.1,151.9,216.0,-167.0,-113.0,,,,-215.0,,-172.9,-246.7,,-325.2,,-310.9,-225.1,-161.0,True,,,,False,,False,False,,False,,False,False,True
28087,312,320.0,517.0,,,,314.0,,394.3,131.7,,62.4,,35.5,230.0,194.0,8.0,205.0,,,,2.0,,82.3,-180.3,,-249.6,,-276.5,-82.0,-118.0,False,,,,True,,False,False,,False,,False,False,False
28089,647,385.0,605.0,,,,354.0,,377.6,343.6,,121.2,,45.1,232.8,320.0,-262.0,-42.0,,,,-293.0,,-269.4,-303.4,,-525.8,,-601.9,-414.2,-327.0,True,,,,False,,False,False,,False,,False,False,False
28091,121,105.0,60.0,,,,132.0,,96.5,66.5,,30.2,,19.8,60.8,123.0,-16.0,-61.0,,,,11.0,,-24.5,-54.5,,-90.8,,-101.2,-60.2,2.0,False,,,,True,,False,False,,False,,False,False,True
28093,545,105.0,74.0,,,,245.0,,122.2,83.5,,16.8,,17.1,88.8,119.0,-440.0,-471.0,,,,-300.0,,-422.8,-461.5,,-528.2,,-527.9,-456.2,-426.0,False,,,,True,,True,False,,False,,False,False,True
28095,370,240.0,213.0,,,,173.0,,238.6,151.0,,130.9,,135.4,168.5,248.0,-130.0,-157.0,,,,-197.0,,-131.4,-219.0,,-239.1,,-234.6,-201.5,-122.0,False,,,,False,,False,False,,False,,False,False,True
28097,125,100.0,35.0,,,,57.0,,69.3,25.9,,58.4,,63.4,83.1,66.0,-25.0,-90.0,,,,-68.0,,-55.7,-99.1,,-66.6,,-61.6,-41.9,-59.0,False,,,,False,,False,False,,False,,False,False,False
28099,296,330.0,258.0,,,,112.0,,242.9,211.7,,54.7,,62.6,223.9,110.0,34.0,-38.0,,,,-184.0,,-53.1,-84.3,,-241.3,,-233.4,-72.1,-186.0,False,,,,False,,False,False,,False,,False,False,False
28101,115,105.0,63.0,,,,71.0,,114.1,113.7,,34.7,,115.9,90.6,73.0,-10.0,-52.0,,,,-44.0,,-0.9,-1.3,,-80.3,,0.9,-24.4,-42.0,False,,,,False,,True,True,,False,,True,False,False
28103,53,95.0,5.0,,,,41.0,,66.7,42.3,,13.8,,21.9,74.0,55.0,42.0,-48.0,,,,-12.0,,13.7,-10.7,,-39.2,,-31.1,21.0,2.0,False,,,,True,,True,True,,True,,True,True,True
28105,293,245.0,170.0,,,,280.0,,225.5,176.8,,52.8,,33.3,149.3,270.0,-48.0,-123.0,,,,-13.0,,-67.5,-116.2,,-240.2,,-259.7,-143.7,-23.0,False,,,,True,,False,False,,False,,False,False,True
28107,279,215.0,311.0,,,,249.0,,213.5,83.2,,42.2,,31.9,97.3,293.0,-64.0,32.0,,,,-30.0,,-65.5,-195.8,,-236.8,,-247.1,-181.7,14.0,True,,,,True,,False,False,,False,,False,False,True
28109,318,270.0,350.0,,,,190.0,,218.8,126.8,,87.5,,48.4,201.6,480.0,-48.0,32.0,,,,-128.0,,-99.2,-191.2,,-230.5,,-269.6,-116.4,162.0,True,,,,False,,False,False,,False,,False,False,False
28111,114,85.0,78.0,,,,43.0,,72.2,44.9,,14.5,,6.8,74.6,36.0,-29.0,-36.0,,,,-71.0,,-41.8,-69.1,,-99.5,,-107.2,-39.4,-78.0,False,,,,False,,False,False,,False,,False,False,False
28113,186,85.0,74.0,,,,233.0,,103.6,94.9,,24.9,,22.0,110.1,65.0,-101.0,-112.0,,,,47.0,,-82.4,-91.1,,-161.1,,-164.0,-75.9,-121.0,False,,,,True,,True,True,,False,,False,True,False
28115,336,225.0,180.0,,,,210.0,,239.9,95.8,,52.4,,147.3,204.4,202.0,-111.0,-156.0,,,,-126.0,,-96.1,-240.2,,-283.6,,-188.7,-131.6,-134.0,False,,,,False,,True,False,,False,,False,False,False
28117,282,170.0,152.0,,,,180.0,,215.6,101.2,,15.8,,69.2,113.0,92.0,-112.0,-130.0,,,,-102.0,,-66.4,-180.8,,-266.2,,-212.8,-169.0,-190.0,False,,,,True,,True,False,,False,,False,False,False
28119,38,105.0,0.0,,,,52.0,,77.0,17.7,,25.2,,220.5,98.9,13.0,67.0,-38.0,,,,14.0,,39.0,-20.3,,-12.8,,182.5,60.9,-25.0,True,,,,True,,True,True,,True,,False,True,True
28121,984,625.0,657.0,,,,537.0,,625.1,430.5,,364.5,,486.1,421.8,576.0,-359.0,-327.0,,,,-447.0,,-358.9,-553.5,,-619.5,,-497.9,-562.2,-408.0,True,,,,False,,True,False,,False,,False,False,False
28123,145,35.0,16.0,,,,136.0,,63.3,70.5,,9.3,,3.0,52.6,14.0,-110.0,-129.0,,,,-9.0,,-81.7,-74.5,,-135.7,,-142.0,-92.4,-131.0,False,,,,True,,True,True,,False,,False,True,False
28125,26,10.0,0.0,,,,21.0,,9.7,5.1,,0.4,,1.8,16.7,0.0,-16.0,-26.0,,,,-5.0,,-16.3,-20.9,,-25.6,,-24.2,-9.3,-26.0,False,,,,True,,False,False,,False,,False,True,False
28127,220,150.0,127.0,,,,118.0,,164.9,94.3,,103.4,,135.2,60.3,202.0,-70.0,-93.0,,,,-102.0,,-55.1,-125.7,,-116.6,,-84.8,-159.7,-18.0,False,,,,False,,True,False,,False,,False,False,True
28129,81,90.0,35.0,,,,50.0,,113.6,64.0,,6.1,,14.2,89.5,80.0,9.0,-46.0,,,,-31.0,,32.6,-17.0,,-74.9,,-66.8,8.5,-1.0,False,,,,False,,False,False,,False,,False,True,True
28131,166,70.0,0.0,,,,111.0,,109.5,64.3,,18.6,,10.4,42.6,54.0,-96.0,-166.0,,,,-55.0,,-56.5,-101.7,,-147.4,,-155.6,-123.4,-112.0,False,,,,True,,True,False,,False,,False,False,False
28133,226,200.0,60.0,,,,209.0,,232.5,55.3,,73.9,,48.9,78.5,122.0,-26.0,-166.0,,,,-17.0,,6.5,-170.7,,-152.1,,-177.1,-147.5,-104.0,False,,,,True,,True,False,,False,,False,False,False
28135,110,75.0,1.0,,,,129.0,,72.4,35.0,,15.2,,11.5,61.9,20.0,-35.0,-109.0,,,,19.0,,-37.6,-75.0,,-94.8,,-98.5,-48.1,-90.0,False,,,,True,,False,False,,False,,False,False,False
28137,322,165.0,117.0,,,,181.0,,198.1,74.7,,57.5,,45.6,80.6,228.0,-157.0,-205.0,,,,-141.0,,-123.9,-247.3,,-264.5,,-276.4,-241.4,-94.0,False,,,,True,,True,False,,False,,False,False,True
28139,306,290.0,205.0,,,,145.0,,292.6,40.8,,73.0,,235.4,162.6,247.0,-16.0,-101.0,,,,-161.0,,-13.4,-265.2,,-233.0,,-70.6,-143.4,-59.0,False,,,,False,,True,False,,False,,False,False,False
28141,167,155.0,103.0,,,,102.0,,196.9,86.5,,48.5,,28.9,156.4,154.0,-12.0,-64.0,,,,-65.0,,29.9,-80.5,,-118.5,,-138.1,-10.6,-13.0,False,,,,False,,False,False,,False,,False,True,False
28143,51,35.0,0.0,,,,57.0,,36.1,17.1,,5.6,,5.9,52.8,42.0,-16.0,-51.0,,,,6.0,,-14.9,-33.9,,-45.4,,-45.1,1.8,-9.0,False,,,,True,,True,False,,False,,False,True,True
28145,308,225.0,172.0,,,,207.0,,177.8,93.7,,115.3,,122.9,148.2,405.0,-83.0,-136.0,,,,-101.0,,-130.2,-214.3,,-192.7,,-185.1,-159.8,97.0,False,,,,False,,False,False,,False,,False,False,False
28147,72,20.0,0.0,,,,58.0,,19.0,24.9,,1.8,,4.5,12.8,9.0,-52.0,-72.0,,,,-14.0,,-53.0,-47.1,,-70.2,,-67.5,-59.2,-63.0,False,,,,True,,False,True,,False,,False,False,False
28149,186,105.0,81.0,,,,196.0,,117.7,215.6,,10.2,,14.5,64.4,66.0,-81.0,-105.0,,,,10.0,,-68.3,29.6,,-175.8,,-171.5,-121.6,-120.0,False,,,,True,,True,True,,False,,False,False,False
28151,454,265.0,313.0,,,,261.0,,291.9,134.9,,158.1,,118.5,109.6,165.0,-189.0,-141.0,,,,-193.0,,-162.1,-319.1,,-295.9,,-335.4,-344.4,-289.0,True,,,,False,,True,False,,False,,False,False,False
28153,137,115.0,23.0,,,,96.0,,129.0,63.6,,21.2,,17.7,68.7,132.0,-22.0,-114.0,,,,-41.0,,-8.0,-73.4,,-115.8,,-119.3,-68.3,-5.0,False,,,,False,,True,False,,False,,False,False,True
28155,42,45.0,17.0,,,,45.0,,26.3,17.6,,5.8,,25.1,42.5,35.0,3.0,-25.0,,,,3.0,,-15.7,-24.4,,-36.2,,-16.9,0.5,-7.0,False,,,,False,,False,False,,False,,False,True,False
28157,43,20.0,0.0,,,,50.0,,19.5,9.6,,1.0,,2.9,48.2,9.0,-23.0,-43.0,,,,7.0,,-23.5,-33.4,,-42.0,,-40.1,5.2,-34.0,False,,,,True,,False,False,,False,,False,True,False
28159,176,90.0,0.0,,,,60.0,,88.6,61.0,,21.8,,56.1,45.3,99.0,-86.0,-176.0,,,,-116.0,,-87.4,-115.0,,-154.2,,-119.9,-130.7,-77.0,False,,,,False,,False,False,,False,,False,False,True
28161,148,90.0,44.0,,,,65.0,,92.1,35.2,,10.0,,8.5,53.8,70.0,-58.0,-104.0,,,,-83.0,,-55.9,-112.8,,-138.0,,-139.5,-94.2,-78.0,False,,,,False,,True,False,,False,,False,False,False
28163,263,80.0,65.0,,,,155.0,,81.8,127.2,,26.1,,53.4,48.8,49.0,-183.0,-198.0,,,,-108.0,,-181.2,-135.8,,-236.9,,-209.6,-214.2,-214.0,False,,,,True,,True,True,,False,,False,False,False
29001,291,170.0,228.0,,,,348.0,,218.3,80.3,,24.4,,135.0,162.0,220.0,-121.0,-63.0,,,,57.0,,-72.7,-210.7,,-266.6,,-156.0,-129.0,-71.0,True,,,,True,,True,False,,False,,False,False,True
29003,231,185.0,249.0,,,,63.0,,215.0,142.6,,120.9,,127.6,188.7,165.0,-46.0,18.0,,,,-168.0,,-16.0,-88.4,,-110.1,,-103.4,-42.3,-66.0,True,,,,False,,True,False,,False,,False,True,False
29005,41,45.0,35.0,,,,27.0,,27.6,19.3,,2.3,,0.3,,58.0,4.0,-6.0,,,,-14.0,,-13.4,-21.7,,-38.7,,-40.7,,17.0,False,,,,False,,False,False,,False,,False,,False
29007,266,145.0,253.0,,,,161.0,,106.6,174.8,,21.0,,98.4,84.4,68.0,-121.0,-13.0,,,,-105.0,,-159.4,-91.2,,-245.0,,-167.6,-181.6,-198.0,True,,,,True,,False,True,,False,,False,False,False
29009,492,245.0,516.0,,,,385.0,,273.3,107.7,,69.6,,77.3,123.9,170.0,-247.0,24.0,,,,-107.0,,-218.7,-384.3,,-422.4,,-414.7,-368.1,-322.0,True,,,,True,,True,False,,False,,False,False,False
29011,247,270.0,293.0,,,,64.0,,205.6,26.9,,,,84.1,153.2,241.0,23.0,46.0,,,,-183.0,,-41.4,-220.1,,,,-162.9,-93.8,-6.0,False,,,,False,,False,False,,,,False,False,True
29013,144,180.0,340.0,,,,88.0,,267.0,38.4,,40.2,,99.9,127.5,356.0,36.0,196.0,,,,-56.0,,123.0,-105.6,,-103.8,,-44.1,-16.5,212.0,False,,,,False,,False,False,,False,,False,True,False
29015,186,285.0,803.0,,,,98.0,,503.8,70.1,,88.4,,60.6,286.1,2.0,99.0,617.0,,,,-88.0,,317.8,-115.9,,-97.6,,-125.3,100.1,-184.0,False,,,,True,,False,False,,True,,False,False,False
29017,232,50.0,51.0,,,,63.0,,38.6,58.9,,3.6,,23.7,130.9,34.0,-182.0,-181.0,,,,-169.0,,-193.4,-173.1,,-228.4,,-208.3,-101.1,-198.0,True,,,,True,,False,True,,False,,False,True,False
29019,2760,435.0,783.0,,,,1414.0,,168.7,488.6,,1.6,,101.2,1870.6,219.0,-2325.0,-1977.0,,,,-1346.0,,-2591.3,-2271.4,,-2758.4,,-2658.8,-889.4,-2541.0,True,,,,True,,False,True,,False,,False,True,False
29021,1113,1090.0,1276.0,,,,647.0,,1080.4,574.8,,635.6,,808.8,821.9,1542.0,-23.0,163.0,,,,-466.0,,-32.6,-538.2,,-477.4,,-304.2,-291.1,429.0,False,,,,False,,False,False,,False,,False,False,False
29023,778,380.0,360.0,,,,421.0,,388.3,196.0,,164.6,,238.0,159.1,245.0,-398.0,-418.0,,,,-357.0,,-389.7,-582.0,,-613.4,,-540.0,-618.9,-533.0,False,,,,True,,True,False,,False,,False,False,False
29025,117,95.0,171.0,,,,63.0,,150.2,30.2,,29.4,,124.5,97.1,42.0,-22.0,54.0,,,,-54.0,,33.2,-86.8,,-87.6,,7.5,-19.9,-75.0,False,,,,False,,False,False,,False,,True,True,False
29027,1113,330.0,434.0,,,,239.0,,330.9,139.0,,158.2,,194.6,747.6,277.0,-783.0,-679.0,,,,-874.0,,-782.1,-974.0,,-954.8,,-918.4,-365.4,-836.0,True,,,,False,,True,False,,False,,False,True,False
29029,721,535.0,716.0,,,,204.0,,624.0,174.3,,536.9,,433.1,230.0,367.0,-186.0,-5.0,,,,-517.0,,-97.0,-546.7,,-184.1,,-287.9,-491.0,-354.0,True,,,,False,,True,False,,True,,False,False,False
29031,1304,945.0,1256.0,,,,450.0,,994.7,310.3,,830.3,,885.6,1343.0,776.0,-359.0,-48.0,,,,-854.0,,-309.3,-993.7,,-473.7,,-418.4,39.0,-528.0,True,,,,False,,True,False,,False,,False,True,False
29033,123,5.0,0.0,,,,127.0,,12.6,16.6,,3.6,,2.2,4.6,0.0,-118.0,-123.0,,,,4.0,,-110.4,-106.3,,-119.4,,-120.8,-118.4,-123.0,False,,,,True,,True,True,,False,,False,False,False
29035,99,15.0,95.0,,,,35.0,,3.7,15.4,,3.5,,0.0,,25.0,-84.0,-4.0,,,,-64.0,,-95.3,-83.6,,-95.5,,-99.0,,-74.0,True,,,,True,,False,True,,False,,False,,True
29037,853,350.0,236.0,,,,488.0,,283.1,381.2,,196.4,,164.1,191.7,260.0,-503.0,-617.0,,,,-365.0,,-569.9,-471.8,,-656.6,,-689.0,-661.3,-593.0,False,,,,True,,False,True,,False,,False,False,False
29039,138,180.0,354.0,,,,81.0,,207.2,35.4,,65.0,,223.1,131.0,246.0,42.0,216.0,,,,-57.0,,69.2,-102.6,,-73.0,,85.1,-7.0,108.0,False,,,,False,,False,False,,False,,False,True,False
29041,61,25.0,,,,,29.0,,29.9,13.1,,1.8,,0.4,,24.0,-36.0,,,,,-32.0,,-31.1,-47.9,,-59.2,,-60.6,,-37.0,,,,,True,,True,False,,False,,False,,False
29043,1111,1010.0,1531.0,,,,610.0,,1091.4,411.7,,514.3,,1779.1,462.9,1048.0,-101.0,420.0,,,,-501.0,,-19.6,-699.3,,-596.7,,668.1,-648.1,-63.0,False,,,,False,,True,False,,False,,False,False,True
29045,95,40.0,35.0,,,,44.0,,50.4,23.1,,6.2,,5.9,,63.0,-55.0,-60.0,,,,-51.0,,-44.6,-71.9,,-88.8,,-89.1,,-32.0,False,,,,True,,True,False,,False,,False,,True
