,predicted_cases,actual_cases,error,perc_error
USACE-ERDC_SEIR,2057400.0,3199826,-1142426.0,-35.7%
IBF-TimeSeries,1964890.0,3199826,-1234936.0,-38.6%
COVIDhub-baseline,1958929.0,3199826,-1240897.0,-38.8%
JCB-PRM,1653353.4,3199826,-1546472.6,-48.3%
Columbia_UNC-SurvCon,1643593.0,3199826,-1556233.0,-48.6%
IowaStateLW-STEM,1635937.0,3199826,-1563889.0,-48.9%
USC-SI_kJalpha,1533211.0,3199826,-1666615.0,-52.1%
UCLA-SuEIR,1357915.3,3199826,-1841910.7,-57.6%
LANL-GrowthRate,1056769.8,3199826,-2143056.2,-67.0%
Covid19Sim-Simulator,921339.2,3199826,-2278486.8,-71.2%
RobertWalraven-ESG,911521.7,3199826,-2288304.3,-71.5%
CovidAnalytics-DELPHI,826770.0,3199826,-2373056.0,-74.2%
