,count,mean,median,std,min,25%,75%,max
JCB-PRM,51,449528842.1,105054741.9,966543622.7,1390.4,8825841.7,416199151.1,5447707400.8
DDS-NBDS,51,508767647.1,75446554.3,1337994025.1,67.1,10122710.9,267937397.1,8120715640.1
CU-select,51,514692107.2,91431844.0,1229725353.4,16384.0,12226792.5,395784122.0,5651280625.0
LNQ-ens1,51,645154544.0,95658469.7,1911430051.3,8096.8,10468973.9,506168698.6,12071509359.5
Karlen-pypm,51,677563144.5,75771802.1,1821060119.8,458.0,18632313.9,548743545.5,12135335760.2
USACE-ERDC_SEIR,51,738883920.9,90065157.4,2395509329.3,6.1,4357105.1,243686352.0,16190740581.0
COVIDhub-baseline,51,744239994.2,123721129.0,1774378478.1,3844.0,23263010.0,464368552.0,8718703876.0
Covid19Sim-Simulator,51,755123842.7,151924717.4,1623812258.9,25741.4,26813348.4,689860146.4,9872953562.1
UMich-RidgeTfReg,50,766740188.4,96311931.4,1828864709.7,13676.1,8796286.7,625028380.2,10319771305.7
CEID-Walk,51,808359141.6,127216901.2,2108357270.6,6469.3,21062171.9,465039021.0,12285611119.9
USC-SI_kJalpha,51,822815062.0,106646929.0,2156449364.0,27225.0,17187029.0,445589689.0,11467411396.0
COVIDhub-ensemble,51,930235309.2,148718025.0,2243016287.6,3025.0,31922834.0,697822901.0,11933377600.0
JHUAPL-Bucky,51,940954861.0,132885603.7,2145892096.6,10670.9,32334956.6,692584775.5,10882116279.3
IowaStateLW-STEM,49,1058575095.3,276324129.0,2052343576.1,111556.0,41874802.0,1028303305.0,12053844100.0
JHU_IDD-CovidSP,51,1258036993.3,333803131.3,2836521284.1,1901.0,40222651.5,897301312.3,13828010951.3
RobertWalraven-ESG,51,1274074559.5,239753017.3,2934884582.1,186364.9,41358229.1,1070226076.6,15687978332.8
LANL-GrowthRate,51,1307792256.6,239280851.6,3361715416.2,100914.5,81084057.1,1080969571.6,21475405325.6
UCLA-SuEIR,51,1321783762.8,244487288.7,3014242281.1,54129.6,80646868.5,962987948.9,17596188740.5
Google_Harvard-CPF,51,1417981925.0,241906987.8,3042622147.2,74661.8,60502020.8,1264563558.9,17488260640.2
TTU-squider,51,1853565788.6,408900569.3,3618583339.7,115423.3,56812367.0,1406702651.3,17251128914.7
CovidAnalytics-DELPHI,51,1997303189.5,367067281.0,4643526121.9,179776.0,94476678.5,1484559164.5,24943148356.0
