,actual_cases,COVIDhub-baseline,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USACE-ERDC_SEIR,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
22117,101,116.0,115.6,,100.0,84.0,,,,,243.7,,236.0,,118.0,109.7,,54.3,129.5,1.1,,,,72.2,,,,127.0,74.3,15.0,14.6,,-1.0,-17.0,,,,,142.7,,135.0,,17.0,8.7,,-46.7,28.5,-99.9,,,,-28.8,,,,26.0,-26.7,True,,True,False,,,,,False,,False,,False,True,,False,False,False,,,,False,,,,False,False
22119,196,176.0,175.7,,155.0,275.0,,,,,202.9,,134.0,,149.7,97.3,,88.3,188.8,5.3,,,,74.0,,,,123.0,159.9,-20.0,-20.3,,-41.0,79.0,,,,,6.9,,-62.0,,-46.3,-98.7,,-107.7,-7.2,-190.7,,,,-122.0,,,,-73.0,-36.1,False,,False,False,,,,,True,,False,,False,False,,False,True,False,,,,False,,,,False,False
22121,93,72.0,65.2,,62.0,60.0,,,,,190.4,,90.0,,73.2,40.6,,6.4,58.7,1.2,,,,,,,,63.0,76.6,-21.0,-27.8,,-31.0,-33.0,,,,,97.4,,-3.0,,-19.8,-52.4,,-86.6,-34.3,-91.8,,,,,,,,-30.0,-16.4,False,,False,False,,,,,False,,True,,True,False,,False,False,False,,,,,,,,False,True
22123,38,16.0,8.4,,15.0,0.0,,,,,117.3,,39.0,,15.0,22.4,,5.3,30.5,0.6,,,,,,,,7.0,27.4,-22.0,-29.6,,-23.0,-38.0,,,,,79.3,,1.0,,-23.0,-15.6,,-32.7,-7.5,-37.4,,,,,,,,-31.0,-10.6,False,,False,False,,,,,False,,True,,False,True,,False,True,False,,,,,,,,False,True
22125,57,36.0,46.7,,44.0,108.0,,,,,160.1,,59.0,,111.4,29.0,,0.1,32.7,0.5,,,,,,,,3.0,58.8,-21.0,-10.3,,-13.0,51.0,,,,,103.1,,2.0,,54.4,-28.0,,-56.9,-24.3,-56.5,,,,,,,,-54.0,1.8,True,,True,False,,,,,False,,True,,False,False,,False,False,False,,,,,,,,False,True
22127,75,28.0,28.3,,26.0,18.0,,,,,142.8,,65.0,,23.7,46.5,,18.3,48.4,1.8,,,,,,,,17.0,34.0,-47.0,-46.7,,-49.0,-57.0,,,,,67.8,,-10.0,,-51.3,-28.5,,-56.7,-26.6,-73.2,,,,,,,,-58.0,-41.0,True,,False,False,,,,,False,,True,,False,True,,False,True,False,,,,,,,,False,True
23001,152,164.0,159.6,,158.0,155.0,,,,,317.3,,112.0,,120.0,169.5,,47.0,223.0,167.2,,,,,,,,82.0,,12.0,7.6,,6.0,3.0,,,,,165.3,,-40.0,,-32.0,17.5,,-105.0,71.0,15.2,,,,,,,,-70.0,,True,,True,True,,,,,False,,False,,False,False,,False,False,False,,,,,,,,False,
23003,24,20.0,21.0,,20.0,0.0,,,,,158.9,,33.0,,25.4,53.5,,1.1,14.4,,,,,,,,,152.0,,-4.0,-3.0,,-4.0,-24.0,,,,,134.9,,9.0,,1.4,29.5,,-22.9,-9.6,,,,,,,,,128.0,,True,,False,False,,,,,False,,False,,True,False,,False,False,,,,,,,,,False,
23005,536,156.0,153.9,,156.0,190.0,,,,,439.9,,215.0,,120.0,197.4,,36.9,200.3,287.1,,,,87.6,120.0,,,140.0,,-380.0,-382.1,,-380.0,-346.0,,,,,-96.1,,-321.0,,-416.0,-338.6,,-499.1,-335.7,-248.9,,,,-448.4,-416.0,,,-396.0,,False,,False,True,,,,,True,,True,,False,True,,False,True,True,,,,False,False,,,False,
23007,58,20.0,19.7,,20.0,0.0,,,,,160.4,,64.0,,18.9,28.8,,3.5,20.8,,,,,,,,,48.0,,-38.0,-38.3,,-38.0,-58.0,,,,,102.4,,6.0,,-39.1,-29.2,,-54.5,-37.2,,,,,,,,,-10.0,,False,,False,False,,,,,False,,True,,False,True,,False,True,,,,,,,,,True,
23009,39,4.0,4.2,,4.0,0.0,,,,,169.9,,12.0,,6.4,26.5,,1.2,2.9,,,,,,,,,4.0,,-35.0,-34.8,,-35.0,-39.0,,,,,130.9,,-27.0,,-32.6,-12.5,,-37.8,-36.1,,,,,,,,,-35.0,,True,,False,False,,,,,False,,True,,True,True,,False,False,,,,,,,,,False,
23011,187,136.0,130.2,,113.0,532.0,,,,,262.7,,78.0,,168.5,231.6,,49.6,96.9,67.6,,,,,,,,355.0,,-51.0,-56.8,,-74.0,345.0,,,,,75.7,,-109.0,,-18.5,44.6,,-137.4,-90.1,-119.4,,,,,,,,168.0,,False,,False,False,,,,,False,,False,,True,True,,False,False,False,,,,,,,,False,
23013,87,28.0,25.5,,28.0,74.0,,,,,167.1,,0.0,,44.1,33.1,,1.2,30.8,,,,,,,,,42.0,,-59.0,-61.5,,-59.0,-13.0,,,,,80.1,,-87.0,,-42.9,-53.9,,-85.8,-56.2,,,,,,,,,-45.0,,False,,False,True,,,,,False,,False,,True,True,,False,True,,,,,,,,,True,
23015,29,0.0,0.9,,1.0,14.0,,,,,203.1,,0.0,,5.3,9.7,,1.0,3.5,,,,,,,,,4.0,,-29.0,-28.1,,-28.0,-15.0,,,,,174.1,,-29.0,,-23.7,-19.3,,-28.0,-25.5,,,,,,,,,-25.0,,True,,True,True,,,,,False,,False,,True,True,,True,True,,,,,,,,,True,
23017,41,8.0,11.7,,14.0,5.0,,,,,247.3,,194.0,,15.8,35.8,,3.3,28.4,87.2,,,,,,,,0.0,,-33.0,-29.3,,-27.0,-36.0,,,,,206.3,,153.0,,-25.2,-5.2,,-37.7,-12.6,46.2,,,,,,,,-41.0,,True,,True,False,,,,,False,,False,,True,True,,False,True,False,,,,,,,,False,
23019,95,32.0,31.4,,32.0,22.0,,,,,278.9,,56.0,,32.9,194.6,,5.8,43.5,59.2,,,,,16.0,,,81.0,,-63.0,-63.6,,-63.0,-73.0,,,,,183.9,,-39.0,,-62.1,99.6,,-89.2,-51.5,-35.8,,,,,-79.0,,,-14.0,,False,,False,False,,,,,False,,True,,True,False,,False,True,True,,,,,False,,,True,
23021,7,4.0,3.7,,3.0,0.0,,,,,28.6,,0.0,,4.1,2.8,,0.1,2.7,,,,,,,,,24.0,,-3.0,-3.3,,-4.0,-7.0,,,,,21.6,,-7.0,,-2.9,-4.2,,-6.9,-4.3,,,,,,,,,17.0,,False,,False,False,,,,,False,,False,,True,False,,False,False,,,,,,,,,False,
23023,25,12.0,11.8,,12.0,38.0,,,,,164.4,,0.0,,18.7,36.0,,1.5,16.0,,,,,,,,,3.0,,-13.0,-13.2,,-13.0,13.0,,,,,139.4,,-25.0,,-6.3,11.0,,-23.5,-9.0,,,,,,,,,-22.0,,False,,False,False,,,,,False,,False,,True,True,,False,True,,,,,,,,,False,
23025,164,88.0,75.9,,75.0,37.0,,,,,186.3,,18.0,,86.3,43.4,,79.9,77.1,46.3,,,,,,,,307.0,,-76.0,-88.1,,-89.0,-127.0,,,,,22.3,,-146.0,,-77.7,-120.6,,-84.1,-86.9,-117.7,,,,,,,,143.0,,False,,False,False,,,,,True,,False,,False,False,,False,False,False,,,,,,,,False,
23027,95,4.0,3.2,,4.0,0.0,,,,,161.7,,4.0,,10.9,14.4,,1.9,8.1,,,,,,,,,20.0,,-91.0,-91.8,,-91.0,-95.0,,,,,66.7,,-91.0,,-84.1,-80.6,,-93.1,-86.9,,,,,,,,,-75.0,,False,,False,False,,,,,True,,False,,True,True,,False,True,,,,,,,,,True,
23029,85,8.0,7.5,,8.0,0.0,,,,,62.2,,11.0,,14.5,6.1,,0.2,5.6,,,,,,,,,66.0,,-77.0,-77.5,,-77.0,-85.0,,,,,-22.8,,-74.0,,-70.5,-78.9,,-84.8,-79.4,,,,,,,,,-19.0,,False,,False,False,,,,,True,,True,,True,False,,False,False,,,,,,,,,True,
23031,297,160.0,162.4,,144.0,64.0,,,,,351.7,,127.0,,133.8,509.1,,37.0,213.2,646.1,,,,168.7,70.0,,,92.0,,-137.0,-134.6,,-153.0,-233.0,,,,,54.7,,-170.0,,-163.2,212.1,,-260.0,-83.8,349.1,,,,-128.3,-227.0,,,-205.0,,True,,False,False,,,,,True,,False,,False,False,,False,True,False,,,,True,False,,,False,
24001,510,84.0,76.7,,91.0,107.0,,,,,287.3,,184.0,,66.1,289.0,,46.8,158.0,134.7,,,,,,,,49.0,75.5,-426.0,-433.3,,-419.0,-403.0,,,,,-222.7,,-326.0,,-443.9,-221.0,,-463.2,-352.0,-375.3,,,,,,,,-461.0,-434.5,False,,True,True,,,,,True,,True,,False,True,,False,True,True,,,,,,,,False,False
24003,2238,1636.0,1704.8,1603.4,1464.0,1876.0,,,,,1282.7,,1257.0,,1195.9,2356.8,,954.0,1722.2,1074.5,,,,1348.3,1809.0,,,1682.0,1263.5,-602.0,-533.2,-634.6,-774.0,-362.0,,,,,-955.3,,-981.0,,-1042.1,118.8,,-1284.0,-515.8,-1163.5,,,,-889.7,-429.0,,,-556.0,-974.5,True,False,False,True,,,,,False,,False,,False,True,,False,True,False,,,,False,True,,,True,False
24005,3380,2408.0,2479.6,2273.6,2093.0,3388.0,,,,,1543.8,,2279.0,,1761.9,3084.2,,1733.8,2801.3,735.0,,,,1793.3,3596.0,,,2480.0,1220.2,-972.0,-900.4,-1106.4,-1287.0,8.0,,,,,-1836.2,,-1101.0,,-1618.1,-295.8,,-1646.2,-578.7,-2645.0,,,,-1586.7,216.0,,,-900.0,-2159.8,True,False,False,True,,,,,False,,False,,False,True,,False,True,False,,,,False,True,,,True,False
24009,213,224.0,223.7,,209.0,264.0,,,,,296.3,,141.0,,191.5,356.9,,155.0,291.0,313.2,,,,133.8,,,,218.0,267.0,11.0,10.7,,-4.0,51.0,,,,,83.3,,-72.0,,-21.5,143.9,,-58.0,78.0,100.2,,,,-79.2,,,,5.0,54.0,True,,True,False,,,,,False,,False,,False,False,,False,False,False,,,,False,,,,True,False
24011,98,72.0,81.5,,72.0,28.0,,,,,339.2,,80.0,,56.1,93.5,,28.2,88.3,96.0,,,,,,,,45.0,53.3,-26.0,-16.5,,-26.0,-70.0,,,,,241.2,,-18.0,,-41.9,-4.5,,-69.8,-9.7,-2.0,,,,,,,,-53.0,-44.7,True,,False,False,,,,,False,,True,,False,True,,False,True,True,,,,,,,,False,False
24013,352,276.0,285.9,,286.0,539.0,,,,,460.1,,418.0,,197.4,555.5,,146.2,355.9,399.1,,,,229.4,288.0,,,355.0,157.3,-76.0,-66.1,,-66.0,187.0,,,,,108.1,,66.0,,-154.6,203.5,,-205.8,3.9,47.1,,,,-122.6,-64.0,,,3.0,-194.7,True,,True,False,,,,,False,,True,,False,False,,False,True,True,,,,False,True,,,True,False
24015,296,180.0,182.5,,178.0,96.0,,,,,420.4,,273.0,,133.0,294.5,,51.6,215.2,314.1,,,,126.8,,,,158.0,242.9,-116.0,-113.5,,-118.0,-200.0,,,,,124.4,,-23.0,,-163.0,-1.5,,-244.4,-80.8,18.1,,,,-169.2,,,,-138.0,-53.1,True,,False,False,,,,,False,,True,,False,True,,False,True,True,,,,False,,,,False,True
24017,497,324.0,322.9,,292.0,340.0,,,,,517.5,,229.0,,216.2,385.1,,126.4,396.8,401.8,,,,227.0,266.0,,,240.0,291.2,-173.0,-174.1,,-205.0,-157.0,,,,,20.5,,-268.0,,-280.8,-111.9,,-370.6,-100.2,-95.2,,,,-270.0,-231.0,,,-257.0,-205.8,False,,False,True,,,,,True,,False,,False,True,,False,True,True,,,,False,False,,,False,False
24019,225,80.0,92.6,,84.0,57.0,,,,,216.2,,113.0,,55.3,101.0,,28.4,105.7,78.9,,,,,,,,147.0,89.5,-145.0,-132.4,,-141.0,-168.0,,,,,-8.8,,-112.0,,-169.7,-124.0,,-196.6,-119.3,-146.1,,,,,,,,-78.0,-135.5,True,,True,False,,,,,True,,True,,False,True,,False,True,False,,,,,,,,True,True
24021,802,556.0,591.5,,538.0,518.0,,,,,586.3,,515.0,,442.8,1061.1,,298.2,691.0,704.7,,,,577.2,532.0,,,665.0,411.2,-246.0,-210.5,,-264.0,-284.0,,,,,-215.7,,-287.0,,-359.2,259.1,,-503.8,-111.0,-97.3,,,,-224.8,-270.0,,,-137.0,-390.8,True,,False,False,,,,,True,,False,,False,False,,False,True,True,,,,True,False,,,True,False
24023,95,12.0,13.3,,10.0,0.0,,,,,229.0,,33.0,,4.3,26.6,,2.5,15.1,,,,,,,,,0.0,8.8,-83.0,-81.7,,-85.0,-95.0,,,,,134.0,,-62.0,,-90.7,-68.4,,-92.5,-79.9,,,,,,,,,-95.0,-86.2,True,,False,False,,,,,False,,True,,False,True,,False,True,,,,,,,,,False,False
24025,753,488.0,489.7,,486.0,630.0,,,,,572.3,,656.0,,388.3,560.2,,232.8,559.1,634.9,,,,421.5,505.0,,,515.0,274.4,-265.0,-263.3,,-267.0,-123.0,,,,,-180.7,,-97.0,,-364.7,-192.8,,-520.2,-193.9,-118.1,,,,-331.5,-248.0,,,-238.0,-478.6,True,,False,True,,,,,True,,True,,False,True,,False,True,True,,,,False,True,,,True,False
24027,870,696.0,710.3,,645.0,705.0,,,,,609.4,,503.0,,536.5,791.0,,357.0,900.3,1277.6,,,,469.1,866.0,,,820.0,533.2,-174.0,-159.7,,-225.0,-165.0,,,,,-260.6,,-367.0,,-333.5,-79.0,,-513.0,30.3,407.6,,,,-400.9,-4.0,,,-50.0,-336.8,True,,False,True,,,,,False,,False,,False,True,,False,True,False,,,,False,True,,,True,False
24029,35,48.0,54.1,,48.0,29.0,,,,,186.8,,45.0,,44.8,45.2,,9.7,54.4,79.6,,,,,,,,93.0,48.4,13.0,19.1,,13.0,-6.0,,,,,151.8,,10.0,,9.8,10.2,,-25.3,19.4,44.6,,,,,,,,58.0,13.4,False,,False,True,,,,,False,,True,,True,True,,False,False,False,,,,,,,,False,False
24031,3664,2448.0,2501.6,2552.3,2018.0,2438.0,,,,,479.6,,1505.0,,1691.0,3417.5,,1227.7,2775.5,1596.1,,,,1950.2,2589.0,,,2526.0,1837.0,-1216.0,-1162.4,-1111.7,-1646.0,-1226.0,,,,,-3184.4,,-2159.0,,-1973.0,-246.5,,-2436.3,-888.5,-2067.9,,,,-1713.8,-1075.0,,,-1138.0,-1827.0,True,True,False,False,,,,,False,,False,,False,True,,False,True,False,,,,False,True,,,True,False
24033,3625,2864.0,2739.8,2639.1,2163.0,2876.0,,,,,795.8,,1403.0,,1923.0,2979.1,,1454.1,2807.9,346.5,,,,2053.2,2729.0,,,2800.0,2373.0,-761.0,-885.2,-985.9,-1462.0,-749.0,,,,,-2829.2,,-2222.0,,-1702.0,-645.9,,-2170.9,-817.1,-3278.5,,,,-1571.8,-896.0,,,-825.0,-1252.0,False,False,False,True,,,,,False,,False,,False,True,,False,False,False,,,,False,False,,,False,False
24035,136,88.0,87.8,,86.0,58.0,,,,,274.3,,93.0,,54.7,81.9,,35.1,117.3,162.1,,,,,,,,62.0,76.3,-48.0,-48.2,,-50.0,-78.0,,,,,138.3,,-43.0,,-81.3,-54.1,,-100.9,-18.7,26.1,,,,,,,,-74.0,-59.7,False,,False,False,,,,,False,,True,,False,False,,False,True,True,,,,,,,,False,False
24037,208,104.0,103.1,,102.0,71.0,,,,,393.8,,190.0,,96.1,207.1,,16.8,142.0,259.5,,,,64.3,,,,109.0,169.6,-104.0,-104.9,,-106.0,-137.0,,,,,185.8,,-18.0,,-111.9,-0.9,,-191.2,-66.0,51.5,,,,-143.7,,,,-99.0,-38.4,False,,False,False,,,,,False,,True,,False,True,,False,True,True,,,,False,,,,True,True
24039,148,184.0,176.6,,149.0,272.0,,,,,202.0,,129.0,,183.5,102.2,,24.5,135.0,73.7,,,,,,,,266.0,193.9,36.0,28.6,,1.0,124.0,,,,,54.0,,-19.0,,35.5,-45.8,,-123.5,-13.0,-74.3,,,,,,,,118.0,45.9,True,,True,False,,,,,False,,True,,True,False,,False,True,False,,,,,,,,False,False
24041,88,24.0,27.1,,34.0,16.0,,,,,209.7,,79.0,,36.8,50.4,,8.1,62.5,154.8,,,,,,,,22.0,62.3,-64.0,-60.9,,-54.0,-72.0,,,,,121.7,,-9.0,,-51.2,-37.6,,-79.9,-25.5,66.8,,,,,,,,-66.0,-25.7,True,,True,False,,,,,False,,True,,True,True,,False,True,False,,,,,,,,False,True
24043,585,460.0,509.5,,410.0,358.0,,,,,584.4,,394.0,,367.5,803.9,,163.1,447.7,540.6,,,,478.9,309.0,,,325.0,490.2,-125.0,-75.5,,-175.0,-227.0,,,,,-0.6,,-191.0,,-217.5,218.9,,-421.9,-137.3,-44.4,,,,-106.1,-276.0,,,-260.0,-94.8,True,,False,False,,,,,True,,False,,False,False,,False,False,True,,,,True,False,,,False,True
24045,481,536.0,547.6,,453.0,1015.0,,,,,624.4,,404.0,,421.4,492.3,,382.6,540.8,193.2,,,,487.2,,,,717.0,342.5,55.0,66.6,,-28.0,534.0,,,,,143.4,,-77.0,,-59.6,11.3,,-98.4,59.8,-287.8,,,,6.2,,,,236.0,-138.5,False,,True,False,,,,,False,,False,,False,True,,False,False,False,,,,True,,,,False,False
24047,148,144.0,144.5,,146.0,148.0,,,,,280.3,,178.0,,152.5,169.2,,33.0,181.0,225.5,,,,125.2,,,,323.0,114.5,-4.0,-3.5,,-2.0,0.0,,,,,132.3,,30.0,,4.5,21.2,,-115.0,33.0,77.5,,,,-22.8,,,,175.0,-33.5,True,,True,True,,,,,False,,False,,False,False,,False,False,False,,,,False,,,,False,False
24510,2675,1968.0,2262.6,1981.8,1641.0,1844.0,,,,,297.7,,1590.0,,1494.1,2041.5,,808.7,2215.7,302.2,,,,1495.6,5553.0,,,2208.0,1555.1,-707.0,-412.4,-693.2,-1034.0,-831.0,,,,,-2377.3,,-1085.0,,-1180.9,-633.5,,-1866.3,-459.3,-2372.8,,,,-1179.4,2878.0,,,-467.0,-1119.9,True,True,False,False,,,,,False,,False,,False,True,,False,True,False,,,,False,False,,,True,False
25001,266,160.0,153.0,,156.0,159.0,,,,,711.6,,0.0,,177.3,338.1,,74.9,204.1,467.4,,,,113.0,153.0,,,134.0,116.4,-106.0,-113.0,,-110.0,-107.0,,,,,445.6,,-266.0,,-88.7,72.1,,-191.1,-61.9,201.4,,,,-153.0,-113.0,,,-132.0,-149.6,False,,False,False,,,,,False,,False,,True,True,,False,True,False,,,,False,False,,,False,False
25003,108,48.0,48.7,,46.0,35.0,,,,,710.2,,103.0,,46.8,170.3,,2.6,35.4,58.8,,,,,,,,48.0,31.9,-60.0,-59.3,,-62.0,-73.0,,,,,602.2,,-5.0,,-61.2,62.3,,-105.4,-72.6,-49.2,,,,,,,,-60.0,-76.1,True,,False,False,,,,,False,,True,,False,False,,False,False,True,,,,,,,,False,False
25005,3321,1144.0,1160.5,1292.0,978.0,941.0,,,,,1764.1,,910.0,,1003.9,1817.2,,514.8,1491.9,379.0,,,,886.1,1291.0,,,1357.0,680.5,-2177.0,-2160.5,-2029.0,-2343.0,-2380.0,,,,,-1556.9,,-2411.0,,-2317.1,-1503.8,,-2806.2,-1829.1,-2942.0,,,,-2434.9,-2030.0,,,-1964.0,-2640.5,True,True,False,False,,,,,True,,False,,False,True,,False,True,False,,,,False,True,,,True,False
25007,0,0.0,0.0,,0.0,0.0,,,,,78.6,,0.0,,1.5,18.8,,,0.4,,,,,,,,,,4.0,0.0,0.0,,0.0,0.0,,,,,78.6,,0.0,,1.5,18.8,,,0.4,,,,,,,,,,4.0,True,,True,True,,,,,False,,True,,False,False,,,False,,,,,,,,,,False
25009,5059,2832.0,2822.6,2761.8,2122.0,2535.0,,,,,1179.5,,1272.0,,2191.4,2642.7,,1235.0,3266.5,783.6,,,,1575.2,3017.0,,,2190.0,3201.5,-2227.0,-2236.4,-2297.2,-2937.0,-2524.0,,,,,-3879.5,,-3787.0,,-2867.6,-2416.3,,-3824.0,-1792.5,-4275.4,,,,-3483.8,-2042.0,,,-2869.0,-1857.5,False,False,False,False,,,,,False,,False,,False,False,,False,True,False,,,,False,True,,,False,True
25011,79,40.0,42.3,,39.0,118.0,,,,,432.6,,21.0,,43.4,58.2,,5.1,40.2,14.3,,,,,,,,64.0,27.4,-39.0,-36.7,,-40.0,39.0,,,,,353.6,,-58.0,,-35.6,-20.8,,-73.9,-38.8,-64.7,,,,,,,,-15.0,-51.6,True,,False,False,,,,,False,,False,,True,True,,False,True,False,,,,,,,,True,False
25013,2472,1124.0,1130.5,1166.7,905.0,928.0,,,,,1459.9,,893.0,,909.1,1060.3,,487.8,1250.1,362.9,,,,682.0,1108.0,,,1372.0,455.7,-1348.0,-1341.5,-1305.3,-1567.0,-1544.0,,,,,-1012.1,,-1579.0,,-1562.9,-1411.7,,-1984.2,-1221.9,-2109.1,,,,-1790.0,-1364.0,,,-1100.0,-2016.3,True,True,False,False,,,,,True,,False,,False,False,,False,True,False,,,,False,False,,,True,False
25015,286,144.0,164.7,,151.0,201.0,,,,,698.3,,259.0,,148.0,325.6,,46.6,194.3,73.8,,,,81.6,,,,263.0,350.5,-142.0,-121.3,,-135.0,-85.0,,,,,412.3,,-27.0,,-138.0,39.6,,-239.4,-91.7,-212.2,,,,-204.4,,,,-23.0,64.5,True,,True,True,,,,,False,,True,,True,True,,False,True,False,,,,False,,,,True,True
25017,5669,3264.0,3183.6,3587.1,3075.0,2375.0,,,,,3505.0,,3693.0,,2765.9,4260.1,,2402.0,4016.8,1363.0,,,,1985.2,4452.0,,,3872.0,4434.0,-2405.0,-2485.4,-2081.9,-2594.0,-3294.0,,,,,-2164.0,,-1976.0,,-2903.1,-1408.9,,-3267.0,-1652.2,-4306.0,,,,-3683.8,-1217.0,,,-1797.0,-1235.0,False,True,False,False,,,,,True,,True,,False,True,,False,True,False,,,,False,True,,,True,True
25019,0,0.0,0.0,,0.0,0.0,,,,,78.9,,0.0,,0.3,13.3,,,0.3,,,,,,,,,,4.0,0.0,0.0,,0.0,0.0,,,,,78.9,,0.0,,0.3,13.3,,,0.3,,,,,,,,,,4.0,True,,True,True,,,,,False,,True,,False,False,,,False,,,,,,,,,,False
25021,1905,1244.0,1247.8,1435.2,1221.0,1501.0,,,,,1468.8,,1164.0,,1017.6,1144.8,,744.0,1369.8,1004.5,,,,923.6,1264.0,,,1570.0,885.4,-661.0,-657.2,-469.8,-684.0,-404.0,,,,,-436.2,,-741.0,,-887.4,-760.2,,-1161.0,-535.2,-900.5,,,,-981.4,-641.0,,,-335.0,-1019.6,True,True,False,True,,,,,True,,False,,False,False,,False,True,False,,,,False,True,,,True,False
25023,1959,1072.0,1065.5,1326.5,990.0,1694.0,,,,,1612.9,,106.0,,922.0,2271.9,,565.3,1396.7,535.4,,,,603.7,1461.0,,,1365.0,581.2,-887.0,-893.5,-632.5,-969.0,-265.0,,,,,-346.1,,-1853.0,,-1037.0,312.9,,-1393.7,-562.3,-1423.6,,,,-1355.3,-498.0,,,-594.0,-1377.8,False,True,False,True,,,,,True,,False,,False,True,,False,True,False,,,,False,True,,,True,False
25025,4862,2504.0,2456.2,2389.4,1964.0,2269.0,,,,,407.5,,1709.0,,2079.6,1584.1,,1406.8,2487.3,901.2,,,,1460.4,2060.0,,,2446.0,2472.5,-2358.0,-2405.8,-2472.6,-2898.0,-2593.0,,,,,-4454.5,,-3153.0,,-2782.4,-3277.9,,-3455.2,-2374.7,-3960.8,,,,-3401.6,-2802.0,,,-2416.0,-2389.5,False,False,False,False,,,,,False,,False,,False,False,,False,False,False,,,,False,False,,,False,False
25027,3149,1540.0,1549.9,1460.0,1460.0,1719.0,,,,,2127.3,,1957.0,,1345.7,1569.1,,695.4,2041.6,270.3,,,,1016.3,1409.0,,,1916.0,1883.6,-1609.0,-1599.1,-1689.0,-1689.0,-1430.0,,,,,-1021.7,,-1192.0,,-1803.3,-1579.9,,-2453.6,-1107.4,-2878.7,,,,-2132.7,-1740.0,,,-1233.0,-1265.4,True,False,False,True,,,,,True,,True,,False,True,,False,True,False,,,,False,False,,,True,True
26001,14,4.0,4.8,,4.0,0.0,,,,,97.3,,6.0,,7.6,16.8,,2.8,9.5,,,,,,,,,5.0,8.5,-10.0,-9.2,,-10.0,-14.0,,,,,83.3,,-8.0,,-6.4,2.8,,-11.2,-4.5,,,,,,,,,-9.0,-5.5,True,,False,False,,,,,False,,True,,True,True,,False,True,,,,,,,,,True,True
26003,93,92.0,90.8,,60.0,55.0,,,,,36.2,,31.0,,180.2,7.1,,,64.2,,,,,,,,,148.0,190.4,-1.0,-2.2,,-33.0,-38.0,,,,,-56.8,,-62.0,,87.2,-85.9,,,-28.8,,,,,,,,,55.0,97.4,False,,False,False,,,,,False,,False,,False,False,,,False,,,,,,,,,False,False
26005,1040,344.0,357.8,,344.0,729.0,,,,,388.2,,392.0,,313.2,329.9,,201.0,304.7,396.6,,,,,,,,616.0,196.0,-696.0,-682.2,,-696.0,-311.0,,,,,-651.8,,-648.0,,-726.8,-710.1,,-839.0,-735.3,-643.4,,,,,,,,-424.0,-844.0,True,,False,True,,,,,True,,True,,False,False,,False,False,True,,,,,,,,True,False
26007,70,0.0,0.3,,5.0,4.0,,,,,165.2,,35.0,,5.5,9.3,,1.6,7.0,13.1,,,,,,,,0.0,12.4,-70.0,-69.7,,-65.0,-66.0,,,,,95.2,,-35.0,,-64.5,-60.7,,-68.4,-63.0,-56.9,,,,,,,,-70.0,-57.6,True,,True,True,,,,,False,,True,,True,True,,True,True,True,,,,,,,,False,True
26009,110,32.0,28.7,,31.0,38.0,,,,,130.6,,54.0,,40.2,23.3,,14.3,25.7,,,,,,,,,112.0,64.7,-78.0,-81.3,,-79.0,-72.0,,,,,20.6,,-56.0,,-69.8,-86.7,,-95.7,-84.3,,,,,,,,,2.0,-45.3,False,,False,True,,,,,True,,True,,True,False,,False,False,,,,,,,,,True,True
