,actual_cases,COVIDhub-baseline,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
19197,326,114.0,0.0,,,,,132.0,,152.3,160.5,43.0,6.2,191.4,42.7,,11.0,-212.0,-326.0,,,,,-194.0,,-173.7,-165.5,-283.0,-319.8,-134.6,-283.3,,-315.0,False,,,,,True,,True,True,False,False,True,False,,False
20001,128,12.0,0.0,,,,,46.0,,51.0,34.6,,,1.3,,,1.0,-116.0,-128.0,,,,,-82.0,,-77.0,-93.4,,,-126.7,,,-127.0,False,,,,,True,,True,True,,,False,,,False
20003,189,84.0,47.0,,,,,49.0,,135.0,24.4,6.4,,0.0,,,68.0,-105.0,-142.0,,,,,-140.0,,-54.0,-164.6,-182.6,,-189.0,,,-121.0,False,,,,,False,,True,False,False,,False,,,False
20005,289,144.0,16.0,,,,,62.0,,170.6,99.3,0.8,0.0,4.1,201.9,,156.0,-145.0,-273.0,,,,,-227.0,,-118.4,-189.7,-288.2,-289.0,-284.9,-87.1,,-133.0,False,,,,,False,,True,False,False,False,False,True,,True
20007,99,0.0,0.0,,,,,37.0,,2.6,2.4,0.0,,0.0,,,0.0,-99.0,-99.0,,,,,-62.0,,-96.4,-96.6,-99.0,,-99.0,,,-99.0,False,,,,,True,,True,True,True,,False,,,False
20009,436,390.0,466.0,,,,,300.0,,647.3,254.9,61.2,156.3,23.7,229.3,,332.0,-46.0,30.0,,,,,-136.0,,211.3,-181.1,-374.8,-279.7,-412.3,-206.7,,-104.0,True,,,,,False,,False,False,False,False,False,False,,False
20011,168,120.0,33.0,,,,,174.0,,246.5,44.9,5.9,116.1,10.9,42.3,,151.0,-48.0,-135.0,,,,,6.0,,78.5,-123.1,-162.1,-51.9,-157.1,-125.7,,-17.0,False,,,,,True,,False,False,False,False,False,False,,True
20013,212,180.0,132.0,,,,,61.0,,292.0,34.4,23.1,37.5,17.5,161.4,,140.0,-32.0,-80.0,,,,,-151.0,,80.0,-177.6,-188.9,-174.5,-194.5,-50.6,,-72.0,False,,,,,False,,False,False,False,False,False,False,,False
20015,904,246.0,69.0,,,,,336.0,,327.0,368.4,18.3,394.2,111.7,240.8,,529.0,-658.0,-835.0,,,,,-568.0,,-577.0,-535.6,-885.7,-509.8,-792.3,-663.2,,-375.0,False,,,,,True,,True,True,False,True,False,False,,True
20017,37,0.0,0.0,,,,,15.0,,2.1,4.4,2.8,,6.7,,,0.0,-37.0,-37.0,,,,,-22.0,,-34.9,-32.6,-34.2,,-30.3,,,-37.0,False,,,,,True,,True,True,True,,True,,,False
20019,18,0.0,0.0,,,,,18.0,,4.1,3.6,0.1,,0.0,,,0.0,-18.0,-18.0,,,,,0.0,,-13.9,-14.4,-17.9,,-18.0,,,-18.0,False,,,,,True,,True,True,True,,True,,,False
20021,321,312.0,301.0,,,,,337.0,,495.8,107.1,74.5,133.6,21.2,287.8,,144.0,-9.0,-20.0,,,,,16.0,,174.8,-213.9,-246.5,-187.4,-299.8,-33.2,,-177.0,False,,,,,False,,False,False,False,False,False,False,,False
20023,98,204.0,13.0,,,,,28.0,,1222.5,8.8,2.1,,6.4,,,50.0,106.0,-85.0,,,,,-70.0,,1124.5,-89.2,-95.9,,-91.6,,,-48.0,True,,,,,True,,False,True,True,,True,,,True
20025,30,0.0,0.0,,,,,43.0,,4.1,0.6,1.9,,0.8,1.2,,0.0,-30.0,-30.0,,,,,13.0,,-25.9,-29.4,-28.1,,-29.2,-28.8,,-30.0,False,,,,,True,,True,True,True,,True,True,,False
20027,123,12.0,3.0,,,,,44.0,,21.7,18.1,2.7,,3.4,,,2.0,-111.0,-120.0,,,,,-79.0,,-101.3,-104.9,-120.3,,-119.6,,,-121.0,False,,,,,True,,True,True,False,,False,,,False
20029,202,18.0,0.0,,,,,51.0,,22.6,20.3,4.1,,6.3,30.1,,134.0,-184.0,-202.0,,,,,-151.0,,-179.4,-181.7,-197.9,,-195.7,-171.9,,-68.0,False,,,,,True,,True,True,False,,False,True,,True
20031,83,42.0,29.0,,,,,29.0,,57.5,17.3,0.1,59.1,12.3,36.6,,137.0,-41.0,-54.0,,,,,-54.0,,-25.5,-65.7,-82.9,-23.9,-70.7,-46.4,,54.0,False,,,,,False,,True,False,False,True,False,False,,False
20033,12,6.0,0.0,,,,,21.0,,8.0,0.5,0.2,,1.9,,,3.0,-6.0,-12.0,,,,,9.0,,-4.0,-11.5,-11.8,,-10.1,,,-9.0,False,,,,,False,,True,False,False,,False,,,False
20035,338,222.0,155.0,,,,,221.0,,323.7,205.6,38.8,245.8,14.2,211.0,,268.0,-116.0,-183.0,,,,,-117.0,,-14.3,-132.4,-299.2,-92.2,-323.8,-127.0,,-70.0,False,,,,,False,,True,False,False,True,False,False,,True
20037,615,540.0,142.0,,,,,518.0,,721.2,196.8,27.5,0.1,5.2,711.2,,570.0,-75.0,-473.0,,,,,-97.0,,106.2,-418.2,-587.5,-614.9,-609.8,96.2,,-45.0,False,,,,,False,,False,False,False,False,False,False,,True
20039,148,36.0,0.0,,,,,14.0,,284.1,3.9,,,3.3,,,36.0,-112.0,-148.0,,,,,-134.0,,136.1,-144.1,,,-144.7,,,-112.0,False,,,,,False,,False,False,,,False,,,False
20041,259,456.0,595.0,,,,,72.0,,1210.6,66.3,514.9,197.9,32.3,360.2,,392.0,197.0,336.0,,,,,-187.0,,951.6,-192.7,255.9,-61.1,-226.7,101.2,,133.0,False,,,,,True,,False,True,False,True,False,True,,True
20043,135,30.0,43.0,,,,,40.0,,51.9,24.3,0.2,48.9,11.2,30.4,,75.0,-105.0,-92.0,,,,,-95.0,,-83.1,-110.7,-134.8,-86.1,-123.8,-104.6,,-60.0,True,,,,,True,,True,False,False,True,False,True,,True
20045,1101,1068.0,2178.0,,,,,875.0,,1240.4,592.0,196.0,1033.7,68.2,450.6,,609.0,-33.0,1077.0,,,,,-226.0,,139.4,-509.0,-905.0,-67.3,-1032.8,-650.4,,-492.0,False,,,,,False,,False,False,False,False,False,False,,False
20047,51,18.0,0.0,,,,,28.0,,32.8,4.9,1.7,,7.2,,,2.0,-33.0,-51.0,,,,,-23.0,,-18.2,-46.1,-49.3,,-43.8,,,-49.0,False,,,,,True,,True,False,False,,False,,,False
20049,16,0.0,0.0,,,,,13.0,,2.8,4.7,,,0.0,,,0.0,-16.0,-16.0,,,,,-3.0,,-13.2,-11.3,,,-16.0,,,-16.0,False,,,,,True,,True,True,,,False,,,False
20051,612,1194.0,710.0,,,,,330.0,,1640.2,207.9,253.3,274.0,41.0,1204.0,,298.0,582.0,98.0,,,,,-282.0,,1028.2,-404.1,-358.7,-338.0,-571.0,592.0,,-314.0,True,,,,,True,,False,True,True,True,True,False,,True
20053,412,36.0,3.0,,,,,52.0,,41.3,4.1,0.7,,4.8,16.2,,41.0,-376.0,-409.0,,,,,-360.0,,-370.7,-407.9,-411.3,,-407.2,-395.8,,-371.0,False,,,,,True,,True,False,False,,False,False,,True
20055,1351,618.0,,,,,,623.0,,650.9,29.5,164.6,21.5,25.5,258.1,,0.0,-733.0,,,,,,-728.0,,-700.1,-1321.5,-1186.4,-1329.5,-1325.5,-1092.9,,-1351.0,,,,,,True,,True,False,False,False,False,False,,False
20057,1086,1002.0,1328.0,,,,,874.0,,878.2,309.8,95.2,24.0,37.6,448.7,,0.0,-84.0,242.0,,,,,-212.0,,-207.8,-776.2,-990.8,-1062.0,-1048.4,-637.3,,-1086.0,False,,,,,False,,False,False,False,False,False,False,,False
20059,330,258.0,75.0,,,,,88.0,,386.6,65.3,87.0,182.3,17.8,161.3,,363.0,-72.0,-255.0,,,,,-242.0,,56.6,-264.7,-243.0,-147.7,-312.1,-168.7,,33.0,False,,,,,False,,True,False,False,False,False,False,,True
20061,214,126.0,13.0,,,,,203.0,,193.3,146.2,43.0,0.0,12.8,74.7,,38.0,-88.0,-201.0,,,,,-11.0,,-20.7,-67.8,-171.0,-214.0,-201.2,-139.3,,-176.0,False,,,,,True,,True,True,False,False,False,False,,False
20063,193,48.0,0.0,,,,,30.0,,134.7,12.2,0.6,,14.7,,,46.0,-145.0,-193.0,,,,,-163.0,,-58.3,-180.8,-192.4,,-178.3,,,-147.0,False,,,,,False,,True,False,False,,False,,,False
20065,36,42.0,0.0,,,,,12.0,,45.5,3.4,,,10.6,,,41.0,6.0,-36.0,,,,,-24.0,,9.5,-32.6,,,-25.4,,,5.0,False,,,,,False,,False,False,,,False,,,True
20067,259,342.0,323.0,,,,,91.0,,350.4,36.3,68.6,86.0,19.3,128.4,,50.0,83.0,64.0,,,,,-168.0,,91.4,-222.7,-190.4,-173.0,-239.7,-130.6,,-209.0,True,,,,,False,,False,False,False,False,False,False,,False
20069,116,84.0,0.0,,,,,36.0,,100.8,25.0,0.3,0.0,2.5,56.1,,114.0,-32.0,-116.0,,,,,-80.0,,-15.2,-91.0,-115.7,-116.0,-113.5,-59.9,,-2.0,False,,,,,False,,True,False,False,False,False,False,,True
20071,45,6.0,0.0,,,,,30.0,,5.1,2.4,,,0.0,,,8.0,-39.0,-45.0,,,,,-15.0,,-39.9,-42.6,,,-45.0,,,-37.0,False,,,,,True,,False,False,,,False,,,True
20073,93,0.0,0.0,,,,,29.0,,4.7,8.4,1.4,,0.6,9.5,,3.0,-93.0,-93.0,,,,,-64.0,,-88.3,-84.6,-91.6,,-92.4,-83.5,,-90.0,False,,,,,True,,True,True,True,,True,True,,True
20075,27,12.0,0.0,,,,,49.0,,13.8,0.9,1.4,,7.4,5.8,,49.0,-15.0,-27.0,,,,,22.0,,-13.2,-26.1,-25.6,,-19.6,-21.2,,22.0,False,,,,,False,,True,False,False,,False,False,,False
20077,71,6.0,4.0,,,,,56.0,,6.5,10.9,14.2,0.0,4.3,,,137.0,-65.0,-67.0,,,,,-15.0,,-64.5,-60.1,-56.8,-71.0,-66.7,,,66.0,False,,,,,True,,True,True,True,False,False,,,False
20079,594,102.0,0.0,,,,,155.0,,150.6,109.7,20.9,223.7,31.0,112.4,,146.0,-492.0,-594.0,,,,,-439.0,,-443.4,-484.3,-573.1,-370.3,-563.0,-481.6,,-448.0,False,,,,,True,,True,True,False,True,False,True,,True
20081,68,0.0,15.0,,,,,52.0,,6.6,9.0,0.0,0.0,3.2,11.2,,2.0,-68.0,-53.0,,,,,-16.0,,-61.4,-59.0,-68.0,-68.0,-64.8,-56.8,,-66.0,True,,,,,True,,True,True,True,False,True,True,,True
20083,63,6.0,0.0,,,,,14.0,,13.5,0.4,0.3,,0.2,,,1.0,-57.0,-63.0,,,,,-49.0,,-49.5,-62.6,-62.7,,-62.8,,,-62.0,False,,,,,True,,True,False,False,,False,,,False
20085,167,36.0,13.0,,,,,34.0,,40.6,39.1,0.7,102.1,2.4,15.7,,18.0,-131.0,-154.0,,,,,-133.0,,-126.4,-127.9,-166.3,-64.9,-164.6,-151.3,,-149.0,False,,,,,False,,True,True,False,True,False,False,,False
20087,179,60.0,128.0,,,,,42.0,,129.1,95.0,4.3,184.1,3.4,51.4,,26.0,-119.0,-51.0,,,,,-137.0,,-49.9,-84.0,-174.7,5.1,-175.6,-127.6,,-153.0,True,,,,,False,,True,True,False,True,False,False,,False
20089,15,12.0,0.0,,,,,16.0,,17.2,2.5,0.3,,2.1,,,69.0,-3.0,-15.0,,,,,1.0,,2.2,-12.5,-14.7,,-12.9,,,54.0,False,,,,,True,,True,False,False,,False,,,False
20091,6861,4740.0,9887.0,,,,,2864.0,,4497.0,5320.0,3901.1,4738.4,3020.1,2293.7,,4184.0,-2121.0,3026.0,,,,,-3997.0,,-2364.0,-1541.0,-2959.9,-2122.6,-3840.9,-4567.3,,-2677.0,False,,,,,False,,False,True,False,False,False,False,,False
20093,86,96.0,34.0,,,,,35.0,,99.5,11.3,4.4,,9.6,47.4,,57.0,10.0,-52.0,,,,,-51.0,,13.5,-74.7,-81.6,,-76.4,-38.6,,-29.0,False,,,,,False,,False,False,False,,False,False,,False
20095,89,96.0,40.0,,,,,42.0,,147.5,45.0,,,7.5,,,29.0,7.0,-49.0,,,,,-47.0,,58.5,-44.0,,,-81.5,,,-60.0,False,,,,,False,,False,False,,,False,,,False
20097,55,42.0,0.0,,,,,19.0,,69.3,2.8,0.5,,7.4,,,37.0,-13.0,-55.0,,,,,-36.0,,14.3,-52.2,-54.5,,-47.6,,,-18.0,False,,,,,False,,False,False,False,,False,,,False
20099,221,72.0,42.0,,,,,208.0,,128.0,70.1,8.1,148.1,13.2,39.7,,54.0,-149.0,-179.0,,,,,-13.0,,-93.0,-150.9,-212.9,-72.9,-207.8,-181.3,,-167.0,False,,,,,True,,True,False,False,True,False,False,,False
20101,28,6.0,0.0,,,,,18.0,,13.3,0.7,0.2,,2.5,,,6.0,-22.0,-28.0,,,,,-10.0,,-14.7,-27.3,-27.8,,-25.5,,,-22.0,False,,,,,True,,True,False,False,,False,,,False
20103,750,972.0,,,,,,570.0,,1092.5,553.6,538.0,246.6,50.5,475.5,,836.0,222.0,,,,,,-180.0,,342.5,-196.4,-212.0,-503.4,-699.5,-274.5,,86.0,,,,,,True,,False,True,True,False,False,False,,True
20105,13,0.0,0.0,,,,,18.0,,2.7,2.5,,,0.5,,,0.0,-13.0,-13.0,,,,,5.0,,-10.3,-10.5,,,-12.6,,,-13.0,False,,,,,True,,True,True,,,True,,,False
20107,83,30.0,42.0,,,,,50.0,,40.4,18.3,5.9,,10.1,23.7,,6.0,-53.0,-41.0,,,,,-33.0,,-42.6,-64.7,-77.1,,-72.9,-59.3,,-77.0,True,,,,,True,,True,False,False,,False,False,,False
20109,139,0.0,0.0,,,,,26.0,,1.5,6.5,,,0.0,,,0.0,-139.0,-139.0,,,,,-113.0,,-137.5,-132.5,,,-139.0,,,-139.0,False,,,,,True,,True,True,,,False,,,False
20111,430,234.0,10.0,,,,,315.0,,249.6,148.3,29.6,0.1,2.7,114.4,,101.0,-196.0,-420.0,,,,,-115.0,,-180.4,-281.7,-400.4,-429.9,-427.3,-315.6,,-329.0,False,,,,,True,,True,False,False,False,False,False,,False
20113,397,48.0,15.0,,,,,162.0,,85.8,63.5,3.0,454.3,13.8,58.8,,14.0,-349.0,-382.0,,,,,-235.0,,-311.2,-333.5,-394.0,57.3,-383.2,-338.2,,-383.0,False,,,,,True,,True,True,False,True,False,True,,False
20115,146,24.0,0.0,,,,,42.0,,32.9,22.5,2.3,,0.4,21.6,,298.0,-122.0,-146.0,,,,,-104.0,,-113.1,-123.5,-143.7,,-145.6,-124.4,,152.0,False,,,,,True,,True,False,False,,False,False,,False
20117,137,24.0,0.0,,,,,31.0,,50.4,11.2,,,6.4,,,265.0,-113.0,-137.0,,,,,-106.0,,-86.6,-125.8,,,-130.6,,,128.0,False,,,,,True,,True,False,,,False,,,False
20119,67,114.0,0.0,,,,,37.0,,189.4,19.9,7.1,52.4,10.2,55.2,,37.0,47.0,-67.0,,,,,-30.0,,122.4,-47.1,-59.9,-14.6,-56.8,-11.8,,-30.0,False,,,,,True,,False,False,False,True,False,True,,True
20121,273,258.0,201.0,,,,,171.0,,400.9,152.0,59.0,282.3,7.3,413.2,,135.0,-15.0,-72.0,,,,,-102.0,,127.9,-121.0,-214.0,9.3,-265.8,140.2,,-138.0,False,,,,,False,,False,False,False,True,False,False,,False
20123,26,6.0,0.0,,,,,33.0,,5.9,8.4,1.2,,2.4,,,1.0,-20.0,-26.0,,,,,7.0,,-20.1,-17.6,-24.8,,-23.6,,,-25.0,False,,,,,True,,False,True,False,,False,,,False
20125,360,294.0,431.0,,,,,227.0,,431.6,157.9,56.9,62.7,87.7,151.5,,220.0,-66.0,71.0,,,,,-133.0,,71.6,-202.1,-303.1,-297.3,-272.3,-208.5,,-140.0,False,,,,,False,,False,False,False,False,False,False,,False
20127,56,36.0,,,,,,31.0,,48.5,11.2,0.7,,3.4,,,53.0,-20.0,,,,,,-25.0,,-7.5,-44.8,-55.3,,-52.6,,,-3.0,,,,,,False,,True,False,False,,False,,,True
20129,55,6.0,0.0,,,,,40.0,,7.5,0.8,0.2,,2.1,,,4.0,-49.0,-55.0,,,,,-15.0,,-47.5,-54.2,-54.8,,-52.9,,,-51.0,False,,,,,True,,True,False,False,,False,,,False
20131,399,150.0,141.0,,,,,101.0,,263.4,28.9,7.9,61.1,16.4,72.4,,91.0,-249.0,-258.0,,,,,-298.0,,-135.6,-370.1,-391.1,-337.9,-382.6,-326.6,,-308.0,False,,,,,False,,True,False,False,False,False,False,,False
20133,183,72.0,113.0,,,,,152.0,,138.3,70.5,5.6,91.9,27.8,59.5,,18.0,-111.0,-70.0,,,,,-31.0,,-44.7,-112.5,-177.4,-91.1,-155.2,-123.5,,-165.0,True,,,,,True,,True,False,False,True,False,False,,False
20135,88,108.0,0.0,,,,,26.0,,166.6,6.7,3.7,,9.5,,,36.0,20.0,-88.0,,,,,-62.0,,78.6,-81.3,-84.3,,-78.5,,,-52.0,False,,,,,False,,False,False,False,,False,,,False
20137,839,18.0,0.0,,,,,29.0,,29.1,2.3,1.4,,10.3,9.7,,65.0,-821.0,-839.0,,,,,-810.0,,-809.9,-836.7,-837.6,,-828.7,-829.3,,-774.0,False,,,,,True,,True,False,False,,False,False,,True
20139,96,84.0,120.0,,,,,33.0,,182.4,56.5,7.2,124.0,11.0,59.3,,214.0,-12.0,24.0,,,,,-63.0,,86.4,-39.5,-88.8,28.0,-85.0,-36.7,,118.0,False,,,,,False,,False,False,False,False,False,False,,False
20141,38,6.0,0.0,,,,,19.0,,11.5,1.8,0.1,,0.0,,,98.0,-32.0,-38.0,,,,,-19.0,,-26.5,-36.2,-37.9,,-38.0,,,60.0,False,,,,,True,,True,False,False,,False,,,False
20143,82,30.0,0.0,,,,,29.0,,32.8,8.6,2.0,,10.6,20.2,,115.0,-52.0,-82.0,,,,,-53.0,,-49.2,-73.3,-80.0,,-71.4,-61.8,,33.0,False,,,,,False,,True,False,False,,False,False,,True
20145,108,516.0,55.0,,,,,78.0,,457.8,18.3,,0.0,1.4,,,0.0,408.0,-53.0,,,,,-30.0,,349.8,-89.7,,-108.0,-106.6,,,-108.0,True,,,,,True,,True,True,,True,True,,,True
20147,148,180.0,0.0,,,,,21.0,,341.8,1.8,38.4,56.7,11.5,99.7,,55.0,32.0,-148.0,,,,,-127.0,,193.8,-146.2,-109.6,-91.3,-136.6,-48.3,,-93.0,False,,,,,False,,False,False,False,False,False,False,,False
20149,206,156.0,173.0,,,,,239.0,,289.6,95.0,25.5,243.6,16.2,63.4,,267.0,-50.0,-33.0,,,,,33.0,,83.6,-111.0,-180.5,37.6,-189.8,-142.6,,61.0,True,,,,,True,,False,False,False,True,False,False,,False
20151,213,54.0,42.0,,,,,109.0,,73.8,14.8,8.0,,29.4,35.5,,86.0,-159.0,-171.0,,,,,-104.0,,-139.2,-198.2,-205.0,,-183.6,-177.5,,-127.0,False,,,,,True,,True,False,False,,False,False,,True
20153,104,108.0,0.0,,,,,18.0,,1266.4,115.7,,,0.0,,,67.0,4.0,-104.0,,,,,-86.0,,1162.4,11.7,,,-104.0,,,-37.0,False,,,,,False,,False,False,,,False,,,False
20155,1740,606.0,25.0,,,,,683.0,,815.2,314.3,194.8,0.0,155.3,463.1,,405.0,-1134.0,-1715.0,,,,,-1057.0,,-924.8,-1425.7,-1545.2,-1740.0,-1584.7,-1276.9,,-1335.0,False,,,,,True,,True,False,False,False,False,False,,False
20157,66,36.0,0.0,,,,,28.0,,45.7,9.8,2.7,,22.6,18.6,,68.0,-30.0,-66.0,,,,,-38.0,,-20.3,-56.2,-63.3,,-43.4,-47.4,,2.0,False,,,,,False,,True,False,False,,False,False,,True
20159,111,66.0,34.0,,,,,74.0,,117.5,24.3,2.6,,38.4,,,29.0,-45.0,-77.0,,,,,-37.0,,6.5,-86.7,-108.4,,-72.6,,,-82.0,False,,,,,True,,True,False,False,,False,,,False
20161,602,1314.0,1315.0,,,,,936.0,,1858.8,95.4,570.7,0.0,55.7,1888.2,,605.0,712.0,713.0,,,,,334.0,,1256.8,-506.6,-31.3,-602.0,-546.3,1286.2,,3.0,False,,,,,True,,False,True,True,True,True,False,,True
20163,123,96.0,4.0,,,,,24.0,,220.6,14.9,2.4,,39.1,,,86.0,-27.0,-119.0,,,,,-99.0,,97.6,-108.1,-120.6,,-83.9,,,-37.0,False,,,,,False,,False,False,False,,False,,,False
20165,65,12.0,2.0,,,,,16.0,,21.9,17.9,,,1.4,,,1.0,-53.0,-63.0,,,,,-49.0,,-43.1,-47.1,,,-63.6,,,-64.0,False,,,,,True,,True,True,,,False,,,False
20167,184,48.0,33.0,,,,,38.0,,62.6,41.9,,,3.5,,,10.0,-136.0,-151.0,,,,,-146.0,,-121.4,-142.1,,,-180.5,,,-174.0,False,,,,,False,,True,False,,,False,,,False
20169,628,522.0,1518.0,,,,,325.0,,762.5,272.9,163.9,415.0,48.6,230.8,,901.0,-106.0,890.0,,,,,-303.0,,134.5,-355.1,-464.1,-213.0,-579.4,-397.2,,273.0,False,,,,,False,,False,False,False,False,False,False,,False
20171,107,36.0,0.0,,,,,41.0,,35.7,13.6,1.5,0.0,1.7,38.3,,35.0,-71.0,-107.0,,,,,-66.0,,-71.3,-93.4,-105.5,-107.0,-105.3,-68.7,,-72.0,False,,,,,True,,False,False,False,False,False,True,,False
20173,7081,2388.0,191.0,,,,,2861.0,,1956.6,4102.1,2352.3,1744.3,1014.1,1186.3,,2126.0,-4693.0,-6890.0,,,,,-4220.0,,-5124.4,-2978.9,-4728.7,-5336.7,-6066.9,-5894.7,,-4955.0,False,,,,,True,,False,True,False,False,False,False,,False
20175,633,426.0,,,,,,549.0,,463.8,240.1,151.7,17.2,36.6,114.7,,0.0,-207.0,,,,,,-84.0,,-169.2,-392.9,-481.3,-615.8,-596.4,-518.3,,-633.0,,,,,,True,,True,False,False,False,False,False,,False
20177,1688,864.0,348.0,,,,,906.0,,976.6,743.1,113.3,689.1,99.4,605.0,,859.0,-824.0,-1340.0,,,,,-782.0,,-711.4,-944.9,-1574.7,-998.9,-1588.6,-1083.0,,-829.0,False,,,,,True,,True,False,False,False,False,False,,False
20179,216,18.0,0.0,,,,,19.0,,19.2,1.4,0.3,,3.9,,,69.0,-198.0,-216.0,,,,,-197.0,,-196.8,-214.6,-215.7,,-212.1,,,-147.0,False,,,,,True,,True,False,False,,False,,,True
20181,263,42.0,0.0,,,,,31.0,,116.1,8.6,0.8,,3.3,,,62.0,-221.0,-263.0,,,,,-232.0,,-146.9,-254.4,-262.2,,-259.7,,,-201.0,False,,,,,False,,True,False,False,,False,,,True
20183,46,12.0,0.0,,,,,29.0,,15.3,1.6,0.1,,1.6,,,5.0,-34.0,-46.0,,,,,-17.0,,-30.7,-44.4,-45.9,,-44.4,,,-41.0,False,,,,,True,,True,False,False,,False,,,False
20185,58,18.0,1.0,,,,,45.0,,26.2,20.8,4.8,,4.7,,,6.0,-40.0,-57.0,,,,,-13.0,,-31.8,-37.2,-53.2,,-53.3,,,-52.0,False,,,,,True,,True,True,False,,False,,,False
20187,51,0.0,0.0,,,,,24.0,,2.2,3.8,1.3,,0.0,16.5,,0.0,-51.0,-51.0,,,,,-27.0,,-48.8,-47.2,-49.7,,-51.0,-34.5,,-51.0,False,,,,,True,,True,True,True,,False,True,,False
20189,138,138.0,49.0,,,,,71.0,,246.4,21.1,28.7,7.2,23.5,104.1,,59.0,0.0,-89.0,,,,,-67.0,,108.4,-116.9,-109.3,-130.8,-114.5,-33.9,,-79.0,False,,,,,False,,False,False,False,False,False,False,,False
20191,224,156.0,0.0,,,,,122.0,,233.0,96.2,10.2,178.4,75.4,88.5,,322.0,-68.0,-224.0,,,,,-102.0,,9.0,-127.8,-213.8,-45.6,-148.6,-135.5,,98.0,False,,,,,False,,True,False,False,True,False,False,,False
20193,290,36.0,0.0,,,,,44.0,,15.4,13.2,,0.0,3.9,53.7,,21.0,-254.0,-290.0,,,,,-246.0,,-274.6,-276.8,,-290.0,-286.1,-236.3,,-269.0,False,,,,,True,,False,False,,False,False,True,,False
20195,71,66.0,0.0,,,,,17.0,,95.7,9.2,2.2,,25.4,,,43.0,-5.0,-71.0,,,,,-54.0,,24.7,-61.8,-68.8,,-45.6,,,-28.0,False,,,,,False,,False,False,False,,False,,,False
20197,56,6.0,0.0,,,,,29.0,,16.9,13.8,2.2,,0.1,19.1,,1.0,-50.0,-56.0,,,,,-27.0,,-39.1,-42.2,-53.8,,-55.9,-36.9,,-55.0,False,,,,,True,,True,True,False,,False,True,,False
20199,80,6.0,0.0,,,,,13.0,,7.0,8.2,,,0.7,,,1.0,-74.0,-80.0,,,,,-67.0,,-73.0,-71.8,,,-79.3,,,-79.0,False,,,,,True,,True,True,,,False,,,False
20201,73,6.0,0.0,,,,,33.0,,11.3,11.1,,,0.0,,,39.0,-67.0,-73.0,,,,,-40.0,,-61.7,-61.9,,,-73.0,,,-34.0,False,,,,,True,,True,True,,,False,,,True
20203,68,6.0,0.0,,,,,17.0,,5.6,1.2,,,0.0,,,32.0,-62.0,-68.0,,,,,-51.0,,-62.4,-66.8,,,-68.0,,,-36.0,False,,,,,True,,False,False,,,False,,,True
20205,90,6.0,26.0,,,,,43.0,,7.2,26.3,2.8,,3.1,,,1.0,-84.0,-64.0,,,,,-47.0,,-82.8,-63.7,-87.2,,-86.9,,,-89.0,True,,,,,True,,True,True,False,,False,,,False
20207,25,12.0,0.0,,,,,32.0,,15.8,1.1,0.3,,0.9,4.2,,61.0,-13.0,-25.0,,,,,7.0,,-9.2,-23.9,-24.7,,-24.1,-20.8,,36.0,False,,,,,True,,True,False,False,,False,False,,False
20209,2137,1350.0,2770.0,,,,,1417.0,,947.4,764.0,534.7,25.8,880.0,682.1,,494.0,-787.0,633.0,,,,,-720.0,,-1189.6,-1373.0,-1602.3,-2111.2,-1257.0,-1454.9,,-1643.0,True,,,,,True,,False,False,False,False,False,False,,False
21001,230,90.0,74.0,,,,,236.0,,96.9,67.3,20.9,44.1,1.8,58.8,,74.0,-140.0,-156.0,,,,,6.0,,-133.1,-162.7,-209.1,-185.9,-228.2,-171.2,,-156.0,False,,,,,True,,True,False,False,False,False,False,,False
21003,261,216.0,419.0,,,,,156.0,,205.9,125.9,40.3,32.2,46.8,123.4,,123.0,-45.0,158.0,,,,,-105.0,,-55.1,-135.1,-220.7,-228.8,-214.2,-137.6,,-138.0,False,,,,,False,,False,False,False,False,False,False,,False
