,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,LANL-GrowthRate,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-LANL-GrowthRate,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-LANL-GrowthRate,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
01029,261,357.0,,,,,238.0,,162.9,,101.5,,,,96.0,,,,,-23.0,,-98.1,,-159.5,,,,,,,,True,,False,,False,,,
01031,717,1624.0,,,,,888.0,,1552.3,,81.6,623.6,,,907.0,,,,,171.0,,835.3,,-635.4,-93.4,,,,,,,True,,True,,True,True,,
01033,862,602.0,,,,,847.0,,389.7,,39.7,517.9,,,-260.0,,,,,-15.0,,-472.3,,-822.3,-344.1,,,,,,,True,,False,,False,False,,
01035,85,560.0,,,,,123.0,,238.0,28.8,6.3,,,,475.0,,,,,38.0,,153.0,-56.2,-78.7,,,,,,,,True,,True,True,True,,,
01037,69,329.0,,,,,130.0,,344.0,19.0,79.3,,,,260.0,,,,,61.0,,275.0,-50.0,10.3,,,,,,,,True,,False,True,True,,,
01039,648,3248.0,,,,,665.0,,2663.2,178.6,207.9,,,,2600.0,,,,,17.0,,2015.2,-469.4,-440.1,,,,,,,,True,,True,True,True,,,
01041,121,735.0,,,,,292.0,,122.1,76.8,2.6,,,,614.0,,,,,171.0,,1.1,-44.2,-118.4,,,,,,,,True,,True,True,True,,,
01043,1379,2268.0,,,,,1699.0,,747.2,382.1,118.6,893.1,,,889.0,,,,,320.0,,-631.8,-996.9,-1260.4,-485.9,,,,,,,True,,True,False,False,True,,
01045,733,1680.0,,,,,637.0,,1608.0,223.0,6.5,822.5,,,947.0,,,,,-96.0,,875.0,-510.0,-726.5,89.5,,,,,,,True,,True,True,True,True,,
01047,254,1841.0,,,,,607.0,,1112.6,153.9,197.3,690.4,,,1587.0,,,,,353.0,,858.6,-100.1,-56.7,436.4,,,,,,,True,,True,True,True,True,,
01049,1547,1428.0,,,,,1171.0,,1144.6,76.4,122.2,967.4,,,-119.0,,,,,-376.0,,-402.4,-1470.6,-1424.8,-579.6,,,,,,,False,,False,False,False,False,,
01051,920,2317.0,,,,,1163.0,,1228.8,460.7,344.3,1475.1,,,1397.0,,,,,243.0,,308.8,-459.3,-575.7,555.1,,,,,,,True,,True,True,True,True,,
01053,281,1883.0,,,,,629.0,,815.0,161.3,102.1,655.9,,,1602.0,,,,,348.0,,534.0,-119.7,-178.9,374.9,,,,,,,True,,True,True,True,True,,
01055,1578,3353.0,,,,,1474.0,,3160.3,736.7,393.2,1265.5,,,1775.0,,,,,-104.0,,1582.3,-841.3,-1184.8,-312.5,,,,,,,True,,True,True,True,True,,
01057,232,539.0,,,,,200.0,,505.5,113.8,75.7,,,,307.0,,,,,-32.0,,273.5,-118.2,-156.3,,,,,,,,True,,True,True,True,,,
01059,519,693.0,,,,,758.0,,225.6,303.6,147.5,403.8,,,174.0,,,,,239.0,,-293.4,-215.4,-371.5,-115.2,,,,,,,False,,False,False,False,True,,
01061,460,1064.0,,,,,369.0,,529.2,106.0,111.0,,,,604.0,,,,,-91.0,,69.2,-354.0,-349.0,,,,,,,,True,,True,True,True,,,
01063,59,126.0,,,,,52.0,,0.5,0.0,11.3,,,,67.0,,,,,-7.0,,-58.5,-59.0,-47.7,,,,,,,,True,,True,True,True,,,
01065,202,427.0,,,,,259.0,,100.8,52.3,6.3,,,,225.0,,,,,57.0,,-101.2,-149.7,-195.7,,,,,,,,True,,True,True,True,,,
01067,306,756.0,,,,,126.0,,352.2,86.9,155.4,,,,450.0,,,,,-180.0,,46.2,-219.1,-150.6,,,,,,,,True,,True,True,True,,,
01069,1785,4935.0,,,,,1263.0,,4057.6,681.0,528.8,2272.6,,,3150.0,,,,,-522.0,,2272.6,-1104.0,-1256.2,487.6,,,,,,,True,,True,True,True,True,,
01071,997,980.0,,,,,770.0,,573.5,136.6,207.7,617.9,,,-17.0,,,,,-227.0,,-423.5,-860.4,-789.3,-379.1,,,,,,,False,,False,False,False,False,,
01073,6956,11438.0,,,,,8718.0,,10019.9,3386.9,3219.8,5424.9,,,4482.0,,,,,1762.0,,3063.9,-3569.1,-3736.2,-1531.1,,,,,,,True,,True,True,True,True,,
01075,213,392.0,,,,,219.0,,277.3,50.4,62.9,,,,179.0,,,,,6.0,,64.3,-162.6,-150.1,,,,,,,,True,,True,True,True,,,
01077,1297,861.0,,,,,1470.0,,600.4,238.9,255.8,598.5,,,-436.0,,,,,173.0,,-696.6,-1058.1,-1041.2,-698.5,,,,,,,True,,False,False,False,False,,
01079,406,371.0,,,,,464.0,,183.8,112.8,73.9,,,,-35.0,,,,,58.0,,-222.2,-293.2,-332.1,,,,,,,,False,,False,False,False,,,
01081,1254,14784.0,,,,,3007.0,,10646.8,2522.2,671.9,4951.3,,,13530.0,,,,,1753.0,,9392.8,1268.2,-582.1,3697.3,,,,,,,True,,True,True,True,True,,
01083,1322,1379.0,,,,,1514.0,,1221.1,495.3,229.0,592.2,,,57.0,,,,,192.0,,-100.9,-826.7,-1093.0,-729.8,,,,,,,False,,False,False,False,False,,
01085,99,287.0,,,,,86.0,,51.7,0.3,18.7,,,,188.0,,,,,-13.0,,-47.3,-98.7,-80.3,,,,,,,,True,,True,True,True,,,
01087,136,392.0,,,,,99.0,,32.0,45.1,32.5,,,,256.0,,,,,-37.0,,-104.0,-90.9,-103.5,,,,,,,,True,,True,True,True,,,
01089,2965,5012.0,,,,,3899.0,,5744.3,697.9,617.6,1988.9,,,2047.0,,,,,934.0,,2779.3,-2267.1,-2347.4,-976.1,,,,,,,True,,False,False,False,True,,
01091,408,301.0,,,,,336.0,,103.4,0.3,29.7,,,,-107.0,,,,,-72.0,,-304.6,-407.7,-378.3,,,,,,,,True,,False,False,False,,,
01093,294,1106.0,,,,,384.0,,1501.2,169.3,40.2,,,,812.0,,,,,90.0,,1207.2,-124.7,-253.8,,,,,,,,True,,False,True,True,,,
01095,1069,1995.0,,,,,1713.0,,1393.0,422.0,73.4,890.7,,,926.0,,,,,644.0,,324.0,-647.0,-995.6,-178.3,,,,,,,True,,True,True,False,True,,
01097,4803,3927.0,,,,,3266.0,,3031.4,422.3,59.1,3685.9,,,-876.0,,,,,-1537.0,,-1771.6,-4380.7,-4743.9,-1117.1,,,,,,,False,,False,False,False,False,,
01099,119,917.0,,,,,238.0,,35.9,30.0,32.1,,,,798.0,,,,,119.0,,-83.1,-89.0,-86.9,,,,,,,,True,,True,True,True,,,
01101,2533,3724.0,,,,,2827.0,,1741.3,1066.4,561.8,2913.2,,,1191.0,,,,,294.0,,-791.7,-1466.6,-1971.2,380.2,,,,,,,True,,True,False,False,True,,
01103,1670,1659.0,,,,,1723.0,,830.3,183.6,294.5,968.9,,,-11.0,,,,,53.0,,-839.7,-1486.4,-1375.5,-701.1,,,,,,,False,,False,False,False,False,,
01105,84,364.0,,,,,68.0,,39.7,0.0,3.1,,,,280.0,,,,,-16.0,,-44.3,-84.0,-80.9,,,,,,,,True,,True,True,True,,,
01107,363,490.0,,,,,268.0,,195.9,91.6,101.9,,,,127.0,,,,,-95.0,,-167.1,-271.4,-261.1,,,,,,,,True,,False,False,False,,,
01109,284,1904.0,,,,,947.0,,560.2,179.4,144.4,,,,1620.0,,,,,663.0,,276.2,-104.6,-139.6,,,,,,,,True,,True,True,True,,,
01111,283,735.0,,,,,360.0,,381.3,70.5,0.8,,,,452.0,,,,,77.0,,98.3,-212.5,-282.2,,,,,,,,True,,True,True,True,,,
01113,335,952.0,,,,,789.0,,195.8,36.7,55.2,442.1,,,617.0,,,,,454.0,,-139.2,-298.3,-279.8,107.1,,,,,,,True,,True,True,True,True,,
01115,1260,2933.0,,,,,1111.0,,3027.1,521.2,146.8,1204.4,,,1673.0,,,,,-149.0,,1767.1,-738.8,-1113.2,-55.6,,,,,,,True,,False,True,True,True,,
01117,2609,7483.0,,,,,2651.0,,8946.1,2006.2,618.9,2750.5,,,4874.0,,,,,42.0,,6337.1,-602.8,-1990.1,141.5,,,,,,,True,,False,True,True,True,,
01119,86,98.0,,,,,124.0,,2.4,0.1,3.7,,,,12.0,,,,,38.0,,-83.6,-85.9,-82.3,,,,,,,,False,,False,False,False,,,
01121,887,4893.0,,,,,1147.0,,4447.9,751.5,168.1,1714.9,,,4006.0,,,,,260.0,,3560.9,-135.5,-718.9,827.9,,,,,,,True,,True,True,True,True,,
01123,353,1246.0,,,,,624.0,,926.4,77.6,71.6,,,,893.0,,,,,271.0,,573.4,-275.4,-281.4,,,,,,,,True,,True,True,True,,,
01125,4052,11760.0,,,,,4908.0,,12367.2,1771.4,1535.1,4585.7,,,7708.0,,,,,856.0,,8315.2,-2280.6,-2516.9,533.7,,,,,,,True,,False,True,True,True,,
01127,918,1400.0,,,,,1140.0,,529.3,257.9,287.7,558.7,,,482.0,,,,,222.0,,-388.7,-660.1,-630.3,-359.3,,,,,,,True,,True,False,False,True,,
01129,270,266.0,,,,,206.0,,17.5,0.0,1.9,,,,-4.0,,,,,-64.0,,-252.5,-270.0,-268.1,,,,,,,,False,,False,False,False,,,
01131,64,357.0,,,,,71.0,,11.4,22.9,3.1,,,,293.0,,,,,7.0,,-52.6,-41.1,-60.9,,,,,,,,True,,True,True,True,,,
01133,342,623.0,,,,,364.0,,482.3,137.8,204.2,,,,281.0,,,,,22.0,,140.3,-204.2,-137.8,,,,,,,,True,,True,True,True,,,
02013,8,0.0,,,,,,,,,0.0,,,,-8.0,,,,,,,,,-8.0,,,,,,,,,,,,False,,,
02016,8,0.0,,,,,,,,,0.1,,,,-8.0,,,,,,,,,-7.9,,,,,,,,,,,,True,,,
02020,5924,2016.0,,,,,,,981.1,1254.4,594.4,923.2,,,-3908.0,,,,,,,-4942.9,-4669.6,-5329.6,-5000.8,,,,,,,,,False,False,False,False,,
02050,549,70.0,,,,,,,17.0,,85.2,,,,-479.0,,,,,,,-532.0,,-463.8,,,,,,,,,,False,,True,,,
02060,0,0.0,,,,,,,0.6,,0.0,,,,0.0,,,,,,,0.6,,0.0,,,,,,,,,,False,,True,,,
02068,27,0.0,,,,,,,,,0.0,,,,-27.0,,,,,,,,,-27.0,,,,,,,,,,,,False,,,
02070,38,7.0,,,,,,,0.5,,5.2,,,,-31.0,,,,,,,-37.5,,-32.8,,,,,,,,,,False,,False,,,
02090,1505,630.0,,,,,,,631.3,538.2,322.2,,,,-875.0,,,,,,,-873.7,-966.8,-1182.8,,,,,,,,,,True,False,False,,,
02100,6,7.0,,,,,,,,,0.0,,,,1.0,,,,,,,,,-6.0,,,,,,,,,,,,False,,,
02105,0,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,True,,,
02110,304,231.0,,,,,,,52.6,143.4,184.2,,,,-73.0,,,,,,,-251.4,-160.6,-119.8,,,,,,,,,,False,False,False,,,
02122,687,63.0,,,,,,,6.2,168.2,0.8,,,,-624.0,,,,,,,-680.8,-518.8,-686.2,,,,,,,,,,False,True,False,,,
02130,50,7.0,,,,,,,3.2,,2.5,,,,-43.0,,,,,,,-46.8,,-47.5,,,,,,,,,,False,,False,,,
02150,72,7.0,,,,,,,0.8,,0.4,,,,-65.0,,,,,,,-71.2,,-71.6,,,,,,,,,,False,,False,,,
02158,307,14.0,,,,,,,,,5.3,,,,-293.0,,,,,,,,,-301.7,,,,,,,,,,,,False,,,
02164,26,0.0,,,,,,,,,0.0,,,,-26.0,,,,,,,,,-26.0,,,,,,,,,,,,False,,,
02170,1306,308.0,,,,,,,137.9,426.5,133.6,,,,-998.0,,,,,,,-1168.1,-879.5,-1172.4,,,,,,,,,,False,True,False,,,
02180,97,7.0,,,,,,,9.4,,6.3,,,,-90.0,,,,,,,-87.6,,-90.7,,,,,,,,,,True,,False,,,
02185,217,161.0,,,,,,,9.4,,132.5,,,,-56.0,,,,,,,-207.6,,-84.5,,,,,,,,,,False,,False,,,
02188,197,63.0,,,,,,,17.4,,29.5,,,,-134.0,,,,,,,-179.6,,-167.5,,,,,,,,,,False,,False,,,
02195,9,0.0,,,,,,,0.2,,0.0,,,,-9.0,,,,,,,-8.8,,-9.0,,,,,,,,,,True,,False,,,
02198,7,7.0,,,,,,,2.4,,0.0,,,,0.0,,,,,,,-4.6,,-7.0,,,,,,,,,,False,,False,,,
02220,39,14.0,,,,,,,4.7,,6.9,,,,-25.0,,,,,,,-34.3,,-32.1,,,,,,,,,,False,,False,,,
02230,8,0.0,,,,,,,,,0.0,,,,-8.0,,,,,,,,,-8.0,,,,,,,,,,,,False,,,
02240,64,7.0,,,,,,,0.8,,3.0,,,,-57.0,,,,,,,-63.2,,-61.0,,,,,,,,,,False,,False,,,
02261,69,0.0,,,,,,,6.8,,0.0,,,,-69.0,,,,,,,-62.2,,-69.0,,,,,,,,,,True,,False,,,
02275,0,7.0,,,,,,,,,7.4,,,,7.0,,,,,,,,,7.4,,,,,,,,,,,,False,,,
02282,12,0.0,,,,,,,,,17.8,,,,-12.0,,,,,,,,,5.8,,,,,,,,,,,,True,,,
02290,46,28.0,,,,,,,11.8,,0.1,,,,-18.0,,,,,,,-34.2,,-45.9,,,,,,,,,,False,,False,,,
04001,683,392.0,,,,,823.0,,101.7,2.8,20.3,293.5,,,-291.0,,,,,140.0,,-581.3,-680.2,-662.7,-389.5,,,,,,,True,,False,False,False,False,,
04003,507,91.0,,,,,228.0,,20.4,85.6,21.3,89.6,,,-416.0,,,,,-279.0,,-486.6,-421.4,-485.7,-417.4,,,,,,,True,,False,False,False,False,,
04005,2060,1729.0,,,,,998.0,,901.0,203.5,247.5,685.4,,,-331.0,,,,,-1062.0,,-1159.0,-1856.5,-1812.5,-1374.6,,,,,,,False,,False,False,False,False,,
04007,913,350.0,,,,,58.0,,245.2,0.4,56.5,253.2,,,-563.0,,,,,-855.0,,-667.8,-912.6,-856.5,-659.8,,,,,,,False,,False,False,False,False,,
04009,620,98.0,,,,,81.0,,34.7,0.0,52.2,,,,-522.0,,,,,-539.0,,-585.3,-620.0,-567.8,,,,,,,,False,,False,False,False,,,
04011,56,0.0,,,,,34.0,,0.0,,0.0,,,,-56.0,,,,,-22.0,,-56.0,,-56.0,,,,,,,,True,,True,,False,,,
04012,108,63.0,,,,,28.0,,5.6,0.0,124.0,,,,-45.0,,,,,-80.0,,-102.4,-108.0,16.0,,,,,,,,False,,False,False,True,,,
04013,26116,13671.0,,,,,10164.0,,10889.0,1114.0,1471.6,11010.6,,,-12445.0,,,,,-15952.0,,-15227.0,-25002.0,-24644.4,-15105.4,,,,,,,False,,False,False,False,False,,
04015,832,693.0,,,,,462.0,,225.7,232.5,1000.3,389.5,,,-139.0,,,,,-370.0,,-606.3,-599.5,168.3,-442.5,,,,,,,False,,False,False,False,False,,
04017,1090,399.0,,,,,788.0,,153.9,7.5,239.7,244.2,,,-691.0,,,,,-302.0,,-936.1,-1082.5,-850.3,-845.8,,,,,,,True,,False,False,False,False,,
04019,5555,13692.0,,,,,2710.0,,12316.0,4594.0,3289.6,5549.3,,,8137.0,,,,,-2845.0,,6761.0,-961.0,-2265.4,-5.7,,,,,,,True,,True,True,True,True,,
04021,2426,1169.0,,,,,595.0,,758.4,402.7,227.1,737.5,,,-1257.0,,,,,-1831.0,,-1667.6,-2023.3,-2198.9,-1688.5,,,,,,,False,,False,False,False,False,,
04023,300,217.0,,,,,192.0,,41.4,1.0,17.8,100.1,,,-83.0,,,,,-108.0,,-258.6,-299.0,-282.2,-199.9,,,,,,,False,,False,False,False,False,,
04025,810,273.0,,,,,399.0,,253.1,322.3,45.5,344.9,,,-537.0,,,,,-411.0,,-556.9,-487.7,-764.5,-465.1,,,,,,,True,,False,True,False,True,,
04027,1847,840.0,,,,,452.0,,222.0,7.2,453.1,375.3,,,-1007.0,,,,,-1395.0,,-1625.0,-1839.8,-1393.8,-1471.7,,,,,,,False,,False,False,False,False,,
05001,424,259.0,,,,,196.0,,128.1,0.1,560.4,,,,-165.0,,,,,-228.0,,-295.9,-423.9,136.4,,,,,,,,False,,False,False,True,,,
05003,199,140.0,,,,,139.0,,59.5,0.5,160.3,,,,-59.0,,,,,-60.0,,-139.5,-198.5,-38.7,,,,,,,,False,,False,False,True,,,
05005,640,469.0,,,,,238.0,,170.8,304.4,300.6,,,,-171.0,,,,,-402.0,,-469.2,-335.6,-339.4,,,,,,,,False,,False,False,False,,,
05007,3258,2380.0,,,,,3397.0,,883.1,265.5,2007.0,1095.5,,,-878.0,,,,,139.0,,-2374.9,-2992.5,-1251.0,-2162.5,,,,,,,True,,False,False,False,False,,
05009,585,903.0,,,,,644.0,,414.1,147.5,270.2,,,,318.0,,,,,59.0,,-170.9,-437.5,-314.8,,,,,,,,True,,True,False,True,,,
05011,49,98.0,,,,,116.0,,15.8,0.0,61.6,,,,49.0,,,,,67.0,,-33.2,-49.0,12.6,,,,,,,,False,,True,True,True,,,
05013,42,42.0,,,,,28.0,,,,0.5,,,,0.0,,,,,-14.0,,,,-41.5,,,,,,,,False,,,,False,,,
05015,489,427.0,,,,,356.0,,122.6,188.4,373.6,,,,-62.0,,,,,-133.0,,-366.4,-300.6,-115.4,,,,,,,,False,,False,False,False,,,
05017,70,112.0,,,,,114.0,,11.6,0.6,7.5,,,,42.0,,,,,44.0,,-58.4,-69.4,-62.5,,,,,,,,False,,False,False,False,,,
05019,288,224.0,,,,,334.0,,45.3,49.3,84.7,,,,-64.0,,,,,46.0,,-242.7,-238.7,-203.3,,,,,,,,True,,False,False,False,,,
05021,310,203.0,,,,,224.0,,70.8,58.0,144.2,,,,-107.0,,,,,-86.0,,-239.2,-252.0,-165.8,,,,,,,,True,,False,False,False,,,
05023,234,126.0,,,,,271.0,,43.4,85.4,9.3,,,,-108.0,,,,,37.0,,-190.6,-148.6,-224.7,,,,,,,,True,,False,False,False,,,
05025,103,147.0,,,,,58.0,,14.7,30.3,26.0,,,,44.0,,,,,-45.0,,-88.3,-72.7,-77.0,,,,,,,,False,,False,False,False,,,
05027,424,259.0,,,,,260.0,,125.7,88.3,106.6,,,,-165.0,,,,,-164.0,,-298.3,-335.7,-317.4,,,,,,,,True,,False,False,False,,,
05029,157,98.0,,,,,498.0,,36.2,116.2,35.5,,,,-59.0,,,,,341.0,,-120.8,-40.8,-121.5,,,,,,,,False,,False,True,False,,,
05031,2868,1729.0,,,,,2116.0,,494.1,980.9,709.7,988.0,,,-1139.0,,,,,-752.0,,-2373.9,-1887.1,-2158.3,-1880.0,,,,,,,True,,False,False,False,False,,
05033,1124,1085.0,,,,,1059.0,,440.7,446.8,361.7,1435.3,,,-39.0,,,,,-65.0,,-683.3,-677.2,-762.3,311.3,,,,,,,False,,False,False,False,False,,
05035,820,483.0,,,,,633.0,,122.1,4.9,163.3,325.5,,,-337.0,,,,,-187.0,,-697.9,-815.1,-656.7,-494.5,,,,,,,True,,False,False,False,False,,
05037,243,287.0,,,,,261.0,,34.9,1.6,255.8,,,,44.0,,,,,18.0,,-208.1,-241.4,12.8,,,,,,,,True,,False,False,True,,,
05039,43,21.0,,,,,56.0,,0.6,0.0,30.8,,,,-22.0,,,,,13.0,,-42.4,-43.0,-12.2,,,,,,,,True,,False,False,True,,,
05041,178,126.0,,,,,106.0,,42.0,0.0,39.6,,,,-52.0,,,,,-72.0,,-136.0,-178.0,-138.4,,,,,,,,False,,False,False,False,,,
05043,125,112.0,,,,,221.0,,23.2,0.0,1.0,,,,-13.0,,,,,96.0,,-101.8,-125.0,-124.0,,,,,,,,False,,False,False,False,,,
05045,1518,1673.0,,,,,1923.0,,1653.2,730.4,985.6,758.7,,,155.0,,,,,405.0,,135.2,-787.6,-532.4,-759.3,,,,,,,False,,True,False,False,False,,
05047,388,175.0,,,,,370.0,,69.2,68.6,63.7,,,,-213.0,,,,,-18.0,,-318.8,-319.4,-324.4,,,,,,,,True,,False,False,False,,,
05049,263,147.0,,,,,81.0,,69.0,80.8,102.0,,,,-116.0,,,,,-182.0,,-194.0,-182.2,-161.0,,,,,,,,False,,False,False,False,,,
05051,1082,882.0,,,,,1091.0,,595.5,498.1,228.7,528.9,,,-200.0,,,,,9.0,,-486.5,-583.9,-853.3,-553.1,,,,,,,True,,False,False,False,False,,
05053,163,168.0,,,,,131.0,,85.4,99.7,43.6,,,,5.0,,,,,-32.0,,-77.6,-63.3,-119.4,,,,,,,,False,,False,False,False,,,
05055,1121,504.0,,,,,599.0,,284.3,176.0,79.8,,,,-617.0,,,,,-522.0,,-836.7,-945.0,-1041.2,,,,,,,,True,,False,False,False,,,
05057,310,77.0,,,,,189.0,,12.9,0.1,13.9,,,,-233.0,,,,,-121.0,,-297.1,-309.9,-296.1,,,,,,,,True,,False,False,False,,,
05059,556,343.0,,,,,404.0,,230.2,5.4,51.6,126.1,,,-213.0,,,,,-152.0,,-325.8,-550.6,-504.4,-429.9,,,,,,,True,,False,False,False,False,,
05061,222,49.0,,,,,185.0,,5.4,0.5,24.7,,,,-173.0,,,,,-37.0,,-216.6,-221.5,-197.3,,,,,,,,True,,False,False,False,,,
05063,586,756.0,,,,,801.0,,341.5,303.3,0.0,,,,170.0,,,,,215.0,,-244.5,-282.7,-586.0,,,,,,,,False,,False,False,False,,,
05065,649,133.0,,,,,148.0,,31.8,34.1,78.7,,,,-516.0,,,,,-501.0,,-617.2,-614.9,-570.3,,,,,,,,True,,False,False,False,,,
05067,696,308.0,,,,,331.0,,437.3,81.0,20.7,,,,-388.0,,,,,-365.0,,-258.7,-615.0,-675.3,,,,,,,,True,,True,False,False,,,
05069,1681,2583.0,,,,,740.0,,2551.4,884.1,1934.3,1525.0,,,902.0,,,,,-941.0,,870.4,-796.9,253.3,-156.0,,,,,,,False,,True,True,True,True,,
05071,274,112.0,,,,,759.0,,13.9,1.9,7.9,,,,-162.0,,,,,485.0,,-260.1,-272.1,-266.1,,,,,,,,False,,False,False,False,,,
05073,132,56.0,,,,,49.0,,17.8,,35.6,,,,-76.0,,,,,-83.0,,-114.2,,-96.4,,,,,,,,False,,False,,False,,,
05075,584,350.0,,,,,222.0,,84.0,75.5,162.3,,,,-234.0,,,,,-362.0,,-500.0,-508.5,-421.7,,,,,,,,False,,False,False,False,,,
05077,75,161.0,,,,,95.0,,20.8,0.9,9.4,155.6,,,86.0,,,,,20.0,,-54.2,-74.1,-65.6,80.6,,,,,,,True,,True,True,True,True,,
05079,438,994.0,,,,,241.0,,464.0,1.6,147.1,626.6,,,556.0,,,,,-197.0,,26.0,-436.4,-290.9,188.6,,,,,,,True,,True,True,True,True,,
05081,171,147.0,,,,,118.0,,57.7,0.0,8.7,,,,-24.0,,,,,-53.0,,-113.3,-171.0,-162.3,,,,,,,,False,,False,False,False,,,
05083,259,63.0,,,,,411.0,,19.9,0.0,5.4,,,,-196.0,,,,,152.0,,-239.1,-259.0,-253.6,,,,,,,,True,,False,False,False,,,
05085,1014,819.0,,,,,808.0,,384.5,485.7,314.8,,,,-195.0,,,,,-206.0,,-629.5,-528.3,-699.2,,,,,,,,False,,False,False,False,,,
05087,140,84.0,,,,,360.0,,9.4,6.2,49.4,,,,-56.0,,,,,220.0,,-130.6,-133.8,-90.6,,,,,,,,False,,False,False,False,,,
05089,141,105.0,,,,,98.0,,22.8,,18.9,,,,-36.0,,,,,-43.0,,-118.2,,-122.1,,,,,,,,False,,False,,False,,,
05091,1009,392.0,,,,,463.0,,131.6,118.1,207.1,,,,-617.0,,,,,-546.0,,-877.4,-890.9,-801.9,,,,,,,,True,,False,False,False,,,
05093,1015,651.0,,,,,825.0,,352.9,3.8,426.8,462.3,,,-364.0,,,,,-190.0,,-662.1,-1011.2,-588.2,-552.7,,,,,,,True,,False,False,False,False,,
