,count,mean,median,std,min,25%,75%,max
OliverWyman-Navigator,51,8097.4,3642.0,11606.6,86.0,1113.5,8376.5,51575.0
Karlen-pypm,51,10279.7,5061.3,13205.2,34.7,2013.1,12734.5,48720.8
CU-select,51,10525.3,6453.0,12219.5,41.0,1828.5,14135.0,50099.0
DDS-NBDS,51,11142.8,5512.9,13328.1,69.5,1424.0,16907.1,50183.0
LNQ-ens1,51,11351.2,5139.7,14519.6,23.1,2933.3,14755.9,69797.3
RobertWalraven-ESG,51,11474.1,5348.7,14695.6,23.0,2392.8,15573.4,70105.6
JHU_CSSE-DECOM,51,11959.8,6925.8,15234.5,38.9,1846.2,15778.1,70269.5
UMich-RidgeTfReg,50,12391.4,5627.5,16711.0,217.1,1695.0,16575.6,74940.5
BPagano-RtDriven,51,12603.9,6716.2,15879.6,223.7,2111.0,17762.1,85420.8
USC-SI_kJalpha,51,13164.5,5853.0,17049.4,81.0,3728.5,16382.5,90077.0
COVIDhub-baseline,51,13561.2,7373.0,16269.3,174.0,3596.5,18900.0,77188.0
CEID-Walk,51,13655.1,7315.7,16983.4,180.4,3573.8,19045.9,85860.0
JCB-PRM,51,13836.8,7750.3,16476.2,232.8,3020.2,18495.0,76762.2
JHUAPL-Bucky,51,14400.0,7746.5,18477.8,13.0,1556.6,19379.8,87351.9
COVIDhub-ensemble,51,14662.8,8233.0,17406.6,205.0,3699.0,20373.0,84493.0
MSRA-DeepST,47,14825.2,7531.3,18913.5,131.7,2621.4,20214.8,86257.3
Covid19Sim-Simulator,51,16182.4,10340.1,18792.2,31.3,4053.9,23522.9,95510.1
IowaStateLW-STEM,49,17740.1,10911.0,19371.7,204.0,4166.0,24284.5,84832.0
LANL-GrowthRate,51,18833.5,10146.3,21124.7,261.7,6538.2,25285.0,97813.1
JHU_IDD-CovidSP,51,19810.3,14463.4,21257.2,40.0,5287.2,23264.8,95814.2
UCLA-SuEIR,51,20712.5,13435.9,20818.2,262.7,6957.3,29140.7,107201.1
CovidAnalytics-DELPHI,51,25693.1,16128.0,27532.5,47.0,9502.5,31425.0,135611.0
TTU-squider,51,25975.2,17235.2,26772.8,289.5,7066.8,33725.8,121477.5
