,count,mean,median,std,min,25%,75%,max
LNQ-ens1,3140,189484.7,1879.4,3129587.6,0.0,212.6,14430.8,148037328.0
OliverWyman-Navigator,3007,221413.7,1936.0,4105858.9,0.0,225.0,11236.0,206525641.0
COVIDhub-baseline,3141,300973.6,1936.0,6088854.8,0.0,225.0,16129.0,320875569.0
CEID-Walk,3141,303307.3,1984.3,6122782.6,0.0,223.5,16680.0,323153401.8
COVIDhub-ensemble,3141,319808.2,2304.0,6692793.3,0.0,256.0,19044.0,352200289.0
CU-select,3077,348074.8,3364.0,6910257.8,0.0,576.0,17689.0,281367076.0
LANL-GrowthRate,2950,386913.4,4976.5,7402880.8,0.0,917.2,32304.7,384790198.2
IowaStateLW-STEM,3103,402372.1,2116.0,8843513.4,0.0,225.0,17424.0,469458889.0
Google_Harvard-CPF,3140,439123.1,2952.9,10951887.7,0.0,331.1,21037.5,483813705.4
JHUAPL-Bucky,3141,580222.3,2704.7,11755575.3,0.0,317.9,24089.5,603552788.5
USC-SI_kJalpha,3112,623130.9,3136.0,12106514.8,0.0,361.0,24025.0,465566929.0
MITCovAlliance-SIR,2700,833425.6,7925.0,11250551.4,0.0,1221.5,55223.7,400811611.3
JHU_IDD-CovidSP,3139,933845.4,6460.9,21827536.6,0.0,886.1,46156.2,1126648160.7
PandemicCentral-USCounty,2214,2763623.2,5184.0,98703273.4,0.0,676.0,45369.0,5366295025.0
