,actual_cases,COVIDhub-baseline,BPagano-RtDriven,CEID-Walk,CMU-TimeSeries,COVIDhub-ensemble,CU-select,Columbia_UNC-SurvCon,Covid19Sim-Simulator,CovidAnalytics-DELPHI,DDS-NBDS,Google_Harvard-CPF,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,JHU_IDD-CovidSP,Karlen-pypm,LANL-GrowthRate,LNQ-ens1,MITCovAlliance-SIR,MSRA-DeepST,OliverWyman-Navigator,QJHong-Encounter,RobertWalraven-ESG,TTU-squider,UCLA-SuEIR,UMass-MechBayes,UMich-RidgeTfReg,USC-SI_kJalpha,UVA-Ensemble,error-COVIDhub-baseline,error-BPagano-RtDriven,error-CEID-Walk,error-CMU-TimeSeries,error-COVIDhub-ensemble,error-CU-select,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-CovidAnalytics-DELPHI,error-DDS-NBDS,error-Google_Harvard-CPF,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-JHU_IDD-CovidSP,error-Karlen-pypm,error-LANL-GrowthRate,error-LNQ-ens1,error-MITCovAlliance-SIR,error-MSRA-DeepST,error-OliverWyman-Navigator,error-QJHong-Encounter,error-RobertWalraven-ESG,error-TTU-squider,error-UCLA-SuEIR,error-UMass-MechBayes,error-UMich-RidgeTfReg,error-USC-SI_kJalpha,error-UVA-Ensemble,beat_baseline-BPagano-RtDriven,beat_baseline-CEID-Walk,beat_baseline-CMU-TimeSeries,beat_baseline-COVIDhub-ensemble,beat_baseline-CU-select,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-CovidAnalytics-DELPHI,beat_baseline-DDS-NBDS,beat_baseline-Google_Harvard-CPF,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-JHU_IDD-CovidSP,beat_baseline-Karlen-pypm,beat_baseline-LANL-GrowthRate,beat_baseline-LNQ-ens1,beat_baseline-MITCovAlliance-SIR,beat_baseline-MSRA-DeepST,beat_baseline-OliverWyman-Navigator,beat_baseline-QJHong-Encounter,beat_baseline-RobertWalraven-ESG,beat_baseline-TTU-squider,beat_baseline-UCLA-SuEIR,beat_baseline-UMass-MechBayes,beat_baseline-UMich-RidgeTfReg,beat_baseline-USC-SI_kJalpha,beat_baseline-UVA-Ensemble
01111,99,135.0,,139.2,,128.0,162.0,,,,,86.6,,64.0,,127.4,50.4,,103.1,164.1,0.5,,147.0,,,,,,,101.0,90.7,36.0,,40.2,,29.0,63.0,,,,,-12.4,,-35.0,,28.4,-48.6,,4.1,65.1,-98.5,,48.0,,,,,,,2.0,-8.3,,False,,True,False,,,,,True,,True,,True,False,,True,False,False,,False,,,,,,,True,True
01113,129,165.0,,169.8,,121.0,207.0,,,,,193.9,,132.0,,98.6,66.7,,39.3,130.7,0.2,,192.0,,,,116.1,,,207.0,100.9,36.0,,40.8,,-8.0,78.0,,,,,64.9,,3.0,,-30.4,-62.3,,-89.7,1.7,-128.8,,63.0,,,,-12.9,,,78.0,-28.1,,False,,True,False,,,,,False,,True,,True,False,,False,True,False,,False,,,,True,,,False,True
01115,716,486.0,,464.5,,414.0,587.0,,,,,577.9,,234.0,,387.2,119.1,,425.6,624.2,15.4,,718.0,,,,355.7,,,261.0,313.9,-230.0,,-251.5,,-302.0,-129.0,,,,,-138.1,,-482.0,,-328.8,-596.9,,-290.4,-91.8,-700.6,,2.0,,,,-360.3,,,-455.0,-402.1,,False,,False,True,,,,,True,,False,,False,False,,False,True,False,,True,,,,False,,,False,False
01117,1236,954.0,,892.6,,793.0,1181.0,,,,,1624.3,,404.0,,858.8,513.3,,792.8,1055.7,124.0,,860.0,,,,681.3,580.0,,1009.0,620.3,-282.0,,-343.4,,-443.0,-55.0,,,,,388.3,,-832.0,,-377.2,-722.7,,-443.2,-180.3,-1112.0,,-376.0,,,,-554.7,-656.0,,-227.0,-615.7,,False,,False,True,,,,,False,,False,,False,False,,False,True,False,,False,,,,False,False,,True,False
01119,44,30.0,,43.5,,26.0,0.0,,,,,52.1,,39.0,,39.1,16.3,,2.9,26.1,0.0,,,,,,,,,94.0,20.4,-14.0,,-0.5,,-18.0,-44.0,,,,,8.1,,-5.0,,-4.9,-27.7,,-41.1,-17.9,-44.0,,,,,,,,,50.0,-23.6,,True,,False,False,,,,,True,,True,,True,False,,False,False,False,,,,,,,,,False,False
01121,408,462.0,,510.2,,338.0,327.0,,,,,651.3,,235.0,,457.4,153.4,,198.0,414.0,0.4,,866.0,,,,379.6,,,503.0,284.6,54.0,,102.2,,-70.0,-81.0,,,,,243.3,,-173.0,,49.4,-254.6,,-210.0,6.0,-407.6,,458.0,,,,-28.4,,,95.0,-123.4,,False,,False,False,,,,,False,,False,,True,False,,False,True,False,,False,,,,True,,,False,False
01123,213,141.0,,120.7,,84.0,31.0,,,,,91.5,,91.0,,75.5,47.9,,73.9,133.1,0.4,,213.0,,,,108.0,,,74.0,119.1,-72.0,,-92.3,,-129.0,-182.0,,,,,-121.5,,-122.0,,-137.5,-165.1,,-139.1,-79.9,-212.6,,0.0,,,,-105.0,,,-139.0,-93.9,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,True,,,,False,,,False,False
01125,1362,1056.0,,1241.4,807.2,835.0,1113.0,,,,,3230.0,,660.0,,830.7,556.1,,854.4,1196.1,4.0,,705.0,,,,994.8,519.0,,651.0,1701.7,-306.0,,-120.6,-554.8,-527.0,-249.0,,,,,1868.0,,-702.0,,-531.3,-805.9,,-507.6,-165.9,-1358.0,,-657.0,,,,-367.2,-843.0,,-711.0,339.7,,True,False,False,True,,,,,False,,False,,False,False,,False,True,False,,False,,,,False,False,,False,False
01127,499,300.0,,321.3,,280.0,330.0,,,,,375.3,,260.0,,312.9,96.0,,98.3,302.4,0.6,,336.0,,,,167.4,,,226.0,318.2,-199.0,,-177.7,,-219.0,-169.0,,,,,-123.7,,-239.0,,-186.1,-403.0,,-400.7,-196.6,-498.4,,-163.0,,,,-331.6,,,-273.0,-180.8,,True,,False,True,,,,,True,,False,,True,False,,False,True,False,,True,,,,False,,,False,True
01129,194,45.0,,48.1,,45.0,0.0,,,,,59.4,,82.0,,67.3,15.8,,13.9,55.3,0.0,,75.0,,,,,,,74.0,36.7,-149.0,,-145.9,,-149.0,-194.0,,,,,-134.6,,-112.0,,-126.7,-178.2,,-180.1,-138.7,-194.0,,-119.0,,,,,,,-120.0,-157.3,,True,,False,False,,,,,True,,True,,True,False,,False,True,False,,True,,,,,,,True,False
01131,38,9.0,,8.1,,7.0,0.0,,,,,48.7,,21.0,,20.3,8.4,,0.1,13.2,0.0,,,,,,,,,10.0,22.0,-29.0,,-29.9,,-31.0,-38.0,,,,,10.7,,-17.0,,-17.7,-29.6,,-37.9,-24.8,-38.0,,,,,,,,,-28.0,-16.0,,False,,False,False,,,,,True,,True,,True,False,,False,True,False,,,,,,,,,True,True
01133,162,198.0,,220.3,,150.0,150.0,,,,,96.5,,103.0,,211.6,43.0,,83.2,168.1,61.3,,327.0,,,,,,,149.0,106.6,36.0,,58.3,,-12.0,-12.0,,,,,-65.5,,-59.0,,49.6,-119.0,,-78.8,6.1,-100.7,,165.0,,,,,,,-13.0,-55.4,,False,,True,True,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,,True,False
02013,4,0.0,,0.0,,0.0,0.0,,,,,7.7,,,,2.9,2.3,,,0.5,,,0.0,,,,,,,0.0,4.0,-4.0,,-4.0,,-4.0,-4.0,,,,,3.7,,,,-1.1,-1.7,,,-3.5,,,-4.0,,,,,,,-4.0,-0.0,,False,,False,False,,,,,True,,,,True,True,,,True,,,False,,,,,,,False,True
02016,6,3.0,,5.7,,0.0,0.0,,,,,15.7,,,,0.1,0.5,,,0.9,,,0.0,,,,,,,0.0,3.0,-3.0,,-0.3,,-6.0,-6.0,,,,,9.7,,,,-5.9,-5.5,,,-5.1,,,-6.0,,,,,,,-6.0,-3.0,,True,,False,False,,,,,False,,,,False,False,,,False,,,False,,,,,,,False,False
02020,3679,2133.0,,2165.7,,1986.0,2031.0,,,,,2519.6,,,,2889.2,1150.5,,1589.9,1949.4,1089.5,,3342.0,,,,1155.5,2332.0,,1029.0,517.0,-1546.0,,-1513.3,,-1693.0,-1648.0,,,,,-1159.4,,,,-789.8,-2528.5,,-2089.1,-1729.6,-2589.5,,-337.0,,,,-2523.5,-1347.0,,-2650.0,-3162.0,,True,,False,False,,,,,True,,,,True,False,,False,False,False,,True,,,,False,True,,False,False
02050,400,198.0,,188.6,,183.0,0.0,,,,,47.2,,,,489.2,24.8,,183.4,197.1,0.0,,382.0,,,,,,,336.0,79.7,-202.0,,-211.4,,-217.0,-400.0,,,,,-352.8,,,,89.2,-375.2,,-216.6,-202.9,-400.0,,-18.0,,,,,,,-64.0,-320.3,,False,,False,False,,,,,False,,,,True,False,,False,False,False,,True,,,,,,,True,False
02060,0,0.0,,0.0,,0.0,0.0,,,,,14.1,,,,0.0,0.0,,0.4,0.1,,,0.0,,,,,,,0.0,3.0,0.0,,0.0,,0.0,0.0,,,,,14.1,,,,0.0,0.0,,0.4,0.1,,,0.0,,,,,,,0.0,3.0,,True,,True,True,,,,,False,,,,False,True,,False,False,,,True,,,,,,,True,False
02068,12,12.0,,11.9,,8.0,0.0,,,,,10.3,,,,16.7,5.8,,,5.5,,,24.0,,,,,,,7.0,6.9,0.0,,-0.1,,-4.0,-12.0,,,,,-1.7,,,,4.7,-6.2,,,-6.5,,,12.0,,,,,,,-5.0,-5.1,,False,,False,False,,,,,False,,,,False,False,,,False,,,False,,,,,,,False,False
02070,30,9.0,,8.8,,3.0,0.0,,,,,12.9,,,,11.7,6.1,,0.9,3.1,,,21.0,,,,,,,43.0,4.9,-21.0,,-21.2,,-27.0,-30.0,,,,,-17.1,,,,-18.3,-23.9,,-29.1,-26.9,,,-9.0,,,,,,,13.0,-25.1,,False,,False,False,,,,,True,,,,True,False,,False,False,,,True,,,,,,,True,False
02090,726,618.0,,608.2,,590.0,728.0,,,,,857.5,,,,1227.3,204.5,,478.8,590.4,427.3,,720.0,,,,441.4,,,450.0,222.9,-108.0,,-117.8,,-136.0,2.0,,,,,131.5,,,,501.3,-521.5,,-247.2,-135.6,-298.7,,-6.0,,,,-284.6,,,-276.0,-503.1,,False,,False,True,,,,,False,,,,False,False,,False,False,False,,True,,,,False,,,False,False
02100,4,3.0,,3.3,,3.0,0.0,,,,,14.9,,,,3.3,0.3,,,1.1,,,3.0,,,,,,,20.0,3.0,-1.0,,-0.7,,-1.0,-4.0,,,,,10.9,,,,-0.7,-3.7,,,-2.9,,,-1.0,,,,,,,16.0,-1.0,,True,,False,False,,,,,False,,,,True,False,,,False,,,False,,,,,,,False,True
02105,0,0.0,,0.0,,0.0,0.0,,,,,8.6,,,,0.3,1.3,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,,,8.6,,,,0.3,1.3,,,0.0,,,0.0,,,,,,,,,,True,,True,True,,,,,False,,,,False,False,,,False,,,True,,,,,,,,
02110,204,138.0,,137.2,,113.0,107.0,,,,,72.5,,,,94.8,54.6,,59.4,118.0,102.2,,224.0,,,,,,,195.0,73.0,-66.0,,-66.8,,-91.0,-97.0,,,,,-131.5,,,,-109.2,-149.4,,-144.6,-86.0,-101.8,,20.0,,,,,,,-9.0,-131.0,,False,,False,False,,,,,False,,,,False,False,,False,False,False,,True,,,,,,,True,False
02122,567,144.0,,154.0,,139.0,81.0,,,,,101.0,,,,219.6,56.6,,54.4,157.3,97.2,,299.0,,,,,,,297.0,86.0,-423.0,,-413.0,,-428.0,-486.0,,,,,-466.0,,,,-347.4,-510.4,,-512.6,-409.7,-469.8,,-268.0,,,,,,,-270.0,-481.0,,True,,False,False,,,,,False,,,,True,False,,False,True,False,,True,,,,,,,True,False
02130,40,12.0,,11.7,,8.0,0.0,,,,,41.6,,,,8.8,3.4,,4.0,9.5,,,28.0,,,,,,,36.0,18.6,-28.0,,-28.3,,-32.0,-40.0,,,,,1.6,,,,-31.2,-36.6,,-36.0,-30.5,,,-12.0,,,,,,,-4.0,-21.4,,False,,False,False,,,,,True,,,,False,False,,False,False,,,True,,,,,,,True,True
02150,46,18.0,,17.9,,15.0,0.0,,,,,25.2,,,,17.3,9.5,,3.1,21.3,,,65.0,,,,,,,16.0,12.6,-28.0,,-28.1,,-31.0,-46.0,,,,,-20.8,,,,-28.7,-36.5,,-42.9,-24.7,,,19.0,,,,,,,-30.0,-33.4,,False,,False,False,,,,,True,,,,False,False,,False,True,,,True,,,,,,,False,False
02158,286,27.0,,26.0,,27.0,,,,,,21.3,,,,56.2,,,,21.8,,,41.0,,,,,,,60.0,,-259.0,,-260.0,,-259.0,,,,,,-264.7,,,,-229.8,,,,-264.2,,,-245.0,,,,,,,-226.0,,,False,,False,,,,,,False,,,,True,,,,False,,,True,,,,,,,True,
02164,18,0.0,,0.0,,0.0,0.0,,,,,8.8,,,,1.3,1.0,,,0.0,,,0.0,,,,,,,,3.0,-18.0,,-18.0,,-18.0,-18.0,,,,,-9.2,,,,-16.7,-17.0,,,-18.0,,,-18.0,,,,,,,,-15.0,,False,,False,False,,,,,True,,,,True,True,,,True,,,False,,,,,,,,True
02170,1056,291.0,,290.0,,271.0,0.0,,,,,150.5,,,,306.0,212.2,,258.0,327.0,173.7,,568.0,,,,,,,329.0,114.3,-765.0,,-766.0,,-785.0,-1056.0,,,,,-905.5,,,,-750.0,-843.8,,-798.0,-729.0,-882.3,,-488.0,,,,,,,-727.0,-941.7,,False,,False,False,,,,,False,,,,True,False,,False,True,False,,True,,,,,,,True,False
02180,40,18.0,,27.3,,12.0,0.0,,,,,37.9,,,,61.6,9.8,,0.8,21.5,0.0,,,,,,,,,19.0,23.2,-22.0,,-12.7,,-28.0,-40.0,,,,,-2.1,,,,21.6,-30.2,,-39.2,-18.5,-40.0,,,,,,,,,-21.0,-16.8,,True,,False,False,,,,,True,,,,True,False,,False,True,False,,,,,,,,,True,True
02185,102,126.0,,116.8,,71.0,0.0,,,,,46.7,,,,101.5,24.2,,40.3,105.3,0.0,,190.0,,,,,,,103.0,57.5,24.0,,14.8,,-31.0,-102.0,,,,,-55.3,,,,-0.5,-77.8,,-61.7,3.3,-102.0,,88.0,,,,,,,1.0,-44.5,,True,,False,False,,,,,False,,,,True,False,,False,True,False,,False,,,,,,,True,False
02188,77,108.0,,108.7,,62.0,0.0,,,,,44.9,,,,253.3,10.8,,29.7,96.4,0.0,,110.0,,,,,,,11.0,64.8,31.0,,31.7,,-15.0,-77.0,,,,,-32.1,,,,176.3,-66.2,,-47.3,19.4,-77.0,,33.0,,,,,,,-66.0,-12.2,,False,,True,False,,,,,False,,,,False,False,,False,True,False,,False,,,,,,,False,True
02195,5,9.0,,8.7,,0.0,0.0,,,,,11.5,,,,0.2,0.2,,0.4,2.6,,,10.0,,,,,,,0.0,,4.0,,3.7,,-5.0,-5.0,,,,,6.5,,,,-4.8,-4.8,,-4.6,-2.4,,,5.0,,,,,,,-5.0,,,True,,False,False,,,,,False,,,,False,False,,False,True,,,False,,,,,,,False,
02198,4,9.0,,8.0,,3.0,0.0,,,,,23.4,,,,0.1,3.4,,2.5,3.3,,,10.0,,,,,,,112.0,,5.0,,4.0,,-1.0,-4.0,,,,,19.4,,,,-3.9,-0.6,,-1.5,-0.7,,,6.0,,,,,,,108.0,,,True,,True,True,,,,,False,,,,True,True,,True,True,,,False,,,,,,,False,
02220,26,3.0,,0.8,,3.0,0.0,,,,,28.6,,,,3.0,5.5,,3.8,1.7,,,,,,,,,,1.0,11.0,-23.0,,-25.2,,-23.0,-26.0,,,,,2.6,,,,-23.0,-20.5,,-22.2,-24.3,,,,,,,,,,-25.0,-15.0,,False,,False,False,,,,,True,,,,False,True,,True,False,,,,,,,,,,False,True
02230,7,3.0,,2.9,,3.0,0.0,,,,,8.7,,,,0.0,11.7,,,1.0,,,3.0,,,,,,,0.0,,-4.0,,-4.1,,-4.0,-7.0,,,,,1.7,,,,-7.0,4.7,,,-6.0,,,-4.0,,,,,,,-7.0,,,False,,False,False,,,,,True,,,,False,False,,,False,,,False,,,,,,,False,
02240,43,30.0,,30.1,,7.0,0.0,,,,,33.7,,,,2.9,2.2,,6.8,29.2,,,52.0,,,,,,,2.0,37.6,-13.0,,-12.9,,-36.0,-43.0,,,,,-9.3,,,,-40.1,-40.8,,-36.2,-13.8,,,9.0,,,,,,,-41.0,-5.4,,True,,False,False,,,,,True,,,,False,False,,False,False,,,True,,,,,,,False,True
02261,44,39.0,,39.0,,33.0,,,,,,28.9,,,,42.7,2.8,,8.3,26.4,,,62.0,,,,,,,108.0,11.1,-5.0,,-5.0,,-11.0,,,,,,-15.1,,,,-1.3,-41.2,,-35.7,-17.6,,,18.0,,,,,,,64.0,-32.9,,True,,False,,,,,,False,,,,True,False,,False,False,,,False,,,,,,,False,False
02275,0,0.0,,0.0,,0.0,0.0,,,,,16.8,,,,0.0,0.2,,,0.2,,,0.0,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,16.8,,,,0.0,0.2,,,0.2,,,0.0,,,,,,,0.0,,,False,,True,True,,,,,False,,,,False,False,,,False,,,True,,,,,,,True,
02282,5,3.0,,2.5,,0.0,0.0,,,,,12.3,,,,0.1,0.0,,,0.6,,,7.0,,,,,,,2.0,3.7,-2.0,,-2.5,,-5.0,-5.0,,,,,7.3,,,,-4.9,-5.0,,,-4.4,,,2.0,,,,,,,-3.0,-1.3,,False,,False,False,,,,,False,,,,False,False,,,False,,,False,,,,,,,False,True
02290,27,27.0,,26.5,,17.0,0.0,,,,,24.1,,,,34.5,1.0,,7.0,26.7,0.6,,48.0,,,,,,,40.0,14.9,0.0,,-0.5,,-10.0,-27.0,,,,,-2.9,,,,7.5,-26.0,,-20.0,-0.3,-26.4,,21.0,,,,,,,13.0,-12.1,,False,,False,False,,,,,False,,,,False,False,,False,False,False,,False,,,,,,,False,False
04001,348,198.0,,230.8,,200.0,229.0,,,,,311.8,,577.0,,212.8,106.7,,71.9,230.5,0.7,,336.0,,,,110.9,,,124.0,80.5,-150.0,,-117.2,,-148.0,-119.0,,,,,-36.2,,229.0,,-135.2,-241.3,,-276.1,-117.5,-347.3,,-12.0,,,,-237.1,,,-224.0,-267.5,,True,,True,True,,,,,True,,False,,True,False,,False,True,False,,True,,,,False,,,False,False
04003,357,213.0,,208.2,,138.0,62.0,,,,,258.4,,186.0,,137.2,90.3,,88.2,224.4,0.0,,366.0,,,,137.0,,,308.0,118.3,-144.0,,-148.8,,-219.0,-295.0,,,,,-98.6,,-171.0,,-219.8,-266.7,,-268.8,-132.6,-357.0,,9.0,,,,-220.0,,,-49.0,-238.7,,False,,False,False,,,,,True,,False,,False,False,,False,True,False,,True,,,,False,,,True,False
04005,1089,717.0,,738.8,,576.0,957.0,,,,,1037.4,,408.0,,466.0,295.8,,583.3,678.2,0.3,,740.0,,,,462.5,592.0,,612.0,549.9,-372.0,,-350.2,,-513.0,-132.0,,,,,-51.6,,-681.0,,-623.0,-793.2,,-505.7,-410.8,-1088.7,,-349.0,,,,-626.5,-497.0,,-477.0,-539.1,,True,,False,True,,,,,True,,False,,False,False,,False,False,False,,True,,,,False,False,,False,False
04007,417,606.0,,559.5,,438.0,584.0,,,,,637.3,,77.0,,379.8,179.5,,659.6,463.9,221.7,,906.0,,,,349.3,,,1001.0,276.2,189.0,,142.5,,21.0,167.0,,,,,220.3,,-340.0,,-37.2,-237.5,,242.6,46.9,-195.3,,489.0,,,,-67.7,,,584.0,-140.8,,True,,True,True,,,,,False,,False,,True,False,,False,True,False,,False,,,,True,,,False,True
04009,386,252.0,,250.2,,176.0,184.0,,,,,168.7,,60.0,,169.3,52.9,,184.9,239.0,0.0,,440.0,,,,,,,330.0,75.2,-134.0,,-135.8,,-210.0,-202.0,,,,,-217.3,,-326.0,,-216.7,-333.1,,-201.1,-147.0,-386.0,,54.0,,,,,,,-56.0,-310.8,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,True,,,,,,,True,False
04011,40,30.0,,32.0,,17.0,0.0,,,,,24.7,,15.0,,18.1,6.0,,3.5,24.3,,,,,,,,,,44.0,23.1,-10.0,,-8.0,,-23.0,-40.0,,,,,-15.3,,-25.0,,-21.9,-34.0,,-36.5,-15.7,,,,,,,,,,4.0,-16.9,,True,,False,False,,,,,False,,False,,False,False,,False,False,,,,,,,,,,True,False
04012,50,63.0,,65.4,,24.0,22.0,,,,,73.9,,19.0,,87.0,26.2,,17.6,58.7,0.0,,118.0,,,,,,,91.0,51.1,13.0,,15.4,,-26.0,-28.0,,,,,23.9,,-31.0,,37.0,-23.8,,-32.4,8.7,-50.0,,68.0,,,,,,,41.0,1.1,,False,,False,False,,,,,False,,False,,False,False,,False,True,False,,False,,,,,,,False,True
04013,16500,10065.0,,10310.2,10292.9,9646.0,11261.0,,,,,3511.1,,6737.0,,7462.8,2233.0,,9297.2,13530.8,323.3,,16765.0,,,,7724.6,16844.0,,10230.0,3529.6,-6435.0,,-6189.8,-6207.1,-6854.0,-5239.0,,,,,-12988.9,,-9763.0,,-9037.2,-14267.0,,-7202.8,-2969.2,-16176.7,,265.0,,,,-8775.4,344.0,,-6270.0,-12970.4,,True,True,False,True,,,,,False,,False,,False,False,,False,True,False,,True,,,,False,True,,True,False
04015,545,264.0,,256.3,,212.0,204.0,,,,,181.5,,319.0,,152.6,264.4,,159.2,289.8,69.3,,432.0,,,,212.6,229.0,,207.0,130.7,-281.0,,-288.7,,-333.0,-341.0,,,,,-363.5,,-226.0,,-392.4,-280.6,,-385.8,-255.2,-475.7,,-113.0,,,,-332.4,-316.0,,-338.0,-414.3,,False,,False,False,,,,,False,,True,,False,True,,False,True,False,,True,,,,False,False,,False,False
04017,691,747.0,,771.0,,361.0,67.0,,,,,226.9,,494.0,,245.4,98.5,,460.1,363.1,2.8,,690.0,,,,424.7,,,1521.0,1303.4,56.0,,80.0,,-330.0,-624.0,,,,,-464.1,,-197.0,,-445.6,-592.5,,-230.9,-327.9,-688.2,,-1.0,,,,-266.3,,,830.0,612.4,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,True,,,,False,,,False,False
04019,3223,1440.0,,1278.5,1518.4,1057.0,375.0,,,,,1865.8,,889.0,,1215.5,1802.2,,1210.5,1507.8,43.5,,1175.0,,,,950.4,903.0,,1355.0,1520.5,-1783.0,,-1944.5,-1704.6,-2166.0,-2848.0,,,,,-1357.2,,-2334.0,,-2007.5,-1420.8,,-2012.5,-1715.2,-3179.5,,-2048.0,,,,-2272.6,-2320.0,,-1868.0,-1702.5,,False,True,False,False,,,,,True,,False,,False,True,,False,True,False,,False,,,,False,False,,False,True
04021,1461,906.0,,910.4,1005.1,815.0,1244.0,,,,,897.3,,378.0,,710.5,504.9,,625.6,1028.3,7.5,,1555.0,,,,631.9,1064.0,,801.0,477.1,-555.0,,-550.6,-455.9,-646.0,-217.0,,,,,-563.7,,-1083.0,,-750.5,-956.1,,-835.4,-432.7,-1453.5,,94.0,,,,-829.1,-397.0,,-660.0,-983.9,,True,True,False,True,,,,,False,,False,,False,False,,False,True,False,,True,,,,False,True,,False,False
04023,169,111.0,,126.9,,67.0,0.0,,,,,209.7,,74.0,,67.9,20.2,,33.0,125.6,0.3,,81.0,,,,66.4,,,0.0,70.2,-58.0,,-42.1,,-102.0,-169.0,,,,,40.7,,-95.0,,-101.1,-148.8,,-136.0,-43.4,-168.7,,-88.0,,,,-102.6,,,-169.0,-98.8,,True,,False,False,,,,,True,,False,,False,False,,False,True,False,,False,,,,False,,,False,False
04025,510,219.0,,220.6,,219.0,235.0,,,,,357.4,,312.0,,201.9,360.7,,140.7,238.1,199.6,,293.0,,,,178.7,213.0,,153.0,94.5,-291.0,,-289.4,,-291.0,-275.0,,,,,-152.6,,-198.0,,-308.1,-149.3,,-369.3,-271.9,-310.4,,-217.0,,,,-331.3,-297.0,,-357.0,-415.5,,True,,False,True,,,,,True,,True,,False,True,,False,True,False,,True,,,,False,False,,False,False
04027,1187,612.0,,597.6,483.5,481.0,553.0,,,,,521.0,,210.0,,458.6,224.2,,178.2,605.5,1.4,,834.0,,,,356.7,1069.0,,765.0,316.2,-575.0,,-589.4,-703.5,-706.0,-634.0,,,,,-666.0,,-977.0,,-728.4,-962.8,,-1008.8,-581.5,-1185.6,,-353.0,,,,-830.3,-118.0,,-422.0,-870.8,,False,False,False,False,,,,,False,,False,,False,False,,False,False,False,,True,,,,False,True,,True,False
05001,173,144.0,,176.8,,144.0,264.0,,,,,309.6,,116.0,,333.1,56.8,,52.0,144.1,106.6,,198.0,,,,,,,25.0,99.3,-29.0,,3.8,,-29.0,91.0,,,,,136.6,,-57.0,,160.1,-116.2,,-121.0,-28.9,-66.4,,25.0,,,,,,,-148.0,-73.7,,True,,False,False,,,,,False,,False,,False,False,,False,True,False,,True,,,,,,,False,False
05003,119,81.0,,82.1,,68.0,0.0,,,,,106.7,,90.0,,91.1,37.1,,23.5,66.8,0.3,,154.0,,,,,,,144.0,37.5,-38.0,,-36.9,,-51.0,-119.0,,,,,-12.3,,-29.0,,-27.9,-81.9,,-95.5,-52.2,-118.7,,35.0,,,,,,,25.0,-81.5,,True,,False,False,,,,,True,,True,,True,False,,False,False,False,,True,,,,,,,True,False
05005,374,219.0,,219.8,,220.0,217.0,,,,,149.2,,305.0,,289.1,116.3,,178.5,247.9,99.3,,286.0,,,,,,,212.0,136.2,-155.0,,-154.2,,-154.0,-157.0,,,,,-224.8,,-69.0,,-84.9,-257.7,,-195.5,-126.1,-274.7,,-88.0,,,,,,,-162.0,-237.8,,True,,True,False,,,,,False,,True,,True,False,,False,True,False,,True,,,,,,,False,False
05007,1872,1164.0,,1186.9,,1164.0,1590.0,,,,,1436.3,,1585.0,,922.1,564.2,,710.2,1246.9,85.7,,1307.0,,,,895.2,1462.0,,1252.0,793.8,-708.0,,-685.1,,-708.0,-282.0,,,,,-435.7,,-287.0,,-949.9,-1307.8,,-1161.8,-625.1,-1786.3,,-565.0,,,,-976.8,-410.0,,-620.0,-1078.2,,True,,False,True,,,,,True,,True,,False,False,,False,True,False,,True,,,,False,True,,True,False
05009,244,228.0,,226.8,,178.0,153.0,,,,,512.3,,377.0,,208.7,133.7,,143.2,178.0,0.2,,205.0,,,,,,,323.0,145.5,-16.0,,-17.2,,-66.0,-91.0,,,,,268.3,,133.0,,-35.3,-110.3,,-100.8,-66.0,-243.8,,-39.0,,,,,,,79.0,-98.5,,False,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
05011,28,21.0,,21.1,,11.0,0.0,,,,,55.5,,54.0,,11.0,8.0,,2.7,18.9,0.0,,17.0,,,,,,,80.0,7.7,-7.0,,-6.9,,-17.0,-28.0,,,,,27.5,,26.0,,-17.0,-20.0,,-25.3,-9.1,-28.0,,-11.0,,,,,,,52.0,-20.3,,True,,False,False,,,,,False,,False,,False,False,,False,False,False,,False,,,,,,,False,False
05013,34,12.0,,12.4,,6.0,0.0,,,,,18.1,,22.0,,5.6,8.1,,,5.2,,,,,,,,,,10.0,6.7,-22.0,,-21.6,,-28.0,-34.0,,,,,-15.9,,-12.0,,-28.4,-25.9,,,-28.8,,,,,,,,,,-24.0,-27.3,,True,,False,False,,,,,True,,True,,False,False,,,False,,,,,,,,,,False,False
