,actual_cases,COVIDhub-baseline,Columbia_UNC-SurvCon,Covid19Sim-Simulator,IBF-TimeSeries,IowaStateLW-STEM,JCB-PRM,JHUAPL-Bucky,MITCovAlliance-SIR,RobertWalraven-ESG,UCLA-SuEIR,USACE-ERDC_SEIR,USC-SI_kJalpha,error-COVIDhub-baseline,error-Columbia_UNC-SurvCon,error-Covid19Sim-Simulator,error-IBF-TimeSeries,error-IowaStateLW-STEM,error-JCB-PRM,error-JHUAPL-Bucky,error-MITCovAlliance-SIR,error-RobertWalraven-ESG,error-UCLA-SuEIR,error-USACE-ERDC_SEIR,error-USC-SI_kJalpha,beat_baseline-Columbia_UNC-SurvCon,beat_baseline-Covid19Sim-Simulator,beat_baseline-IBF-TimeSeries,beat_baseline-IowaStateLW-STEM,beat_baseline-JCB-PRM,beat_baseline-JHUAPL-Bucky,beat_baseline-MITCovAlliance-SIR,beat_baseline-RobertWalraven-ESG,beat_baseline-UCLA-SuEIR,beat_baseline-USACE-ERDC_SEIR,beat_baseline-USC-SI_kJalpha
47001,1047,624.0,,,,648.0,,,701.0,103.6,,,425.0,-423.0,,,,-399.0,,,-346.0,-943.4,,,-622.0,,,,True,,,True,False,,,False
47003,755,544.0,,,,748.0,,,9.7,411.4,313.7,,316.0,-211.0,,,,-7.0,,,-745.3,-343.6,-441.3,,-439.0,,,,True,,,False,False,False,,False
47005,217,144.0,,,,236.0,,,0.0,19.3,,,36.0,-73.0,,,,19.0,,,-217.0,-197.7,,,-181.0,,,,True,,,False,False,,,False
47007,246,192.0,,,,188.0,,,0.1,52.0,,,0.0,-54.0,,,,-58.0,,,-245.9,-194.1,,,-246.0,,,,False,,,False,False,,,False
47009,1559,1424.0,,,,941.0,,,1003.5,416.2,822.0,,798.0,-135.0,,,,-618.0,,,-555.5,-1142.8,-737.0,,-761.0,,,,False,,,False,False,False,,False
47011,1253,912.0,,,,1152.0,,,271.5,504.6,437.1,,673.0,-341.0,,,,-101.0,,,-981.5,-748.4,-815.9,,-580.0,,,,True,,,False,False,False,,False
47013,829,256.0,,,,358.0,,,338.9,52.9,,,161.0,-573.0,,,,-471.0,,,-490.1,-776.1,,,-668.0,,,,True,,,True,False,,,False
47015,244,104.0,,,,147.0,,,75.8,22.4,,,34.0,-140.0,,,,-97.0,,,-168.2,-221.7,,,-210.0,,,,True,,,False,False,,,False
47017,552,472.0,,,,386.0,,,0.6,59.1,,,159.0,-80.0,,,,-166.0,,,-551.4,-492.9,,,-393.0,,,,False,,,False,False,,,False
47019,878,520.0,,,,425.0,,,424.3,185.4,,,113.0,-358.0,,,,-453.0,,,-453.7,-692.5,,,-765.0,,,,False,,,False,False,,,False
47021,462,208.0,,,,264.0,,,90.1,93.9,,,363.0,-254.0,,,,-198.0,,,-371.9,-368.1,,,-99.0,,,,True,,,False,False,,,True
47023,287,408.0,,,,235.0,,,204.6,289.9,,,90.0,121.0,,,,-52.0,,,-82.4,2.9,,,-197.0,,,,True,,,True,True,,,False
47025,175,184.0,,,,255.0,,,111.0,47.9,,,388.0,9.0,,,,80.0,,,-64.0,-127.1,,,213.0,,,,False,,,False,False,,,False
47027,301,96.0,,,,43.0,,,34.6,38.2,,,21.0,-205.0,,,,-258.0,,,-266.4,-262.8,,,-280.0,,,,False,,,False,False,,,False
47029,567,344.0,,,,438.0,,,7.9,42.7,,,358.0,-223.0,,,,-129.0,,,-559.1,-524.3,,,-209.0,,,,True,,,False,False,,,True
47031,1255,776.0,,,,642.0,,,359.3,53.8,,,791.0,-479.0,,,,-613.0,,,-895.7,-1201.2,,,-464.0,,,,False,,,False,False,,,True
47033,553,248.0,,,,224.0,,,1.6,28.1,,,98.0,-305.0,,,,-329.0,,,-551.4,-525.0,,,-455.0,,,,False,,,False,False,,,False
47035,817,560.0,,,,298.0,,,480.5,78.5,,,113.0,-257.0,,,,-519.0,,,-336.5,-738.5,,,-704.0,,,,False,,,False,False,,,False
47037,9778,8768.0,,,,5954.0,,,325.7,1127.6,3704.4,,4052.0,-1010.0,,,,-3824.0,,,-9452.3,-8650.4,-6073.6,,-5726.0,,,,False,,,False,False,False,,False
47039,324,448.0,,,,233.0,,,72.6,73.4,,,90.0,124.0,,,,-91.0,,,-251.4,-250.6,,,-234.0,,,,True,,,False,False,,,False
47041,339,168.0,,,,249.0,,,0.0,73.6,,,34.0,-171.0,,,,-90.0,,,-339.0,-265.4,,,-305.0,,,,True,,,False,False,,,False
47043,894,976.0,,,,563.0,,,459.0,48.8,,,517.0,82.0,,,,-331.0,,,-435.0,-845.2,,,-377.0,,,,False,,,False,False,,,False
47045,1426,728.0,,,,616.0,,,461.4,165.1,307.0,,203.0,-698.0,,,,-810.0,,,-964.6,-1260.9,-1119.0,,-1223.0,,,,False,,,False,False,False,,False
47047,820,448.0,,,,286.0,,,315.5,46.2,,,86.0,-372.0,,,,-534.0,,,-504.5,-773.8,,,-734.0,,,,False,,,False,False,,,False
47049,672,368.0,,,,122.0,,,105.4,53.4,,,101.0,-304.0,,,,-550.0,,,-566.6,-618.6,,,-571.0,,,,False,,,False,False,,,False
47051,734,960.0,,,,371.0,,,345.7,365.4,,,439.0,226.0,,,,-363.0,,,-388.3,-368.6,,,-295.0,,,,False,,,False,False,,,False
47053,1059,1192.0,,,,665.0,,,542.7,0.7,942.3,,504.0,133.0,,,,-394.0,,,-516.3,-1058.3,-116.7,,-555.0,,,,False,,,False,False,True,,False
47055,605,272.0,,,,321.0,,,0.2,28.9,,,153.0,-333.0,,,,-284.0,,,-604.8,-576.1,,,-452.0,,,,True,,,False,False,,,False
47057,431,168.0,,,,102.0,,,112.1,81.7,,,69.0,-263.0,,,,-329.0,,,-318.9,-349.3,,,-362.0,,,,False,,,False,False,,,False
47059,1199,480.0,,,,521.0,,,534.4,67.5,,,240.0,-719.0,,,,-678.0,,,-664.6,-1131.5,,,-959.0,,,,True,,,True,False,,,False
47061,464,160.0,,,,101.0,,,72.9,47.8,,,246.0,-304.0,,,,-363.0,,,-391.1,-416.2,,,-218.0,,,,False,,,False,False,,,True
47063,957,544.0,,,,621.0,,,2.3,76.9,265.0,,487.0,-413.0,,,,-336.0,,,-954.7,-880.1,-692.0,,-470.0,,,,True,,,False,False,False,,False
47065,4379,2360.0,,,,3311.0,,,744.6,1054.0,1765.5,,919.0,-2019.0,,,,-1068.0,,,-3634.4,-3325.0,-2613.5,,-3460.0,,,,True,,,False,False,False,,False
47067,33,40.0,,,,29.0,,,0.1,25.4,,,14.0,7.0,,,,-4.0,,,-32.9,-7.6,,,-19.0,,,,True,,,False,False,,,False
47069,582,1352.0,,,,426.0,,,249.7,32.0,887.3,,0.0,770.0,,,,-156.0,,,-332.3,-550.0,305.3,,-582.0,,,,True,,,True,True,True,,True
47071,630,672.0,,,,351.0,,,305.9,138.5,,,135.0,42.0,,,,-279.0,,,-324.1,-491.5,,,-495.0,,,,False,,,False,False,,,False
47073,685,168.0,,,,382.0,,,173.2,9.9,,,121.0,-517.0,,,,-303.0,,,-511.8,-675.1,,,-564.0,,,,True,,,True,False,,,False
47075,545,392.0,,,,145.0,,,0.4,87.3,,,5.0,-153.0,,,,-400.0,,,-544.6,-457.7,,,-540.0,,,,False,,,False,False,,,False
47077,488,608.0,,,,350.0,,,3.9,48.4,,,120.0,120.0,,,,-138.0,,,-484.1,-439.6,,,-368.0,,,,False,,,False,False,,,False
47079,448,176.0,,,,292.0,,,127.3,7.5,,,50.0,-272.0,,,,-156.0,,,-320.7,-440.5,,,-398.0,,,,True,,,False,False,,,False
47081,428,456.0,,,,297.0,,,126.4,100.7,,,241.0,28.0,,,,-131.0,,,-301.6,-327.4,,,-187.0,,,,False,,,False,False,,,False
47083,349,136.0,,,,132.0,,,13.3,11.3,,,33.0,-213.0,,,,-217.0,,,-335.7,-337.7,,,-316.0,,,,False,,,False,False,,,False
47085,319,192.0,,,,189.0,,,97.9,61.6,,,301.0,-127.0,,,,-130.0,,,-221.1,-257.4,,,-18.0,,,,False,,,False,False,,,True
47087,239,144.0,,,,73.0,,,96.3,12.5,,,26.0,-95.0,,,,-166.0,,,-142.7,-226.5,,,-213.0,,,,False,,,False,False,,,False
47089,713,920.0,,,,449.0,,,419.0,261.6,,,586.0,207.0,,,,-264.0,,,-294.0,-451.4,,,-127.0,,,,False,,,False,False,,,True
47091,726,784.0,,,,95.0,,,100.9,102.9,,,201.0,58.0,,,,-631.0,,,-625.1,-623.1,,,-525.0,,,,False,,,False,False,,,False
47093,6401,7480.0,,,,3798.0,,,4161.8,1842.5,3414.1,,4598.0,1079.0,,,,-2603.0,,,-2239.2,-4558.5,-2986.9,,-1803.0,,,,False,,,False,False,False,,False
47095,177,80.0,,,,145.0,,,0.1,4.7,,,40.0,-97.0,,,,-32.0,,,-176.9,-172.3,,,-137.0,,,,True,,,False,False,,,False
47097,717,1024.0,,,,418.0,,,258.9,56.5,,,256.0,307.0,,,,-299.0,,,-458.1,-660.5,,,-461.0,,,,True,,,False,False,,,False
47099,1089,504.0,,,,538.0,,,211.3,242.2,,,626.0,-585.0,,,,-551.0,,,-877.7,-846.8,,,-463.0,,,,True,,,False,False,,,True
47101,419,56.0,,,,114.0,,,0.0,14.3,,,14.0,-363.0,,,,-305.0,,,-419.0,-404.7,,,-405.0,,,,True,,,False,False,,,False
47103,564,568.0,,,,350.0,,,179.5,97.7,,,381.0,4.0,,,,-214.0,,,-384.5,-466.3,,,-183.0,,,,False,,,False,False,,,False
47105,774,464.0,,,,338.0,,,148.1,63.7,,,801.0,-310.0,,,,-436.0,,,-625.9,-710.3,,,27.0,,,,False,,,False,False,,,True
47107,930,616.0,,,,486.0,,,284.3,451.7,,,368.0,-314.0,,,,-444.0,,,-645.7,-478.3,,,-562.0,,,,False,,,False,False,,,False
47109,526,576.0,,,,335.0,,,202.5,94.2,,,171.0,50.0,,,,-191.0,,,-323.5,-431.8,,,-355.0,,,,False,,,False,False,,,False
47111,503,208.0,,,,247.0,,,1.0,180.6,,,67.0,-295.0,,,,-256.0,,,-502.0,-322.4,,,-436.0,,,,True,,,False,False,,,False
47113,1925,1832.0,,,,1381.0,,,1121.3,1315.8,1417.9,,642.0,-93.0,,,,-544.0,,,-803.7,-609.2,-507.1,,-1283.0,,,,False,,,False,False,False,,False
47115,471,424.0,,,,249.0,,,118.2,173.5,,,255.0,-47.0,,,,-222.0,,,-352.8,-297.5,,,-216.0,,,,False,,,False,False,,,False
47117,685,312.0,,,,312.0,,,0.1,68.7,,,99.0,-373.0,,,,-373.0,,,-684.9,-616.3,,,-586.0,,,,False,,,False,False,,,False
47119,2129,1232.0,,,,783.0,,,266.2,621.3,707.3,,673.0,-897.0,,,,-1346.0,,,-1862.8,-1507.7,-1421.7,,-1456.0,,,,False,,,False,False,False,,False
47121,174,200.0,,,,103.0,,,63.6,36.1,,,143.0,26.0,,,,-71.0,,,-110.4,-137.9,,,-31.0,,,,False,,,False,False,,,False
47123,693,672.0,,,,220.0,,,342.6,34.4,,,167.0,-21.0,,,,-473.0,,,-350.4,-658.6,,,-526.0,,,,False,,,False,False,,,False
47125,2020,1480.0,,,,1749.0,,,763.2,275.2,665.4,,1490.0,-540.0,,,,-271.0,,,-1256.8,-1744.8,-1354.6,,-530.0,,,,True,,,False,False,False,,True
47127,176,72.0,,,,87.0,,,50.4,2.3,,,10.0,-104.0,,,,-89.0,,,-125.6,-173.7,,,-166.0,,,,True,,,False,False,,,False
47129,203,160.0,,,,256.0,,,60.5,34.4,,,36.0,-43.0,,,,53.0,,,-142.5,-168.6,,,-167.0,,,,False,,,False,False,,,False
47131,1040,432.0,,,,386.0,,,2.7,8.4,,,88.0,-608.0,,,,-654.0,,,-1037.3,-1031.6,,,-952.0,,,,False,,,False,False,,,False
47133,732,520.0,,,,146.0,,,193.8,218.4,,,105.0,-212.0,,,,-586.0,,,-538.2,-513.6,,,-627.0,,,,False,,,False,False,,,False
47135,250,96.0,,,,133.0,,,26.7,12.1,,,60.0,-154.0,,,,-117.0,,,-223.3,-237.9,,,-190.0,,,,True,,,False,False,,,False
47137,219,72.0,,,,33.0,,,,31.9,,,33.0,-147.0,,,,-186.0,,,,-187.1,,,-186.0,,,,False,,,,False,,,False
47139,200,120.0,,,,74.0,,,0.0,15.7,,,50.0,-80.0,,,,-126.0,,,-200.0,-184.3,,,-150.0,,,,False,,,False,False,,,False
47141,2162,1928.0,,,,1202.0,,,1244.6,72.7,1281.9,,702.0,-234.0,,,,-960.0,,,-917.4,-2089.3,-880.1,,-1460.0,,,,False,,,False,False,False,,False
47143,528,400.0,,,,275.0,,,77.6,146.1,,,366.0,-128.0,,,,-253.0,,,-450.4,-381.9,,,-162.0,,,,False,,,False,False,,,False
47145,920,560.0,,,,390.0,,,365.8,65.1,,,530.0,-360.0,,,,-530.0,,,-554.2,-854.9,,,-390.0,,,,False,,,False,False,,,False
47147,789,672.0,,,,572.0,,,26.3,98.3,437.6,,199.0,-117.0,,,,-217.0,,,-762.7,-690.7,-351.4,,-590.0,,,,False,,,False,False,False,,False
47149,4927,3056.0,,,,2945.0,,,172.0,661.8,1982.4,,1624.0,-1871.0,,,,-1982.0,,,-4755.0,-4265.2,-2944.6,,-3303.0,,,,False,,,False,False,False,,False
47151,337,120.0,,,,120.0,,,146.1,0.0,,,106.0,-217.0,,,,-217.0,,,-190.9,-337.0,,,-231.0,,,,False,,,True,False,,,False
47153,212,184.0,,,,109.0,,,117.2,88.6,,,53.0,-28.0,,,,-103.0,,,-94.8,-123.4,,,-159.0,,,,False,,,False,False,,,False
47155,1356,688.0,,,,812.0,,,78.0,510.7,326.9,,345.0,-668.0,,,,-544.0,,,-1278.0,-845.3,-1029.1,,-1011.0,,,,True,,,False,False,False,,False
47157,10702,7960.0,,,,6852.0,,,502.2,2585.5,4420.2,,4812.0,-2742.0,,,,-3850.0,,,-10199.8,-8116.5,-6281.8,,-5890.0,,,,False,,,False,False,False,,False
47159,480,376.0,,,,197.0,,,195.6,121.8,,,109.0,-104.0,,,,-283.0,,,-284.4,-358.2,,,-371.0,,,,False,,,False,False,,,False
47161,294,104.0,,,,96.0,,,83.2,37.3,,,106.0,-190.0,,,,-198.0,,,-210.8,-256.7,,,-188.0,,,,False,,,False,False,,,True
47163,2584,784.0,,,,1057.0,,,1716.0,430.3,274.5,,144.0,-1800.0,,,,-1527.0,,,-868.0,-2153.7,-2309.5,,-2440.0,,,,True,,,True,False,False,,False
47165,2464,1696.0,,,,1345.0,,,254.2,319.8,760.6,,864.0,-768.0,,,,-1119.0,,,-2209.8,-2144.2,-1703.4,,-1600.0,,,,False,,,False,False,False,,False
47167,1074,584.0,,,,626.0,,,17.2,416.4,394.7,,184.0,-490.0,,,,-448.0,,,-1056.8,-657.6,-679.3,,-890.0,,,,True,,,False,False,False,,False
47169,191,72.0,,,,212.0,,,0.8,10.7,13.4,,11.0,-119.0,,,,21.0,,,-190.2,-180.3,-177.6,,-180.0,,,,True,,,False,False,False,,False
47171,311,128.0,,,,193.0,,,0.0,21.3,,,123.0,-183.0,,,,-118.0,,,-311.0,-289.7,,,-188.0,,,,True,,,False,False,,,False
47173,314,184.0,,,,211.0,,,57.4,0.4,,,60.0,-130.0,,,,-103.0,,,-256.6,-313.6,,,-254.0,,,,True,,,False,False,,,False
47175,105,176.0,,,,70.0,,,6.2,24.2,,,26.0,71.0,,,,-35.0,,,-98.8,-80.8,,,-79.0,,,,True,,,False,False,,,False
47177,746,424.0,,,,603.0,,,0.1,106.3,,,129.0,-322.0,,,,-143.0,,,-745.9,-639.7,,,-617.0,,,,True,,,False,False,,,False
47179,2394,1000.0,,,,1210.0,,,1158.9,186.8,923.5,,1335.0,-1394.0,,,,-1184.0,,,-1235.1,-2207.2,-1470.5,,-1059.0,,,,True,,,True,False,False,,True
47181,179,0.0,,,,244.0,,,0.8,22.4,384.2,,0.0,-179.0,,,,65.0,,,-178.2,-156.6,205.2,,-179.0,,,,True,,,True,True,False,,False
47183,700,440.0,,,,548.0,,,0.1,41.5,,,88.0,-260.0,,,,-152.0,,,-699.9,-658.5,,,-612.0,,,,True,,,False,False,,,False
47185,702,416.0,,,,141.0,,,0.1,44.0,,,118.0,-286.0,,,,-561.0,,,-701.9,-658.0,,,-584.0,,,,False,,,False,False,,,False
47187,3387,2032.0,,,,1805.0,,,307.8,136.7,832.9,,2101.0,-1355.0,,,,-1582.0,,,-3079.2,-3250.3,-2554.1,,-1286.0,,,,False,,,False,False,False,,True
47189,2212,1352.0,,,,1035.0,,,415.0,352.4,574.9,,656.0,-860.0,,,,-1177.0,,,-1797.0,-1859.6,-1637.1,,-1556.0,,,,False,,,False,False,False,,False
48001,1796,1672.0,,,,1257.0,,,16.6,2.2,578.3,,12.0,-124.0,,,,-539.0,,,-1779.4,-1793.8,-1217.7,,-1784.0,,,,False,,,False,False,False,,False
48003,341,96.0,,,,128.0,,,0.0,2.3,,,44.0,-245.0,,,,-213.0,,,-341.0,-338.7,,,-297.0,,,,True,,,False,False,,,False
48005,936,472.0,,,,692.0,,,110.4,0.7,297.5,,104.0,-464.0,,,,-244.0,,,-825.6,-935.3,-638.5,,-832.0,,,,True,,,False,False,False,,False
48007,132,56.0,,,,511.0,,,135.5,18.8,,,214.0,-76.0,,,,379.0,,,3.5,-113.2,,,82.0,,,,False,,,True,False,,,False
48009,132,56.0,,,,47.0,,,,17.1,,,67.0,-76.0,,,,-85.0,,,,-114.9,,,-65.0,,,,False,,,,False,,,True
48011,22,8.0,,,,17.0,,,,3.3,,,2.0,-14.0,,,,-5.0,,,,-18.7,,,-20.0,,,,True,,,,False,,,False
48013,978,312.0,,,,559.0,,,207.6,0.0,,,93.0,-666.0,,,,-419.0,,,-770.4,-978.0,,,-885.0,,,,True,,,False,False,,,False
48015,129,160.0,,,,196.0,,,270.3,20.5,,,98.0,31.0,,,,67.0,,,141.3,-108.5,,,-31.0,,,,False,,,False,False,,,False
48017,231,8.0,,,,78.0,,,0.0,0.5,,,2.0,-223.0,,,,-153.0,,,-231.0,-230.5,,,-229.0,,,,True,,,False,False,,,False
48019,124,32.0,,,,87.0,,,56.7,0.0,,,14.0,-92.0,,,,-37.0,,,-67.3,-124.0,,,-110.0,,,,True,,,True,False,,,False
48021,740,376.0,,,,402.0,,,281.7,21.9,152.8,,159.0,-364.0,,,,-338.0,,,-458.3,-718.0,-587.2,,-581.0,,,,True,,,False,False,False,,False
48023,95,0.0,,,,26.0,,,,1.1,,,0.0,-95.0,,,,-69.0,,,,-93.9,,,-95.0,,,,True,,,,True,,,False
48025,296,112.0,,,,1300.0,,,0.0,18.9,1027.3,,0.0,-184.0,,,,1004.0,,,-296.0,-277.1,731.3,,-296.0,,,,False,,,False,False,False,,False
48027,1766,904.0,,,,1958.0,,,1193.7,44.2,500.1,,654.0,-862.0,,,,192.0,,,-572.3,-1721.8,-1265.9,,-1112.0,,,,True,,,True,False,False,,False
48029,21712,7064.0,,,,8819.0,,,1277.3,3249.8,6120.3,,2420.0,-14648.0,,,,-12893.0,,,-20434.7,-18462.2,-15591.7,,-19292.0,,,,True,,,False,False,False,,False
48031,50,24.0,,,,76.0,,,39.8,18.1,,,19.0,-26.0,,,,26.0,,,-10.2,-31.9,,,-31.0,,,,False,,,True,False,,,False
48033,6,0.0,,,,8.0,,,,0.0,,,,-6.0,,,,2.0,,,,-6.0,,,,,,,True,,,,False,,,
48035,214,176.0,,,,56.0,,,107.7,16.9,,,90.0,-38.0,,,,-158.0,,,-106.3,-197.1,,,-124.0,,,,False,,,False,False,,,False
48037,1508,560.0,,,,1210.0,,,356.3,117.7,435.7,,593.0,-948.0,,,,-298.0,,,-1151.7,-1390.3,-1072.3,,-915.0,,,,True,,,False,False,False,,True
48039,2618,5640.0,,,,4096.0,,,1404.7,7433.8,5183.2,,980.0,3022.0,,,,1478.0,,,-1213.3,4815.8,2565.2,,-1638.0,,,,True,,,True,False,True,,True
48041,3571,3624.0,,,,5273.0,,,1276.4,1010.6,1013.7,,1000.0,53.0,,,,1702.0,,,-2294.6,-2560.4,-2557.3,,-2571.0,,,,False,,,False,False,False,,False
48043,83,72.0,,,,9.0,,,0.0,27.8,,,18.0,-11.0,,,,-74.0,,,-83.0,-55.2,,,-65.0,,,,False,,,False,False,,,False
48045,23,0.0,,,,10.0,,,,0.0,,,0.0,-23.0,,,,-13.0,,,,-23.0,,,-23.0,,,,True,,,,False,,,False
48047,161,80.0,,,,2364.0,,,7.1,95.7,,,18.0,-81.0,,,,2203.0,,,-153.9,-65.3,,,-143.0,,,,False,,,False,True,,,False
48049,639,72.0,,,,269.0,,,115.3,16.5,,,73.0,-567.0,,,,-370.0,,,-523.7,-622.5,,,-566.0,,,,True,,,True,False,,,True
48051,253,88.0,,,,68.0,,,63.9,0.0,,,46.0,-165.0,,,,-185.0,,,-189.1,-253.0,,,-207.0,,,,False,,,False,False,,,False
48053,509,136.0,,,,264.0,,,122.8,51.2,,,44.0,-373.0,,,,-245.0,,,-386.2,-457.8,,,-465.0,,,,True,,,False,False,,,False
48055,448,424.0,,,,310.0,,,1.2,8.2,142.3,,114.0,-24.0,,,,-138.0,,,-446.8,-439.8,-305.7,,-334.0,,,,False,,,False,False,False,,False
48057,350,32.0,,,,472.0,,,0.0,0.0,,,15.0,-318.0,,,,122.0,,,-350.0,-350.0,,,-335.0,,,,True,,,False,False,,,False
48059,185,16.0,,,,56.0,,,,10.4,,,2.0,-169.0,,,,-129.0,,,,-174.6,,,-183.0,,,,True,,,,False,,,False
48061,2615,3360.0,,,,5628.0,,,66.1,109.5,13023.7,,0.0,745.0,,,,3013.0,,,-2548.9,-2505.5,10408.7,,-2615.0,,,,False,,,False,False,False,,False
48063,154,128.0,,,,95.0,,,0.2,6.0,,,33.0,-26.0,,,,-59.0,,,-153.8,-148.0,,,-121.0,,,,False,,,False,False,,,False
48065,76,0.0,,,,27.0,,,,0.0,,,0.0,-76.0,,,,-49.0,,,,-76.0,,,-76.0,,,,True,,,,False,,,False
48067,561,128.0,,,,128.0,,,172.3,11.7,,,78.0,-433.0,,,,-433.0,,,-388.7,-549.3,,,-483.0,,,,False,,,True,False,,,False
48069,172,40.0,,,,28.0,,,0.0,3.9,,,10.0,-132.0,,,,-144.0,,,-172.0,-168.1,,,-162.0,,,,False,,,False,False,,,False
48071,412,392.0,,,,380.0,,,13.6,42.7,171.3,,72.0,-20.0,,,,-32.0,,,-398.4,-369.3,-240.7,,-340.0,,,,False,,,False,False,False,,False
48073,772,136.0,,,,553.0,,,91.6,11.8,91.3,,61.0,-636.0,,,,-219.0,,,-680.4,-760.2,-680.7,,-711.0,,,,True,,,False,False,False,,False
48075,696,24.0,,,,72.0,,,,0.0,,,15.0,-672.0,,,,-624.0,,,,-696.0,,,-681.0,,,,True,,,,False,,,False
48077,91,8.0,,,,47.0,,,,0.8,,,21.0,-83.0,,,,-44.0,,,,-90.2,,,-70.0,,,,True,,,,False,,,True
48079,95,40.0,,,,10.0,,,,3.0,,,15.0,-55.0,,,,-85.0,,,,-92.0,,,-80.0,,,,False,,,,False,,,False
48081,139,8.0,,,,16.0,,,,9.5,,,2.0,-131.0,,,,-123.0,,,,-129.4,,,-137.0,,,,True,,,,True,,,False
48083,78,40.0,,,,62.0,,,,1.9,,,28.0,-38.0,,,,-16.0,,,,-76.1,,,-50.0,,,,True,,,,False,,,False
48085,8468,4496.0,,,,4985.0,,,1443.0,1598.5,3014.8,,2430.0,-3972.0,,,,-3483.0,,,-7025.0,-6869.5,-5453.2,,-6038.0,,,,True,,,False,False,False,,False
48087,7,8.0,,,,35.0,,,,0.4,,,5.0,1.0,,,,28.0,,,,-6.6,,,-2.0,,,,False,,,,False,,,False
48089,119,768.0,,,,198.0,,,140.2,18.2,,,192.0,649.0,,,,79.0,,,21.2,-100.8,,,73.0,,,,True,,,True,True,,,True
48091,1457,440.0,,,,875.0,,,472.0,2.6,181.2,,271.0,-1017.0,,,,-582.0,,,-985.0,-1454.4,-1275.8,,-1186.0,,,,True,,,True,False,False,,False
48093,179,136.0,,,,54.0,,,5.4,18.4,,,29.0,-43.0,,,,-125.0,,,-173.6,-160.6,,,-150.0,,,,False,,,False,False,,,False
48095,108,32.0,,,,20.0,,,,11.9,,,12.0,-76.0,,,,-88.0,,,,-96.1,,,-96.0,,,,False,,,,False,,,False
48097,355,136.0,,,,278.0,,,382.2,0.0,,,112.0,-219.0,,,,-77.0,,,27.2,-355.0,,,-243.0,,,,True,,,True,False,,,False
48099,348,2008.0,,,,499.0,,,60.6,1472.9,900.5,,916.0,1660.0,,,,151.0,,,-287.4,1124.9,552.5,,568.0,,,,True,,,True,True,True,,True
48101,50,16.0,,,,8.0,,,,0.0,,,3.0,-34.0,,,,-42.0,,,,-50.0,,,-47.0,,,,False,,,,False,,,False
48103,147,0.0,,,,16.0,,,,0.0,,,1.0,-147.0,,,,-131.0,,,,-147.0,,,-146.0,,,,True,,,,False,,,True
48105,78,0.0,,,,61.0,,,0.0,0.7,,,0.0,-78.0,,,,-17.0,,,-78.0,-77.3,,,-78.0,,,,True,,,True,True,,,False
48107,135,16.0,,,,17.0,,,,0.4,,,5.0,-119.0,,,,-118.0,,,,-134.6,,,-130.0,,,,True,,,,False,,,False
48109,102,16.0,,,,24.0,,,,13.4,,,17.0,-86.0,,,,-78.0,,,,-88.6,,,-85.0,,,,True,,,,False,,,True
48111,212,64.0,,,,77.0,,,0.0,0.0,,,9.0,-148.0,,,,-135.0,,,-212.0,-212.0,,,-203.0,,,,True,,,False,False,,,False
48113,31039,12792.0,,,,20015.0,,,3459.7,179.0,24318.1,,3537.0,-18247.0,,,,-11024.0,,,-27579.3,-30860.0,-6720.9,,-27502.0,,,,True,,,False,False,True,,False
48115,708,184.0,,,,36.0,,,88.4,32.8,,,83.0,-524.0,,,,-672.0,,,-619.6,-675.2,,,-625.0,,,,False,,,False,False,,,False
48117,596,176.0,,,,119.0,,,0.5,13.3,,,4.0,-420.0,,,,-477.0,,,-595.5,-582.7,,,-592.0,,,,False,,,False,False,,,False
48119,41,24.0,,,,32.0,,,,7.6,,,21.0,-17.0,,,,-9.0,,,,-33.4,,,-20.0,,,,True,,,,False,,,False
48121,7110,3408.0,,,,4860.0,,,2088.1,91.5,1599.6,,2450.0,-3702.0,,,,-2250.0,,,-5021.9,-7018.5,-5510.4,,-4660.0,,,,True,,,False,False,False,,False
48123,178,536.0,,,,259.0,,,0.1,38.7,,,8.0,358.0,,,,81.0,,,-177.9,-139.3,,,-170.0,,,,True,,,True,True,,,True
48125,30,24.0,,,,15.0,,,,35.9,,,24.0,-6.0,,,,-15.0,,,,5.9,,,-6.0,,,,False,,,,True,,,False
48127,137,32.0,,,,71.0,,,0.0,4.6,,,16.0,-105.0,,,,-66.0,,,-137.0,-132.4,,,-121.0,,,,True,,,False,False,,,False
48129,82,32.0,,,,30.0,,,,20.0,,,5.0,-50.0,,,,-52.0,,,,-62.0,,,-77.0,,,,False,,,,False,,,False
48131,154,368.0,,,,351.0,,,0.0,90.5,,,52.0,214.0,,,,197.0,,,-154.0,-63.5,,,-102.0,,,,True,,,True,True,,,True
48133,248,144.0,,,,78.0,,,122.7,1.3,,,82.0,-104.0,,,,-170.0,,,-125.3,-246.7,,,-166.0,,,,False,,,False,False,,,False
48135,2925,808.0,,,,1530.0,,,349.4,294.4,344.6,,225.0,-2117.0,,,,-1395.0,,,-2575.6,-2630.6,-2580.4,,-2700.0,,,,True,,,False,False,False,,False
48137,46,0.0,,,,17.0,,,,0.2,,,0.0,-46.0,,,,-29.0,,,,-45.8,,,-46.0,,,,True,,,,True,,,False
48139,1844,880.0,,,,988.0,,,491.9,48.1,396.2,,345.0,-964.0,,,,-856.0,,,-1352.1,-1795.9,-1447.8,,-1499.0,,,,True,,,False,False,False,,False
