,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Bulgaria,139,124.0,127.0,56.6,-15.0,-12.0,-82.4,True,False
Canada,7159,8001.0,6153.0,5390.1,842.0,-1006.0,-1768.9,False,False
Croatia,103,93.9,134.0,56.2,-9.1,31.0,-46.8,False,False
Cyprus,17,23.7,25.0,18.7,6.7,8.0,1.7,False,True
Estonia,67,92.7,89.0,90.1,25.7,22.0,23.1,True,True
Finland,316,656.3,465.0,467.2,340.3,149.0,151.2,True,True
France,28774,38170.6,32416.0,24718.7,9396.6,3642.0,-4055.3,True,True
Germany,8530,12727.4,11086.0,6937.3,4197.4,2556.0,-1592.7,True,True
Greece,175,236.0,200.0,138.6,61.0,25.0,-36.4,True,True
Hungary,524,675.1,578.0,308.6,151.1,54.0,-215.4,True,False
Ireland,1651,3403.9,2170.0,1458.1,1752.9,519.0,-192.9,True,True
Italy,33340,41137.7,35913.0,27424.6,7797.7,2573.0,-5915.4,True,True
Latvia,24,46.0,36.0,414.0,22.0,12.0,390.0,True,False
Luxembourg,110,160.9,128.0,142.9,50.9,18.0,32.9,True,True
Portugal,1396,1821.0,1756.0,1015.0,425.0,360.0,-381.0,True,True
Romania,1259,1435.0,1372.0,651.6,176.0,113.0,-607.4,True,False
Slovakia,28,47.1,35.0,24.9,19.1,7.0,-3.1,True,True
Slovenia,108,120.9,120.0,84.9,12.9,12.0,-23.1,True,False
Spain,27125,36484.0,29358.0,26342.3,9359.0,2233.0,-782.7,True,True
Sweden,4633,5370.6,4756.0,9531.1,737.6,123.0,4898.1,True,False
United Kingdom,37467,43617.7,34500.0,34989.1,6150.7,-2967.0,-2477.9,True,True
