,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,668,675.1,706.0,711.7,7.1,38.0,43.7,False,False
Belgium,9453,10976.0,9741.0,9453.8,1523.0,288.0,0.8,True,True
Bulgaria,139,142.4,138.0,108.8,3.4,-1.0,-30.2,True,False
Canada,7159,8408.1,7854.0,6517.0,1249.1,695.0,-642.0,True,True
Croatia,103,121.4,133.0,109.3,18.4,30.0,6.3,False,True
Cyprus,17,18.9,20.0,11.1,1.9,3.0,-5.9,False,False
Czechia,319,371.4,337.0,280.3,52.4,18.0,-38.7,True,True
Denmark,571,657.6,636.0,701.4,86.6,65.0,130.4,True,False
Estonia,67,74.3,78.0,68.4,7.3,11.0,1.4,False,True
Finland,316,372.7,373.0,297.7,56.7,57.0,-18.3,False,True
France,28774,30620.1,29196.0,28836.0,1846.1,422.0,62.0,True,True
Germany,8530,9577.6,9191.0,8531.9,1047.6,661.0,1.9,True,True
Greece,175,171.0,178.0,152.0,-4.0,3.0,-23.0,True,False
Hungary,524,621.6,561.0,453.1,97.6,37.0,-70.9,True,True
Ireland,1651,1900.9,1799.0,1697.4,249.9,148.0,46.4,True,True
Italy,33340,35348.6,34234.0,31448.8,2008.6,894.0,-1891.2,True,True
Latvia,24,23.7,27.0,32.7,-0.3,3.0,8.7,False,False
Lithuania,70,61.4,62.0,53.5,-8.6,-8.0,-16.5,True,False
Luxembourg,110,115.3,117.0,97.9,5.3,7.0,-12.1,False,False
Netherlands,5970,6564.7,6444.0,6272.4,594.7,474.0,302.4,True,True
Norway,236,241.9,250.0,266.5,5.9,14.0,30.5,False,False
Poland,1061,1148.6,1124.0,1107.5,87.6,63.0,46.5,True,True
Portugal,1396,1397.9,1423.0,1225.8,1.9,27.0,-170.2,False,False
Romania,1259,1449.6,1430.0,1138.8,190.6,171.0,-120.2,True,True
Slovakia,28,31.7,33.0,26.7,3.7,5.0,-1.3,False,True
Slovenia,108,119.1,119.0,129.0,11.1,11.0,21.0,True,False
Spain,27125,30498.1,29112.0,27723.5,3373.1,1987.0,598.5,True,True
Sweden,4633,4785.0,4587.0,6050.9,152.0,-46.0,1417.9,True,False
Switzerland,1919,2035.9,2022.0,2136.7,116.9,103.0,217.7,True,False
United Kingdom,37467,41672.9,38767.0,40108.2,4205.9,1300.0,2641.2,True,True
