,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Algeria,1491,1481.3,1501.0,1474.5,-9.7,10.0,-16.5,False,False
Argentina,8353,5058.7,5299.0,6403.0,-3294.3,-3054.0,-1950.0,True,True
Australia,611,228.9,213.0,122.2,-382.1,-398.0,-488.8,False,False
Austria,733,728.1,743.0,723.7,-4.9,10.0,-9.3,False,False
Bangladesh,4206,4250.9,4076.0,4849.1,44.9,-130.0,643.1,False,False
Belarus,671,703.0,710.0,632.4,32.0,39.0,-38.6,False,False
Belgium,9891,9936.4,9869.0,10092.4,45.4,-22.0,201.4,True,False
Bolivia,4938,4229.4,4096.0,5284.6,-708.6,-842.0,346.6,False,True
Brazil,120262,121760.0,115671.0,130011.6,1498.0,-4591.0,9749.6,False,False
Bulgaria,605,490.9,513.0,486.9,-114.1,-92.0,-118.1,True,False
Canada,9161,9279.1,9211.0,9798.1,118.1,50.0,637.1,True,False
Chile,11181,16954.4,10313.0,10184.6,5773.4,-868.0,-996.4,True,True
Colombia,19063,15351.9,15141.0,18512.6,-3711.1,-3922.0,-550.4,False,True
Croatia,183,139.1,152.0,129.4,-43.9,-31.0,-53.6,True,False
Cuba,94,87.0,94.0,87.3,-7.0,0.0,-6.7,True,True
Cyprus,20,19.0,22.0,19.5,-1.0,2.0,-0.5,False,True
Czechia,421,393.3,394.0,350.7,-27.7,-27.0,-70.3,True,False
Denmark,624,616.7,626.0,629.2,-7.3,2.0,5.2,True,True
Dominican Republic,1673,1507.3,1772.0,1684.8,-165.7,99.0,11.8,True,True
Ecuador,6537,6775.1,6760.0,14717.7,238.1,223.0,8180.7,True,False
Egypt,5376,6734.9,6587.0,6394.7,1358.9,1211.0,1018.7,True,True
Estonia,64,69.0,73.0,68.8,5.0,9.0,4.8,False,True
Finland,335,322.3,339.0,333.3,-12.7,4.0,-1.7,True,True
France,30601,31025.7,30472.0,31902.7,424.7,-129.0,1301.7,True,False
Germany,9299,9208.3,9245.0,9537.6,-90.7,-54.0,238.6,True,False
Greece,260,206.4,205.0,192.9,-53.6,-55.0,-67.1,False,False
Honduras,1842,1769.3,2071.0,2057.3,-72.7,229.0,215.3,False,False
Hungary,614,601.7,633.0,637.3,-12.3,19.0,23.3,False,False
Iceland,10,10.0,11.0,10.4,0.0,1.0,0.4,False,False
Indonesia,7261,7570.4,8396.0,9655.1,309.4,1135.0,2394.1,False,False
Iran,21359,22250.7,22311.0,21837.4,891.7,952.0,478.4,False,True
Ireland,1777,1793.0,1784.0,1822.9,16.0,7.0,45.9,True,False
Israel,906,700.7,775.0,969.3,-205.3,-131.0,63.3,True,True
Italy,35473,35578.0,35316.0,35950.0,105.0,-157.0,477.0,False,False
Japan,1271,1010.9,1164.0,987.4,-260.1,-107.0,-283.6,True,False
Kuwait,528,493.7,489.0,550.4,-34.3,-39.0,22.4,False,True
Latvia,34,31.0,34.0,30.6,-3.0,0.0,-3.4,True,False
Lithuania,86,85.7,89.0,79.6,-0.3,3.0,-6.4,False,False
Luxembourg,124,111.0,119.0,118.2,-13.0,-5.0,-5.8,True,True
Malaysia,125,128.7,137.0,119.5,3.7,12.0,-5.5,False,False
Malta,10,9.0,10.0,9.2,-1.0,0.0,-0.8,True,True
Mexico,63819,62307.9,60254.0,65354.7,-1511.1,-3565.0,1535.7,False,False
Moldova,990,957.9,960.0,1026.0,-32.1,-30.0,36.0,True,False
Netherlands,6252,6149.3,6196.0,6319.1,-102.7,-56.0,67.1,True,True
Nigeria,1011,1126.7,1206.0,1426.9,115.7,195.0,415.9,False,False
Norway,264,266.4,262.0,250.7,2.4,-2.0,-13.3,True,False
Panama,1983,2241.3,2280.0,2463.0,258.3,297.0,480.0,False,False
Peru,28471,19661.3,19900.0,32464.1,-8809.7,-8571.0,3993.1,True,True
Philippines,3419,3183.6,3190.0,1595.8,-235.4,-229.0,-1823.2,True,False
Poland,2032,1918.4,1887.0,1863.9,-113.6,-145.0,-168.1,False,False
Portugal,1818,1856.7,1887.0,2751.6,38.7,69.0,933.6,False,False
Romania,3539,2820.9,2884.0,3232.5,-718.1,-655.0,-306.5,True,True
Russia,16977,18042.3,17464.0,20856.6,1065.3,487.0,3879.6,True,False
Serbia,710,922.0,973.0,2590.5,212.0,263.0,1880.5,False,False
Slovakia,33,28.0,31.0,28.3,-5.0,-2.0,-4.7,True,True
Slovenia,133,124.4,117.0,118.2,-8.6,-16.0,-14.8,False,False
South Korea,323,336.0,318.0,295.3,13.0,-5.0,-27.7,True,False
Spain,29011,28513.4,28573.0,29077.7,-497.6,-438.0,66.7,True,True
Sweden,5821,6227.6,5901.0,5815.1,406.6,80.0,-5.9,True,True
Switzerland,2005,1988.1,2002.0,1986.9,-16.9,-3.0,-18.1,True,False
Turkey,6284,6228.0,6174.0,6073.7,-56.0,-110.0,-210.3,False,False
Ukraine,2540,2099.9,2041.0,2290.8,-440.1,-499.0,-249.2,False,True
United Arab Emirates,379,374.3,389.0,401.8,-4.7,10.0,22.8,False,False
United Kingdom,41585,48151.3,47358.0,47352.3,6566.3,5773.0,5767.3,True,True
