,total_deaths_2020-08-30,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
SteveMcConnell-CovidComplete,183024,188589.0,188552,5523.0,5528,-5.0,-0.1%
IowaStateLW-STEM,183024,188640.0,188552,5574.0,5528,46.0,0.8%
QJHong-Encounter,183024,188653.4,188552,5587.4,5528,59.4,1.1%
COVIDhub-ensemble,183024,188528.0,188552,5462.0,5528,-66.0,-1.2%
CovidAnalytics-DELPHI,183024,188525.0,188552,5459.0,5528,-69.0,-1.2%
STH-3PU,183024,188471.0,188552,5405.0,5528,-123.0,-2.2%
IHME-CurveFit,183024,188464.6,188552,5398.6,5528,-129.4,-2.3%
OliverWyman-Navigator,183024,188441.1,188552,5375.1,5528,-152.9,-2.8%
Baseline,183024,188436.9,188552,5370.9,5528,-157.1,-2.8%
JCB-PRM,183024,188752.9,188552,5686.9,5528,158.9,2.9%
Karlen-pypm,183024,188807.0,188552,5741.0,5528,213.0,3.9%
Columbia_UNC-SurvCon,183024,188818.0,188552,5752.0,5528,224.0,4.1%
LNQ-ens1,183024,188349.0,188552,5283.0,5528,-245.0,-4.4%
DDS-NBDS,183024,188853.6,188552,5787.6,5528,259.6,4.7%
UCLA-SuEIR,183024,188910.1,188552,5844.1,5528,316.1,5.7%
PSI-DRAFT,183024,188950.5,188552,5884.5,5528,356.5,6.4%
USC-SI_kJalpha,183024,188989.0,188552,5923.0,5528,395.0,7.1%
UMich-RidgeTfReg,183024,188194.3,188552,5128.3,5528,-399.7,-7.2%
RPI_UW-Mob_Collision,183024,189015.5,188552,5949.5,5528,421.5,7.6%
UA-EpiCovDA,183024,189103.0,188552,6037.0,5528,509.0,9.2%
Geneva-DetGrowth,183024,189133.7,188552,6067.7,5528,539.7,9.8%
YYG-ParamSearch,183024,188045.3,188552,4979.3,5528,-548.7,-9.9%
GT-DeepCOVID,183024,188020.7,188552,4954.7,5528,-573.3,-10.4%
COVIDhub-baseline,183024,189172.0,188552,6106.0,5528,578.0,10.5%
epiforecasts-ensemble1,183024,189192.0,188552,6126.0,5528,598.0,10.8%
CEID-Walk,183024,189194.7,188552,6128.7,5528,600.7,10.9%
UMass-MechBayes,183024,187954.0,188552,4888.0,5528,-640.0,-11.6%
MOBS-GLEAM_COVID,183024,187949.8,188552,4883.8,5528,-644.2,-11.7%
USACE-ERDC_SEIR,183024,189253.4,188552,6187.4,5528,659.4,11.9%
CU-select,183024,187877.0,188552,4811.0,5528,-717.0,-13.0%
JHU_IDD-CovidSP,183024,187535.7,188552,4469.7,5528,-1058.3,-19.1%
LANL-GrowthRate,183024,187241.1,188552,4175.1,5528,-1352.9,-24.5%
RobertWalraven-ESG,183024,187188.8,188552,4122.8,5528,-1405.2,-25.4%
NotreDame-mobility,183024,187159.2,188552,4093.2,5528,-1434.8,-26.0%
UCM_MESALab-FoGSEIR,183024,187094.0,188552,4028.0,5528,-1500.0,-27.1%
WalmartLabsML-LogForecasting,183024,187020.0,188552,3954.0,5528,-1574.0,-28.5%
Covid19Sim-Simulator,183024,190457.4,188552,7391.4,5528,1863.4,33.7%
JHUAPL-Bucky,183024,185164.0,188552,2098.0,5528,-3430.0,-62.0%
CMU-TimeSeries,183024,,188552,,5528,,
GT_CHHS-COVID19,183024,,188552,,5528,,
Google_Harvard-CPF,183024,,188552,,5528,,
NotreDame-FRED,183024,,188552,,5528,,
