,total_deaths_2020-08-16,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
OliverWyman-Navigator,170482,188790.1,188890,18738.1,18408,330.1,1.8%
QJHong-Encounter,170482,188895.6,188890,18843.6,18408,435.6,2.4%
STH-3PU,170482,188945.0,188890,18893.0,18408,485.0,2.6%
UCLA-SuEIR,170482,189096.4,188890,19044.4,18408,636.4,3.5%
YYG-ParamSearch,170482,189107.9,188890,19055.9,18408,647.9,3.5%
COVIDhub-ensemble,170482,189122.0,188890,19070.0,18408,662.0,3.6%
UMass-MechBayes,170482,187612.0,188890,17560.0,18408,-848.0,-4.6%
USC-SI_kJalpha,170482,187590.0,188890,17538.0,18408,-870.0,-4.7%
CU-select,170482,189369.0,188890,19317.0,18408,909.0,4.9%
Auquan-SEIR,170482,187513.0,188890,17461.0,18408,-947.0,-5.1%
Columbia_UNC-SurvCon,170482,189440.0,188890,19388.0,18408,980.0,5.3%
GT-DeepCOVID,170482,189462.8,188890,19410.8,18408,1002.8,5.4%
JCB-PRM,170482,189702.4,188890,19650.4,18408,1242.4,6.7%
UA-EpiCovDA,170482,190053.0,188890,20001.0,18408,1593.0,8.7%
LNQ-ens1,170482,190100.7,188890,20048.7,18408,1640.7,8.9%
IowaStateLW-STEM,170482,186668.0,188890,16616.0,18408,-1792.0,-9.7%
NotreDame-mobility,170482,190260.9,188890,20208.9,18408,1800.9,9.8%
Baseline,170482,190377.7,188890,20325.7,18408,1917.7,10.4%
UCM_MESALab-FoGSEIR,170482,186409.0,188890,16357.0,18408,-2051.0,-11.1%
COVIDhub-baseline,170482,190667.4,188890,20615.4,18408,2207.4,12.0%
DDS-NBDS,170482,190760.2,188890,20708.2,18408,2300.2,12.5%
CEID-Walk,170482,190993.6,188890,20941.6,18408,2533.6,13.8%
CovidAnalytics-DELPHI,170482,185901.0,188890,15849.0,18408,-2559.0,-13.9%
MOBS-GLEAM_COVID,170482,185031.2,188890,14979.2,18408,-3428.8,-18.6%
epiforecasts-ensemble1,170482,184774.0,188890,14722.0,18408,-3686.0,-20.0%
Karlen-pypm,170482,193112.2,188890,23060.2,18408,4652.2,25.3%
LANL-GrowthRate,170482,183527.8,188890,13475.8,18408,-4932.2,-26.8%
PSI-DRAFT,170482,182434.0,188890,12382.0,18408,-6026.0,-32.7%
USACE-ERDC_SEIR,170482,194787.7,188890,24735.7,18408,6327.7,34.4%
JHU_IDD-CovidSP,170482,194952.1,188890,24900.1,18408,6492.1,35.3%
UMich-RidgeTfReg,170482,181438.4,188890,11386.4,18408,-7021.6,-38.1%
RobertWalraven-ESG,170482,179077.5,188890,9025.5,18408,-9382.5,-51.0%
UT-Mobility,170482,198272.5,188890,28220.5,18408,9812.5,53.3%
RPI_UW-Mob_Collision,170482,198441.0,188890,28389.0,18408,9981.0,54.2%
Covid19Sim-Simulator,170482,175551.0,188890,5499.0,18408,-12909.0,-70.1%
MITCovAlliance-SIR,170482,173354.1,188890,3302.1,18408,-15105.9,-82.1%
TTU-squider,170482,328554.4,188890,158502.4,18408,140094.4,761.1%
CMU-TimeSeries,170482,,188890,,18408,,
GT_CHHS-COVID19,170482,,188890,,18408,,
NotreDame-FRED,170482,,188890,,18408,,
