,count,mean,median,std,min,25%,75%,max
USC-SI_kJalpha,51,118.5,65.0,152.4,1.0,27.0,133.0,749.0
YYG-ParamSearch,51,121.5,74.1,150.7,3.3,22.6,164.1,698.5
UCLA-SuEIR,51,148.3,55.5,323.5,1.2,20.2,127.6,2104.2
Covid19Sim-Simulator,51,153.7,70.6,317.7,1.4,15.9,155.5,2172.8
CovidAnalytics-DELPHI,51,169.0,51.0,269.5,1.0,16.5,223.5,1505.0
Baseline,51,179.1,60.7,430.7,1.4,29.7,113.9,2811.6
IHME-CurveFit,51,186.2,58.9,312.6,0.5,19.6,195.8,1482.2
IowaStateLW-STEM,49,193.3,84.0,323.9,1.0,25.5,223.5,1927.0
LANL-GrowthRate,51,283.8,105.7,604.1,0.2,29.6,237.2,3640.8
JHU_IDD-CovidSP,51,351.4,213.0,492.5,14.5,72.2,481.9,3223.4
USACE-ERDC_SEIR,51,375.6,125.3,501.0,2.4,45.0,478.2,2169.1
NotreDame-mobility,51,377.7,148.8,709.6,0.8,53.0,313.1,3544.1
MITCovAlliance-SIR,51,394.9,96.4,930.9,1.3,21.6,251.0,4503.5
Karlen-pypm,51,428.5,78.2,1205.2,1.4,23.0,336.8,7562.4
PSI-DRAFT,51,1151.9,221.0,3634.9,1.0,64.0,515.0,24080.5
