,total_deaths_2020-08-02,predicted_deaths,actual_deaths,predicted_addl_deaths,actual_addl_deaths,error,perc_error
IHME-CurveFit,155565,186548.4,188552,31688.4,32987,-1298.6,-3.9%
YYG-ParamSearch,155565,189600.3,188552,34740.3,32987,1753.3,5.3%
UCLA-SuEIR,155565,190803.5,188552,35943.5,32987,2956.5,9.0%
Covid19Sim-Simulator,155565,184750.4,188552,29890.4,32987,-3096.6,-9.4%
Karlen-pypm,155565,191334.7,188552,36474.7,32987,3487.7,10.6%
CovidAnalytics-DELPHI,155565,184267.0,188552,29407.0,32987,-3580.0,-10.9%
IowaStateLW-STEM,155565,184210.0,188552,29350.0,32987,-3637.0,-11.0%
Columbia_UNC-SurvCon,155565,183393.0,188552,28533.0,32987,-4454.0,-13.5%
Baseline,155565,193352.9,188552,38492.9,32987,5505.9,16.7%
USC-SI_kJalpha,155565,193816.0,188552,38956.0,32987,5969.0,18.1%
QJHong-Encounter,155565,194320.3,188552,39460.3,32987,6473.3,19.6%
UCM_MESALab-FoGSEIR,155565,179387.0,188552,24527.0,32987,-8460.0,-25.6%
NotreDame-mobility,155565,177261.7,188552,22401.7,32987,-10585.3,-32.1%
USACE-ERDC_SEIR,155565,199887.4,188552,45027.4,32987,12040.4,36.5%
LANL-GrowthRate,155565,175169.4,188552,20309.4,32987,-12677.6,-38.4%
MITCovAlliance-SIR,155565,172249.2,188552,17389.2,32987,-15597.8,-47.3%
JHU_IDD-CovidSP,155565,204484.5,188552,49624.5,32987,16637.5,50.4%
STH-3PU,155565,237952.0,188552,83092.0,32987,50105.0,151.9%
PSI-DRAFT,155565,240375.5,188552,85515.5,32987,52528.5,159.2%
NotreDame-FRED,155565,,188552,,32987,,
